,Rank,Team,Rating,Hi,Low,Last,Season,Week
0,1,Kansas St,32.9,1,76,5,2012,10
1,2,Oregon,31.4,1,38,3,2012,10
2,3,Alabama,29.3,1,20,1,2012,10
3,4,Oklahoma,27.5,2,87,2,2012,10
4,5,Notre Dame,23.8,3,26,7,2012,10
5,6,Florida,23.0,4,41,4,2012,10
6,7,Texas A&M,22.8,2,54,9,2012,10
7,8,Florida St,19.7,2,31,10,2012,10
8,9,Oklahoma St,17.6,1,48,24,2012,10
9,10,Michigan,16.8,6,69,6,2012,10
10,11,Clemson,15.0,6,65,19,2012,10
11,12,Georgia,14.0,3,84,17,2012,10
12,13,N Illinois,13.5,9,121,26,2012,10
13,14,Mississippi,13.5,14,89,34,2012,10
14,15,USC,13.4,7,39,13,2012,10
15,16,Ohio State,13.3,4,40,30,2012,10
16,17,S Carolina,13.0,2,58,11,2012,10
17,18,Texas Tech,13.0,6,71,8,2012,10
18,19,Utah State,12.5,6,112,37,2012,10
19,20,BYU,12.1,6,44,33,2012,10
20,21,Oregon St,11.4,9,53,14,2012,10
21,22,N Carolina,11.3,8,114,15,2012,10
22,23,Arizona St,11.0,2,51,20,2012,10
23,24,Wisconsin,10.9,7,108,23,2012,10
24,25,Miss State,10.4,22,114,27,2012,10
25,26,Nebraska,10.3,6,52,28,2012,10
26,27,Iowa State,10.0,15,59,31,2012,10
27,28,Penn State,10.0,12,96,12,2012,10
28,29,LSU,10.0,3,40,22,2012,10
29,30,Boise State,9.4,11,44,38,2012,10
30,31,LA Monroe,8.3,31,92,32,2012,10
31,32,Stanford,7.8,5,112,18,2012,10
32,33,TX Christian,7.1,9,75,29,2012,10
33,34,VA Tech,6.6,25,68,36,2012,10
34,35,Fresno St,6.5,21,77,39,2012,10
35,36,Arizona,6.1,11,75,35,2012,10
36,37,Kent State,5.7,37,115,44,2012,10
37,38,Michigan St,5.5,8,61,51,2012,10
38,39,LA Tech,5.1,21,65,25,2012,10
39,40,Rutgers,4.8,16,80,16,2012,10
40,41,Cincinnati,4.6,22,71,48,2012,10
41,42,Northwestern,4.2,22,88,47,2012,10
42,43,Tennessee,4.0,7,66,52,2012,10
43,44,Central FL,3.9,1,65,64,2012,10
44,45,Pittsburgh,3.5,18,122,43,2012,10
45,46,NC State,3.3,42,110,42,2012,10
46,47,W Kentucky,3.1,18,104,41,2012,10
47,48,Arkansas,2.9,26,105,62,2012,10
48,49,Missouri,2.3,9,53,50,2012,10
49,50,S Methodist,2.3,47,110,75,2012,10
50,51,Navy,1.9,49,118,70,2012,10
51,52,Arkansas St,1.8,12,101,82,2012,10
52,53,Syracuse,1.6,16,84,61,2012,10
53,54,Texas,1.5,3,55,21,2012,10
54,55,California,1.2,29,108,40,2012,10
