,Rank,Team,Rating,Hi,Low,Last,Season,Week
0,1,Oklahoma,10.7,1,85,1,2012,9
1,2,Florida,9.1,1,57,2,2012,9
2,3,Kansas St,7.7,1,97,8,2012,9
3,4,Iowa State,7.1,4,74,9,2012,9
4,5,Texas A&M,6.9,1,18,10,2012,9
5,6,S Carolina,6.9,6,35,12,2012,9
6,7,LSU,6.7,3,87,20,2012,9
7,8,Texas,6.5,3,98,3,2012,9
8,9,Texas Tech,6.3,5,121,11,2012,9
9,10,Michigan,6.2,1,22,4,2012,9
10,11,Alabama,5.8,1,27,6,2012,9
11,12,Auburn,5.5,4,42,13,2012,9
12,13,Missouri,5.4,1,93,5,2012,9
13,14,Utah,5.2,9,115,16,2012,9
14,15,Stanford,5.1,6,100,14,2012,9
15,16,Tennessee,4.9,7,68,22,2012,9
16,17,Arizona,4.9,9,73,15,2012,9
17,18,Vanderbilt,4.2,6,35,7,2012,9
18,19,Notre Dame,3.9,3,64,17,2012,9
19,20,Oregon St,3.8,5,63,19,2012,9
20,21,Kentucky,3.6,14,85,24,2012,9
21,22,Washington,3.5,15,71,21,2012,9
22,23,Baylor,2.8,7,115,33,2012,9
23,24,Miami (FL),2.6,8,52,29,2012,9
24,25,Arkansas,2.5,10,98,27,2012,9
25,26,W Virginia,2.4,12,113,28,2012,9
26,27,Oklahoma St,2.0,3,66,31,2012,9
27,28,California,1.9,13,91,25,2012,9
28,29,Oregon,1.6,3,81,61,2012,9
29,30,Georgia,1.5,7,91,18,2012,9
30,31,USC,1.5,4,86,23,2012,9
31,32,BYU,1.3,19,113,43,2012,9
32,33,Michigan St,1.2,8,37,35,2012,9
33,34,Nebraska,1.0,13,59,30,2012,9
34,35,Arizona St,0.9,20,119,42,2012,9
35,36,TX Christian,0.9,6,105,47,2012,9
36,37,Mississippi,0.3,24,114,32,2012,9
37,38,VA Tech,0.2,21,51,40,2012,9
38,39,S Florida,0.1,27,106,39,2012,9
39,40,Clemson,0.1,16,90,37,2012,9
40,41,Purdue,-0.1,23,109,53,2012,9
41,42,Wisconsin,-0.6,14,99,34,2012,9
42,43,Kansas,-1.0,28,117,56,2012,9
43,44,Florida St,-1.1,11,109,46,2012,9
44,45,S Mississippi,-1.4,2,92,26,2012,9
45,46,Ohio State,-1.5,16,89,36,2012,9
46,47,Fresno St,-1.7,20,119,38,2012,9
47,48,UCLA,-1.8,24,101,41,2012,9
48,49,Illinois,-2.5,27,74,48,2012,9
49,50,Tulane,-2.5,10,120,51,2012,9
50,51,NC State,-2.8,10,70,44,2012,9
51,52,W Kentucky,-3.0,28,121,50,2012,9
52,53,Syracuse,-3.0,13,83,54,2012,9
53,54,Northwestern,-3.2,32,90,67,2012,9
54,55,N Carolina,-3.3,41,95,57,2012,9
55,56,Boise State,-3.4,4,78,45,2012,9
56,57,LA Monroe,-3.5,14,101,68,2012,9
57,58,Utah State,-3.6,38,123,55,2012,9
58,59,Boston Col,-3.7,42,97,63,2012,9
59,60,Iowa,-4.3,33,99,60,2012,9
60,61,S Methodist,-4.5,13,82,66,2012,9
61,62,Rutgers,-4.5,44,114,78,2012,9
62,63,LA Tech,-4.8,43,96,52,2012,9
63,64,San Jose St,-4.9,15,114,75,2012,9
64,65,Temple,-5.0,52,121,71,2012,9
65,66,GA Tech,-5.1,17,76,59,2012,9
66,67,Virginia,-5.3,42,116,58,2012,9
67,68,TX El Paso,-5.5,7,96,49,2012,9
68,69,Penn State,-5.5,34,82,82,2012,9
69,70,Navy,-5.7,2,90,74,2012,9
70,71,Marshall,-5.7,11,105,80,2012,9
71,72,Ball State,-5.8,58,102,70,2012,9
72,73,Louisville,-5.9,41,92,69,2012,9
73,74,North Texas,-6.0,4,104,73,2012,9
74,75,Pittsburgh,-6.0,39,93,65,2012,9
75,76,Duke,-6.1,48,106,96,2012,9
76,77,Indiana,-6.4,65,122,87,2012,9
77,78,Rice,-6.6,19,113,93,2012,9
78,79,Miss State,-6.7,40,101,79,2012,9
79,80,Florida Intl,-6.8,36,104,83,2012,9
80,81,Connecticut,-6.8,49,114,81,2012,9
81,82,Tulsa,-6.8,23,88,77,2012,9
82,83,Cincinnati,-7.0,29,107,97,2012,9
83,84,UAB,-7.1,22,120,64,2012,9
84,85,Houston,-7.2,22,100,90,2012,9
85,86,Wash State,-7.2,14,115,86,2012,9
86,87,Central FL,-7.2,17,116,62,2012,9
87,88,E Carolina,-7.2,50,117,72,2012,9
88,89,Wake Forest,-7.3,72,102,88,2012,9
89,90,Troy,-7.4,69,108,76,2012,9
90,91,Maryland,-7.4,60,104,84,2012,9
91,92,Toledo,-7.5,22,101,100,2012,9
92,93,Minnesota,-7.5,55,119,101,2012,9
93,94,U Mass,-7.6,18,114,85,2012,9
94,95,Central Mich,-8.0,79,121,89,2012,9
95,96,Arkansas St,-8.1,2,96,94,2012,9
96,97,San Diego St,-8.3,31,110,110,2012,9
97,98,Buffalo,-8.3,13,117,95,2012,9
98,99,Wyoming,-8.4,9,111,102,2012,9
99,100,LA Lafayette,-8.6,58,122,99,2012,9
100,101,Fla Atlantic,-9.0,83,120,91,2012,9
101,102,UNLV,-9.2,70,120,107,2012,9
102,103,Bowling Grn,-9.3,10,114,92,2012,9
103,104,New Mexico,-9.7,88,124,105,2012,9
104,105,Nevada,-9.7,30,106,104,2012,9
105,106,Middle Tenn,-9.8,92,124,114,2012,9
106,107,E Michigan,-9.9,49,108,98,2012,9
107,108,W Michigan,-10.0,20,110,108,2012,9
108,109,Army,-10.0,25,110,103,2012,9
109,110,Colorado St,-10.1,81,119,109,2012,9
110,111,Akron,-11.4,35,123,115,2012,9
111,112,N Illinois,-11.6,34,118,111,2012,9
112,113,Miami (OH),-11.8,6,117,113,2012,9
113,114,Air Force,-11.8,59,120,112,2012,9
114,115,Hawaii,-12.3,1,121,117,2012,9
115,116,Kent State,-12.4,91,122,118,2012,9
116,117,Memphis,-12.4,109,124,119,2012,9
117,118,Colorado,-12.5,68,123,120,2012,9
118,119,S Alabama,-12.5,55,121,106,2012,9
119,120,Texas State,-12.8,26,120,116,2012,9
120,121,Ohio,-13.3,40,122,121,2012,9
121,122,Idaho ,-14.5,97,122,122,2012,9
122,123,N Mex State,-16.5,105,124,123,2012,9
123,124,TX-San Ant,-18.9,58,124,124,2012,9
