,Rank,Team,Rating,Hi,Low,Last,Season,Week
0,1,Kansas St,31.2,1,76,1,2012,11
1,2,Alabama,30.6,1,20,3,2012,11
2,3,Oklahoma,29.0,2,87,4,2012,11
3,4,Oregon,25.7,1,38,2,2012,11
4,5,Notre Dame,21.1,3,26,5,2012,11
5,6,Texas A&M,20.9,2,54,7,2012,11
6,7,Florida,20.3,4,41,6,2012,11
7,8,Clemson,19.9,6,65,11,2012,11
8,9,Florida St,18.8,2,31,8,2012,11
9,10,N Illinois,17.1,9,121,13,2012,11
10,11,Michigan,16.9,6,69,10,2012,11
11,12,Penn State,15.2,12,96,28,2012,11
12,13,Ohio State,14.4,4,40,16,2012,11
13,14,LSU,14.2,3,40,29,2012,11
14,15,Utah State,14.0,6,112,19,2012,11
15,16,Oklahoma St,13.6,1,48,9,2012,11
16,17,S Carolina,12.5,2,58,17,2012,11
17,18,UCLA,12.4,4,58,58,2012,11
18,19,BYU,12.3,6,44,20,2012,11
19,20,Oregon St,12.0,9,53,21,2012,11
20,21,USC,11.9,7,39,15,2012,11
21,22,Stanford,11.8,5,112,32,2012,11
22,23,Iowa State,11.3,15,59,27,2012,11
23,24,Vanderbilt,10.7,8,81,67,2012,11
24,25,Wisconsin,10.3,7,108,24,2012,11
25,26,N Carolina,10.1,8,114,22,2012,11
26,27,Utah,10.0,7,68,62,2012,11
27,28,Georgia,9.6,3,84,12,2012,11
28,29,Boise State,9.1,11,44,30,2012,11
29,30,Texas Tech,8.6,6,71,18,2012,11
30,31,Miss State,8.4,22,114,25,2012,11
31,32,Central FL,8.4,1,65,44,2012,11
32,33,Mississippi,7.9,14,89,14,2012,11
33,34,Nebraska,7.4,6,52,26,2012,11
34,35,LA Tech,6.9,21,65,39,2012,11
35,36,TX Christian,6.5,9,75,33,2012,11
36,37,Missouri,6.2,9,53,49,2012,11
37,38,Fresno St,6.1,21,77,35,2012,11
38,39,Arizona St,6.0,2,51,23,2012,11
39,40,Pittsburgh,5.6,18,122,45,2012,11
40,41,Kent State,5.2,37,115,37,2012,11
41,42,Arkansas,5.2,26,105,48,2012,11
42,43,Michigan St,4.9,8,61,38,2012,11
43,44,Northwestern,4.6,22,88,42,2012,11
44,45,Cincinnati,4.6,22,71,41,2012,11
45,46,Louisville,4.4,35,62,60,2012,11
46,47,Rutgers,4.2,16,80,40,2012,11
47,48,San Diego St,3.9,17,77,59,2012,11
48,49,Tennessee,3.5,7,66,43,2012,11
49,50,Syracuse,3.1,16,84,53,2012,11
50,51,Navy,2.9,49,118,51,2012,11
