,Rank,Team,Rating,Hi,Low,Last,Season,Week
0,1,Texas A&M,10.2,1,18,10,2012,12
1,2,Alabama,9.8,1,27,5,2012,12
2,3,Florida,8.8,1,57,2,2012,12
3,4,Oklahoma,8.7,1,85,1,2012,12
4,5,LSU,8.6,3,87,3,2012,12
5,6,Kansas St,8.5,1,97,4,2012,12
6,7,Iowa State,7.7,4,74,6,2012,12
7,8,Missouri,6.8,1,93,8,2012,12
8,9,Oregon St,6.2,5,63,16,2012,12
9,10,S Carolina,6.1,6,35,11,2012,12
10,11,Notre Dame,5.8,3,64,7,2012,12
11,12,Texas,5.8,3,98,12,2012,12
12,13,Oklahoma St,5.5,3,66,13,2012,12
13,14,USC,5.3,4,86,17,2012,12
14,15,Texas Tech,4.9,5,121,9,2012,12
15,16,Michigan,4.8,1,22,14,2012,12
16,17,Georgia,4.6,7,91,18,2012,12
17,18,TX Christian,4.6,6,105,29,2012,12
18,19,Oregon,4.6,3,81,23,2012,12
19,20,Nebraska,4.4,13,59,20,2012,12
20,21,Washington,4.4,15,71,22,2012,12
21,22,Arizona St,4.0,20,119,25,2012,12
22,23,Utah,3.9,9,115,19,2012,12
23,24,Tennessee,3.8,7,68,21,2012,12
24,25,Arizona,3.6,9,73,15,2012,12
25,26,Baylor,3.5,7,115,37,2012,12
26,27,W Virginia,3.3,12,113,32,2012,12
27,28,Auburn,3.2,4,42,27,2012,12
28,29,Michigan St,3.1,8,37,26,2012,12
29,30,Vanderbilt,3.0,6,35,30,2012,12
30,31,Kentucky,2.8,14,85,28,2012,12
31,32,Kansas,2.7,28,117,38,2012,12
32,33,Stanford,2.5,6,100,33,2012,12
33,34,BYU,2.5,19,113,24,2012,12
34,35,California,2.2,13,91,34,2012,12
35,36,VA Tech,2.2,21,51,40,2012,12
36,37,Arkansas,2.0,10,98,39,2012,12
37,38,Miami (FL),1.8,8,52,31,2012,12
38,39,Mississippi,1.7,24,114,35,2012,12
39,40,Miss State,1.3,40,101,43,2012,12
40,41,Wisconsin,0.2,14,99,44,2012,12
41,42,Florida St,0.1,11,109,46,2012,12
42,43,UCLA,0.0,24,101,36,2012,12
43,44,Clemson,-0.3,16,90,41,2012,12
44,45,Northwestern,-0.4,32,90,48,2012,12
45,46,Syracuse,-0.4,13,83,45,2012,12
46,47,Ohio State,-0.6,16,89,42,2012,12
47,48,Penn State,-1.2,34,82,52,2012,12
48,49,GA Tech,-1.3,17,76,54,2012,12
49,50,Purdue,-1.5,23,109,49,2012,12
50,51,Fresno St,-2.0,20,119,55,2012,12
51,52,S Florida,-2.7,27,106,50,2012,12
52,53,Utah State,-2.9,38,123,57,2012,12
53,54,Boston Col,-3.0,42,97,61,2012,12
54,55,Iowa,-3.0,33,99,47,2012,12
55,56,Pittsburgh,-3.2,39,93,53,2012,12
56,57,Wash State,-3.7,14,115,63,2012,12
57,58,NC State,-4.1,10,70,56,2012,12
58,59,LA Lafayette,-4.1,58,122,87,2012,12
59,60,N Carolina,-4.2,41,95,59,2012,12
60,61,Virginia,-4.3,42,116,62,2012,12
61,62,Duke,-4.4,48,106,60,2012,12
62,63,Temple,-4.5,52,121,65,2012,12
63,64,Arkansas St,-4.5,2,96,68,2012,12
64,65,Boise State,-4.5,4,78,58,2012,12
65,66,Illinois,-4.5,27,74,51,2012,12
66,67,Cincinnati,-4.7,29,107,64,2012,12
67,68,Ball State,-4.9,58,102,69,2012,12
68,69,TX El Paso,-5.1,7,96,76,2012,12
69,70,Minnesota,-5.1,55,119,67,2012,12
70,71,LA Monroe,-5.2,14,101,78,2012,12
71,72,Louisville,-5.3,41,92,71,2012,12
