,Rank,Team,Rating,Hi,Low,Last,Season,Week
0,1,Oklahoma,9.9,1,85,1,2012,11
1,2,Florida,9.5,1,57,2,2012,11
2,3,LSU,9.1,3,87,8,2012,11
3,4,Kansas St,8.4,1,97,4,2012,11
4,5,Alabama,8.3,1,27,14,2012,11
5,6,Iowa State,7.1,4,74,12,2012,11
6,7,Notre Dame,7.1,3,64,3,2012,11
7,8,Missouri,6.9,1,93,18,2012,11
8,9,Texas Tech,6.7,5,121,5,2012,11
9,10,Texas A&M,6.7,1,18,10,2012,11
10,11,S Carolina,6.6,6,35,11,2012,11
11,12,Texas,5.8,3,98,17,2012,11
12,13,Oklahoma St,5.7,3,66,28,2012,11
13,14,Michigan,5.7,1,22,6,2012,11
14,15,Arizona,5.2,9,73,13,2012,11
15,16,Oregon St,4.9,5,63,19,2012,11
16,17,USC,4.8,4,86,29,2012,11
17,18,Georgia,4.7,7,91,16,2012,11
18,19,Utah,4.5,9,115,15,2012,11
19,20,Nebraska,4.5,13,59,25,2012,11
20,21,Tennessee,4.1,7,68,7,2012,11
21,22,Washington,4.0,15,71,21,2012,11
22,23,Oregon,4.0,3,81,35,2012,11
23,24,BYU,3.6,19,113,23,2012,11
24,25,Arizona St,3.3,20,119,36,2012,11
25,26,Michigan St,3.3,8,37,24,2012,11
26,27,Auburn,3.3,4,42,9,2012,11
27,28,Kentucky,3.2,14,85,20,2012,11
28,29,TX Christian,2.9,6,105,27,2012,11
29,30,Vanderbilt,2.6,6,35,31,2012,11
30,31,Miami (FL),2.4,8,52,30,2012,11
31,32,W Virginia,1.9,12,113,34,2012,11
32,33,Stanford,1.8,6,100,22,2012,11
33,34,California,1.6,13,91,32,2012,11
34,35,Mississippi,1.6,24,114,40,2012,11
35,36,UCLA,1.4,24,101,38,2012,11
36,37,Baylor,1.3,7,115,26,2012,11
37,38,Kansas,1.0,28,117,37,2012,11
38,39,Arkansas,0.9,10,98,33,2012,11
39,40,VA Tech,0.6,21,51,41,2012,11
40,41,Clemson,0.2,16,90,43,2012,11
41,42,Ohio State,0.0,16,89,39,2012,11
42,43,Miss State,-0.2,40,101,48,2012,11
43,44,Wisconsin,-0.5,14,99,42,2012,11
44,45,Syracuse,-0.9,13,83,50,2012,11
45,46,Florida St,-1.1,11,109,45,2012,11
46,47,Iowa,-2.0,33,99,51,2012,11
47,48,Northwestern,-2.1,32,90,52,2012,11
48,49,Purdue,-2.3,23,109,47,2012,11
49,50,S Florida,-2.6,27,106,46,2012,11
50,51,Illinois,-2.8,27,74,61,2012,11
51,52,Penn State,-2.8,34,82,56,2012,11
52,53,Pittsburgh,-2.9,39,93,71,2012,11
53,54,GA Tech,-3.2,17,76,60,2012,11
54,55,Fresno St,-3.4,20,119,49,2012,11
55,56,NC State,-3.4,10,70,44,2012,11
56,57,Utah State,-3.4,38,123,53,2012,11
57,58,Boise State,-3.9,4,78,54,2012,11
58,59,N Carolina,-4.0,41,95,57,2012,11
59,60,Duke,-4.1,48,106,67,2012,11
60,61,Boston Col,-4.2,42,97,63,2012,11
61,62,Virginia,-4.3,42,116,80,2012,11
62,63,Wash State,-4.3,14,115,62,2012,11
63,64,Cincinnati,-4.5,29,107,64,2012,11
64,65,Temple,-4.6,52,121,68,2012,11
65,66,S Methodist,-5.1,13,82,77,2012,11
66,67,Minnesota,-5.2,55,119,81,2012,11
67,68,Arkansas St,-5.3,2,96,75,2012,11
68,69,Ball State,-5.3,58,102,72,2012,11
69,70,Indiana,-5.3,65,122,66,2012,11
70,71,Louisville,-5.5,41,92,65,2012,11
71,72,Navy,-5.6,2,90,58,2012,11
72,73,S Mississippi,-5.6,2,92,55,2012,11
73,74,W Kentucky,-5.6,28,121,59,2012,11
74,75,Central FL,-5.7,17,116,79,2012,11
75,76,TX El Paso,-5.8,7,96,70,2012,11
76,77,Tulsa,-5.9,23,88,88,2012,11
77,78,LA Monroe,-5.9,14,101,69,2012,11
78,79,U Mass,-6.1,18,114,84,2012,11
79,80,Rutgers,-6.2,44,114,73,2012,11
80,81,Wake Forest,-6.5,72,102,85,2012,11
81,82,LA Tech,-6.5,43,96,76,2012,11
82,83,North Texas,-6.6,4,104,87,2012,11
83,84,Florida Intl,-6.6,36,104,82,2012,11
84,85,San Diego St,-6.7,31,110,103,2012,11
85,86,San Jose St,-6.9,15,114,74,2012,11
86,87,LA Lafayette,-7.1,58,122,107,2012,11
87,88,Connecticut,-7.2,49,114,89,2012,11
88,89,Troy,-7.2,69,108,102,2012,11
89,90,Maryland,-7.5,60,104,92,2012,11
90,91,Tulane,-7.6,10,120,83,2012,11
91,92,Fla Atlantic,-7.9,83,120,99,2012,11
92,93,Houston,-8.0,22,100,95,2012,11
93,94,E Carolina,-8.3,50,117,97,2012,11
94,95,Middle Tenn,-8.3,92,124,108,2012,11
95,96,Buffalo,-8.4,13,117,86,2012,11
96,97,E Michigan,-8.4,49,108,101,2012,11
97,98,Marshall,-8.4,11,105,78,2012,11
98,99,UNLV,-8.5,70,120,90,2012,11
99,100,Toledo,-8.6,22,101,94,2012,11
100,101,W Michigan,-9.0,20,110,100,2012,11
101,102,Rice,-9.2,19,113,93,2012,11
102,103,Central Mich,-9.3,79,121,98,2012,11
103,104,Army,-9.4,25,110,106,2012,11
104,105,Nevada,-9.7,30,106,104,2012,11
105,106,UAB,-9.7,22,120,110,2012,11
106,107,Wyoming,-9.8,9,111,91,2012,11
