,Rank,Team,Rating,v 1-10,v 11-25,v 26-40,Hi,Low,Last,Season,Week
0,1,Oklahoma,55.5,0-0,0-0,0-0,1,29,1,2012,13
1,2,Alabama,38.7,0-0,1-0,0-0,1,14,2,2012,13
2,3,Notre Dame,37.1,0-0,0-0,0-0,2,24,3,2012,13
3,4,Georgia,23.1,1-0,0-0,0-0,4,45,4,2012,13
4,5,USC,13.9,0-0,0-0,0-0,4,41,6,2012,13
5,6,Oregon,13.0,0-0,0-0,0-0,3,52,5,2012,13
6,7,Tennessee,12.7,0-0,0-0,0-0,1,35,7,2012,13
7,8,Houston,11.8,0-0,0-0,0-0,7,108,8,2012,13
8,9,Florida,6.7,0-1,0-0,0-0,7,47,9,2012,13
9,10,Iowa,6.3,0-0,0-0,0-0,9,119,10,2012,13
10,11,Auburn,6.2,0-0,0-1,0-0,8,119,11,2012,13
11,12,Cincinnati,6.0,0-0,1-0,0-0,6,55,12,2012,13
12,13,Clemson,3.1,0-0,1-0,0-0,4,46,16,2012,13
13,14,Mississippi,2.2,0-0,0-0,0-0,12,75,13,2012,13
14,15,LA Monroe,2.2,0-0,0-0,0-0,6,117,14,2012,13
15,16,VA Tech,1.9,0-0,0-1,0-0,9,104,15,2012,13
16,17,W Virginia,1.0,0-0,0-0,0-0,6,108,20,2012,13
17,18,Michigan,0.0,0-1,0-0,0-0,6,120,17,2012,13
18,19,Texas A&M,--,0-0,0-0,0-0,1,53,22,2012,13
19,20,Wisconsin,--,0-0,0-0,0-0,2,84,23,2012,13
20,21,Kansas St,--,0-0,0-0,0-0,13,50,21,2012,13
21,22,Stanford,--,0-0,0-0,0-0,6,111,27,2012,13
22,23,Oregon St,--,0-0,0-0,0-0,18,63,28,2012,13
23,24,Penn State,--,0-0,0-0,0-0,22,77,29,2012,13
24,25,LSU,--,0-0,0-0,0-0,4,47,26,2012,13
25,26,Florida St,--,0-0,0-0,0-0,12,51,35,2012,13
26,27,Utah State,--,0-0,0-0,0-0,6,112,30,2012,13
27,28,Michigan St,--,0-0,0-0,0-0,10,41,31,2012,13
28,29,TX Christian,--,0-0,0-0,0-0,6,52,32,2012,13
29,30,BYU,--,0-0,0-0,0-0,6,55,25,2012,13
30,31,Ohio State,--,0-0,0-0,0-0,16,53,37,2012,13
31,32,GA Tech,--,0-0,0-0,0-0,11,57,34,2012,13
32,33,San Jose St,--,0-0,0-0,0-0,5,114,33,2012,13
33,34,Central FL,--,0-0,0-0,0-0,1,53,36,2012,13
34,35,Rutgers,--,0-0,0-0,0-0,28,102,38,2012,13
35,36,Texas Tech,--,0-0,0-0,0-0,9,48,24,2012,13
36,37,Iowa State,--,0-0,0-0,0-0,22,108,46,2012,13
37,38,Boise State,--,0-0,0-0,0-0,6,58,39,2012,13
38,39,Fresno St,--,0-0,0-0,0-0,28,124,42,2012,13
39,40,S Carolina,--,0-0,0-0,0-0,3,45,41,2012,13
40,41,Missouri,--,0-0,0-0,0-0,17,61,40,2012,13
41,42,Baylor,--,0-0,0-0,0-0,6,52,45,2012,13
42,43,Northwestern,--,0-0,0-0,0-0,15,97,48,2012,13
43,44,Arkansas St,--,0-0,0-0,0-0,42,99,43,2012,13
44,45,Arizona St,--,0-0,0-0,0-0,4,70,44,2012,13
45,46,Vanderbilt,--,0-0,0-0,0-0,8,97,47,2012,13
46,47,Nebraska,--,0-0,0-0,0-0,14,123,49,2012,13
47,48,Tulsa,--,0-0,0-0,0-0,13,104,50,2012,13
48,49,N Carolina,--,0-0,0-0,0-0,22,76,66,2012,13
49,50,UCLA,--,0-0,0-0,0-0,2,111,51,2012,13
50,51,San Diego St,--,0-0,0-0,0-0,51,114,56,2012,13
51,52,Miss State,--,0-0,0-0,0-0,31,105,53,2012,13
52,53,LA Tech,--,0-0,0-0,0-0,21,59,57,2012,13
53,54,LA Lafayette,--,0-0,0-0,0-0,26,107,58,2012,13
54,55,Purdue,--,0-0,0-0,0-0,15,122,52,2012,13
55,56,W Kentucky,--,0-0,0-0,0-0,43,114,54,2012,13
56,57,Kent State,--,0-0,0-0,0-0,56,114,60,2012,13
57,58,Pittsburgh,--,0-0,0-0,0-0,39,113,63,2012,13
58,59,Nevada,--,0-0,0-0,0-0,12,63,59,2012,13
59,60,Middle Tenn,--,0-0,0-0,0-0,28,118,64,2012,13
60,61,Oklahoma St,--,0-0,0-0,0-0,2,96,62,2012,13
61,62,Indiana,--,0-0,0-0,0-0,12,107,55,2012,13
62,63,Toledo,--,0-0,0-0,0-0,35,116,68,2012,13
63,64,Ball State,--,0-0,0-0,0-0,59,115,65,2012,13
64,65,Louisville,--,0-0,0-0,0-0,8,69,69,2012,13
65,66,Troy,--,0-0,0-0,0-0,47,108,67,2012,13
66,67,Utah,--,0-0,0-0,0-0,7,95,73,2012,13
67,68,Maryland,--,0-0,0-0,0-0,25,95,72,2012,13
68,69,Bowling Grn,--,0-0,0-0,0-0,16,115,71,2012,13
69,70,Washington,--,0-0,0-0,0-0,18,104,79,2012,13
70,71,Temple,--,0-0,0-0,0-0,52,108,92,2012,13
71,72,California,--,0-0,0-0,0-0,25,73,61,2012,13
72,73,Marshall,--,0-0,0-0,0-0,64,115,75,2012,13
73,74,S Florida,--,0-0,0-0,0-0,27,76,70,2012,13
74,75,Virginia,--,0-0,0-0,0-0,60,108,77,2012,13
75,76,Minnesota,--,0-0,0-0,0-0,23,121,76,2012,13
76,77,Arizona,--,0-0,0-0,0-0,45,114,103,2012,13
77,78,Kansas,--,0-0,0-0,0-0,59,98,78,2012,13
78,79,Ohio,--,0-0,0-0,0-0,6,86,74,2012,13
79,80,Fla Atlantic,--,0-0,0-0,0-0,68,120,82,2012,13
80,81,Florida Intl,--,0-0,0-0,0-0,67,114,91,2012,13
81,82,Wyoming,--,0-0,0-0,0-0,40,111,85,2012,13
82,83,Connecticut,--,0-0,0-0,0-0,5,88,84,2012,13
83,84,E Carolina,--,0-0,0-0,0-0,73,113,81,2012,13
84,85,TX El Paso,--,0-0,0-0,0-0,58,99,83,2012,13
85,86,Central Mich,--,0-0,0-0,0-0,46,116,86,2012,13
86,87,W Michigan,--,0-0,0-0,0-0,68,106,88,2012,13
87,88,Texas State,--,0-0,0-0,0-0,7,114,87,2012,13
88,89,Air Force,--,0-0,0-0,0-0,32,123,89,2012,13
89,90,S Alabama,--,0-0,0-0,0-0,55,112,93,2012,13
90,91,Duke,--,0-0,0-0,0-0,37,109,96,2012,13
91,92,North Texas,--,0-0,0-0,0-0,56,105,80,2012,13
92,93,TX-San Ant,--,0-0,0-0,0-0,58,115,90,2012,13
93,94,Boston Col,--,0-0,0-0,0-0,49,99,97,2012,13
94,95,Buffalo,--,0-0,0-0,0-0,57,118,94,2012,13
95,96,S Methodist,--,0-0,0-0,0-0,3,115,95,2012,13
96,97,Memphis,--,0-0,0-0,0-0,74,124,109,2012,13
97,98,Akron,--,0-0,0-0,0-0,75,123,98,2012,13
98,99,Wake Forest,--,0-0,0-0,0-0,63,115,99,2012,13
99,100,Illinois,--,0-0,0-0,0-0,32,103,101,2012,13
100,101,UNLV,--,0-0,0-0,0-0,53,118,102,2012,13
101,102,UAB,--,0-0,0-0,0-0,68,118,100,2012,13
102,103,E Michigan,--,0-0,0-0,0-0,82,122,108,2012,13
103,104,S Mississippi,--,0-0,0-0,0-0,38,110,105,2012,13
104,105,New Mexico,--,0-0,0-0,0-0,41,124,104,2012,13
105,106,Kentucky,--,0-0,0-0,0-0,58,109,106,2012,13
106,107,Miami (OH),--,0-0,0-0,0-0,80,117,107,2012,13
107,108,Army,--,0-0,0-0,0-0,56,116,110,2012,13
108,109,Tulane,--,0-0,0-0,0-0,76,120,111,2012,13
109,110,Hawaii,--,0-0,0-0,0-0,90,113,113,2012,13
110,111,N Mex State,--,0-0,0-0,0-0,65,122,112,2012,13
111,112,Idaho ,--,0-0,0-0,0-0,87,120,114,2012,13
112,113,U Mass,--,0-0,0-0,0-0,56,124,115,2012,13
113,114,Syracuse,0.0,0-1,0-0,0-0,7,116,18,2012,13
114,115,Wash State,-0.9,0-1,0-0,0-0,19,123,19,2012,13
115,116,Arkansas,-2.1,0-0,0-2,0-0,11,120,116,2012,13
116,117,N Illinois,-4.3,0-1,0-0,0-0,5,119,117,2012,13
117,118,NC State,-12.9,0-1,0-0,0-0,63,124,118,2012,13
118,119,Colorado St,-20.2,0-0,0-0,0-0,97,122,119,2012,13
119,120,Miami (FL),-20.5,0-1,0-0,0-0,11,121,121,2012,13
120,121,Texas,-21.2,0-1,0-0,0-0,7,121,120,2012,13
121,122,Colorado,-22.0,0-0,0-0,0-0,98,124,122,2012,13
122,123,Navy,-22.5,0-1,0-0,0-0,58,124,123,2012,13
123,124,Rice,-30.9,0-1,0-0,0-0,72,124,124,2012,13
