,Rank,Team,2012,Last 3,Last 1,Home,Away,2011,Season,Week
0,1,Oregon,3.0,3.0,3.0,3.0,3.0,2.2,2012,13
1,2,Boise State,2.9,3.0,3.0,2.3,3.6,2.0,2012,13
2,3,Fresno St,2.9,3.0,4.0,3.5,2.5,0.8,2012,13
3,4,Rutgers,2.9,2.3,2.0,3.5,2.4,2.5,2012,13
4,5,TX Christian,2.8,2.0,2.0,1.8,3.6,1.8,2012,13
5,6,Kent State,2.7,2.0,3.0,2.7,2.7,2.5,2012,13
6,6,Kansas St,2.7,3.0,2.0,3.4,2.0,2.1,2012,13
7,8,USC,2.6,2.0,1.0,3.4,2.0,1.4,2012,13
8,9,LSU,2.6,2.3,4.0,2.3,3.3,2.2,2012,13
9,9,Oregon St,2.6,3.0,4.0,3.2,2.0,1.9,2012,13
10,9,Washington,2.6,3.7,5.0,2.4,2.8,1.6,2012,13
11,12,Middle Tenn,2.6,3.3,4.0,2.3,2.7,1.7,2012,13
12,13,UCLA,2.5,3.0,3.0,2.8,2.2,1.5,2012,13
13,14,Iowa State,2.5,2.0,4.0,2.4,2.6,1.9,2012,13
14,15,TX-San Ant,2.4,1.7,3.0,2.5,2.4,--,2012,13
15,16,San Jose St,2.4,3.0,3.0,2.0,2.7,2.8,2012,13
16,16,Miss State,2.4,2.3,5.0,3.2,1.3,1.5,2012,13
17,18,Alabama,2.3,1.0,0.0,2.0,2.6,1.7,2012,13
18,18,Florida,2.3,2.7,1.0,2.8,1.5,1.0,2012,13
19,20,Houston,2.3,2.0,2.0,2.2,2.4,2.2,2012,13
20,21,Toledo,2.2,2.0,1.0,2.0,2.3,2.1,2012,13
21,21,Mississippi,2.2,2.0,3.0,2.0,2.4,1.2,2012,13
22,21,Arizona St,2.2,3.0,2.0,2.4,2.0,2.6,2012,13
23,24,LA Tech,2.2,0.0,0.0,1.7,2.8,2.5,2012,13
24,24,Rice,2.2,4.0,2.0,1.8,2.5,2.3,2012,13
25,26,San Diego St,2.1,1.7,4.0,2.5,1.5,2.3,2012,13
26,26,Georgia,2.1,3.7,2.0,2.0,2.2,2.2,2012,13
27,28,Stanford,2.1,1.7,1.0,2.0,2.2,1.7,2012,13
28,29,Cincinnati,2.0,1.7,2.0,2.5,1.5,2.3,2012,13
29,29,LA Monroe,2.0,1.7,2.0,1.6,2.3,1.7,2012,13
30,29,Iowa,2.0,2.0,1.0,2.6,1.4,1.4,2012,13
31,29,Northwestern,2.0,2.0,4.0,1.4,2.6,1.5,2012,13
32,29,Colorado St,2.0,2.0,2.0,3.0,1.3,1.8,2012,13
33,29,Arizona,2.0,0.7,1.0,2.5,1.3,1.4,2012,13
34,29,N Carolina,2.0,2.3,2.0,2.6,1.4,2.0,2012,13
35,29,Miami (FL),2.0,2.3,3.0,3.0,1.0,1.2,2012,13
36,29,Duke,2.0,2.7,0.0,2.0,2.0,1.0,2012,13
37,29,S Methodist,2.0,1.0,0.0,3.0,1.0,1.3,2012,13
38,29,Tulsa,2.0,2.0,0.0,1.4,2.6,2.2,2012,13
39,29,Central FL,2.0,2.3,2.0,1.2,2.7,1.2,2012,13
40,41,Tulane,1.9,2.3,2.0,2.1,1.5,1.5,2012,13
41,41,Penn State,1.9,1.7,2.0,1.3,2.6,1.9,2012,13
42,41,Notre Dame,1.9,1.0,1.0,2.2,1.6,1.1,2012,13
43,41,California,1.9,1.7,1.0,2.2,1.6,1.8,2012,13
44,45,Memphis,1.9,2.7,2.0,2.0,1.8,2.5,2012,13
45,45,Bowling Grn,1.9,2.0,3.0,2.8,1.3,1.2,2012,13
46,45,N Illinois,1.9,2.7,3.0,2.4,1.4,1.9,2012,13
47,45,NC State,1.9,1.7,2.0,1.8,2.0,2.6,2012,13
48,45,Idaho,1.9,2.3,1.0,2.3,1.7,1.5,2012,13
49,45,Clemson,1.9,1.7,2.0,2.4,1.4,1.7,2012,13
50,51,New Mexico,1.8,1.3,1.0,1.6,2.0,1.1,2012,13
51,52,W Kentucky,1.8,1.7,4.0,1.0,2.3,1.7,2012,13
52,52,Wake Forest,1.8,2.3,1.0,1.6,2.0,1.8,2012,13
53,52,Missouri,1.8,1.0,1.0,2.2,1.3,1.8,2012,13
54,52,Arkansas St,1.8,1.7,1.0,0.8,2.5,2.3,2012,13
55,56,Texas State,1.8,1.3,1.0,1.3,2.2,1.5,2012,13
56,57,Maryland,1.7,2.3,2.0,1.4,2.0,2.0,2012,13
