,Rank,Team,Rating,v 1-10,v 11-25,v 26-40,Hi,Low,Last,Season,Week
0,1,Oklahoma,55.8,0-0,0-0,0-0,1,29,20,2012,8
1,2,Alabama,41.4,0-0,1-0,0-0,1,14,1,2012,8
2,3,Notre Dame,34.6,0-0,0-0,0-0,2,24,2,2012,8
3,4,Tennessee,14.7,0-0,0-0,0-0,1,35,3,2012,8
4,5,Oregon,13.5,0-0,0-0,0-0,3,52,4,2012,8
5,6,USC,7.8,0-0,1-0,0-0,4,41,5,2012,8
6,7,Cincinnati,7.8,0-0,1-0,0-0,6,55,6,2012,8
7,8,Houston,7.6,0-0,0-0,0-0,7,108,8,2012,8
8,9,Clemson,4.7,0-0,1-0,0-0,4,46,7,2012,8
9,10,LA Monroe,4.2,0-0,0-0,0-0,6,117,12,2012,8
10,11,VA Tech,2.7,0-1,0-0,0-0,9,104,9,2012,8
11,12,Iowa,2.7,0-0,0-0,0-0,9,119,115,2012,8
12,13,Michigan,2.6,0-1,0-0,0-0,6,120,14,2012,8
13,14,W Virginia,1.7,0-0,0-0,0-0,6,108,10,2012,8
14,15,Auburn,0.6,0-1,0-0,0-0,8,119,11,2012,8
15,16,Syracuse,0.3,0-1,0-0,0-0,7,116,13,2012,8
16,17,Texas Tech,--,0-0,0-0,0-0,9,48,17,2012,8
17,18,Kansas St,--,0-0,0-0,0-0,13,50,16,2012,8
18,19,Florida,--,0-0,0-0,0-0,7,47,18,2012,8
19,20,Texas A&M,--,0-0,0-0,0-0,1,53,19,2012,8
20,21,Purdue,--,0-0,0-0,0-0,15,122,21,2012,8
21,22,Iowa State,--,0-0,0-0,0-0,22,108,22,2012,8
22,23,Oregon St,--,0-0,0-0,0-0,18,63,29,2012,8
23,24,TX Christian,--,0-0,0-0,0-0,6,52,44,2012,8
24,25,Mississippi,--,0-0,0-0,0-0,12,75,25,2012,8
25,26,Wisconsin,--,0-0,0-0,0-0,2,84,40,2012,8
26,27,S Carolina,--,0-0,0-0,0-0,3,45,23,2012,8
27,28,Central FL,--,0-0,0-0,0-0,1,53,24,2012,8
28,29,Michigan St,--,0-0,0-0,0-0,10,41,30,2012,8
29,30,Arizona St,--,0-0,0-0,0-0,4,70,31,2012,8
30,31,Georgia,--,0-0,0-0,0-0,4,45,27,2012,8
31,32,LA Tech,--,0-0,0-0,0-0,21,59,32,2012,8
32,33,Florida St,--,0-0,0-0,0-0,12,51,34,2012,8
33,34,LSU,--,0-0,0-0,0-0,4,47,36,2012,8
