,Rank,Team,Rating,v 1-10,v 11-25,v 26-40,Hi,Low,Last,Season,Week
0,1,Alabama,35.2,1-0,0-0,0-0,1,14,1,2012,5
1,2,Notre Dame,30.8,0-0,0-0,0-0,2,24,2,2012,5
2,3,Tennessee,14.0,0-0,0-0,0-0,1,35,3,2012,5
3,4,Clemson,8.7,1-0,0-0,0-0,4,46,5,2012,5
4,5,USC,6.5,1-0,0-0,0-0,4,41,4,2012,5
5,6,W Virginia,2.1,0-0,0-0,0-0,6,108,7,2012,5
6,7,Michigan,1.0,0-1,0-0,0-0,6,120,6,2012,5
7,8,Syracuse,0.9,0-1,0-0,0-0,7,116,8,2012,5
8,9,Auburn,0.3,0-1,0-0,0-0,8,119,117,2012,5
9,10,Texas A&M,--,0-0,0-0,0-0,1,53,10,2012,5
10,11,Texas,--,0-0,0-0,0-0,7,121,12,2012,5
11,12,Texas Tech,--,0-0,0-0,0-0,9,48,11,2012,5
12,13,Georgia,--,0-0,0-0,0-0,4,45,13,2012,5
13,14,Kansas St,--,0-0,0-0,0-0,13,50,49,2012,5
14,15,Michigan St,--,0-0,0-0,0-0,10,41,15,2012,5
15,16,Florida,--,0-0,0-0,0-0,7,47,14,2012,5
16,17,Nevada,--,0-0,0-0,0-0,12,63,24,2012,5
17,18,Mississippi,--,0-0,0-0,0-0,12,75,57,2012,5
18,19,Oregon St,--,0-0,0-0,0-0,18,63,56,2012,5
19,20,Purdue,--,0-0,0-0,0-0,15,122,16,2012,5
20,21,UCLA,--,0-0,0-0,0-0,2,111,17,2012,5
21,22,LA Tech,--,0-0,0-0,0-0,21,59,42,2012,5
22,23,Indiana,--,0-0,0-0,0-0,12,107,20,2012,5
23,24,Central FL,--,0-0,0-0,0-0,1,53,18,2012,5
24,25,Oklahoma,--,0-0,0-0,0-0,1,29,22,2012,5
25,26,Texas State,--,0-0,0-0,0-0,7,114,23,2012,5
26,27,S Carolina,--,0-0,0-0,0-0,3,45,21,2012,5
27,28,TX Christian,--,0-0,0-0,0-0,6,52,26,2012,5
28,29,San Jose St,--,0-0,0-0,0-0,5,114,19,2012,5
29,30,Fresno St,--,0-0,0-0,0-0,28,124,41,2012,5
30,31,LSU,--,0-0,0-0,0-0,4,47,46,2012,5
31,32,BYU,--,0-0,0-0,0-0,6,55,31,2012,5
32,33,GA Tech,--,0-0,0-0,0-0,11,57,37,2012,5
33,34,Arizona St,--,0-0,0-0,0-0,4,70,30,2012,5
