,Rank,Team,Rating,Hi,Low,Last,Season,Week
0,1,Missouri,7.2,1,93,13,2012,5
1,2,Florida,7.0,1,57,1,2012,5
2,3,Michigan,6.7,1,22,7,2012,5
3,4,Auburn,5.6,4,42,11,2012,5
4,5,Oregon St,4.2,5,63,34,2012,5
5,6,Notre Dame,3.6,3,64,6,2012,5
6,7,Vanderbilt,3.6,6,35,15,2012,5
7,8,Kansas St,3.5,1,97,96,2012,5
8,9,Texas A&M,3.3,1,18,3,2012,5
9,10,Miami (FL),2.3,8,52,40,2012,5
10,11,Arizona,2.3,9,73,16,2012,5
11,12,USC,2.3,4,86,4,2012,5
12,13,Alabama,2.1,1,27,5,2012,5
13,14,Oklahoma,2.1,1,85,85,2012,5
14,15,California,1.7,13,91,44,2012,5
15,16,Clemson,1.5,16,90,90,2012,5
16,17,LA Monroe,1.3,14,101,18,2012,5
17,18,Utah,1.2,9,115,31,2012,5
18,19,Stanford,1.0,6,100,12,2012,5
19,20,Fresno St,0.9,20,119,52,2012,5
20,21,Boise State,0.6,4,78,14,2012,5
21,22,Georgia,-0.1,7,91,28,2012,5
22,23,Purdue,-0.3,23,109,23,2012,5
23,24,UCLA,-0.5,24,101,33,2012,5
24,25,Tulane,-0.5,10,120,10,2012,5
25,26,S Mississippi,-0.5,2,92,27,2012,5
26,27,Michigan St,-0.5,8,37,8,2012,5
27,28,Kentucky,-0.6,14,85,61,2012,5
28,29,UAB,-0.7,22,120,71,2012,5
29,30,Arizona St,-0.7,20,119,20,2012,5
30,31,Nebraska,-1.2,13,59,17,2012,5
31,32,BYU,-1.3,19,113,49,2012,5
32,33,S Carolina,-1.3,6,35,21,2012,5
33,34,Central FL,-1.5,17,116,22,2012,5
34,35,Oklahoma St,-1.7,3,66,9,2012,5
35,36,TX El Paso,-2.0,7,96,51,2012,5
36,37,Bowling Grn,-2.3,10,114,32,2012,5
37,38,Arkansas,-2.7,10,98,36,2012,5
38,39,Tennessee,-2.7,7,68,24,2012,5
39,40,GA Tech,-2.9,17,76,47,2012,5
40,41,LSU,-2.9,3,87,87,2012,5
41,42,Virginia,-2.9,42,116,74,2012,5
42,43,W Kentucky,-3.0,28,121,30,2012,5
43,44,Oregon,-3.2,3,81,81,2012,5
44,45,Rice,-3.4,19,113,19,2012,5
45,46,S Florida,-3.4,27,106,63,2012,5
46,47,Illinois,-3.7,27,74,50,2012,5
47,48,Texas,-3.9,3,98,73,2012,5
48,49,VA Tech,-3.9,21,51,41,2012,5
49,50,Florida Intl,-4.1,36,104,58,2012,5
50,51,E Carolina,-4.1,50,117,65,2012,5
51,52,North Texas,-4.3,4,104,25,2012,5
52,53,Iowa State,-4.3,4,74,37,2012,5
53,54,Tulsa,-4.4,23,88,60,2012,5
54,55,Arkansas St,-4.4,2,96,43,2012,5
55,56,Houston,-4.5,22,100,55,2012,5
56,57,S Methodist,-4.6,13,82,62,2012,5
57,58,Ball State,-4.7,58,102,69,2012,5
58,59,Florida St,-4.7,11,109,102,2012,5
59,60,Maryland,-4.9,60,104,92,2012,5
60,61,Wisconsin,-4.9,14,99,45,2012,5
61,62,Syracuse,-5.0,13,83,56,2012,5
62,63,Washington,-5.0,15,71,46,2012,5
63,64,LA Lafayette,-5.5,58,122,67,2012,5
64,65,Navy,-5.6,2,90,2,2012,5
65,66,LA Tech,-5.6,43,96,95,2012,5
66,67,N Carolina,-5.8,41,95,53,2012,5
67,68,Army,-5.9,25,110,48,2012,5
68,69,Ohio State,-6.1,16,89,42,2012,5
69,70,NC State,-6.1,10,70,39,2012,5
70,71,Rutgers,-6.1,44,114,86,2012,5
71,72,Troy,-6.2,69,108,88,2012,5
72,73,Nevada,-6.3,30,106,70,2012,5
73,74,Connecticut,-6.3,49,114,91,2012,5
74,75,Utah State,-6.4,38,123,38,2012,5
75,76,Penn State,-6.4,34,82,68,2012,5
76,77,Boston Col,-6.5,42,97,82,2012,5
77,78,Pittsburgh,-6.6,39,93,54,2012,5
78,79,W Michigan,-6.7,20,110,77,2012,5
79,80,Louisville,-6.8,41,92,76,2012,5
80,81,E Michigan,-6.8,49,108,100,2012,5
81,82,U Mass,-6.9,18,114,57,2012,5
82,83,Northwestern,-7.4,32,90,35,2012,5
83,84,Mississippi,-7.6,24,114,80,2012,5
84,85,San Jose St,-7.6,15,114,98,2012,5
85,86,Marshall,-7.7,11,105,75,2012,5
86,87,Baylor,-8.4,7,115,115,2012,5
87,88,Ohio,-8.4,40,122,64,2012,5
88,89,Wake Forest,-8.5,72,102,72,2012,5
89,90,Miss State,-8.6,40,101,89,2012,5
90,91,Toledo,-8.6,22,101,29,2012,5
91,92,Kansas,-9.2,28,117,103,2012,5
92,93,Iowa,-9.3,33,99,66,2012,5
93,94,Temple,-9.4,52,121,117,2012,5
94,95,Central Mich,-9.7,79,121,109,2012,5
95,96,Akron,-10.0,35,123,106,2012,5
96,97,Fla Atlantic,-10.1,83,120,111,2012,5
97,98,TX Christian,-10.2,6,105,94,2012,5
98,99,Air Force,-10.3,59,120,59,2012,5
99,100,Hawaii,-10.6,1,121,84,2012,5
100,101,Duke,-10.8,48,106,83,2012,5
101,102,New Mexico,-10.9,88,124,101,2012,5
102,103,San Diego St,-11.0,31,110,99,2012,5
103,104,Wyoming,-11.2,9,111,78,2012,5
104,105,Cincinnati,-11.4,29,107,107,2012,5
105,106,S Alabama,-11.7,55,121,116,2012,5
106,107,N Illinois,-11.7,34,118,93,2012,5
107,108,Idaho ,-12.4,97,122,97,2012,5
108,109,Texas State,-13.6,26,120,26,2012,5
109,110,W Virginia,-13.7,12,113,113,2012,5
110,111,Miami (OH),-13.8,6,117,79,2012,5
111,112,Kent State,-14.0,91,122,112,2012,5
112,113,Minnesota,-14.1,55,119,114,2012,5
113,114,Colorado St,-14.6,81,119,118,2012,5
114,115,Wash State,-15.1,14,115,104,2012,5
115,116,N Mex State,-15.3,105,124,105,2012,5
116,117,Buffalo,-16.0,13,117,108,2012,5
117,118,Memphis,-16.7,109,124,121,2012,5
118,119,UNLV,-17.0,70,120,119,2012,5
119,120,Colorado,-17.2,68,123,122,2012,5
120,121,Texas Tech,-17.2,5,121,110,2012,5
121,122,Indiana,-18.8,65,122,120,2012,5
122,123,Middle Tenn,-22.8,92,124,124,2012,5
123,124,TX-San Ant,-24.2,58,124,123,2012,5
