,Rank,Team,Rating,v 1-10,v 11-25,v 26-40,Hi,Low,Last,Season,Week
0,1,Oklahoma,54.6,0-0,0-0,0-0,1,29,1,2012,14
1,2,Alabama,38.7,0-0,1-0,0-0,1,14,2,2012,14
2,3,Notre Dame,37.0,0-0,0-0,0-0,2,24,3,2012,14
3,4,Georgia,24.8,1-0,0-0,0-0,4,45,4,2012,14
4,5,USC,14.6,0-0,0-0,0-0,4,41,5,2012,14
5,6,Baylor,14.5,0-0,1-0,0-0,6,52,42,2012,14
6,7,Oregon,13.7,0-0,1-0,0-0,3,52,6,2012,14
7,8,Tennessee,12.8,0-0,0-0,0-0,1,35,7,2012,14
8,9,Houston,12.3,0-0,0-0,0-0,7,108,8,2012,14
9,10,Florida,8.3,0-1,0-0,0-0,7,47,9,2012,14
10,11,Iowa,7.7,0-0,0-0,0-0,9,119,10,2012,14
11,12,Cincinnati,4.8,0-0,1-0,0-0,6,55,12,2012,14
12,13,Auburn,4.7,0-0,0-1,0-0,8,119,11,2012,14
13,14,Mississippi,2.6,0-0,0-0,0-0,12,75,14,2012,14
14,15,LA Monroe,2.6,0-0,0-0,0-0,6,117,15,2012,14
15,16,Clemson,2.4,0-0,1-0,0-0,4,46,13,2012,14
16,17,Texas Tech,2.0,0-1,0-0,0-0,9,48,36,2012,14
17,18,VA Tech,2.0,0-0,0-1,0-0,9,104,16,2012,14
18,19,W Virginia,1.2,0-0,0-0,0-0,6,108,17,2012,14
19,20,Michigan,1.1,0-1,0-0,0-0,6,120,18,2012,14
20,21,Wash State,0.3,0-1,0-0,0-0,19,123,115,2012,14
21,22,Texas A&M,--,0-0,0-0,0-0,1,53,19,2012,14
22,23,Kansas St,--,0-0,0-0,0-0,13,50,21,2012,14
23,24,Stanford,--,0-0,0-0,0-0,6,111,22,2012,14
24,25,Wisconsin,--,0-0,0-0,0-0,2,84,20,2012,14
25,26,TX Christian,--,0-0,0-0,0-0,6,52,29,2012,14
26,27,Oregon St,--,0-0,0-0,0-0,18,63,23,2012,14
27,28,Penn State,--,0-0,0-0,0-0,22,77,24,2012,14
28,29,LSU,--,0-0,0-0,0-0,4,47,25,2012,14
29,30,Utah State,--,0-0,0-0,0-0,6,112,27,2012,14
30,31,Florida St,--,0-0,0-0,0-0,12,51,26,2012,14
31,32,Michigan St,--,0-0,0-0,0-0,10,41,28,2012,14
32,33,BYU,--,0-0,0-0,0-0,6,55,30,2012,14
33,34,Ohio State,--,0-0,0-0,0-0,16,53,31,2012,14
34,35,San Jose St,--,0-0,0-0,0-0,5,114,33,2012,14
35,36,S Carolina,--,0-0,0-0,0-0,3,45,40,2012,14
36,37,Central FL,--,0-0,0-0,0-0,1,53,34,2012,14
37,38,Iowa State,--,0-0,0-0,0-0,22,108,37,2012,14
38,39,Boise State,--,0-0,0-0,0-0,6,58,38,2012,14
39,40,Vanderbilt,--,0-0,0-0,0-0,8,97,46,2012,14
40,41,Fresno St,--,0-0,0-0,0-0,28,124,39,2012,14
41,42,Arizona St,--,0-0,0-0,0-0,4,70,45,2012,14
42,43,GA Tech,--,0-0,0-0,0-0,11,57,32,2012,14
43,44,Arkansas St,--,0-0,0-0,0-0,42,99,44,2012,14
44,45,Northwestern,--,0-0,0-0,0-0,15,97,43,2012,14
45,46,Rutgers,--,0-0,0-0,0-0,28,102,35,2012,14
46,47,Missouri,--,0-0,0-0,0-0,17,61,41,2012,14
47,48,Nebraska,--,0-0,0-0,0-0,14,123,47,2012,14
48,49,Oklahoma St,--,0-0,0-0,0-0,2,96,61,2012,14
49,50,UCLA,--,0-0,0-0,0-0,2,111,50,2012,14
50,51,San Diego St,--,0-0,0-0,0-0,51,114,51,2012,14
51,52,N Carolina,--,0-0,0-0,0-0,22,76,49,2012,14
52,53,LA Lafayette,--,0-0,0-0,0-0,26,107,54,2012,14
53,54,W Kentucky,--,0-0,0-0,0-0,43,114,56,2012,14
54,55,Tulsa,--,0-0,0-0,0-0,13,104,48,2012,14
55,56,Purdue,--,0-0,0-0,0-0,15,122,55,2012,14
56,57,Kent State,--,0-0,0-0,0-0,56,114,57,2012,14
57,58,LA Tech,--,0-0,0-0,0-0,21,59,53,2012,14
58,59,Pittsburgh,--,0-0,0-0,0-0,39,113,58,2012,14
59,60,Miss State,--,0-0,0-0,0-0,31,105,52,2012,14
60,61,Nevada,--,0-0,0-0,0-0,12,63,59,2012,14
61,62,Middle Tenn,--,0-0,0-0,0-0,28,118,60,2012,14
62,63,Toledo,--,0-0,0-0,0-0,35,116,63,2012,14
63,64,Ball State,--,0-0,0-0,0-0,59,115,64,2012,14
64,65,Louisville,--,0-0,0-0,0-0,8,69,65,2012,14
65,66,Maryland,--,0-0,0-0,0-0,25,95,68,2012,14
66,67,Troy,--,0-0,0-0,0-0,47,108,66,2012,14
67,68,Indiana,--,0-0,0-0,0-0,12,107,62,2012,14
68,69,Temple,--,0-0,0-0,0-0,52,108,71,2012,14
69,70,Utah,--,0-0,0-0,0-0,7,95,67,2012,14
70,71,Virginia,--,0-0,0-0,0-0,60,108,75,2012,14
71,72,Washington,--,0-0,0-0,0-0,18,104,70,2012,14
72,73,California,--,0-0,0-0,0-0,25,73,72,2012,14
73,74,Marshall,--,0-0,0-0,0-0,64,115,73,2012,14
74,75,Connecticut,--,0-0,0-0,0-0,5,88,83,2012,14
