,Rank,Team,2012,Last 3,Last 1,Home,Away,2011,Season,Week
0,1,LA Tech,53.8,53.0,57.0,57.0,50.7,28.6,2012,8
1,2,Oregon,50.2,50.7,52.0,50.0,51.0,45.3,2012,8
2,3,Baylor,47.5,43.7,21.0,40.0,55.0,45.1,2012,8
3,4,W Virginia,46.4,44.0,14.0,56.7,31.0,36.2,2012,8
4,5,Texas,42.5,35.7,21.0,42.3,42.7,28.1,2012,8
5,6,Texas A&M,42.4,49.0,59.0,37.5,45.7,39.1,2012,8
6,7,Clemson,41.4,43.0,47.0,49.5,36.0,33.5,2012,8
7,8,Georgia,41.3,35.3,7.0,50.0,24.0,29.9,2012,8
8,9,Alabama,40.5,38.3,42.0,36.0,45.0,34.0,2012,8
9,10,Ohio State,40.4,44.0,52.0,42.8,34.5,24.5,2012,8
10,11,Nevada,40.3,37.0,42.0,33.0,44.0,31.7,2012,8
11,12,Texas Tech,40.0,31.0,49.0,39.3,41.0,32.4,2012,8
12,13,Oklahoma St,39.8,40.3,20.0,50.5,29.0,48.7,2012,8
13,14,Florida St,39.6,32.3,51.0,50.7,23.0,28.0,2012,8
14,15,LA Monroe,38.8,43.0,35.0,38.5,39.0,23.6,2012,8
15,16,Kansas St,38.8,35.7,27.0,47.7,25.5,33.6,2012,8
16,17,Marshall,38.2,44.3,38.0,31.0,43.0,21.8,2012,8
17,18,Nebraska,37.8,36.7,38.0,40.3,34.0,28.3,2012,8
18,18,Indiana,37.8,35.0,49.0,38.3,37.0,19.9,2012,8
19,20,Cincinnati,37.7,37.7,52.0,43.0,27.0,30.1,2012,8
20,21,LA Lafayette,37.5,37.7,41.0,44.5,30.5,31.8,2012,8
21,22,N Illinois,37.2,45.0,45.0,43.3,31.0,37.6,2012,8
22,23,Tulsa,37.0,42.3,33.0,35.0,39.0,33.1,2012,8
23,24,Oklahoma,36.8,41.0,63.0,19.0,42.7,39.5,2012,8
24,25,N Carolina,36.7,44.0,18.0,47.0,26.3,26.8,2012,8
25,26,San Diego St,36.3,43.3,38.0,41.5,26.0,28.2,2012,8
26,27,Toledo,36.2,46.3,52.0,38.5,35.0,40.9,2012,8
27,28,Arizona St,36.0,38.3,51.0,41.0,32.7,31.9,2012,8
28,29,Middle Tenn,35.8,33.3,34.0,24.0,43.7,22.3,2012,8
29,30,Tennessee,35.4,40.7,31.0,33.5,36.7,18.4,2012,8
30,31,Ohio,35.2,36.3,34.0,41.0,29.3,30.5,2012,8
31,32,Fresno St,35.0,30.0,10.0,60.5,22.3,28.7,2012,8
32,33,S Carolina,34.1,31.3,21.0,40.8,25.3,29.2,2012,8
33,34,Michigan,33.8,31.7,45.0,46.3,21.3,33.3,2012,8
34,35,GA Tech,33.6,31.7,31.0,40.0,24.0,31.9,2012,8
35,36,Arizona,33.2,27.7,48.0,39.3,24.0,29.8,2012,8
36,37,Central FL,33.2,31.3,38.0,31.8,36.0,23.9,2012,8
37,38,Ball State,33.1,32.0,30.0,30.3,37.0,25.3,2012,8
38,39,Louisville,33.0,31.3,45.0,35.5,31.3,22.0,2012,8
39,40,USC,32.3,29.7,24.0,38.0,29.5,35.8,2012,8
40,41,Duke,32.2,32.0,20.0,42.0,22.3,22.6,2012,8
41,42,UCLA,31.7,26.7,21.0,28.5,36.0,23.1,2012,8
42,43,Miss State,31.2,32.7,41.0,33.0,28.5,22.8,2012,8
43,44,Houston,31.0,39.3,39.0,36.3,20.5,48.8,2012,8
44,44,LSU,31.0,13.7,23.0,42.0,9.0,34.7,2012,8
45,46,Kent State,30.8,39.0,31.0,45.0,27.3,15.6,2012,8
