,Rank,Team,Rating,Hi,Low,Last,Season,Week
0,1,Auburn,12.3,1,17,2,2019,7
1,2,Stanford,9.8,1,42,3,2019,7
2,3,Notre Dame,9.3,1,59,1,2019,7
3,4,Ohio State,8.2,1,67,12,2019,7
4,5,S Carolina,8.0,2,41,8,2019,7
5,6,Michigan St,8.0,5,97,37,2019,7
6,7,Michigan,7.8,3,74,13,2019,7
7,8,Texas A&M,7.7,1,107,6,2019,7
8,9,Northwestern,7.5,8,41,11,2019,7
9,10,Oregon,6.6,4,19,4,2019,7
10,11,Georgia,6.3,3,48,9,2019,7
11,12,Cincinnati,6.1,11,61,20,2019,7
12,13,USC,6.0,6,61,16,2019,7
13,14,BYU,5.8,13,71,15,2019,7
14,15,LSU,5.8,1,68,10,2019,7
15,16,Alabama,5.8,1,51,17,2019,7
16,17,Iowa,5.5,7,98,52,2019,7
17,18,N Carolina,5.4,5,58,5,2019,7
18,19,Houston,5.4,6,50,18,2019,7
19,20,Clemson,5.3,1,62,19,2019,7
20,21,UCLA,5.2,7,41,7,2019,7
21,22,Texas,4.7,9,78,14,2019,7
22,23,Florida,4.6,4,37,36,2019,7
23,24,Miss State,4.2,10,65,21,2019,7
24,25,Kentucky,4.1,20,93,22,2019,7
25,26,Wisconsin,3.5,2,89,23,2019,7
26,27,Iowa State,3.4,18,120,33,2019,7
27,28,Pittsburgh,3.3,11,63,31,2019,7
28,29,Central FL,3.3,26,111,49,2019,7
29,30,California,2.8,29,104,48,2019,7
30,31,Oklahoma St,2.6,23,92,25,2019,7
31,32,Penn State,2.6,1,92,30,2019,7
32,33,Vanderbilt,2.2,3,73,24,2019,7
33,34,Indiana,2.2,19,101,29,2019,7
34,35,Utah,2.1,16,55,27,2019,7
35,36,Washington,2.0,12,90,43,2019,7
36,37,Tulsa,1.8,11,95,42,2019,7
37,38,Tulane,1.6,21,104,39,2019,7
38,39,Maryland,1.2,28,91,28,2019,7
39,40,Duke,1.1,1,61,32,2019,7
40,41,Virginia,1.0,33,66,38,2019,7
41,42,TX Christian,0.3,19,122,60,2019,7
42,43,Kansas St,0.2,24,123,34,2019,7
43,44,Miami (FL),0.2,4,63,26,2019,7
44,45,Syracuse,0.2,12,77,45,2019,7
45,46,Wash State,-0.1,23,106,40,2019,7
46,47,Nebraska,-0.1,20,89,35,2019,7
47,48,Arizona St,-0.4,28,124,44,2019,7
48,49,Utah State,-0.6,35,83,67,2019,7
49,50,Mississippi,-0.8,22,74,47,2019,7
50,51,Texas Tech,-0.8,41,125,65,2019,7
51,52,Fla Atlantic,-0.9,1,82,50,2019,7
52,53,Oregon St,-0.9,31,99,59,2019,7
53,54,Colorado,-1.3,30,110,46,2019,7
54,55,Florida St,-1.3,22,60,53,2019,7
55,56,Oklahoma,-1.4,7,56,41,2019,7
56,57,Purdue,-1.6,30,74,69,2019,7
57,58,Air Force,-1.8,31,126,56,2019,7
58,59,Rice,-2.1,21,128,54,2019,7
59,60,Tennessee,-2.1,21,104,83,2019,7
60,61,W Virginia,-2.2,45,99,77,2019,7
61,62,Baylor,-2.4,19,127,95,2019,7
62,63,Missouri,-2.7,25,88,55,2019,7
63,64,Arizona,-2.8,46,93,68,2019,7
64,65,S Methodist,-3.0,43,83,51,2019,7
65,66,Miami (OH),-3.5,14,100,62,2019,7
66,67,Louisville,-3.6,15,90,57,2019,7
67,68,W Michigan,-4.1,53,118,80,2019,7
68,69,Hawaii,-4.3,41,95,73,2019,7
69,70,LA Lafayette,-5.0,23,93,70,2019,7
70,71,Boise State,-5.1,24,81,58,2019,7
71,72,Navy,-5.1,50,130,90,2019,7
72,73,North Texas,-5.2,69,114,76,2019,7
73,74,Middle Tenn,-5.2,4,103,66,2019,7
74,75,Wake Forest,-5.3,48,81,71,2019,7
75,76,Ohio,-5.5,54,115,75,2019,7
76,77,VA Tech,-5.5,28,111,103,2019,7
77,78,GA Tech,-5.7,2,92,92,2019,7
78,79,Fresno St,-5.7,17,87,81,2019,7
79,80,S Mississippi,-5.9,33,120,74,2019,7
80,81,Army,-6.0,25,119,96,2019,7
81,82,Arkansas St,-6.1,26,105,61,2019,7
82,83,Marshall,-6.3,47,117,72,2019,7
83,84,Toledo,-6.4,12,114,84,2019,7
84,85,Ball State,-6.5,36,113,85,2019,7
85,86,Kansas,-6.5,64,120,100,2019,7
86,87,GA Southern,-6.6,6,99,64,2019,7
87,88,Minnesota,-6.9,21,122,82,2019,7
88,89,N Illinois,-7.1,63,110,63,2019,7
89,90,App State,-7.1,46,124,86,2019,7
90,91,NC State,-7.5,47,108,94,2019,7
91,92,Wyoming,-7.6,45,111,93,2019,7
92,93,Buffalo,-7.7,78,129,87,2019,7
93,94,Memphis,-7.8,29,112,99,2019,7
94,95,N Mex State,-7.9,9,126,78,2019,7
95,96,S Florida,-7.9,8,96,79,2019,7
96,97,Colorado St,-7.9,50,115,91,2019,7
97,98,LA Monroe,-8.1,80,121,106,2019,7
98,99,Arkansas,-8.4,64,119,98,2019,7
99,100,Temple,-8.6,35,127,97,2019,7
100,101,San Diego St,-8.9,71,111,89,2019,7
101,102,Boston Col,-9.2,41,118,109,2019,7
102,103,Georgia State,-9.3,31,110,104,2019,7
103,104,E Michigan,-9.5,33,108,88,2019,7
104,105,Rutgers,-9.8,77,124,102,2019,7
105,106,Texas State,-10.0,10,117,105,2019,7
106,107,UNLV,-10.1,90,128,107,2019,7
107,108,Kent State,-10.4,30,121,116,2019,7
108,109,Illinois,-11.1,43,118,115,2019,7
109,110,Central Mich,-11.3,109,128,111,2019,7
110,111,Troy,-11.5,83,129,122,2019,7
111,112,S Alabama,-12.0,24,120,113,2019,7
112,113,San Jose St,-12.2,94,126,101,2019,7
113,114,Charlotte,-12.2,101,128,108,2019,7
114,115,W Kentucky,-12.5,90,123,117,2019,7
115,116,LA Tech,-13.0,10,124,118,2019,7
116,117,Liberty,-13.2,32,127,110,2019,7
