,Rank,Team,Rating,Hi,Low,Last,Season,Week
0,1,Auburn,13.0,1,17,1,2019,11
1,2,Wisconsin,12.7,2,89,2,2019,11
2,3,Ohio State,12.1,1,67,4,2019,11
3,4,Florida,11.7,4,37,6,2019,11
4,5,Michigan,11.5,3,74,3,2019,11
5,6,Michigan St,10.3,5,97,5,2019,11
6,7,Penn State,9.7,1,92,9,2019,11
7,8,LSU,9.4,1,68,10,2019,11
8,9,Oregon,8.6,4,19,15,2019,11
9,10,Texas A&M,7.7,1,107,8,2019,11
10,11,S Carolina,7.6,2,41,11,2019,11
11,12,Notre Dame,7.6,1,59,7,2019,11
12,13,USC,7.5,6,61,16,2019,11
13,14,Iowa,7.5,7,98,13,2019,11
14,15,Miss State,7.5,10,65,12,2019,11
15,16,Northwestern,7.1,8,41,14,2019,11
16,17,Alabama,6.7,1,51,17,2019,11
17,18,Georgia,6.6,3,48,30,2019,11
18,19,Texas,5.5,9,78,20,2019,11
19,20,Utah,5.5,16,55,36,2019,11
20,21,Stanford,5.4,1,42,18,2019,11
21,22,Washington,5.3,12,90,31,2019,11
22,23,Wash State,4.8,23,106,23,2019,11
23,24,TX Christian,4.8,19,122,32,2019,11
24,25,N Carolina,4.6,5,58,25,2019,11
25,26,BYU,4.5,13,71,21,2019,11
26,27,Oklahoma St,4.4,23,92,27,2019,11
27,28,Tulsa,4.2,11,95,33,2019,11
28,29,Kentucky,3.8,20,93,28,2019,11
29,30,Tennessee,3.8,21,104,24,2019,11
30,31,Kansas St,3.7,24,123,26,2019,11
31,32,Cincinnati,3.5,11,61,19,2019,11
32,33,Mississippi,3.5,22,74,48,2019,11
33,34,UCLA,3.3,7,41,22,2019,11
34,35,Houston,3.3,6,50,42,2019,11
35,36,Oklahoma,3.2,7,56,38,2019,11
36,37,Iowa State,3.0,18,120,34,2019,11
37,38,Virginia,2.9,33,66,41,2019,11
38,39,Colorado,2.5,30,110,35,2019,11
39,40,Arizona St,2.4,28,124,40,2019,11
40,41,Clemson,2.3,1,62,29,2019,11
41,42,California,2.3,29,104,46,2019,11
42,43,Indiana,1.9,19,101,39,2019,11
43,44,Pittsburgh,1.9,11,63,37,2019,11
44,45,Duke,1.6,1,61,49,2019,11
45,46,Nebraska,1.5,20,89,45,2019,11
46,47,Louisville,1.4,15,90,50,2019,11
47,48,Miami (FL),1.3,4,63,59,2019,11
48,49,Florida St,1.3,22,60,43,2019,11
49,50,Central FL,1.2,26,111,44,2019,11
50,51,Purdue,1.0,30,74,47,2019,11
51,52,Maryland,0.9,28,91,55,2019,11
52,53,Oregon St,0.6,31,99,56,2019,11
53,54,W Virginia,0.6,45,99,61,2019,11
54,55,Tulane,0.3,21,104,51,2019,11
55,56,Vanderbilt,0.1,3,73,57,2019,11
56,57,S Methodist,0.0,43,83,67,2019,11
57,58,Baylor,-0.3,19,127,52,2019,11
58,59,Texas Tech,-0.3,41,125,54,2019,11
59,60,Arizona,-1.0,46,93,53,2019,11
60,61,GA Tech,-1.6,2,92,65,2019,11
61,62,Air Force,-1.7,31,126,60,2019,11
62,63,Memphis,-1.9,29,112,71,2019,11
63,64,Arkansas,-2.0,64,119,66,2019,11
64,65,Navy,-2.1,50,130,63,2019,11
65,66,Illinois,-2.3,43,118,58,2019,11
66,67,Missouri,-2.5,25,88,69,2019,11
67,68,Syracuse,-2.8,12,77,62,2019,11
68,69,Utah State,-2.8,35,83,64,2019,11
69,70,Temple,-3.2,35,127,72,2019,11
70,71,VA Tech,-3.2,28,111,92,2019,11
71,72,Kansas,-3.3,64,120,74,2019,11
72,73,Boise State,-3.3,24,81,68,2019,11
73,74,LA Lafayette,-3.9,23,93,70,2019,11
74,75,Fla Atlantic,-4.0,1,82,73,2019,11
75,76,S Florida,-4.1,8,96,80,2019,11
76,77,Minnesota,-4.1,21,122,75,2019,11
77,78,Boston Col,-4.4,41,118,84,2019,11
78,79,Miami (OH),-4.8,14,100,77,2019,11
79,80,Wake Forest,-5.2,48,81,79,2019,11
80,81,Fresno St,-5.3,17,87,82,2019,11
81,82,Middle Tenn,-5.6,4,103,76,2019,11
82,83,Hawaii,-5.6,41,95,81,2019,11
83,84,GA Southern,-5.6,6,99,99,2019,11
84,85,NC State,-5.7,47,108,88,2019,11
85,86,App State,-5.8,46,124,78,2019,11
86,87,Arkansas St,-6.4,26,105,83,2019,11
87,88,Ohio,-6.6,54,115,87,2019,11
88,89,Army,-6.6,25,119,101,2019,11
89,90,Rice,-6.8,21,128,89,2019,11
90,91,Ball State,-7.4,36,113,86,2019,11
91,92,S Mississippi,-7.4,33,120,94,2019,11
92,93,Marshall,-7.5,47,117,85,2019,11
93,94,UNLV,-7.7,90,128,91,2019,11
94,95,E Michigan,-7.9,33,108,93,2019,11
95,96,Rutgers,-8.2,77,124,104,2019,11
96,97,N Mex State,-8.2,9,126,103,2019,11
97,98,Georgia State,-8.3,31,110,98,2019,11
98,99,N Illinois,-8.5,63,110,90,2019,11
99,100,LA Monroe,-8.6,80,121,95,2019,11
100,101,W Michigan,-8.7,53,118,96,2019,11
