,Rank,Team,Rating,Hi,Low,Last,Season,Week
0,1,Ohio State,41.0,1,23,1,2019,13
1,2,Clemson,38.2,1,14,2,2019,13
2,3,Utah,32.1,3,32,4,2019,13
3,4,Michigan,32.1,3,49,5,2019,13
4,5,LSU,30.3,1,27,3,2019,13
5,6,Alabama,29.3,2,33,6,2019,13
6,7,Oregon,26.5,3,32,10,2019,13
7,8,Minnesota,25.0,7,126,7,2019,13
8,9,Florida,24.6,1,23,8,2019,13
9,10,Georgia,22.2,1,20,12,2019,13
10,11,Penn State,21.6,2,43,9,2019,13
11,12,Wisconsin,19.0,1,22,13,2019,13
12,13,Auburn,18.8,3,21,11,2019,13
13,14,Indiana,16.0,14,72,21,2019,13
14,15,Iowa,15.6,12,28,16,2019,13
15,16,Oklahoma,15.1,3,67,17,2019,13
16,17,Notre Dame,14.8,4,68,24,2019,13
17,18,Texas A&M,14.8,2,34,34,2019,13
18,19,Navy,13.8,14,99,14,2019,13
19,20,Tennessee,13.7,19,108,19,2019,13
20,21,Illinois,13.5,18,102,20,2019,13
21,22,VA Tech,13.4,11,115,31,2019,13
22,23,Iowa State,13.3,10,119,15,2019,13
23,24,Wash State,12.8,8,54,36,2019,13
24,25,Air Force,12.7,21,81,25,2019,13
25,26,App State,12.6,19,82,23,2019,13
26,27,Memphis,12.1,13,66,29,2019,13
27,28,Central FL,11.8,2,44,22,2019,13
28,29,Washington,11.7,12,65,26,2019,13
29,30,Baylor,11.0,10,130,18,2019,13
30,31,Kansas St,11.0,17,65,27,2019,13
31,32,USC,9.7,7,43,37,2019,13
32,33,Miami (FL),8.9,2,83,32,2019,13
33,34,LA Lafayette,7.8,16,93,28,2019,13
34,35,Kentucky,7.2,19,74,54,2019,13
35,36,Cincinnati,6.8,8,69,30,2019,13
36,37,Virginia,6.8,12,57,35,2019,13
37,38,Mississippi,6.8,31,80,33,2019,13
38,39,TX Christian,6.3,22,67,51,2019,13
39,40,Fla Atlantic,5.6,20,87,41,2019,13
40,41,BYU,5.2,19,118,59,2019,13
41,42,Pittsburgh,5.0,37,94,65,2019,13
42,43,S Methodist,4.8,20,71,43,2019,13
