,Rank,Team,Rating,v 1-10,v 11-25,v 26-40,Hi,Low,Last,Season,Week
0,1,Alabama,36.4,0-0,0-0,0-0,1,19,1,2019,14
1,2,Georgia,27.8,1-0,0-0,0-0,2,24,2,2019,14
2,3,Auburn,25.9,1-0,0-0,0-0,2,26,3,2019,14
3,4,Miss State,19.1,0-0,0-0,0-0,4,44,6,2019,14
4,5,Oklahoma,16.8,1-0,0-0,0-0,3,66,4,2019,14
5,6,Miami (FL),16.8,0-1,0-0,0-0,2,106,5,2019,14
6,7,Texas,15.5,0-1,0-0,0-0,3,52,7,2019,14
7,8,Oregon,15.1,0-1,0-0,0-0,2,29,8,2019,14
8,9,Florida,14.1,1-1,0-0,0-0,1,25,9,2019,14
9,10,Louisville,12.4,0-0,0-0,0-0,10,89,10,2019,14
10,11,Arkansas,10.6,0-0,0-0,0-0,9,98,12,2019,14
11,12,N Carolina,10.0,0-0,1-0,0-0,4,59,11,2019,14
12,13,Colorado,8.3,0-0,0-0,0-0,3,68,13,2019,14
13,14,Wash State,7.5,0-0,1-0,0-0,7,49,14,2019,14
14,15,Indiana,2.5,0-0,0-0,0-0,14,127,15,2019,14
15,16,Houston,2.1,0-0,0-1,0-0,9,68,16,2019,14
16,17,S Carolina,0.6,0-0,0-1,0-0,10,126,17,2019,14
17,18,Ohio State,--,0-0,0-0,0-0,3,47,18,2019,14
18,19,Clemson,--,0-0,0-0,0-0,1,46,20,2019,14
19,20,Penn State,--,0-0,0-0,0-0,12,60,19,2019,14
20,21,LSU,--,0-0,0-0,0-0,1,31,21,2019,14
21,22,Utah,--,0-0,0-0,0-0,3,123,22,2019,14
22,23,Michigan,--,0-0,0-0,0-0,4,62,25,2019,14
23,24,Wisconsin,--,0-0,0-0,0-0,4,25,23,2019,14
24,25,Iowa,--,0-0,0-0,0-0,5,55,24,2019,14
25,26,Notre Dame,--,0-0,0-0,0-0,6,68,29,2019,14
26,27,VA Tech,--,0-0,0-0,0-0,25,100,27,2019,14
27,28,Iowa State,--,0-0,0-0,0-0,28,108,28,2019,14
28,29,Baylor,--,0-0,0-0,0-0,13,78,30,2019,14
29,30,Central FL,--,0-0,0-0,0-0,6,36,26,2019,14
30,31,App State,--,0-0,0-0,0-0,26,66,32,2019,14
31,32,Memphis,--,0-0,0-0,0-0,23,63,41,2019,14
32,33,Minnesota,--,0-0,0-0,0-0,9,122,34,2019,14
33,34,Boise State,--,0-0,0-0,0-0,14,122,48,2019,14
34,35,Navy,--,0-0,0-0,0-0,8,93,37,2019,14
35,36,USC,--,0-0,0-0,0-0,22,116,38,2019,14
36,37,Washington,--,0-0,0-0,0-0,3,67,31,2019,14
37,38,Kansas St,--,0-0,0-0,0-0,25,75,35,2019,14
38,39,Oklahoma St,--,0-0,0-0,0-0,6,49,33,2019,14
39,40,Oregon St,--,0-0,0-0,0-0,38,111,40,2019,14
40,41,S Methodist,--,0-0,0-0,0-0,18,125,39,2019,14
41,42,Fla Atlantic,--,0-0,0-0,0-0,7,80,36,2019,14
42,43,Cincinnati,--,0-0,0-0,0-0,8,110,42,2019,14
43,44,Nebraska,--,0-0,0-0,0-0,24,79,70,2019,14
44,45,Air Force,--,0-0,0-0,0-0,16,65,45,2019,14
45,46,Virginia,--,0-0,0-0,0-0,13,126,46,2019,14
46,47,Mississippi,--,0-0,0-0,0-0,19,62,47,2019,14
47,48,California,--,0-0,0-0,0-0,21,87,44,2019,14
