,Rank,Team,Rating,Hi,Low,Last,Season,Week
0,1,Auburn,11.5,1,17,1,2019,9
1,2,S Carolina,10.7,2,41,2,2019,9
2,3,Texas A&M,9.9,1,107,3,2019,9
3,4,Florida,9.9,4,37,9,2019,9
4,5,Michigan,9.6,3,74,17,2019,9
5,6,Michigan St,9.2,5,97,6,2019,9
6,7,Notre Dame,8.6,1,59,10,2019,9
7,8,USC,8.5,6,61,7,2019,9
8,9,Oregon,8.1,4,19,18,2019,9
9,10,Alabama,7.9,1,51,5,2019,9
10,11,LSU,7.5,1,68,12,2019,9
11,12,Ohio State,7.4,1,67,13,2019,9
12,13,Northwestern,7.3,8,41,14,2019,9
13,14,Iowa,7.1,7,98,8,2019,9
14,15,Stanford,7.1,1,42,4,2019,9
15,16,Penn State,7.1,1,92,16,2019,9
16,17,Miss State,5.9,10,65,28,2019,9
17,18,N Carolina,5.2,5,58,19,2019,9
18,19,UCLA,5.1,7,41,25,2019,9
19,20,Texas,5.1,9,78,11,2019,9
20,21,Georgia,4.8,3,48,20,2019,9
21,22,Cincinnati,4.5,11,61,15,2019,9
22,23,BYU,4.2,13,71,23,2019,9
23,24,Washington,4.1,12,90,34,2019,9
24,25,Clemson,4.0,1,62,24,2019,9
25,26,Wisconsin,3.9,2,89,21,2019,9
26,27,Utah,3.5,16,55,32,2019,9
27,28,Iowa State,3.1,18,120,30,2019,9
28,29,Kentucky,3.0,20,93,40,2019,9
29,30,Tennessee,2.9,21,104,52,2019,9
30,31,Purdue,2.9,30,74,46,2019,9
31,32,Florida St,2.9,22,60,33,2019,9
32,33,Pittsburgh,2.8,11,63,31,2019,9
33,34,TX Christian,2.8,19,122,38,2019,9
34,35,Virginia,2.6,33,66,35,2019,9
35,36,Indiana,2.2,19,101,48,2019,9
36,37,Arizona St,2.2,28,124,49,2019,9
37,38,Tulsa,2.2,11,95,43,2019,9
38,39,Oklahoma,2.0,7,56,26,2019,9
39,40,Mississippi,1.9,22,74,39,2019,9
40,41,Oklahoma St,1.9,23,92,36,2019,9
41,42,Colorado,1.7,30,110,44,2019,9
42,43,Texas Tech,1.7,41,125,41,2019,9
43,44,Houston,1.5,6,50,22,2019,9
44,45,Wash State,1.2,23,106,37,2019,9
45,46,Louisville,0.9,15,90,58,2019,9
46,47,Central FL,0.8,26,111,27,2019,9
47,48,Kansas St,0.7,24,123,51,2019,9
48,49,California,0.5,29,104,29,2019,9
49,50,Nebraska,0.3,20,89,47,2019,9
50,51,Baylor,0.3,19,127,64,2019,9
51,52,Maryland,0.3,28,91,45,2019,9
52,53,W Virginia,0.2,45,99,56,2019,9
53,54,Tulane,0.0,21,104,54,2019,9
54,55,Duke,0.0,1,61,57,2019,9
55,56,Vanderbilt,-0.1,3,73,63,2019,9
56,57,Arizona,-0.1,46,93,59,2019,9
57,58,Oregon St,-0.3,31,99,53,2019,9
58,59,Air Force,-0.4,31,126,60,2019,9
59,60,Miami (FL),-1.1,4,63,42,2019,9
60,61,Syracuse,-1.2,12,77,50,2019,9
61,62,GA Tech,-1.8,2,92,70,2019,9
62,63,Navy,-2.1,50,130,68,2019,9
63,64,Memphis,-2.8,29,112,75,2019,9
64,65,Boise State,-2.9,24,81,73,2019,9
65,66,Utah State,-2.9,35,83,55,2019,9
66,67,Fresno St,-3.2,17,87,66,2019,9
67,68,Illinois,-3.2,43,118,97,2019,9
68,69,Missouri,-3.5,25,88,62,2019,9
69,70,App State,-3.5,46,124,72,2019,9
70,71,Hawaii,-3.6,41,95,67,2019,9
71,72,Temple,-3.7,35,127,86,2019,9
72,73,S Methodist,-3.7,43,83,71,2019,9
73,74,Kansas,-3.8,64,120,92,2019,9
74,75,LA Lafayette,-3.8,23,93,77,2019,9
75,76,Fla Atlantic,-4.2,1,82,65,2019,9
76,77,Minnesota,-4.3,21,122,76,2019,9
77,78,Middle Tenn,-4.3,4,103,74,2019,9
78,79,Wake Forest,-4.4,48,81,79,2019,9
79,80,Arkansas St,-4.5,26,105,78,2019,9
80,81,Arkansas,-4.7,64,119,82,2019,9
81,82,S Florida,-5.0,8,96,91,2019,9
82,83,Miami (OH),-5.2,14,100,69,2019,9
83,84,Rice,-5.6,21,128,61,2019,9
84,85,N Illinois,-5.7,63,110,90,2019,9
85,86,NC State,-5.8,47,108,87,2019,9
86,87,S Mississippi,-6.2,33,120,83,2019,9
87,88,Ball State,-6.6,36,113,89,2019,9
88,89,Marshall,-6.7,47,117,100,2019,9
89,90,VA Tech,-6.9,28,111,98,2019,9
90,91,UNLV,-7.1,90,128,93,2019,9
