,Rank,Team,Rating,v 1-10,v 11-25,v 26-40,Hi,Low,Last,Season,Week
0,1,Alabama,36.7,0-0,0-0,0-0,1,19,1,2019,13
1,2,Georgia,28.0,1-0,0-0,0-0,2,24,2,2019,13
2,3,Auburn,27.2,1-0,0-0,0-0,2,26,3,2019,13
3,4,Oklahoma,17.6,1-0,0-0,0-0,3,66,5,2019,13
4,5,Miami (FL),17.0,0-1,0-0,0-0,2,106,6,2019,13
5,6,Miss State,16.5,0-0,0-0,0-0,4,44,4,2019,13
6,7,Texas,15.7,0-1,0-0,0-0,3,52,8,2019,13
7,8,Oregon,15.2,0-1,0-0,0-0,2,29,7,2019,13
8,9,Florida,15.1,1-1,0-0,0-0,1,25,9,2019,13
9,10,Louisville,10.2,0-0,0-0,0-0,10,89,11,2019,13
10,11,N Carolina,9.9,0-0,1-0,0-0,4,59,10,2019,13
11,12,Arkansas,9.9,0-0,0-0,0-0,9,98,12,2019,13
12,13,Colorado,8.2,0-0,0-0,0-0,3,68,13,2019,13
13,14,Wash State,6.9,0-0,1-0,0-0,7,49,14,2019,13
14,15,Indiana,3.0,0-0,0-0,0-0,14,127,15,2019,13
15,16,Houston,2.9,0-0,0-1,0-0,9,68,16,2019,13
16,17,S Carolina,0.1,0-0,0-1,0-0,10,126,17,2019,13
17,18,Ohio State,--,0-0,0-0,0-0,3,47,18,2019,13
18,19,Penn State,--,0-0,0-0,0-0,12,60,19,2019,13
19,20,Clemson,--,0-0,0-0,0-0,1,46,20,2019,13
20,21,LSU,--,0-0,0-0,0-0,1,31,21,2019,13
21,22,Utah,--,0-0,0-0,0-0,3,123,22,2019,13
22,23,Wisconsin,--,0-0,0-0,0-0,4,25,23,2019,13
23,24,Iowa,--,0-0,0-0,0-0,5,55,24,2019,13
24,25,Michigan,--,0-0,0-0,0-0,4,62,25,2019,13
25,26,Central FL,--,0-0,0-0,0-0,6,36,26,2019,13
26,27,VA Tech,--,0-0,0-0,0-0,25,100,41,2019,13
27,28,Iowa State,--,0-0,0-0,0-0,28,108,30,2019,13
28,29,Notre Dame,--,0-0,0-0,0-0,6,68,28,2019,13
29,30,Baylor,--,0-0,0-0,0-0,13,78,29,2019,13
30,31,Washington,--,0-0,0-0,0-0,3,67,31,2019,13
31,32,App State,--,0-0,0-0,0-0,26,66,32,2019,13
32,33,Oklahoma St,--,0-0,0-0,0-0,6,49,34,2019,13
33,34,Minnesota,--,0-0,0-0,0-0,9,122,39,2019,13
34,35,Kansas St,--,0-0,0-0,0-0,25,75,35,2019,13
35,36,Fla Atlantic,--,0-0,0-0,0-0,7,80,36,2019,13
36,37,Navy,--,0-0,0-0,0-0,8,93,27,2019,13
37,38,USC,--,0-0,0-0,0-0,22,116,48,2019,13
38,39,S Methodist,--,0-0,0-0,0-0,18,125,37,2019,13
39,40,Oregon St,--,0-0,0-0,0-0,38,111,38,2019,13
