,Rank,Team,2019,Last 3,Last 1,Home,Away,2018,Season,Week
0,1,Fresno St,3.3,3.3,3.0,3.0,3.5,1.5,2019,7
1,2,San Jose St,3.3,4.3,6.0,3.0,3.5,1.7,2019,7
2,2,Florida,3.3,4.0,4.0,4.0,2.5,1.9,2019,7
3,4,Notre Dame,2.8,2.3,1.0,3.3,2.0,1.6,2019,7
4,4,Miss State,2.8,2.3,3.0,2.3,3.5,1.6,2019,7
5,6,Syracuse,2.8,2.3,4.0,3.0,2.5,2.3,2019,7
6,7,Wyoming,2.5,2.3,3.0,3.0,2.0,1.1,2019,7
7,7,San Diego St,2.5,2.7,4.0,0.0,3.3,1.3,2019,7
8,9,Wisconsin,2.4,2.7,1.0,2.3,3.0,1.9,2019,7
9,9,W Michigan,2.4,2.3,2.0,3.0,2.0,1.5,2019,7
10,9,Illinois,2.4,2.3,2.0,2.3,2.5,1.5,2019,7
11,9,Colorado,2.4,1.7,1.0,2.3,2.5,1.1,2019,7
12,13,Texas State,2.3,2.3,3.0,2.0,2.5,1.5,2019,7
13,13,Ball State,2.3,2.3,3.0,2.0,2.3,1.5,2019,7
14,13,Oregon,2.3,2.3,2.0,3.0,1.5,1.9,2019,7
15,13,E Michigan,2.3,1.7,2.0,--,2.3,1.9,2019,7
16,13,Missouri,2.3,3.0,3.0,3.0,0.0,1.3,2019,7
17,13,Texas Tech,2.3,3.0,5.0,2.5,2.0,1.3,2019,7
18,13,Nevada,2.3,1.3,0.0,2.5,2.0,1.8,2019,7
19,13,Fla Atlantic,2.3,2.3,3.0,0.0,3.0,1.1,2019,7
20,13,Arizona,2.3,1.0,0.0,1.5,3.0,1.3,2019,7
21,22,Alabama,2.2,1.7,1.0,2.0,2.5,1.4,2019,7
22,23,Ohio State,2.2,3.0,3.0,2.3,2.0,1.6,2019,7
23,23,S Methodist,2.2,2.7,3.0,1.7,2.7,1.7,2019,7
24,25,Florida St,2.0,2.0,2.0,2.0,2.0,0.9,2019,7
25,25,Michigan,2.0,1.7,4.0,2.5,0.0,1.3,2019,7
26,25,Wake Forest,2.0,1.7,3.0,2.0,2.0,1.3,2019,7
27,25,Maryland,2.0,2.0,2.0,1.5,2.5,1.9,2019,7
28,25,Texas,2.0,2.0,4.0,2.0,2.0,1.4,2019,7
29,25,Michigan St,2.0,2.0,2.0,1.8,2.5,1.8,2019,7
30,25,Liberty,2.0,1.7,3.0,1.7,2.5,1.5,2019,7
31,25,LA Monroe,2.0,1.7,2.0,1.5,2.5,0.9,2019,7
