,Rank,Team,Rating,Hi,Low,Last,Season,Week
0,1,Auburn,12.7,1,17,1,2019,8
1,2,S Carolina,11.5,2,41,5,2019,8
2,3,Texas A&M,11.0,1,107,8,2019,8
3,4,Stanford,10.1,1,42,2,2019,8
4,5,Alabama,10.0,1,51,16,2019,8
5,6,Michigan St,10.0,5,97,6,2019,8
6,7,USC,9.9,6,61,13,2019,8
7,8,Iowa,8.8,7,98,17,2019,8
8,9,Florida,8.8,4,37,23,2019,8
9,10,Notre Dame,8.2,1,59,3,2019,8
10,11,Texas,8.2,9,78,22,2019,8
11,12,LSU,7.6,1,68,15,2019,8
12,13,Ohio State,7.3,1,67,4,2019,8
13,14,Northwestern,7.0,8,41,9,2019,8
14,15,Cincinnati,6.7,11,61,12,2019,8
15,16,Penn State,6.5,1,92,32,2019,8
16,17,Michigan,6.4,3,74,7,2019,8
17,18,Oregon,6.4,4,19,10,2019,8
18,19,N Carolina,6.0,5,58,18,2019,8
19,20,Georgia,5.4,3,48,11,2019,8
20,21,Wisconsin,5.4,2,89,26,2019,8
21,22,Houston,5.0,6,50,19,2019,8
22,23,BYU,4.6,13,71,14,2019,8
23,24,Clemson,4.6,1,62,20,2019,8
24,25,UCLA,4.0,7,41,21,2019,8
25,26,Oklahoma,3.5,7,56,56,2019,8
26,27,Central FL,3.5,26,111,29,2019,8
27,28,Miss State,3.1,10,65,24,2019,8
28,29,California,3.0,29,104,30,2019,8
29,30,Iowa State,2.9,18,120,27,2019,8
30,31,Pittsburgh,2.9,11,63,28,2019,8
31,32,Utah,2.9,16,55,35,2019,8
32,33,Florida St,2.7,22,60,55,2019,8
33,34,Washington,2.7,12,90,36,2019,8
34,35,Virginia,2.3,33,66,41,2019,8
35,36,Oklahoma St,1.6,23,92,31,2019,8
36,37,Wash State,1.4,23,106,46,2019,8
37,38,TX Christian,1.4,19,122,42,2019,8
38,39,Mississippi,1.3,22,74,50,2019,8
39,40,Kentucky,1.1,20,93,25,2019,8
40,41,Texas Tech,0.9,41,125,51,2019,8
41,42,Miami (FL),0.6,4,63,44,2019,8
42,43,Tulsa,0.6,11,95,37,2019,8
