,Rank,Team,Rating,Hi,Low,Last,Season,Week
0,1,LSU,12.6,1,28,2,2018,11
1,2,Texas A&M,11.9,1,114,3,2018,11
2,3,Missouri,11.2,3,108,5,2018,11
3,4,Georgia,10.8,1,72,4,2018,11
4,5,Alabama,9.9,1,37,27,2018,11
5,6,Michigan,9.8,3,18,9,2018,11
6,7,Iowa State,9.5,1,40,1,2018,11
7,8,Michigan St,9.4,5,69,7,2018,11
8,9,Penn State,9.1,2,40,17,2018,11
9,10,Kentucky,9.0,8,81,10,2018,11
10,11,Florida,8.5,6,91,6,2018,11
11,12,Texas Tech,7.7,11,50,16,2018,11
12,13,Oklahoma,7.7,7,70,19,2018,11
13,14,S Carolina,7.5,4,92,12,2018,11
14,15,Miss State,7.5,3,80,8,2018,11
15,16,Clemson,7.0,2,69,11,2018,11
16,17,UCLA,7.0,4,65,15,2018,11
17,18,Purdue,7.0,16,56,21,2018,11
18,19,Stanford,6.7,15,67,25,2018,11
19,20,Northwestern,6.6,10,36,26,2018,11
20,21,Iowa,6.3,20,62,20,2018,11
21,22,Texas,6.0,12,47,23,2018,11
22,23,Auburn,6.0,4,26,22,2018,11
23,24,TX Christian,5.9,3,94,13,2018,11
24,25,W Virginia,5.6,14,94,33,2018,11
25,26,Pittsburgh,5.3,15,116,28,2018,11
26,27,Utah,5.1,18,121,29,2018,11
27,28,Ohio State,5.0,1,66,14,2018,11
28,29,Notre Dame,5.0,9,34,34,2018,11
29,30,Washington,4.7,2,36,30,2018,11
30,31,Duke,4.6,23,84,38,2018,11
31,32,Arizona St,4.4,13,95,37,2018,11
32,33,Kansas St,4.1,30,101,39,2018,11
33,34,Nebraska,4.0,19,52,42,2018,11
34,35,USC,3.8,10,77,24,2018,11
35,36,Miami (FL),3.5,11,46,31,2018,11
36,37,Vanderbilt,3.4,29,90,35,2018,11
37,38,Tennessee,3.3,16,100,18,2018,11
38,39,Wisconsin,2.9,4,98,32,2018,11
39,40,Mississippi,2.8,20,53,43,2018,11
40,41,NC State,2.6,32,130,36,2018,11
41,42,Boston Col,2.3,29,106,47,2018,11
42,43,N Carolina,2.1,26,62,44,2018,11
43,44,Oklahoma St,1.8,21,118,46,2018,11
44,45,Indiana,1.8,34,81,40,2018,11
45,46,Maryland,1.7,25,74,48,2018,11
46,47,VA Tech,1.5,19,77,49,2018,11
47,48,GA Tech,1.4,33,96,45,2018,11
48,49,Florida St,1.3,15,57,50,2018,11
49,50,BYU,1.1,15,75,59,2018,11
50,51,Baylor,0.8,44,119,55,2018,11
51,52,Syracuse,0.7,30,96,52,2018,11
52,53,Minnesota,0.5,31,122,41,2018,11
53,54,S Methodist,0.4,3,89,61,2018,11
54,55,Virginia,0.3,43,121,53,2018,11
55,56,Army,0.1,17,83,51,2018,11
56,57,Wash State,-0.1,49,119,54,2018,11
57,58,Oregon,-0.4,21,129,56,2018,11
58,59,Temple,-0.6,53,105,70,2018,11
59,60,Arizona,-0.7,24,72,57,2018,11
60,61,N Illinois,-0.9,5,72,58,2018,11
61,62,California,-1.1,42,86,71,2018,11
62,63,Colorado,-1.2,48,117,65,2018,11
63,64,Wake Forest,-1.4,45,77,64,2018,11
64,65,Kansas,-1.7,53,120,67,2018,11
65,66,Boise State,-1.8,7,67,62,2018,11
66,67,Tulane,-1.8,39,90,73,2018,11
67,68,Air Force,-1.8,55,119,76,2018,11
68,69,Arkansas,-2.3,52,112,68,2018,11
69,70,App State,-2.3,6,84,60,2018,11
70,71,Utah State,-2.3,11,83,72,2018,11
71,72,Navy,-2.8,43,96,75,2018,11
72,73,San Diego St,-2.9,4,85,69,2018,11
73,74,Oregon St,-3.1,7,102,77,2018,11
74,75,Fla Atlantic,-3.2,1,87,80,2018,11
75,76,Nevada,-3.3,72,126,74,2018,11
76,77,E Michigan,-3.8,50,128,63,2018,11
77,78,Cincinnati,-3.8,41,107,81,2018,11
78,79,Toledo,-4.1,39,127,66,2018,11
79,80,Central FL,-4.4,23,126,90,2018,11
80,81,Louisville,-4.4,2,83,82,2018,11
81,82,Rutgers,-4.8,61,102,92,2018,11
82,83,Miami (OH),-4.9,34,97,87,2018,11
83,84,Fresno St,-5.0,31,94,78,2018,11
84,85,Memphis,-5.2,38,118,84,2018,11
85,86,Houston,-5.3,40,88,79,2018,11
86,87,Buffalo,-5.5,83,123,86,2018,11
87,88,LA Tech,-5.5,48,125,94,2018,11
88,89,Illinois,-6.0,75,125,93,2018,11
89,90,Ohio,-6.4,63,128,99,2018,11
90,91,Wyoming,-6.4,63,118,83,2018,11
91,92,W Michigan,-6.7,11,95,89,2018,11
92,93,Tulsa,-6.8,60,114,85,2018,11
93,94,Middle Tenn,-7.1,34,95,88,2018,11
94,95,Central Mich,-7.4,32,116,95,2018,11
95,96,Akron,-7.5,56,129,97,2018,11
96,97,LA Lafayette,-7.9,97,130,105,2018,11
97,98,Arkansas St,-8.1,43,118,91,2018,11
98,99,Coastal Car,-8.4,17,120,109,2018,11
99,100,Marshall,-8.5,57,119,102,2018,11
100,101,E Carolina,-8.9,83,124,101,2018,11
101,102,North Texas,-9.0,78,122,107,2018,11
102,103,New Mexico,-9.1,84,124,103,2018,11
103,104,GA Southern,-9.2,83,122,96,2018,11
104,105,Old Dominion,-9.4,48,124,100,2018,11
105,106,Troy,-9.5,18,106,104,2018,11
106,107,S Florida,-9.8,57,123,106,2018,11
107,108,LA Monroe,-9.8,87,124,117,2018,11
108,109,S Alabama,-10.3,48,125,110,2018,11
109,110,Bowling Grn,-10.4,12,123,98,2018,11
110,111,Ball State,-10.5,79,130,119,2018,11
111,112,Kent State,-10.6,62,128,108,2018,11
112,113,Connecticut,-11.0,3,125,113,2018,11
113,114,UNLV,-11.1,13,123,122,2018,11
114,115,Hawaii,-11.2,70,129,120,2018,11
115,116,UAB,-11.2,97,128,115,2018,11
116,117,Colorado St,-11.3,67,126,114,2018,11
117,118,Liberty,-11.5,68,126,116,2018,11
118,119,San Jose St,-11.6,87,125,121,2018,11
119,120,Florida Intl,-11.9,52,121,112,2018,11
120,121,Charlotte,-12.0,101,127,126,2018,11
121,122,U Mass,-12.2,65,130,118,2018,11
122,123,W Kentucky,-12.5,9,125,124,2018,11
123,124,Georgia State,-12.6,100,126,111,2018,11
124,125,S Mississippi,-12.7,103,130,128,2018,11
125,126,TX-San Ant,-13.2,22,128,127,2018,11
126,127,N Mex State,-14.8,59,127,123,2018,11
127,128,TX El Paso,-15.9,107,130,129,2018,11
128,129,Rice,-16.5,88,129,125,2018,11
129,130,Texas State,-17.6,38,130,130,2018,11
