,Rank,Team,2018,Last 3,Last 1,Home,Away,2017,Season,Week
0,1,Michigan,234.8,274.3,385.0,247.6,212.5,271.0,2018,13
1,2,Clemson,263.5,229.0,262.0,264.4,262.6,281.4,2018,13
2,3,Miss State,277.8,254.0,219.0,286.8,264.3,329.1,2018,13
3,4,Alabama,283.9,207.7,169.0,290.6,277.2,269.2,2018,13
4,5,Iowa,286.2,323.7,231.0,247.0,325.4,357.5,2018,13
5,6,UAB,287.4,276.3,444.0,280.6,294.2,381.5,2018,13
6,7,Miami (FL),293.9,309.7,335.0,251.5,322.2,365.3,2018,13
7,8,App State,296.6,241.7,329.0,321.7,284.0,361.8,2018,13
8,9,S Mississippi,297.6,288.7,311.0,270.0,332.0,347.9,2018,13
9,10,Cincinnati,299.4,295.3,402.0,290.5,305.3,439.0,2018,13
10,11,San Diego St,317.9,322.7,390.0,347.8,288.0,314.5,2018,13
11,12,California,318.6,313.3,277.0,346.0,296.6,417.1,2018,13
12,13,Fresno St,318.6,344.0,282.0,313.0,322.3,335.6,2018,13
13,14,Michigan St,320.1,231.7,248.0,341.8,294.0,297.2,2018,13
14,15,Notre Dame,321.4,268.3,234.0,311.5,333.2,369.2,2018,13
15,16,Army,322.7,321.0,322.0,376.8,279.4,353.3,2018,13
16,17,Washington,323.6,343.0,363.0,302.4,344.8,310.2,2018,13
17,18,Charlotte,326.6,335.7,490.0,388.8,264.4,457.5,2018,13
18,19,Georgia,327.1,324.7,390.0,296.4,357.8,298.2,2018,13
19,20,Wash State,328.5,339.7,431.0,297.6,359.4,338.7,2018,13
20,21,Kentucky,331.7,417.3,392.0,317.0,353.8,436.0,2018,13
21,22,Marshall,332.8,181.3,137.0,320.6,348.0,341.7,2018,13
22,23,Virginia,336.8,324.7,305.0,311.8,361.8,375.5,2018,13
23,24,LSU,337.8,330.0,198.0,350.2,319.3,322.8,2018,13
24,25,Utah,338.7,379.0,196.0,313.8,355.3,347.3,2018,13
25,26,BYU,339.7,308.0,312.0,320.2,359.2,385.6,2018,13
26,27,N Illinois,340.8,331.0,201.0,325.8,353.3,351.2,2018,13
27,28,E Michigan,347.2,218.0,101.0,277.2,417.2,363.6,2018,13
28,29,Iowa State,350.5,414.0,405.0,356.6,344.4,365.2,2018,13
29,30,Texas A&M,350.9,378.3,417.0,355.2,346.6,414.5,2018,13
30,31,Central Mich,352.6,324.0,320.0,363.6,341.6,369.0,2018,13
31,32,Wyoming,353.7,337.3,415.0,350.6,356.8,346.9,2018,13
32,33,Troy,354.6,281.7,284.0,335.0,374.2,352.9,2018,13
33,34,Boise State,355.8,346.7,262.0,345.4,364.5,332.6,2018,13
34,35,North Texas,361.8,382.3,489.0,354.0,369.6,444.2,2018,13
35,36,Wisconsin,361.8,379.3,462.0,329.7,400.4,262.1,2018,13
36,37,Penn State,363.6,302.0,234.0,349.7,380.4,330.8,2018,13
37,38,LA Tech,363.7,379.3,280.0,349.0,370.0,387.3,2018,13
38,39,Buffalo,365.3,427.3,646.0,346.6,384.0,414.7,2018,13
39,40,Auburn,365.8,359.0,134.0,312.2,446.3,325.2,2018,13
40,41,Temple,366.2,474.3,266.0,320.6,411.8,380.1,2018,13
41,42,TX Christian,366.8,379.7,303.0,347.0,380.0,351.9,2018,13
42,43,Northwestern,367.0,367.7,306.0,385.5,344.8,357.4,2018,13
43,44,Miami (OH),367.1,413.3,369.0,375.2,360.3,377.5,2018,13
44,45,Florida,370.2,428.7,386.0,399.2,334.0,349.3,2018,13
45,46,Maryland,374.5,472.7,688.0,401.3,342.4,429.5,2018,13
46,47,Ohio,376.1,302.0,277.0,321.0,412.8,393.7,2018,13
47,48,Texas State,376.3,377.7,220.0,417.0,349.2,455.6,2018,13
48,49,Nevada,378.2,305.3,200.0,406.6,349.8,479.5,2018,13
49,50,USC,380.4,341.0,484.0,352.2,403.8,396.3,2018,13
50,51,Air Force,381.9,321.3,373.0,362.3,395.0,421.1,2018,13
