,Rank,Team,Rating,v 1-10,v 11-25,v 26-40,Hi,Low,Last,Season,Week
0,1,LSU,34.4,0-0,1-0,0-0,1,65,3,2018,6
1,2,Alabama,32.6,0-0,0-0,0-0,1,19,1,2018,6
2,3,Mississippi,31.6,0-0,0-0,0-0,1,59,2,2018,6
3,4,Ohio State,24.1,1-0,0-0,0-0,4,44,4,2018,6
4,5,Auburn,22.6,1-0,0-0,0-0,2,24,5,2018,6
5,6,W Virginia,22.3,0-0,0-0,0-0,3,37,6,2018,6
6,7,Maryland,15.9,0-0,0-0,0-0,7,76,7,2018,6
7,8,TX Christian,14.2,0-1,0-0,0-0,8,44,9,2018,6
8,9,Colorado,13.2,0-0,0-0,0-0,1,83,10,2018,6
9,10,Washington,11.6,0-1,0-0,0-0,5,28,8,2018,6
10,11,Virginia,8.4,0-0,0-0,0-0,8,85,11,2018,6
11,12,Arkansas,5.3,0-0,0-1,0-0,12,104,100,2018,6
12,13,Texas A&M,1.1,0-0,1-0,0-0,5,119,26,2018,6
13,14,Miami (FL),0.4,0-1,0-0,0-0,12,126,124,2018,6
14,15,Penn State,--,0-0,0-0,0-0,10,53,12,2018,6
15,16,Notre Dame,--,0-0,0-0,0-0,3,58,14,2018,6
16,17,Georgia,--,0-0,0-0,0-0,1,41,13,2018,6
17,18,North Texas,--,0-0,0-0,0-0,17,128,17,2018,6
18,19,Kentucky,--,0-0,0-0,0-0,18,63,19,2018,6
19,20,Clemson,--,0-0,0-0,0-0,1,48,18,2018,6
20,21,Florida,--,0-0,0-0,0-0,11,62,20,2018,6
21,22,Wisconsin,--,0-0,0-0,0-0,1,54,21,2018,6
22,23,Oregon,--,0-0,0-0,0-0,22,74,60,2018,6
23,24,Oklahoma,--,0-0,0-0,0-0,8,45,25,2018,6
24,25,App State,--,0-0,0-0,0-0,4,71,22,2018,6
25,26,Duke,--,0-0,0-0,0-0,4,44,24,2018,6
26,27,Oklahoma St,--,0-0,0-0,0-0,9,67,56,2018,6
27,28,Central FL,--,0-0,0-0,0-0,1,56,23,2018,6
28,29,Syracuse,--,0-0,0-0,0-0,5,127,32,2018,6
29,30,NC State,--,0-0,0-0,0-0,30,122,30,2018,6
30,31,Vanderbilt,--,0-0,0-0,0-0,30,110,33,2018,6
31,32,Boise State,--,0-0,0-0,0-0,8,57,29,2018,6
32,33,Temple,--,0-0,0-0,0-0,15,124,16,2018,6
33,34,Army,--,0-0,0-0,0-0,2,127,46,2018,6
34,35,S Carolina,--,0-0,0-0,0-0,15,122,15,2018,6
35,36,Michigan St,--,0-0,0-0,0-0,13,55,31,2018,6
36,37,Cincinnati,--,0-0,0-0,0-0,15,95,40,2018,6
37,38,Buffalo,--,0-0,0-0,0-0,34,121,34,2018,6
38,39,Michigan,--,0-0,0-0,0-0,11,112,35,2018,6
39,40,Northwestern,--,0-0,0-0,0-0,2,118,37,2018,6
40,41,Purdue,--,0-0,0-0,0-0,10,127,59,2018,6
41,42,VA Tech,--,0-0,0-0,0-0,10,68,65,2018,6
42,43,Missouri,--,0-0,0-0,0-0,21,57,41,2018,6
43,44,Wash State,--,0-0,0-0,0-0,10,70,39,2018,6
44,45,Fresno St,--,0-0,0-0,0-0,14,67,38,2018,6
45,46,S Mississippi,--,0-0,0-0,0-0,46,112,61,2018,6
46,47,Stanford,--,0-0,0-0,0-0,8,52,27,2018,6
47,48,Miss State,--,0-0,0-0,0-0,14,55,45,2018,6
48,49,BYU,--,0-0,0-0,0-0,10,77,28,2018,6
