,Rank,Team,Rating,Hi,Low,Last,Season,Week
0,1,Clemson,41.0,1,39,1,2018,11
1,2,Alabama,38.0,1,55,2,2018,11
2,3,Michigan,29.3,3,26,3,2018,11
3,4,Oklahoma,25.5,1,61,6,2018,11
4,5,Purdue,22.5,4,86,4,2018,11
5,6,Georgia,22.4,4,30,8,2018,11
6,7,LSU,22.2,5,65,5,2018,11
7,8,Utah,20.3,6,120,7,2018,11
8,9,Iowa,20.1,9,45,13,2018,11
9,10,Utah State,19.2,10,107,19,2018,11
10,11,Missouri,19.1,4,54,24,2018,11
11,12,Fresno St,18.9,5,65,16,2018,11
12,13,Iowa State,18.4,8,67,21,2018,11
13,14,Notre Dame,18.4,5,45,9,2018,11
14,15,Miss State,17.5,3,47,29,2018,11
15,16,W Virginia,17.0,5,34,11,2018,11
16,17,Central FL,16.0,1,45,18,2018,11
17,18,GA Tech,15.0,12,79,22,2018,11
18,19,Michigan St,14.8,15,51,40,2018,11
19,20,Army,13.7,12,121,12,2018,11
20,21,UAB,13.1,4,116,37,2018,11
21,22,Cincinnati,12.6,22,86,46,2018,11
22,23,Texas Tech,12.5,8,98,15,2018,11
23,24,Florida,12.0,6,62,10,2018,11
24,25,Kentucky,11.9,8,63,14,2018,11
25,26,Texas,11.5,13,75,23,2018,11
26,27,Boston Col,11.3,9,50,38,2018,11
27,28,Wash State,10.9,11,64,25,2018,11
28,29,Syracuse,10.7,11,63,43,2018,11
29,30,Ohio,10.7,8,125,58,2018,11
30,31,Texas A&M,9.9,2,35,31,2018,11
31,32,Nebraska,8.9,24,106,48,2018,11
32,33,Arizona St,8.9,15,56,45,2018,11
33,34,Pittsburgh,8.8,9,111,50,2018,11
34,35,Temple,8.7,23,124,39,2018,11
35,36,NC State,8.6,15,105,36,2018,11
36,37,Northwestern,8.5,5,80,26,2018,11
37,38,Ohio State,8.4,2,41,17,2018,11
38,39,Penn State,7.5,2,49,20,2018,11
39,40,Washington,7.3,14,44,32,2018,11
40,41,App State,6.4,6,103,27,2018,11
41,42,S Carolina,6.2,17,51,35,2018,11
42,43,Auburn,6.1,4,46,42,2018,11
43,44,USC,5.6,10,67,44,2018,11
44,45,Miami (FL),5.3,9,72,41,2018,11
45,46,Kansas St,5.1,36,114,61,2018,11
