,Rank,Team,Rating,Hi,Low,Last,Season,Week
0,1,Clemson,45.4,1,39,1,2018,12
1,2,Alabama,39.8,1,55,2,2018,12
2,3,Michigan,31.1,3,26,3,2018,12
3,4,Georgia,22.6,4,30,6,2018,12
4,5,Oklahoma,20.3,1,61,4,2018,12
5,6,W Virginia,20.1,5,34,16,2018,12
6,7,Miss State,19.7,3,47,15,2018,12
7,8,Iowa State,19.4,8,67,13,2018,12
8,9,Notre Dame,18.4,5,45,14,2018,12
9,10,Missouri,17.5,4,54,11,2018,12
10,11,Pittsburgh,17.4,9,111,34,2018,12
11,12,LSU,17.4,5,65,7,2018,12
12,13,Fresno St,17.1,5,65,12,2018,12
13,14,Utah State,16.8,10,107,10,2018,12
14,15,Iowa,15.8,9,45,9,2018,12
15,16,Utah,15.5,6,120,8,2018,12
16,17,Michigan St,14.7,15,51,19,2018,12
17,18,Texas,14.3,13,75,26,2018,12
18,19,Wash State,14.1,11,64,28,2018,12
19,20,GA Tech,13.3,12,79,18,2018,12
20,21,Ohio,13.3,8,125,30,2018,12
21,22,Purdue,13.1,4,86,5,2018,12
22,23,Temple,11.9,23,124,35,2018,12
23,24,Texas A&M,11.8,2,35,31,2018,12
24,25,Nebraska,11.4,24,106,32,2018,12
25,26,Ohio State,11.0,2,41,38,2018,12
26,27,Texas Tech,11.0,8,98,23,2018,12
27,28,Central FL,10.6,1,45,17,2018,12
28,29,Boston Col,10.2,9,50,27,2018,12
29,30,Cincinnati,9.3,22,86,22,2018,12
30,31,Auburn,9.2,4,46,43,2018,12
31,32,Tennessee,8.5,32,100,52,2018,12
32,33,Syracuse,8.4,11,63,29,2018,12
33,34,S Carolina,8.4,17,51,42,2018,12
34,35,Boise State,8.4,3,68,60,2018,12
35,36,Penn State,8.2,2,49,39,2018,12
36,37,Florida,8.1,6,62,24,2018,12
37,38,Northwestern,7.6,5,80,37,2018,12
38,39,Washington,7.4,14,44,40,2018,12
39,40,Mississippi,7.0,15,85,53,2018,12
40,41,Stanford,7.0,2,56,54,2018,12
41,42,Virginia,6.8,27,80,48,2018,12
42,43,UAB,6.5,4,116,21,2018,12
43,44,Duke,6.4,4,90,59,2018,12
44,45,Buffalo,6.1,40,95,72,2018,12
45,46,Arizona St,5.9,15,56,33,2018,12
46,47,Vanderbilt,5.6,14,89,71,2018,12
47,48,Kentucky,5.5,8,63,25,2018,12
48,49,Army,5.4,12,121,20,2018,12
49,50,Arizona,4.8,49,103,49,2018,12
50,51,California,4.7,18,101,61,2018,12
51,52,Memphis,4.6,20,84,74,2018,12
52,53,Miami (OH),4.6,46,113,57,2018,12
53,54,N Illinois,4.5,38,104,64,2018,12
54,55,App State,4.4,6,103,41,2018,12
55,56,Oklahoma St,4.3,7,68,56,2018,12
56,57,Wisconsin,4.1,5,72,47,2018,12
57,58,NC State,3.8,15,105,36,2018,12
58,59,Nevada,3.1,6,107,67,2018,12
59,60,Kansas St,3.0,36,114,46,2018,12
60,61,Oregon,2.5,21,61,50,2018,12
61,62,USC,2.4,10,67,44,2018,12
62,63,UCLA,1.3,7,105,69,2018,12
63,64,Maryland,1.2,28,66,55,2018,12
64,65,Houston,0.7,30,105,58,2018,12
65,66,Miami (FL),0.4,9,72,45,2018,12
66,67,BYU,0.3,25,90,86,2018,12
67,68,N Carolina,0.2,50,114,87,2018,12
68,69,Marshall,-0.4,55,104,83,2018,12
69,70,Toledo,-0.6,8,104,66,2018,12
70,71,Air Force,-0.6,53,87,62,2018,12
71,72,Baylor,-0.8,45,80,80,2018,12
72,73,Minnesota,-0.9,3,98,98,2018,12
73,74,S Methodist,-0.9,63,115,63,2018,12
74,75,Arkansas,-1.0,59,110,73,2018,12
75,76,Middle Tenn,-1.0,46,117,68,2018,12
76,77,Troy,-1.4,55,115,77,2018,12
77,78,Tulane,-1.5,51,123,51,2018,12
78,79,Indiana,-1.5,48,85,85,2018,12
79,80,E Michigan,-1.9,57,117,84,2018,12
80,81,Florida St,-2.1,2,104,75,2018,12
81,82,Fla Atlantic,-2.9,41,109,81,2018,12
82,83,LA Lafayette,-3.2,73,126,79,2018,12
83,84,Arkansas St,-4.0,54,98,93,2018,12
84,85,TX Christian,-4.6,1,85,65,2018,12
85,86,LA Monroe,-4.8,61,126,107,2018,12
86,87,Kansas,-5.1,51,126,91,2018,12
87,88,Wyoming,-6.4,2,115,88,2018,12
88,89,Wake Forest,-7.1,8,104,96,2018,12
89,90,Florida Intl,-7.2,48,128,95,2018,12
90,91,North Texas,-7.3,12,106,89,2018,12
91,92,Charlotte,-7.5,92,121,92,2018,12
92,93,GA Southern,-7.9,52,114,78,2018,12
93,94,LA Tech,-8.7,58,105,97,2018,12
94,95,San Diego St,-9.1,54,116,76,2018,12
95,96,Colorado,-9.2,7,106,82,2018,12
96,97,VA Tech,-9.8,4,99,70,2018,12
97,98,Navy,-9.8,52,120,110,2018,12
98,99,S Mississippi,-11.1,46,112,94,2018,12
99,100,Illinois,-12.6,88,110,90,2018,12
100,101,Tulsa,-13.4,71,108,100,2018,12
101,102,Rutgers,-13.5,55,129,102,2018,12
102,103,S Florida,-14.6,59,110,103,2018,12
103,104,Akron,-14.7,50,118,111,2018,12
104,105,Texas State,-15.2,104,129,108,2018,12
105,106,Liberty,-15.5,18,120,101,2018,12
106,107,TX El Paso,-15.6,105,130,106,2018,12
107,108,W Michigan,-15.8,57,123,105,2018,12
108,109,Oregon St,-16.3,62,127,109,2018,12
109,110,UNLV,-16.7,84,128,128,2018,12
110,111,Kent State,-16.9,74,124,115,2018,12
111,112,Bowling Grn,-18.2,92,128,125,2018,12
112,113,New Mexico,-18.4,77,124,99,2018,12
113,114,San Jose St,-18.5,98,130,119,2018,12
114,115,Colorado St,-19.3,107,130,117,2018,12
115,116,Hawaii,-19.4,54,127,118,2018,12
116,117,E Carolina,-19.7,69,127,122,2018,12
117,118,Coastal Car,-20.2,70,121,112,2018,12
118,119,Old Dominion,-20.2,97,129,123,2018,12
119,120,Georgia State,-20.9,102,127,104,2018,12
120,121,U Mass,-21.2,1,125,114,2018,12
121,122,Louisville,-21.3,46,129,116,2018,12
122,123,Ball State,-22.8,52,129,120,2018,12
123,124,N Mex State,-22.9,117,129,121,2018,12
124,125,Central Mich,-23.2,94,127,113,2018,12
125,126,Connecticut,-25.5,96,130,129,2018,12
126,127,W Kentucky,-26.0,91,128,127,2018,12
127,128,S Alabama,-26.1,100,128,124,2018,12
128,129,Rice,-28.2,115,130,130,2018,12
129,130,TX-San Ant,-30.7,92,130,126,2018,12
