,Rank,Team,Rating,v 1-10,v 11-25,v 26-40,Hi,Low,Last,Season,Week
0,1,Mississippi,32.2,0-0,0-0,0-0,1,59,2,2018,11
1,2,Georgia,31.1,0-0,1-0,0-0,1,41,1,2018,11
2,3,Army,29.2,0-0,0-0,0-0,2,127,4,2018,11
3,4,LSU,27.7,0-0,1-0,0-0,1,65,3,2018,11
4,5,Alabama,25.8,0-0,0-0,0-0,1,19,5,2018,11
5,6,W Virginia,25.8,0-0,0-0,0-0,3,37,6,2018,11
6,7,Ohio State,19.3,0-0,1-0,0-0,4,44,7,2018,11
7,8,Auburn,18.5,0-0,1-0,0-0,2,24,8,2018,11
8,9,Maryland,15.9,0-0,1-0,0-0,7,76,9,2018,11
9,10,Virginia,15.9,0-0,0-0,0-0,8,85,13,2018,11
10,11,Colorado,14.2,0-0,0-0,0-0,1,83,11,2018,11
11,12,Notre Dame,13.0,0-0,0-0,0-0,3,58,10,2018,11
12,13,Texas,12.7,0-1,1-0,0-0,9,126,12,2018,11
13,14,Oklahoma,7.9,0-0,0-1,0-0,8,45,14,2018,11
14,15,Washington,7.8,0-1,0-0,0-0,5,28,15,2018,11
15,16,Arkansas,6.6,0-0,0-1,0-0,12,104,17,2018,11
16,17,TX Christian,5.9,0-1,0-0,0-0,8,44,16,2018,11
17,18,Florida,5.8,0-1,0-0,0-0,11,62,18,2018,11
18,19,Texas A&M,1.7,0-0,1-0,0-0,5,119,20,2018,11
19,20,Miami (FL),0.8,0-1,0-0,0-0,12,126,19,2018,11
20,21,Clemson,--,0-0,0-0,0-0,1,48,21,2018,11
21,22,Penn State,--,0-0,0-0,0-0,10,53,22,2018,11
22,23,Michigan St,--,0-0,0-0,0-0,13,55,27,2018,11
23,24,Iowa,--,0-0,0-0,0-0,12,66,23,2018,11
24,25,Missouri,--,0-0,0-0,0-0,21,57,34,2018,11
25,26,Purdue,--,0-0,0-0,0-0,10,127,28,2018,11
26,27,Michigan,--,0-0,0-0,0-0,11,112,26,2018,11
27,28,Kentucky,--,0-0,0-0,0-0,18,63,25,2018,11
28,29,Fresno St,--,0-0,0-0,0-0,14,67,29,2018,11
29,30,Duke,--,0-0,0-0,0-0,4,44,31,2018,11
30,31,Utah State,--,0-0,0-0,0-0,1,75,35,2018,11
31,32,Utah,--,0-0,0-0,0-0,18,120,24,2018,11
32,33,Syracuse,--,0-0,0-0,0-0,5,127,32,2018,11
33,34,S Carolina,--,0-0,0-0,0-0,15,122,30,2018,11
34,35,Iowa State,--,0-0,0-0,0-0,27,66,41,2018,11
35,36,Northwestern,--,0-0,0-0,0-0,2,118,40,2018,11
36,37,Central FL,--,0-0,0-0,0-0,1,56,33,2018,11
37,38,Buffalo,--,0-0,0-0,0-0,34,121,38,2018,11
38,39,Wash State,--,0-0,0-0,0-0,10,70,42,2018,11
39,40,Stanford,--,0-0,0-0,0-0,8,52,46,2018,11
40,41,Boise State,--,0-0,0-0,0-0,8,57,44,2018,11
41,42,Cincinnati,--,0-0,0-0,0-0,15,95,45,2018,11
42,43,App State,--,0-0,0-0,0-0,4,71,37,2018,11
43,44,California,--,0-0,0-0,0-0,31,70,39,2018,11
44,45,GA Tech,--,0-0,0-0,0-0,36,121,43,2018,11
45,46,Wisconsin,--,0-0,0-0,0-0,1,54,47,2018,11
46,47,Temple,--,0-0,0-0,0-0,15,124,36,2018,11
47,48,Vanderbilt,--,0-0,0-0,0-0,30,110,48,2018,11
48,49,North Texas,--,0-0,0-0,0-0,17,128,50,2018,11
49,50,Miss State,--,0-0,0-0,0-0,14,55,49,2018,11
50,51,Boston Col,--,0-0,0-0,0-0,22,64,60,2018,11
51,52,NC State,--,0-0,0-0,0-0,30,122,52,2018,11
52,53,VA Tech,--,0-0,0-0,0-0,10,68,53,2018,11
53,54,BYU,--,0-0,0-0,0-0,10,77,54,2018,11
54,55,Toledo,--,0-0,0-0,0-0,25,118,51,2018,11
55,56,Arizona St,--,0-0,0-0,0-0,26,73,57,2018,11
56,57,E Michigan,--,0-0,0-0,0-0,36,119,56,2018,11
57,58,Pittsburgh,--,0-0,0-0,0-0,41,117,71,2018,11
58,59,USC,--,0-0,0-0,0-0,18,76,66,2018,11
59,60,San Diego St,--,0-0,0-0,0-0,43,126,61,2018,11
60,61,Nebraska,--,0-0,0-0,0-0,51,106,81,2018,11
61,62,UAB,--,0-0,0-0,0-0,7,122,63,2018,11
62,63,UCLA,--,0-0,0-0,0-0,40,90,55,2018,11
63,64,Wake Forest,--,0-0,0-0,0-0,3,85,67,2018,11
64,65,Oklahoma St,--,0-0,0-0,0-0,9,67,64,2018,11
65,66,Air Force,--,0-0,0-0,0-0,56,87,76,2018,11
66,67,Florida Intl,--,0-0,0-0,0-0,29,113,69,2018,11
67,68,LA Tech,--,0-0,0-0,0-0,31,109,59,2018,11
68,69,Troy,--,0-0,0-0,0-0,23,94,73,2018,11
69,70,Miami (OH),--,0-0,0-0,0-0,60,98,62,2018,11
70,71,Tulane,--,0-0,0-0,0-0,22,122,93,2018,11
71,72,Houston,--,0-0,0-0,0-0,42,130,58,2018,11
72,73,Indiana,--,0-0,0-0,0-0,39,105,68,2018,11
73,74,Oregon,--,0-0,0-0,0-0,22,74,72,2018,11
74,75,Florida St,--,0-0,0-0,0-0,16,90,65,2018,11
75,76,Kansas St,--,0-0,0-0,0-0,34,93,87,2018,11
76,77,W Michigan,--,0-0,0-0,0-0,75,128,75,2018,11
77,78,Akron,--,0-0,0-0,0-0,31,110,77,2018,11
78,79,Marshall,--,0-0,0-0,0-0,20,85,70,2018,11
79,80,Middle Tenn,--,0-0,0-0,0-0,68,127,74,2018,11
80,81,N Illinois,--,0-0,0-0,0-0,21,122,78,2018,11
81,82,Kansas,--,0-0,0-0,0-0,23,100,79,2018,11
82,83,Fla Atlantic,--,0-0,0-0,0-0,44,116,100,2018,11
83,84,S Methodist,--,0-0,0-0,0-0,74,118,86,2018,11
84,85,Central Mich,--,0-0,0-0,0-0,66,112,80,2018,11
85,86,Baylor,--,0-0,0-0,0-0,8,86,83,2018,11
86,87,Arkansas St,--,0-0,0-0,0-0,60,108,85,2018,11
87,88,Arizona,--,0-0,0-0,0-0,35,103,82,2018,11
88,89,Wyoming,--,0-0,0-0,0-0,1,94,88,2018,11
89,90,Nevada,--,0-0,0-0,0-0,12,114,89,2018,11
90,91,LA Lafayette,--,0-0,0-0,0-0,69,126,92,2018,11
91,92,New Mexico,--,0-0,0-0,0-0,59,105,91,2018,11
92,93,Tulsa,--,0-0,0-0,0-0,37,97,90,2018,11
93,94,Memphis,--,0-0,0-0,0-0,34,111,101,2018,11
94,95,Oregon St,--,0-0,0-0,0-0,73,117,94,2018,11
95,96,S Mississippi,--,0-0,0-0,0-0,46,112,95,2018,11
96,97,Coastal Car,--,0-0,0-0,0-0,76,120,96,2018,11
97,98,Hawaii,--,0-0,0-0,0-0,72,130,97,2018,11
98,99,N Carolina,--,0-0,0-0,0-0,21,108,98,2018,11
99,100,GA Southern,--,0-0,0-0,0-0,60,115,84,2018,11
100,101,Liberty,--,0-0,0-0,0-0,32,109,102,2018,11
101,102,Charlotte,--,0-0,0-0,0-0,66,123,107,2018,11
102,103,UNLV,--,0-0,0-0,0-0,81,107,104,2018,11
103,104,Ball State,--,0-0,0-0,0-0,28,126,103,2018,11
104,105,Minnesota,--,0-0,0-0,0-0,4,108,99,2018,11
105,106,W Kentucky,--,0-0,0-0,0-0,78,128,105,2018,11
106,107,LA Monroe,--,0-0,0-0,0-0,83,123,108,2018,11
107,108,Georgia State,--,0-0,0-0,0-0,89,124,110,2018,11
108,109,U Mass,--,0-0,0-0,0-0,2,116,109,2018,11
109,110,Texas State,--,0-0,0-0,0-0,88,125,118,2018,11
110,111,Rutgers,--,0-0,0-0,0-0,57,122,121,2018,11
111,112,Old Dominion,--,0-0,0-0,0-0,95,125,113,2018,11
112,113,TX El Paso,--,0-0,0-0,0-0,96,130,112,2018,11
113,114,Kent State,--,0-0,0-0,0-0,94,128,115,2018,11
114,115,E Carolina,--,0-0,0-0,0-0,65,117,111,2018,11
115,116,TX-San Ant,--,0-0,0-0,0-0,92,124,106,2018,11
116,117,Rice,--,0-0,0-0,0-0,91,127,114,2018,11
117,118,Bowling Grn,--,0-0,0-0,0-0,85,122,119,2018,11
118,119,S Alabama,--,0-0,0-0,0-0,84,119,117,2018,11
119,120,N Mex State,--,0-0,0-0,0-0,97,130,120,2018,11
120,121,Connecticut,--,0-0,0-0,0-0,96,125,116,2018,11
121,122,Louisville,-1.3,0-1,0-0,0-0,42,127,122,2018,11
122,123,S Florida,-4.9,0-0,0-0,0-0,61,125,124,2018,11
123,124,Navy,-5.8,0-0,0-1,0-0,46,124,123,2018,11
124,125,Tennessee,-10.0,0-1,0-0,0-0,79,129,126,2018,11
125,126,Ohio,-11.0,0-1,0-0,0-0,27,128,125,2018,11
126,127,Illinois,-12.6,0-0,0-0,0-0,72,127,127,2018,11
127,128,Texas Tech,-16.4,0-1,0-0,0-0,50,129,128,2018,11
128,129,Colorado St,-30.9,0-0,0-1,0-0,100,130,129,2018,11
129,130,San Jose St,-42.3,0-1,0-0,0-0,92,130,130,2018,11
