,Rank,Team,2018,Last 3,Last 1,Home,Away,2017,Season,Week
0,1,Central FL,576.5,551.3,541.0,551.3,652.0,534.4,2018,7
1,2,Alabama,567.5,590.3,639.0,577.0,558.0,437.5,2018,7
2,3,Ohio State,566.0,522.7,609.0,620.3,457.5,506.2,2018,7
3,3,Texas Tech,566.0,596.0,463.0,583.5,548.5,462.0,2018,7
4,5,Houston,559.0,555.0,479.0,515.0,603.0,428.2,2018,7
5,6,Clemson,531.0,549.0,698.0,532.0,530.3,412.7,2018,7
6,7,Oklahoma,524.7,498.0,532.0,524.3,525.5,579.6,2018,7
7,8,Missouri,523.0,497.0,490.0,497.0,549.0,477.2,2018,7
8,9,Mississippi,519.8,601.7,826.0,575.0,437.0,455.2,2018,7
9,10,Penn State,510.0,575.3,492.0,523.0,490.5,460.3,2018,7
10,11,Memphis,506.2,491.3,634.0,625.3,327.5,537.8,2018,7
11,12,NC State,502.8,489.3,533.0,503.0,502.0,449.0,2018,7
12,13,W Virginia,502.3,487.3,509.0,486.5,518.0,453.0,2018,7
13,14,Colorado,490.5,455.3,494.0,485.5,495.5,405.3,2018,7
14,15,Purdue,490.0,500.7,516.0,483.5,516.0,403.1,2018,7
15,16,Oregon,489.0,484.0,485.0,490.3,485.0,419.1,2018,7
16,17,Liberty,487.6,476.7,518.0,467.5,501.0,585.0,2018,7
17,18,Oklahoma St,481.6,456.3,415.0,460.0,568.0,571.3,2018,7
18,19,Georgia,480.6,482.0,560.0,495.0,459.0,433.6,2018,7
19,20,S Florida,480.5,498.7,574.0,361.0,600.0,528.8,2018,7
20,21,Wisconsin,480.2,447.3,533.0,496.5,415.0,415.3,2018,7
21,22,Baylor,478.2,499.0,557.0,468.0,493.5,393.4,2018,7
22,23,Boise State,476.6,383.0,229.0,523.5,445.3,406.4,2018,7
23,24,Wash State,472.2,474.3,530.0,501.0,453.0,427.9,2018,7
24,25,App State,467.3,467.3,517.0,517.0,442.5,424.9,2018,7
25,26,Syracuse,466.4,443.7,384.0,538.5,418.3,444.5,2018,7
26,27,Fla Atlantic,465.4,492.7,605.0,565.0,399.0,488.9,2018,7
27,28,Ohio,463.5,496.7,414.0,664.0,396.7,435.9,2018,7
28,29,W Michigan,461.2,492.3,387.0,504.0,432.7,377.1,2018,7
29,30,Hawaii,460.8,380.3,304.0,437.0,484.7,398.1,2018,7
30,31,North Texas,458.2,462.0,428.0,478.0,445.0,439.6,2018,7
31,32,GA Tech,455.4,429.7,554.0,367.5,514.0,398.6,2018,7
32,33,VA Tech,443.3,484.7,441.0,441.0,444.0,422.0,2018,7
33,34,Notre Dame,442.3,518.0,438.0,412.5,502.0,448.4,2018,7
34,35,Texas A&M,438.2,386.7,390.0,473.7,385.0,408.0,2018,7
35,36,Nebraska,432.2,410.7,518.0,503.7,325.0,385.0,2018,7
36,37,S Carolina,426.8,412.3,377.0,424.7,430.0,333.7,2018,7
37,38,Troy,424.4,496.7,554.0,466.7,361.0,402.9,2018,7
38,39,Wake Forest,424.2,353.7,249.0,393.3,548.0,464.2,2018,7
39,40,Arkansas St,422.3,432.7,493.0,396.0,431.0,495.1,2018,7
40,41,Illinois,421.0,403.3,419.0,442.5,399.5,280.4,2018,7
41,42,S Mississippi,420.7,420.7,260.0,501.0,260.0,420.3,2018,7
42,42,Michigan,420.7,444.0,465.0,460.3,341.5,348.9,2018,7
43,44,Ball State,419.6,467.3,391.0,467.3,348.0,324.0,2018,7
44,45,Boston Col,418.6,323.3,318.0,511.0,357.0,386.7,2018,7
45,46,Army,418.2,405.3,372.0,487.5,372.0,379.8,2018,7
46,47,Utah State,416.8,441.0,388.0,467.5,366.0,380.8,2018,7
47,48,Arizona St,416.3,397.7,367.0,495.3,337.3,431.5,2018,7
48,49,Texas,414.7,403.7,501.0,413.0,416.3,398.8,2018,7
49,50,Oregon St,414.6,380.3,497.0,367.5,446.0,328.7,2018,7
50,51,Colorado St,414.0,377.7,391.0,541.0,329.3,483.1,2018,7
51,52,Cincinnati,413.2,509.7,446.0,435.0,398.7,361.2,2018,7
52,53,Indiana,411.2,386.0,406.0,381.7,440.7,388.3,2018,7
53,54,Toledo,410.3,435.7,472.0,422.0,375.0,479.9,2018,7
54,55,Arizona,409.2,396.3,265.0,307.0,562.5,481.2,2018,7
55,56,Old Dominion,407.7,470.3,508.0,514.0,354.5,336.6,2018,7
56,57,Buffalo,407.6,374.0,422.0,372.0,431.3,427.0,2018,7
57,58,Washington,404.8,433.0,462.0,418.5,395.7,397.1,2018,7
58,59,New Mexico,404.5,469.0,502.0,580.0,346.0,348.6,2018,7
59,60,LSU,404.0,451.3,372.0,491.0,346.0,407.5,2018,7
60,61,E Carolina,402.5,366.7,196.0,501.0,304.0,431.4,2018,7
61,62,Temple,401.2,407.3,470.0,375.0,440.5,391.1,2018,7
62,63,Kent State,399.6,441.0,472.0,472.0,381.5,263.9,2018,7
63,64,Virginia,399.5,434.7,351.0,401.0,399.0,341.3,2018,7
64,65,California,395.0,433.7,476.0,353.0,437.0,380.3,2018,7
65,66,UAB,394.8,381.3,365.0,389.5,400.0,358.8,2018,7
