,Rank,Team,Rating,v 1-10,v 11-25,v 26-40,Hi,Low,Last,Season,Week
0,1,Alabama,33.4,0-0,0-0,0-0,1,19,1,2018,5
1,2,Mississippi,33.3,0-0,0-0,0-0,1,59,3,2018,5
2,3,LSU,32.7,0-0,0-0,0-0,1,65,2,2018,5
3,4,Ohio State,24.8,1-0,0-0,0-0,4,44,4,2018,5
4,5,Auburn,21.6,1-0,0-0,0-0,2,24,6,2018,5
5,6,W Virginia,20.6,0-0,0-0,0-0,3,37,5,2018,5
6,7,Maryland,16.9,0-0,0-0,0-0,7,76,8,2018,5
7,8,Washington,13.6,0-1,0-0,0-0,5,28,9,2018,5
8,9,TX Christian,13.3,0-1,0-0,0-0,8,44,10,2018,5
9,10,Colorado,12.4,0-0,0-0,0-0,1,83,7,2018,5
10,11,Virginia,7.5,0-0,0-0,0-0,8,85,11,2018,5
11,12,Penn State,--,0-0,0-0,0-0,10,53,12,2018,5
12,13,Georgia,--,0-0,0-0,0-0,1,41,13,2018,5
13,14,Notre Dame,--,0-0,0-0,0-0,3,58,57,2018,5
14,15,S Carolina,--,0-0,0-0,0-0,15,122,53,2018,5
15,16,Temple,--,0-0,0-0,0-0,15,124,16,2018,5
16,17,North Texas,--,0-0,0-0,0-0,17,128,17,2018,5
17,18,Clemson,--,0-0,0-0,0-0,1,48,20,2018,5
18,19,Kentucky,--,0-0,0-0,0-0,18,63,18,2018,5
19,20,Florida,--,0-0,0-0,0-0,11,62,56,2018,5
20,21,Wisconsin,--,0-0,0-0,0-0,1,54,54,2018,5
21,22,App State,--,0-0,0-0,0-0,4,71,21,2018,5
22,23,Central FL,--,0-0,0-0,0-0,1,56,22,2018,5
23,24,Duke,--,0-0,0-0,0-0,4,44,24,2018,5
24,25,Oklahoma,--,0-0,0-0,0-0,8,45,19,2018,5
25,26,Texas A&M,--,0-0,0-0,0-0,5,119,50,2018,5
26,27,Stanford,--,0-0,0-0,0-0,8,52,51,2018,5
27,28,BYU,--,0-0,0-0,0-0,10,77,25,2018,5
28,29,Boise State,--,0-0,0-0,0-0,8,57,23,2018,5
29,30,NC State,--,0-0,0-0,0-0,30,122,60,2018,5
30,31,Michigan St,--,0-0,0-0,0-0,13,55,39,2018,5
31,32,Syracuse,--,0-0,0-0,0-0,5,127,30,2018,5
32,33,Vanderbilt,--,0-0,0-0,0-0,30,110,31,2018,5
33,34,Buffalo,--,0-0,0-0,0-0,34,121,42,2018,5
34,35,Michigan,--,0-0,0-0,0-0,11,112,37,2018,5
35,36,Utah State,--,0-0,0-0,0-0,1,75,36,2018,5
36,37,Northwestern,--,0-0,0-0,0-0,2,118,40,2018,5
37,38,Fresno St,--,0-0,0-0,0-0,14,67,29,2018,5
38,39,Wash State,--,0-0,0-0,0-0,10,70,27,2018,5
39,40,Cincinnati,--,0-0,0-0,0-0,15,95,33,2018,5
40,41,Missouri,--,0-0,0-0,0-0,21,57,43,2018,5
41,42,Indiana,--,0-0,0-0,0-0,39,105,41,2018,5
42,43,California,--,0-0,0-0,0-0,31,70,34,2018,5
43,44,Utah,--,0-0,0-0,0-0,18,120,35,2018,5
44,45,Miss State,--,0-0,0-0,0-0,14,55,15,2018,5
45,46,Army,--,0-0,0-0,0-0,2,127,75,2018,5
46,47,Arizona St,--,0-0,0-0,0-0,26,73,73,2018,5
47,48,Akron,--,0-0,0-0,0-0,31,110,32,2018,5
48,49,E Michigan,--,0-0,0-0,0-0,36,119,69,2018,5
49,50,Wake Forest,--,0-0,0-0,0-0,3,85,45,2018,5
50,51,Troy,--,0-0,0-0,0-0,23,94,38,2018,5
51,52,Iowa State,--,0-0,0-0,0-0,27,66,46,2018,5
52,53,Florida Intl,--,0-0,0-0,0-0,29,113,89,2018,5
53,54,Houston,--,0-0,0-0,0-0,42,130,70,2018,5
54,55,Kansas,--,0-0,0-0,0-0,23,100,26,2018,5
55,56,Oklahoma St,--,0-0,0-0,0-0,9,67,49,2018,5
56,57,Iowa,--,0-0,0-0,0-0,12,66,55,2018,5
57,58,Toledo,--,0-0,0-0,0-0,25,118,58,2018,5
58,59,Purdue,--,0-0,0-0,0-0,10,127,62,2018,5
59,60,Oregon,--,0-0,0-0,0-0,22,74,59,2018,5
60,61,S Mississippi,--,0-0,0-0,0-0,46,112,61,2018,5
61,62,Baylor,--,0-0,0-0,0-0,8,86,48,2018,5
62,63,Memphis,--,0-0,0-0,0-0,34,111,47,2018,5
63,64,Boston Col,--,0-0,0-0,0-0,22,64,28,2018,5
64,65,VA Tech,--,0-0,0-0,0-0,10,68,14,2018,5
65,66,Marshall,--,0-0,0-0,0-0,20,85,71,2018,5
66,67,Arizona,--,0-0,0-0,0-0,35,103,100,2018,5
67,68,Tulsa,--,0-0,0-0,0-0,37,97,44,2018,5
68,69,Air Force,--,0-0,0-0,0-0,56,87,78,2018,5
69,70,USC,--,0-0,0-0,0-0,18,76,76,2018,5
70,71,Arkansas St,--,0-0,0-0,0-0,60,108,72,2018,5
71,72,LA Tech,--,0-0,0-0,0-0,31,109,85,2018,5
72,73,UCLA,--,0-0,0-0,0-0,40,90,68,2018,5
73,74,Hawaii,--,0-0,0-0,0-0,72,130,74,2018,5
74,75,San Diego St,--,0-0,0-0,0-0,43,126,77,2018,5
75,76,GA Southern,--,0-0,0-0,0-0,60,115,80,2018,5
76,77,Pittsburgh,--,0-0,0-0,0-0,41,117,65,2018,5
77,78,S Methodist,--,0-0,0-0,0-0,74,118,87,2018,5
78,79,E Carolina,--,0-0,0-0,0-0,65,117,66,2018,5
79,80,Ball State,--,0-0,0-0,0-0,28,126,82,2018,5
80,81,W Kentucky,--,0-0,0-0,0-0,78,128,81,2018,5
81,82,Central Mich,--,0-0,0-0,0-0,66,112,83,2018,5
82,83,GA Tech,--,0-0,0-0,0-0,36,121,79,2018,5
83,84,Wyoming,--,0-0,0-0,0-0,1,94,86,2018,5
84,85,Coastal Car,--,0-0,0-0,0-0,76,120,84,2018,5
85,86,UNLV,--,0-0,0-0,0-0,81,107,92,2018,5
86,87,New Mexico,--,0-0,0-0,0-0,59,105,88,2018,5
87,88,W Michigan,--,0-0,0-0,0-0,75,128,110,2018,5
88,89,Miami (OH),--,0-0,0-0,0-0,60,98,97,2018,5
89,90,Florida St,--,0-0,0-0,0-0,16,90,90,2018,5
90,91,LA Monroe,--,0-0,0-0,0-0,83,123,94,2018,5
91,92,Kansas St,--,0-0,0-0,0-0,34,93,64,2018,5
92,93,Oregon St,--,0-0,0-0,0-0,73,117,91,2018,5
93,94,San Jose St,--,0-0,0-0,0-0,92,130,93,2018,5
94,95,Tulane,--,0-0,0-0,0-0,22,122,95,2018,5
95,96,N Illinois,--,0-0,0-0,0-0,21,122,96,2018,5
96,97,Fla Atlantic,--,0-0,0-0,0-0,44,116,106,2018,5
97,98,N Carolina,--,0-0,0-0,0-0,21,108,99,2018,5
98,99,Navy,--,0-0,0-0,0-0,46,124,111,2018,5
99,100,Arkansas,--,0-0,0-0,0-0,12,104,102,2018,5
100,101,S Alabama,--,0-0,0-0,0-0,84,119,105,2018,5
101,102,Kent State,--,0-0,0-0,0-0,94,128,101,2018,5
102,103,Middle Tenn,--,0-0,0-0,0-0,68,127,98,2018,5
103,104,Liberty,--,0-0,0-0,0-0,32,109,103,2018,5
104,105,Nevada,--,0-0,0-0,0-0,12,114,107,2018,5
105,106,Nebraska,--,0-0,0-0,0-0,51,106,63,2018,5
106,107,Minnesota,--,0-0,0-0,0-0,4,108,52,2018,5
107,108,Rice,--,0-0,0-0,0-0,91,127,104,2018,5
108,109,Bowling Grn,--,0-0,0-0,0-0,85,122,109,2018,5
109,110,Georgia State,--,0-0,0-0,0-0,89,124,113,2018,5
110,111,Connecticut,--,0-0,0-0,0-0,96,125,121,2018,5
111,112,LA Lafayette,--,0-0,0-0,0-0,69,126,108,2018,5
112,113,TX-San Ant,--,0-0,0-0,0-0,92,124,112,2018,5
113,114,Texas State,--,0-0,0-0,0-0,88,125,117,2018,5
114,115,U Mass,--,0-0,0-0,0-0,2,116,114,2018,5
115,116,UAB,--,0-0,0-0,0-0,7,122,116,2018,5
116,117,Charlotte,--,0-0,0-0,0-0,66,123,67,2018,5
117,118,TX El Paso,--,0-0,0-0,0-0,96,130,115,2018,5
118,119,N Mex State,--,0-0,0-0,0-0,97,130,119,2018,5
119,120,Rutgers,--,0-0,0-0,0-0,57,122,118,2018,5
120,121,Old Dominion,--,0-0,0-0,0-0,95,125,120,2018,5
