,Rank,Team,Rating,Hi,Low,Last,Season,Week
0,1,Ohio State,11.0,1,66,1,2018,7
1,2,Iowa State,10.7,1,40,2,2018,7
2,3,Penn State,9.7,2,40,3,2018,7
3,4,UCLA,8.7,4,65,8,2018,7
4,5,LSU,8.6,1,28,5,2018,7
5,6,Texas A&M,8.5,1,114,7,2018,7
6,7,S Carolina,8.0,4,92,4,2018,7
7,8,TX Christian,7.8,3,94,6,2018,7
8,9,Kentucky,7.7,8,81,19,2018,7
9,10,Northwestern,7.4,10,36,12,2018,7
10,11,Clemson,7.2,2,69,11,2018,7
11,12,Auburn,6.9,4,26,18,2018,7
12,13,Michigan,6.8,3,18,9,2018,7
13,14,Notre Dame,6.5,9,34,15,2018,7
14,15,Miss State,6.2,3,80,21,2018,7
15,16,Texas,6.1,12,47,35,2018,7
16,17,Florida,6.0,6,91,23,2018,7
17,18,Utah,5.6,18,121,31,2018,7
18,19,Missouri,5.5,3,108,32,2018,7
19,20,Texas Tech,5.4,11,50,14,2018,7
20,21,Georgia,5.2,1,72,13,2018,7
21,22,Stanford,5.1,15,67,17,2018,7
22,23,Washington,5.0,2,36,10,2018,7
23,24,USC,4.9,10,77,16,2018,7
24,25,Oklahoma,4.8,7,70,37,2018,7
25,26,Nebraska,4.3,19,52,38,2018,7
26,27,VA Tech,4.3,19,77,34,2018,7
27,28,App State,4.2,6,84,20,2018,7
28,29,Alabama,4.1,1,37,24,2018,7
29,30,Michigan St,3.9,5,69,22,2018,7
30,31,Maryland,3.5,25,74,55,2018,7
31,32,Arizona St,3.3,13,95,30,2018,7
32,33,Army,3.3,17,83,25,2018,7
33,34,Duke,2.9,23,84,28,2018,7
34,35,BYU,2.2,15,75,29,2018,7
35,36,Iowa,2.1,20,62,42,2018,7
36,37,Pittsburgh,1.8,15,116,47,2018,7
37,38,Mississippi,1.7,20,53,33,2018,7
38,39,Syracuse,1.7,30,96,39,2018,7
39,40,Florida St,1.6,15,57,46,2018,7
40,41,San Diego St,1.6,4,85,53,2018,7
41,42,Miami (FL),1.2,11,46,27,2018,7
42,43,Purdue,0.9,16,56,43,2018,7
43,44,Boise State,0.8,7,67,26,2018,7
44,45,Oklahoma St,0.6,21,118,40,2018,7
45,46,W Virginia,0.5,14,94,36,2018,7
46,47,GA Tech,0.4,33,96,59,2018,7
47,48,Vanderbilt,0.3,29,90,70,2018,7
48,49,Kansas St,0.3,30,101,50,2018,7
49,50,Indiana,-0.1,34,81,64,2018,7
50,51,Wisconsin,-0.2,4,98,41,2018,7
51,52,N Illinois,-0.2,5,72,44,2018,7
52,53,Minnesota,-0.3,31,122,65,2018,7
53,54,Boston Col,-0.5,29,106,61,2018,7
54,55,Utah State,-0.7,11,83,66,2018,7
55,56,Tennessee,-1.3,16,100,54,2018,7
56,57,Arkansas,-1.3,52,112,68,2018,7
57,58,S Methodist,-1.5,3,89,51,2018,7
58,59,Tulane,-1.7,39,90,67,2018,7
59,60,Tulsa,-2.0,60,114,81,2018,7
60,61,E Michigan,-2.2,50,128,73,2018,7
61,62,N Carolina,-2.3,26,62,52,2018,7
62,63,Fresno St,-2.6,31,94,56,2018,7
63,64,Wake Forest,-2.8,45,77,69,2018,7
64,65,Fla Atlantic,-3.0,1,87,58,2018,7
65,66,Baylor,-3.1,44,119,63,2018,7
66,67,Virginia,-3.5,43,121,60,2018,7
67,68,Houston,-3.6,40,88,49,2018,7
68,69,Wash State,-3.8,49,119,71,2018,7
69,70,California,-4.0,42,86,80,2018,7
70,71,Arizona,-4.0,24,72,62,2018,7
71,72,Arkansas St,-4.1,43,118,75,2018,7
72,73,Middle Tenn,-4.1,34,95,86,2018,7
73,74,Temple,-4.2,53,105,72,2018,7
74,75,W Michigan,-4.2,11,95,76,2018,7
75,76,Kansas,-4.4,53,120,88,2018,7
76,77,Louisville,-4.5,2,83,77,2018,7
77,78,Toledo,-4.6,39,127,45,2018,7
78,79,Air Force,-4.9,55,119,83,2018,7
79,80,Central Mich,-5.0,32,116,79,2018,7
80,81,Nevada,-5.3,72,126,95,2018,7
81,82,Oregon St,-5.3,7,102,82,2018,7
82,83,NC State,-5.4,32,130,98,2018,7
83,84,Miami (OH),-5.8,34,97,87,2018,7
84,85,Oregon,-5.9,21,129,78,2018,7
85,86,LA Tech,-6.1,48,125,48,2018,7
86,87,Colorado,-6.2,48,117,112,2018,7
87,88,Akron,-6.4,56,129,57,2018,7
88,89,Navy,-6.6,43,96,96,2018,7
89,90,Buffalo,-6.7,83,123,91,2018,7
90,91,Florida Intl,-7.0,52,121,85,2018,7
91,92,Wyoming,-7.5,63,118,97,2018,7
92,93,Old Dominion,-7.6,48,124,92,2018,7
93,94,S Alabama,-7.6,48,125,84,2018,7
94,95,GA Southern,-7.6,83,122,90,2018,7
95,96,Liberty,-7.7,68,126,74,2018,7
96,97,Coastal Car,-7.8,17,120,102,2018,7
97,98,Cincinnati,-8.8,41,107,105,2018,7
98,99,Marshall,-8.9,57,119,101,2018,7
99,100,W Kentucky,-8.9,9,125,99,2018,7
100,101,Rutgers,-9.1,61,102,94,2018,7
101,102,U Mass,-9.3,65,130,104,2018,7
102,103,Ohio,-9.4,63,128,100,2018,7
103,104,Kent State,-9.5,62,128,109,2018,7
104,105,Troy,-9.5,18,106,89,2018,7
105,106,Bowling Grn,-9.5,12,123,120,2018,7
106,107,S Florida,-9.7,57,123,114,2018,7
107,108,Illinois,-9.9,75,125,113,2018,7
108,109,LA Monroe,-10.2,87,124,107,2018,7
109,110,Central FL,-10.3,23,126,118,2018,7
110,111,Ball State,-10.8,79,130,115,2018,7
111,112,New Mexico,-10.8,84,124,122,2018,7
112,113,North Texas,-10.9,78,122,93,2018,7
113,114,Georgia State,-11.2,100,126,119,2018,7
114,115,Connecticut,-11.2,3,125,116,2018,7
115,116,Colorado St,-11.4,67,126,110,2018,7
116,117,UAB,-11.7,97,128,127,2018,7
117,118,Memphis,-11.7,38,118,103,2018,7
118,119,E Carolina,-11.9,83,124,121,2018,7
119,120,N Mex State,-12.3,59,127,125,2018,7
120,121,LA Lafayette,-12.4,97,130,111,2018,7
121,122,UNLV,-12.6,13,123,108,2018,7
122,123,San Jose St,-13.5,87,125,106,2018,7
123,124,Charlotte,-14.8,101,127,126,2018,7
124,125,Hawaii,-15.0,70,129,123,2018,7
125,126,TX-San Ant,-15.7,22,128,128,2018,7
126,127,Rice,-15.8,88,129,117,2018,7
127,128,S Mississippi,-15.8,103,130,124,2018,7
128,129,TX El Paso,-16.8,107,130,130,2018,7
129,130,Texas State,-20.8,38,130,129,2018,7
