,Rank,Team,Rating,v 1-10,v 11-25,v 26-40,Hi,Low,Last,Season,Week
0,1,Georgia,33.4,0-0,1-0,0-0,1,41,24,2018,10
1,2,Mississippi,32.3,0-0,0-0,0-0,1,59,1,2018,10
2,3,LSU,29.7,0-0,1-0,0-0,1,65,2,2018,10
3,4,Army,29.6,0-0,0-0,0-0,2,127,4,2018,10
4,5,Alabama,27.4,0-0,0-0,0-0,1,19,3,2018,10
5,6,W Virginia,26.5,0-0,0-0,0-0,3,37,5,2018,10
6,7,Ohio State,20.1,0-0,1-0,0-0,4,44,6,2018,10
7,8,Auburn,18.8,0-0,1-0,0-0,2,24,7,2018,10
8,9,Maryland,15.9,0-0,1-0,0-0,7,76,8,2018,10
9,10,Notre Dame,15.0,0-0,0-0,0-0,3,58,19,2018,10
10,11,Colorado,14.6,0-0,0-0,0-0,1,83,9,2018,10
11,12,Texas,13.4,0-1,1-0,0-0,9,126,10,2018,10
12,13,Virginia,12.0,0-0,0-0,0-0,8,85,11,2018,10
13,14,Oklahoma,7.9,0-0,0-1,0-0,8,45,12,2018,10
14,15,Washington,7.7,0-1,0-0,0-0,5,28,13,2018,10
15,16,TX Christian,7.5,0-1,0-0,0-0,8,44,14,2018,10
16,17,Arkansas,6.1,0-0,0-1,0-0,12,104,15,2018,10
17,18,Florida,5.3,0-1,0-0,0-0,11,62,23,2018,10
18,19,Miami (FL),2.4,0-1,0-0,0-0,12,126,17,2018,10
19,20,Texas A&M,1.4,0-0,1-0,0-0,5,119,16,2018,10
20,21,Clemson,--,0-0,0-0,0-0,1,48,18,2018,10
21,22,Penn State,--,0-0,0-0,0-0,10,53,20,2018,10
22,23,Iowa,--,0-0,0-0,0-0,12,66,21,2018,10
23,24,Utah,--,0-0,0-0,0-0,18,120,30,2018,10
24,25,Kentucky,--,0-0,0-0,0-0,18,63,27,2018,10
25,26,Michigan,--,0-0,0-0,0-0,11,112,29,2018,10
26,27,Michigan St,--,0-0,0-0,0-0,13,55,28,2018,10
27,28,Purdue,--,0-0,0-0,0-0,10,127,22,2018,10
28,29,Fresno St,--,0-0,0-0,0-0,14,67,31,2018,10
29,30,S Carolina,--,0-0,0-0,0-0,15,122,33,2018,10
30,31,Duke,--,0-0,0-0,0-0,4,44,26,2018,10
31,32,Syracuse,--,0-0,0-0,0-0,5,127,37,2018,10
32,33,Central FL,--,0-0,0-0,0-0,1,56,36,2018,10
33,34,Missouri,--,0-0,0-0,0-0,21,57,34,2018,10
34,35,Utah State,--,0-0,0-0,0-0,1,75,38,2018,10
35,36,Temple,--,0-0,0-0,0-0,15,124,41,2018,10
36,37,App State,--,0-0,0-0,0-0,4,71,25,2018,10
37,38,Buffalo,--,0-0,0-0,0-0,34,121,42,2018,10
38,39,California,--,0-0,0-0,0-0,31,70,45,2018,10
39,40,Northwestern,--,0-0,0-0,0-0,2,118,40,2018,10
40,41,Iowa State,--,0-0,0-0,0-0,27,66,39,2018,10
41,42,Wash State,--,0-0,0-0,0-0,10,70,46,2018,10
42,43,GA Tech,--,0-0,0-0,0-0,36,121,54,2018,10
43,44,Boise State,--,0-0,0-0,0-0,8,57,44,2018,10
44,45,Cincinnati,--,0-0,0-0,0-0,15,95,35,2018,10
45,46,Stanford,--,0-0,0-0,0-0,8,52,43,2018,10
46,47,Wisconsin,--,0-0,0-0,0-0,1,54,32,2018,10
47,48,Vanderbilt,--,0-0,0-0,0-0,30,110,52,2018,10
48,49,Miss State,--,0-0,0-0,0-0,14,55,48,2018,10
49,50,North Texas,--,0-0,0-0,0-0,17,128,47,2018,10
50,51,Toledo,--,0-0,0-0,0-0,25,118,76,2018,10
51,52,NC State,--,0-0,0-0,0-0,30,122,51,2018,10
52,53,VA Tech,--,0-0,0-0,0-0,10,68,50,2018,10
53,54,BYU,--,0-0,0-0,0-0,10,77,53,2018,10
54,55,UCLA,--,0-0,0-0,0-0,40,90,55,2018,10
55,56,E Michigan,--,0-0,0-0,0-0,36,119,57,2018,10
56,57,Arizona St,--,0-0,0-0,0-0,26,73,60,2018,10
57,58,Houston,--,0-0,0-0,0-0,42,130,59,2018,10
58,59,LA Tech,--,0-0,0-0,0-0,31,109,58,2018,10
59,60,Boston Col,--,0-0,0-0,0-0,22,64,61,2018,10
60,61,San Diego St,--,0-0,0-0,0-0,43,126,56,2018,10
61,62,Miami (OH),--,0-0,0-0,0-0,60,98,66,2018,10
62,63,UAB,--,0-0,0-0,0-0,7,122,63,2018,10
63,64,Oklahoma St,--,0-0,0-0,0-0,9,67,67,2018,10
64,65,Florida St,--,0-0,0-0,0-0,16,90,62,2018,10
65,66,USC,--,0-0,0-0,0-0,18,76,70,2018,10
66,67,Wake Forest,--,0-0,0-0,0-0,3,85,85,2018,10
67,68,Indiana,--,0-0,0-0,0-0,39,105,68,2018,10
68,69,Florida Intl,--,0-0,0-0,0-0,29,113,69,2018,10
69,70,Marshall,--,0-0,0-0,0-0,20,85,64,2018,10
70,71,Pittsburgh,--,0-0,0-0,0-0,41,117,71,2018,10
71,72,Oregon,--,0-0,0-0,0-0,22,74,49,2018,10
72,73,Troy,--,0-0,0-0,0-0,23,94,78,2018,10
73,74,Middle Tenn,--,0-0,0-0,0-0,68,127,93,2018,10
74,75,W Michigan,--,0-0,0-0,0-0,75,128,75,2018,10
75,76,Air Force,--,0-0,0-0,0-0,56,87,74,2018,10
76,77,Akron,--,0-0,0-0,0-0,31,110,77,2018,10
77,78,N Illinois,--,0-0,0-0,0-0,21,122,80,2018,10
78,79,Kansas,--,0-0,0-0,0-0,23,100,79,2018,10
79,80,Central Mich,--,0-0,0-0,0-0,66,112,73,2018,10
80,81,Nebraska,--,0-0,0-0,0-0,51,106,81,2018,10
81,82,Arizona,--,0-0,0-0,0-0,35,103,87,2018,10
82,83,Baylor,--,0-0,0-0,0-0,8,86,65,2018,10
83,84,GA Southern,--,0-0,0-0,0-0,60,115,88,2018,10
84,85,Arkansas St,--,0-0,0-0,0-0,60,108,82,2018,10
85,86,S Methodist,--,0-0,0-0,0-0,74,118,86,2018,10
86,87,Kansas St,--,0-0,0-0,0-0,34,93,84,2018,10
87,88,Wyoming,--,0-0,0-0,0-0,1,94,94,2018,10
88,89,Nevada,--,0-0,0-0,0-0,12,114,92,2018,10
89,90,Tulsa,--,0-0,0-0,0-0,37,97,89,2018,10
90,91,New Mexico,--,0-0,0-0,0-0,59,105,72,2018,10
91,92,LA Lafayette,--,0-0,0-0,0-0,69,126,91,2018,10
92,93,Tulane,--,0-0,0-0,0-0,22,122,97,2018,10
93,94,Oregon St,--,0-0,0-0,0-0,73,117,105,2018,10
94,95,S Mississippi,--,0-0,0-0,0-0,46,112,83,2018,10
95,96,Coastal Car,--,0-0,0-0,0-0,76,120,95,2018,10
96,97,Hawaii,--,0-0,0-0,0-0,72,130,96,2018,10
97,98,N Carolina,--,0-0,0-0,0-0,21,108,99,2018,10
98,99,Minnesota,--,0-0,0-0,0-0,4,108,98,2018,10
99,100,Fla Atlantic,--,0-0,0-0,0-0,44,116,102,2018,10
100,101,Memphis,--,0-0,0-0,0-0,34,111,103,2018,10
101,102,Liberty,--,0-0,0-0,0-0,32,109,101,2018,10
102,103,Ball State,--,0-0,0-0,0-0,28,126,90,2018,10
103,104,UNLV,--,0-0,0-0,0-0,81,107,100,2018,10
104,105,W Kentucky,--,0-0,0-0,0-0,78,128,104,2018,10
105,106,TX-San Ant,--,0-0,0-0,0-0,92,124,106,2018,10
106,107,Charlotte,--,0-0,0-0,0-0,66,123,109,2018,10
107,108,LA Monroe,--,0-0,0-0,0-0,83,123,107,2018,10
108,109,U Mass,--,0-0,0-0,0-0,2,116,115,2018,10
109,110,Georgia State,--,0-0,0-0,0-0,89,124,111,2018,10
110,111,E Carolina,--,0-0,0-0,0-0,65,117,110,2018,10
111,112,TX El Paso,--,0-0,0-0,0-0,96,130,113,2018,10
112,113,Old Dominion,--,0-0,0-0,0-0,95,125,112,2018,10
113,114,Rice,--,0-0,0-0,0-0,91,127,117,2018,10
114,115,Kent State,--,0-0,0-0,0-0,94,128,114,2018,10
115,116,Connecticut,--,0-0,0-0,0-0,96,125,116,2018,10
116,117,S Alabama,--,0-0,0-0,0-0,84,119,118,2018,10
117,118,Texas State,--,0-0,0-0,0-0,88,125,119,2018,10
118,119,Bowling Grn,--,0-0,0-0,0-0,85,122,120,2018,10
119,120,N Mex State,--,0-0,0-0,0-0,97,130,121,2018,10
120,121,Rutgers,--,0-0,0-0,0-0,57,122,122,2018,10
121,122,Louisville,-2.7,0-1,0-0,0-0,42,127,123,2018,10
122,123,Navy,-6.2,0-1,0-0,0-0,46,124,108,2018,10
123,124,S Florida,-7.3,0-0,0-0,0-0,61,125,124,2018,10
124,125,Ohio,-9.8,0-0,0-1,0-0,27,128,125,2018,10
125,126,Tennessee,-10.0,0-1,0-0,0-0,79,129,127,2018,10
126,127,Illinois,-10.0,0-0,0-0,0-0,72,127,126,2018,10
127,128,Texas Tech,-16.6,0-1,0-0,0-0,50,129,128,2018,10
128,129,Colorado St,-30.7,0-0,0-1,0-0,100,130,129,2018,10
129,130,San Jose St,-41.4,0-1,0-0,0-0,92,130,130,2018,10
