,Rank,Team,2018,Last 3,Last 1,Home,Away,2017,Season,Week
0,1,Oklahoma,576.3,651.0,568.0,581.3,567.5,579.6,2018,13
1,2,Ohio State,542.0,505.3,688.0,577.7,499.2,506.2,2018,13
2,3,Alabama,539.5,475.3,305.0,520.0,559.0,437.5,2018,13
3,4,Mississippi,529.1,544.7,578.0,557.6,500.6,455.2,2018,13
4,5,Houston,527.4,460.0,488.0,545.4,509.4,428.2,2018,13
5,6,Central FL,525.1,510.7,402.0,531.0,513.3,534.4,2018,13
6,7,Clemson,519.4,514.7,459.0,531.0,507.8,412.7,2018,13
7,8,Memphis,500.1,524.0,434.0,573.0,427.2,537.8,2018,13
8,9,Oklahoma St,497.8,585.7,604.0,491.0,508.0,571.3,2018,13
9,10,W Virginia,488.3,555.3,553.0,519.0,463.8,453.0,2018,13
10,11,Utah State,488.0,572.3,310.0,608.6,367.4,380.8,2018,13
11,12,Georgia,482.1,555.7,701.0,541.6,422.6,433.6,2018,13
12,13,Texas Tech,478.2,416.3,181.0,557.6,398.8,462.0,2018,13
13,14,Ohio,475.6,476.7,646.0,615.3,382.5,435.9,2018,13
14,15,Wash State,475.3,498.3,605.0,484.0,466.6,427.9,2018,13
15,16,Fla Atlantic,469.5,553.7,489.0,513.5,440.2,488.9,2018,13
16,17,NC State,467.2,452.0,518.0,469.4,464.5,449.0,2018,13
17,18,Missouri,466.0,487.0,484.0,479.0,453.0,477.2,2018,13
18,19,Boise State,465.0,408.0,449.0,458.8,470.2,406.4,2018,13
19,20,E Carolina,464.9,554.3,657.0,521.0,352.7,431.4,2018,13
20,21,Syracuse,463.0,397.0,234.0,544.0,382.0,444.5,2018,13
21,22,Purdue,460.7,376.3,462.0,481.3,424.8,403.1,2018,13
22,23,Nebraska,460.6,434.7,248.0,504.0,395.5,385.0,2018,13
23,24,North Texas,455.1,467.7,511.0,484.2,426.0,439.6,2018,13
24,25,Notre Dame,454.9,474.0,463.0,414.8,503.0,448.4,2018,13
25,26,S Florida,449.0,334.3,266.0,439.3,455.5,528.8,2018,13
26,27,W Michigan,448.0,416.7,548.0,427.5,461.7,377.1,2018,13
27,28,Wisconsin,444.1,444.3,591.0,500.7,376.2,415.3,2018,13
28,29,Arkansas St,440.0,455.7,404.0,435.0,445.0,495.1,2018,13
29,30,LA Lafayette,437.3,401.0,407.0,524.0,350.6,401.7,2018,13
30,31,Arizona,434.6,487.3,431.0,390.4,478.8,481.2,2018,13
31,32,Texas A&M,431.1,456.3,444.0,473.8,388.4,408.0,2018,13
32,33,Toledo,430.6,493.0,517.0,418.4,442.8,479.9,2018,13
33,34,Oregon,429.8,452.7,461.0,467.2,373.8,419.1,2018,13
34,35,Arizona St,429.6,447.3,324.0,490.2,357.0,431.5,2018,13
35,35,Michigan,429.6,454.3,507.0,456.4,382.8,348.9,2018,13
36,37,Temple,428.2,516.7,338.0,356.0,500.4,391.1,2018,13
37,38,App State,427.7,465.7,524.0,471.0,406.0,424.9,2018,13
38,39,GA Tech,427.0,391.3,305.0,339.6,514.4,398.6,2018,13
39,40,U Mass,425.4,484.0,390.0,466.4,391.2,431.0,2018,13
40,41,Texas,424.8,464.7,405.0,425.5,424.0,398.8,2018,13
41,42,Wake Forest,424.6,384.7,285.0,382.0,488.5,464.2,2018,13
42,43,Old Dominion,423.5,462.3,359.0,461.8,385.2,336.6,2018,13
43,44,Nevada,421.8,466.3,463.0,401.2,442.4,395.3,2018,13
44,45,Baylor,421.6,403.3,303.0,421.8,421.4,393.4,2018,13
45,46,Hawaii,420.2,391.7,411.0,413.8,427.8,398.1,2018,13
46,47,UAB,420.1,463.7,417.0,429.0,411.2,358.8,2018,13
47,48,N Carolina,420.0,415.7,536.0,460.7,399.7,347.6,2018,13
48,49,Buffalo,419.8,420.7,277.0,432.8,406.8,427.0,2018,13
49,50,Fresno St,418.2,415.3,390.0,474.3,380.8,377.1,2018,13
50,51,Liberty,417.2,325.3,134.0,425.3,413.2,585.0,2018,13
51,52,Air Force,414.4,453.3,415.0,428.8,404.8,395.4,2018,13
52,53,Cincinnati,411.6,420.7,379.0,438.3,393.8,361.2,2018,13
53,54,Penn State,411.5,283.7,322.0,436.8,381.2,460.3,2018,13
54,55,S Carolina,411.4,423.3,386.0,389.8,438.5,333.7,2018,13
55,56,Illinois,411.4,462.3,231.0,402.4,420.4,280.4,2018,13
56,57,Colorado St,410.1,373.0,506.0,472.8,347.4,483.1,2018,13
57,58,Indiana,408.6,381.3,385.0,400.5,418.4,388.3,2018,13
58,59,Utah,408.5,407.0,390.0,450.8,380.3,406.3,2018,13
59,60,LA Monroe,408.0,466.7,276.0,472.0,380.6,458.8,2018,13
60,61,VA Tech,403.3,386.3,335.0,372.8,427.8,422.0,2018,13
61,62,Pittsburgh,402.6,479.7,470.0,465.0,340.2,367.8,2018,13
62,63,Florida Intl,400.9,425.0,490.0,404.0,397.8,386.3,2018,13
63,64,Stanford,399.4,487.7,596.0,437.2,352.3,388.9,2018,13
64,65,Georgia State,396.9,382.3,329.0,449.0,362.2,398.8,2018,13
65,66,Washington,393.6,374.7,503.0,412.4,374.8,397.1,2018,13
66,67,Florida,393.1,375.3,528.0,388.6,398.8,335.9,2018,13
67,68,Army,392.7,349.3,286.0,402.0,385.2,379.8,2018,13
68,69,Troy,392.6,367.0,220.0,409.4,375.8,402.9,2018,13
69,70,Colorado,390.2,292.0,196.0,400.0,380.4,405.3,2018,13
70,71,Boston Col,388.7,310.3,422.0,399.6,377.8,386.7,2018,13
71,72,Ball State,387.3,344.0,353.0,427.8,346.8,324.0,2018,13
72,73,Oregon St,387.2,366.3,363.0,327.0,427.3,328.7,2018,13
73,74,Tulane,386.1,440.0,359.0,447.0,345.5,383.4,2018,13
74,75,Marshall,385.0,359.7,505.0,374.2,398.5,380.2,2018,13
75,76,UNLV,384.1,348.7,308.0,350.3,406.7,414.6,2018,13
76,76,LSU,384.1,369.0,552.0,407.3,349.3,407.5,2018,13
77,78,Minnesota,383.9,386.3,306.0,378.9,392.8,308.5,2018,13
78,79,Duke,383.2,393.7,262.0,414.3,362.5,373.2,2018,13
