,Rank,Team,2014,Last 3,Last 1,Home,Away,2013,Season,Week
0,1,Georgia,0.6,0.7,0.0,0.8,0.4,1.6,2014,13
1,2,Oregon,0.7,1.3,1.0,0.6,0.8,1.5,2014,13
2,3,Rice,0.7,0.3,0.0,1.0,0.5,1.4,2014,13
3,4,Baylor,0.8,0.0,0.0,1.7,0.2,1.2,2014,13
4,5,N Illinois,0.8,0.7,0.0,0.8,0.8,1.1,2014,13
5,6,Kansas St,0.9,0.7,1.0,1.2,0.3,1.9,2014,13
6,7,Nevada,0.9,1.0,1.0,1.5,0.4,0.9,2014,13
7,8,USC,0.9,1.3,1.0,0.8,1.0,1.2,2014,13
8,8,TX El Paso,0.9,1.0,1.0,0.6,1.2,1.5,2014,13
9,10,W Michigan,1.0,1.3,0.0,1.0,1.0,2.2,2014,13
10,10,Duke,1.0,1.3,3.0,1.3,0.8,1.8,2014,13
11,12,Arizona,1.1,1.3,3.0,1.2,1.0,1.5,2014,13
12,13,Michigan St,1.1,0.7,0.0,1.2,1.0,1.1,2014,13
13,13,Utah,1.1,1.3,0.0,1.8,0.6,2.3,2014,13
14,13,Texas State,1.1,0.7,0.0,2.3,0.2,1.5,2014,13
15,16,Iowa State,1.1,2.0,2.0,0.8,1.5,2.0,2014,13
16,17,UCLA,1.2,0.7,0.0,1.3,1.2,1.2,2014,13
17,17,Troy,1.2,0.7,1.0,1.5,1.0,1.6,2014,13
18,17,Miami (OH),1.2,1.0,1.0,1.0,1.3,1.8,2014,13
19,17,New Mexico,1.2,0.7,1.0,1.4,1.0,1.2,2014,13
20,17,GA Southern,1.2,1.7,3.0,1.3,1.1,2.0,2014,13
21,22,Missouri,1.2,0.3,1.0,1.4,1.0,1.2,2014,13
22,22,Air Force,1.2,0.7,0.0,0.8,1.6,1.2,2014,13
23,22,Oregon St,1.2,1.0,2.0,1.4,1.0,2.2,2014,13
24,22,Arizona St,1.2,1.7,2.0,1.8,0.8,1.4,2014,13
25,22,LA Lafayette,1.2,0.7,1.0,1.0,1.4,1.8,2014,13
26,22,Marshall,1.2,0.7,2.0,1.3,1.2,1.7,2014,13
27,22,Boston Col,1.2,1.7,4.0,1.6,0.8,1.3,2014,13
28,29,Kentucky,1.3,1.3,2.0,1.2,1.5,1.4,2014,13
29,29,Utah State,1.3,0.7,1.0,1.5,1.2,1.4,2014,13
30,29,Washington,1.3,2.3,3.0,1.0,1.6,1.3,2014,13
31,32,N Carolina,1.3,1.0,0.0,1.3,1.4,1.4,2014,13
32,32,Army,1.3,0.7,0.0,1.5,1.2,1.5,2014,13
33,32,Navy,1.3,0.7,0.0,1.0,1.8,0.8,2014,13
34,32,Wyoming,1.3,1.0,2.0,0.8,1.8,2.0,2014,13
35,32,Colorado St,1.3,1.0,1.0,0.8,1.8,1.5,2014,13
36,32,TX Christian,1.3,1.7,3.0,1.2,1.5,2.7,2014,13
37,38,NC State,1.4,1.0,0.0,1.3,1.5,1.5,2014,13
38,38,Texas A&M,1.4,1.3,1.0,1.8,1.2,1.7,2014,13
39,38,W Kentucky,1.4,1.7,0.0,0.4,2.4,2.5,2014,13
40,38,LSU,1.4,2.0,1.0,2.0,0.5,1.3,2014,13
41,38,LA Monroe,1.4,1.3,3.0,1.4,1.4,1.8,2014,13
42,38,Alabama,1.4,1.0,0.0,1.2,1.6,1.3,2014,13
43,38,GA Tech,1.4,1.7,2.0,1.2,1.6,2.2,2014,13
44,45,Memphis,1.4,1.3,2.0,2.3,1.0,2.2,2014,13
45,45,California,1.4,1.0,1.0,2.0,1.2,2.5,2014,13
46,45,Old Dominion,1.4,1.7,1.0,2.0,1.0,1.4,2014,13
47,45,Toledo,1.4,1.0,0.0,2.0,1.0,1.5,2014,13
48,45,S Carolina,1.4,1.7,1.0,1.0,2.0,1.4,2014,13
49,45,Mississippi,1.4,1.0,2.0,1.6,1.3,1.5,2014,13
