,Rank,Team,Rating,v 1-10,v 11-25,v 26-40,Hi,Low,Last,Season,Week
0,1,Mississippi,26.8,0-0,1-0,0-0,1,37,1,2014,7
1,2,Texas A&M,21.6,1-0,0-0,0-0,2,16,2,2014,7
2,3,LSU,18.0,0-0,1-0,0-0,2,27,3,2014,7
3,4,Alabama,17.9,1-0,0-0,0-0,3,16,4,2014,7
4,5,Ohio State,16.4,0-0,1-0,0-0,1,27,5,2014,7
5,6,Florida St,15.1,1-0,0-0,0-0,1,47,7,2014,7
6,7,Texas,14.8,0-0,0-1,0-0,6,61,8,2014,7
7,8,Arkansas,14.6,0-1,0-0,0-0,6,45,6,2014,7
8,9,Oklahoma St,13.6,0-1,0-0,0-0,5,36,11,2014,7
9,10,W Virginia,13.1,0-1,0-0,0-0,5,52,9,2014,7
10,11,Wisconsin,11.2,0-1,0-0,0-0,5,126,10,2014,7
11,12,UCLA,9.6,1-0,0-0,0-0,9,37,12,2014,7
12,13,Notre Dame,8.3,0-0,0-0,0-0,12,48,13,2014,7
13,14,Colorado St,7.1,0-0,0-0,0-0,2,117,14,2014,7
14,15,Penn State,5.0,0-0,1-0,0-0,9,46,15,2014,7
15,16,Central FL,1.6,0-0,0-1,0-0,10,121,16,2014,7
16,17,Navy,1.4,0-1,0-0,0-0,17,127,125,2014,7
17,18,Boise State,0.1,0-1,0-0,0-0,17,128,124,2014,7
18,19,TX Christian,--,0-0,0-0,0-0,1,63,17,2014,7
19,20,Northwestern,--,0-0,0-0,0-0,20,78,21,2014,7
20,21,BYU,--,0-0,0-0,0-0,5,52,20,2014,7
21,22,Baylor,--,0-0,0-0,0-0,4,123,23,2014,7
22,23,VA Tech,--,0-0,0-0,0-0,10,73,18,2014,7
23,24,Miss State,--,0-0,0-0,0-0,22,102,24,2014,7
24,25,Oklahoma,--,0-0,0-0,0-0,5,111,22,2014,7
25,26,Nebraska,--,0-0,0-0,0-0,17,57,19,2014,7
26,27,Auburn,--,0-0,0-0,0-0,6,54,27,2014,7
27,28,Utah,--,0-0,0-0,0-0,3,58,26,2014,7
28,29,Temple,--,0-0,0-0,0-0,3,77,28,2014,7
29,30,Marshall,--,0-0,0-0,0-0,7,109,34,2014,7
30,31,Arizona St,--,0-0,0-0,0-0,7,53,32,2014,7
31,32,Missouri,--,0-0,0-0,0-0,16,120,29,2014,7
32,33,Louisville,--,0-0,0-0,0-0,30,103,42,2014,7
33,34,Memphis,--,0-0,0-0,0-0,14,89,45,2014,7
34,35,Arizona,--,0-0,0-0,0-0,8,126,59,2014,7
35,36,Oregon,--,0-0,0-0,0-0,2,55,30,2014,7
36,37,Stanford,--,0-0,0-0,0-0,8,62,31,2014,7
37,38,Maryland,--,0-0,0-0,0-0,33,116,33,2014,7
38,39,Tennessee,--,0-0,0-0,0-0,14,60,35,2014,7
39,40,California,--,0-0,0-0,0-0,17,72,40,2014,7
40,41,Kentucky,--,0-0,0-0,0-0,29,86,41,2014,7
41,42,Rutgers,--,0-0,0-0,0-0,4,73,36,2014,7
42,43,E Carolina,--,0-0,0-0,0-0,33,73,43,2014,7
43,44,Florida,--,0-0,0-0,0-0,1,58,55,2014,7
44,45,Georgia,--,0-0,0-0,0-0,2,45,37,2014,7
45,46,Minnesota,--,0-0,0-0,0-0,42,121,47,2014,7
46,47,LA Tech,--,0-0,0-0,0-0,20,114,46,2014,7
47,48,USC,--,0-0,0-0,0-0,11,48,44,2014,7
48,49,GA Tech,--,0-0,0-0,0-0,10,76,50,2014,7
49,50,Clemson,--,0-0,0-0,0-0,1,74,48,2014,7
50,51,Florida Intl,--,0-0,0-0,0-0,51,124,63,2014,7
51,52,Iowa,--,0-0,0-0,0-0,30,115,56,2014,7
52,53,Nevada,--,0-0,0-0,0-0,39,125,58,2014,7
53,54,Pittsburgh,--,0-0,0-0,0-0,17,99,51,2014,7
54,55,UAB,--,0-0,0-0,0-0,36,122,57,2014,7
55,56,Virginia,--,0-0,0-0,0-0,35,82,38,2014,7
56,57,Houston,--,0-0,0-0,0-0,21,117,39,2014,7
57,58,Boston Col,--,0-0,0-0,0-0,20,71,60,2014,7
58,59,S Alabama,--,0-0,0-0,0-0,37,124,70,2014,7
59,60,Wash State,--,0-0,0-0,0-0,45,118,62,2014,7
60,61,Kansas St,--,0-0,0-0,0-0,17,64,64,2014,7
61,62,Indiana,--,0-0,0-0,0-0,56,88,61,2014,7
62,63,Michigan St,--,0-0,0-0,0-0,10,64,53,2014,7
63,64,S Carolina,--,0-0,0-0,0-0,13,116,52,2014,7
64,65,GA Southern,--,0-0,0-0,0-0,39,111,49,2014,7
65,66,Akron,--,0-0,0-0,0-0,64,115,66,2014,7
66,67,Iowa State,--,0-0,0-0,0-0,46,108,54,2014,7
67,68,NC State,--,0-0,0-0,0-0,23,84,25,2014,7
68,69,Utah State,--,0-0,0-0,0-0,25,117,97,2014,7
69,70,S Florida,--,0-0,0-0,0-0,65,99,65,2014,7
70,71,Cincinnati,--,0-0,0-0,0-0,40,118,74,2014,7
71,72,Miami (FL),--,0-0,0-0,0-0,35,109,68,2014,7
72,73,Oregon St,--,0-0,0-0,0-0,31,81,72,2014,7
73,74,TX-San Ant,--,0-0,0-0,0-0,6,99,67,2014,7
74,75,N Illinois,--,0-0,0-0,0-0,5,86,73,2014,7
75,76,W Kentucky,--,0-0,0-0,0-0,9,118,69,2014,7
76,77,Middle Tenn,--,0-0,0-0,0-0,42,106,75,2014,7
77,78,New Mexico,--,0-0,0-0,0-0,71,114,105,2014,7
78,79,Duke,--,0-0,0-0,0-0,32,93,77,2014,7
79,80,Vanderbilt,--,0-0,0-0,0-0,59,124,79,2014,7
80,81,Rice,--,0-0,0-0,0-0,12,118,78,2014,7
81,82,Old Dominion,--,0-0,0-0,0-0,70,106,76,2014,7
82,83,Michigan,--,0-0,0-0,0-0,32,103,96,2014,7
83,84,Washington,--,0-0,0-0,0-0,19,110,80,2014,7
84,85,Arkansas St,--,0-0,0-0,0-0,62,126,83,2014,7
85,86,Texas Tech,--,0-0,0-0,0-0,5,105,71,2014,7
86,87,N Carolina,--,0-0,0-0,0-0,34,125,84,2014,7
87,88,Central Mich,--,0-0,0-0,0-0,30,123,89,2014,7
88,89,Wake Forest,--,0-0,0-0,0-0,78,127,86,2014,7
89,90,San Diego St,--,0-0,0-0,0-0,32,113,82,2014,7
90,91,W Michigan,--,0-0,0-0,0-0,65,126,91,2014,7
91,92,Ball State,--,0-0,0-0,0-0,42,104,81,2014,7
92,93,Connecticut,--,0-0,0-0,0-0,68,128,88,2014,7
93,94,Fresno St,--,0-0,0-0,0-0,63,127,93,2014,7
