,Rank,Team,2014,Last 3,Last 1,Home,Away,2013,Season,Week
0,1,Temple,4.3,4.3,3.0,3.0,5.0,1.2,2014,7
1,2,Florida,3.8,3.3,3.0,4.0,3.5,1.5,2014,7
2,2,Florida Intl,3.8,4.0,4.0,3.0,6.0,1.2,2014,7
3,4,TX Christian,3.3,3.3,2.0,3.5,3.0,2.3,2014,7
4,5,Michigan St,3.3,4.3,4.0,4.3,0.0,2.0,2014,7
5,6,Minnesota,3.0,3.0,2.0,4.0,2.0,1.6,2014,7
6,7,Oklahoma,2.8,3.0,3.0,2.0,3.3,1.9,2014,7
7,7,Louisville,2.8,2.7,2.0,3.0,2.7,2.1,2014,7
8,9,Utah State,2.8,3.7,4.0,3.0,2.7,2.2,2014,7
9,10,Boise State,2.7,2.3,4.0,2.0,3.0,1.8,2014,7
10,11,Mississippi,2.6,2.7,2.0,2.7,2.5,1.7,2014,7
11,12,Washington,2.5,3.3,3.0,3.3,0.0,1.7,2014,7
12,12,Air Force,2.5,3.3,2.0,4.5,0.5,0.8,2014,7
13,12,S Florida,2.5,1.3,1.0,3.0,1.0,2.2,2014,7
14,12,Akron,2.5,2.3,4.0,2.5,2.5,1.5,2014,7
15,12,Memphis,2.5,3.0,2.0,3.0,2.3,1.5,2014,7
16,17,Notre Dame,2.4,2.0,2.0,2.7,2.0,1.3,2014,7
17,17,LA Tech,2.4,2.3,5.0,5.0,1.8,2.2,2014,7
18,17,Miss State,2.4,2.7,3.0,2.3,2.5,1.8,2014,7
19,17,Virginia,2.4,2.0,1.0,3.0,0.0,1.7,2014,7
20,21,Central FL,2.3,2.3,3.0,--,2.3,2.0,2014,7
21,22,Oregon,2.3,2.3,2.0,2.3,2.0,2.3,2014,7
22,22,Duke,2.3,3.0,2.0,3.5,1.0,1.8,2014,7
23,22,Syracuse,2.3,2.3,2.0,1.0,3.5,1.8,2014,7
24,22,GA Tech,2.3,2.0,2.0,1.5,3.0,1.2,2014,7
25,22,Utah,2.3,2.7,1.0,2.0,2.5,1.3,2014,7
26,22,North Texas,2.3,2.3,1.0,3.0,1.5,2.6,2014,7
27,22,Nevada,2.3,2.3,3.0,2.5,2.0,1.5,2014,7
28,29,Wake Forest,2.2,2.3,2.0,2.0,2.3,1.4,2014,7
29,29,Tennessee,2.2,2.3,3.0,2.3,2.0,2.1,2014,7
30,29,N Mex State,2.2,2.0,1.0,1.0,3.0,1.6,2014,7
31,29,Kent State,2.2,2.3,1.0,2.0,2.3,1.2,2014,7
32,29,Texas,2.2,1.7,0.0,2.0,2.5,2.0,2014,7
33,29,Ohio State,2.2,2.3,4.0,2.0,2.5,1.7,2014,7
34,35,Houston,2.0,2.3,1.0,1.7,3.0,3.2,2014,7
35,35,LSU,2.0,2.3,1.0,2.3,1.5,1.5,2014,7
36,35,Northwestern,2.0,2.0,4.0,2.0,2.0,1.8,2014,7
37,35,Tulane,2.0,2.0,1.0,3.0,1.7,2.4,2014,7
38,35,Florida St,2.0,2.0,3.0,2.0,2.0,2.6,2014,7
39,35,Baylor,2.0,1.7,3.0,3.0,1.7,2.2,2014,7
40,35,Miami (OH),2.0,2.0,4.0,2.5,1.7,1.6,2014,7
41,35,S Alabama,2.0,2.3,3.0,2.0,2.0,1.6,2014,7
42,35,Marshall,2.0,2.3,1.0,2.0,2.0,1.5,2014,7
43,35,Kentucky,2.0,2.3,3.0,2.3,1.0,1.2,2014,7
44,35,VA Tech,2.0,2.0,3.0,1.3,3.0,1.9,2014,7
45,46,LA Monroe,1.8,1.7,3.0,1.7,2.0,1.6,2014,7
46,46,GA Southern,1.8,2.7,4.0,2.0,1.8,0.0,2014,7
47,46,Nebraska,1.8,3.0,3.0,2.0,1.5,1.3,2014,7
48,46,Bowling Grn,1.8,2.7,1.0,1.0,2.3,1.5,2014,7
49,46,USC,1.8,1.0,0.0,2.0,1.5,1.6,2014,7
50,46,TX El Paso,1.8,1.7,2.0,1.5,2.0,1.0,2014,7
51,46,BYU,1.8,1.0,1.0,1.0,3.0,1.7,2014,7
52,46,Middle Tenn,1.8,2.3,2.0,1.5,2.0,2.6,2014,7
53,46,Miami (FL),1.8,1.7,0.0,2.5,1.3,1.9,2014,7
54,46,NC State,1.8,2.3,0.0,2.0,1.5,1.7,2014,7
55,46,Auburn,1.8,1.7,0.0,1.5,3.0,1.4,2014,7
56,57,Army,1.8,1.3,2.0,2.5,1.0,1.5,2014,7
57,57,San Diego St,1.8,2.0,2.0,2.0,1.7,1.4,2014,7
58,57,Hawaii,1.8,2.3,3.0,1.0,2.5,2.0,2014,7
59,57,Clemson,1.8,2.0,3.0,2.0,1.5,2.4,2014,7
60,57,Kansas,1.8,2.3,3.0,2.0,1.5,2.1,2014,7
61,62,Ball State,1.7,1.7,1.0,--,1.7,2.4,2014,7
62,63,Maryland,1.6,1.0,0.0,2.0,1.3,1.5,2014,7
63,63,Penn State,1.6,2.3,1.0,0.7,3.0,1.7,2014,7
64,63,W Kentucky,1.6,1.7,3.0,1.5,1.7,1.7,2014,7
65,63,Georgia,1.6,1.7,1.0,1.5,2.0,1.1,2014,7
66,63,Idaho,1.6,2.3,4.0,1.0,2.0,1.6,2014,7
67,63,S Mississippi,1.6,1.7,1.0,2.0,1.3,1.6,2014,7
68,69,Arkansas,1.5,1.7,1.0,1.0,1.7,1.3,2014,7
69,69,W Michigan,1.5,2.0,3.0,3.0,1.0,1.5,2014,7
70,69,Arkansas St,1.5,1.7,2.0,1.5,1.5,1.7,2014,7
71,69,Kansas St,1.5,1.7,4.0,1.7,1.0,2.0,2014,7
72,69,Missouri,1.5,1.3,0.0,2.0,1.0,2.2,2014,7
73,69,Vanderbilt,1.5,1.7,1.0,1.3,2.0,2.4,2014,7
74,69,Arizona St,1.5,1.0,0.0,0.0,2.0,2.2,2014,7
75,69,N Carolina,1.5,1.0,1.0,2.0,1.0,1.7,2014,7
76,69,Oklahoma St,1.5,1.3,0.0,1.3,2.0,2.7,2014,7
77,78,New Mexico,1.4,2.0,2.0,1.0,2.0,0.8,2014,7
78,78,UCLA,1.4,1.3,0.0,0.0,2.3,2.0,2014,7
79,78,TX-San Ant,1.4,0.7,0.0,0.0,2.3,1.2,2014,7
80,78,Illinois,1.4,1.0,0.0,1.3,1.5,0.9,2014,7
81,78,Old Dominion,1.4,1.7,3.0,2.3,0.0,1.0,2014,7
82,83,Fla Atlantic,1.3,1.3,1.0,2.5,0.8,1.6,2014,7
83,84,Connecticut,1.3,1.0,1.0,1.3,1.0,2.1,2014,7
84,84,Iowa State,1.3,1.7,2.0,0.5,2.0,1.7,2014,7
85,84,Indiana,1.3,1.0,2.0,1.0,1.5,1.4,2014,7
86,84,Wisconsin,1.3,1.3,0.0,2.0,0.5,1.5,2014,7
87,84,San Jose St,1.3,1.0,1.0,0.5,2.0,1.4,2014,7
88,84,Iowa,1.3,1.3,2.0,1.0,1.5,1.6,2014,7
89,84,Buffalo,1.3,1.0,3.0,0.0,2.5,2.3,2014,7
90,84,Texas State,1.3,1.3,2.0,1.5,1.0,1.6,2014,7
91,84,Oregon St,1.3,1.0,1.0,2.0,1.0,2.5,2014,7
92,84,Colorado St,1.3,1.7,3.0,3.0,0.7,1.7,2014,7
93,84,Cincinnati,1.3,1.3,0.0,1.3,1.0,1.7,2014,7
94,84,Wyoming,1.3,1.0,0.0,2.5,0.0,1.6,2014,7
95,84,E Carolina,1.3,1.3,1.0,1.0,1.5,1.9,2014,7
96,84,California,1.3,1.0,0.0,1.0,1.3,1.0,2014,7
97,84,Texas Tech,1.3,1.7,1.0,2.0,1.0,1.4,2014,7
98,99,Purdue,1.2,1.3,2.0,1.0,1.5,1.7,2014,7
99,99,Fresno St,1.2,1.3,3.0,2.0,0.7,1.8,2014,7
100,99,Central Mich,1.2,1.0,0.0,0.0,2.0,1.8,2014,7
101,99,Rice,1.2,1.7,2.0,1.0,1.3,1.9,2014,7
102,99,Arizona,1.2,1.3,2.0,1.0,1.5,1.6,2014,7
