,Rank,Team,2014,Last 3,Last 1,Home,Away,2013,Season,Week
0,1,E Carolina,581.3,624.0,581.0,685.0,477.5,467.1,2014,7
1,2,W Kentucky,576.0,590.7,503.0,605.5,556.3,446.7,2014,7
2,3,Arizona,574.0,543.0,495.0,640.3,474.5,464.0,2014,7
3,4,Texas A&M,573.8,570.7,526.0,477.0,598.0,523.9,2014,7
4,5,Marshall,563.5,607.3,591.0,705.0,516.3,499.7,2014,7
5,6,Baylor,558.3,553.0,389.0,574.0,553.0,612.9,2014,7
6,7,Wash State,554.2,602.0,812.0,616.3,461.0,417.8,2014,7
7,8,Arizona St,553.8,531.3,541.0,627.0,529.3,452.2,2014,7
8,9,Nebraska,551.0,469.7,329.0,621.3,445.5,393.0,2014,7
9,10,Alabama,549.2,529.3,396.0,604.0,467.0,455.7,2014,7
10,11,Miss State,541.8,547.7,559.0,541.7,542.0,424.3,2014,7
11,12,California,540.3,582.3,589.0,585.0,525.3,438.8,2014,7
12,13,W Virginia,539.3,588.0,557.0,535.0,543.5,411.6,2014,7
13,14,Ohio State,523.6,623.7,533.0,555.0,476.5,505.7,2014,7
14,15,TX Christian,503.3,503.3,469.0,448.0,614.0,339.6,2014,7
15,16,UAB,502.3,506.3,591.0,435.0,569.5,387.4,2014,7
16,17,Indiana,500.0,472.7,593.0,462.5,537.5,497.3,2014,7
17,18,Oregon,498.5,501.0,446.0,497.7,501.0,547.8,2014,7
18,19,Auburn,497.2,466.0,566.0,531.8,359.0,485.1,2014,7
19,20,Bowling Grn,496.8,482.3,508.0,539.5,468.3,444.0,2014,7
20,21,Oklahoma,488.2,475.0,461.0,445.0,517.0,423.0,2014,7
21,22,Wisconsin,487.5,544.0,422.0,605.0,370.0,470.7,2014,7
22,23,Middle Tenn,486.6,482.3,583.0,562.0,436.3,401.3,2014,7
23,24,Toledo,485.6,485.7,444.0,473.7,503.5,439.8,2014,7
24,25,Boise State,483.8,512.0,570.0,587.5,432.0,476.3,2014,7
25,26,Michigan St,479.3,483.7,422.0,483.7,466.0,373.1,2014,7
26,27,Colorado,476.7,488.7,431.0,460.3,493.0,359.8,2014,7
27,28,Buffalo,472.8,445.7,368.0,484.5,461.0,398.5,2014,7
28,29,UCLA,465.4,476.3,406.0,473.0,460.3,448.1,2014,7
29,30,Mississippi,461.6,434.3,323.0,434.3,502.5,468.8,2014,7
30,31,GA Southern,461.0,446.3,423.0,496.0,452.3,429.0,2014,7
31,32,Georgia,459.0,476.0,445.0,471.8,408.0,477.2,2014,7
32,33,USC,456.6,430.3,493.0,551.7,314.0,400.1,2014,7
33,34,Colorado St,456.0,474.7,532.0,532.0,430.7,466.0,2014,7
34,35,Florida St,449.8,441.0,475.0,396.0,503.5,521.2,2014,7
35,36,Texas State,448.0,450.0,466.0,454.0,442.0,318.8,2014,7
36,37,BYU,445.2,426.7,425.0,426.7,473.0,486.6,2014,7
37,38,NC State,444.4,421.0,154.0,493.0,371.5,399.8,2014,7
38,39,Illinois,442.4,446.3,515.0,507.3,345.0,423.3,2014,7
39,40,Oklahoma St,442.3,468.3,400.0,468.3,364.0,451.0,2014,7
40,41,Navy,439.7,420.7,393.0,434.5,442.3,396.5,2014,7
41,42,Kansas St,435.5,423.7,535.0,423.7,471.0,410.0,2014,7
