,Rank,Team,Rating,Hi,Low,Last,Season,Week
0,1,Alabama,13.9,1,29,2,2014,9
1,2,Auburn,13.3,1,45,1,2014,9
2,3,Arkansas,12.0,2,41,7,2014,9
3,4,Texas A&M,11.8,3,33,3,2014,9
4,5,Mississippi,11.0,2,53,5,2014,9
5,6,Miss State,10.4,4,104,4,2014,9
6,7,Oklahoma,9.5,3,75,12,2014,9
7,8,UCLA,9.2,6,39,9,2014,9
8,9,TX Christian,8.9,6,121,6,2014,9
9,10,Clemson,8.6,1,32,11,2014,9
10,11,LSU,8.6,3,22,8,2014,9
11,12,Georgia,8.6,3,35,17,2014,9
12,13,Tennessee,8.2,4,79,16,2014,9
13,14,W Virginia,8.1,1,50,21,2014,9
14,15,Oregon,8.1,2,61,13,2014,9
15,16,Florida,7.9,6,100,10,2014,9
16,17,Kansas St,7.2,9,87,34,2014,9
17,18,Stanford,7.0,8,81,19,2014,9
18,19,USC,6.7,4,59,15,2014,9
19,20,Baylor,6.1,4,75,20,2014,9
20,21,Arizona St,5.2,15,119,27,2014,9
21,22,Michigan St,4.9,5,113,28,2014,9
22,23,Arizona,4.7,16,102,23,2014,9
23,24,Missouri,4.6,20,96,32,2014,9
24,25,Memphis,4.4,15,98,26,2014,9
25,26,Texas,4.3,6,77,14,2014,9
26,27,Wash State,4.2,20,70,22,2014,9
27,28,S Carolina,4.1,3,31,18,2014,9
28,29,Utah,4.1,16,121,24,2014,9
29,30,Florida St,4.0,1,38,29,2014,9
30,31,Notre Dame,3.7,29,79,49,2014,9
31,32,Miami (FL),3.2,17,56,31,2014,9
32,33,Iowa State,2.6,26,71,36,2014,9
33,34,N Carolina,2.5,31,105,33,2014,9
34,35,VA Tech,2.3,25,112,38,2014,9
35,36,Nebraska,2.3,33,116,43,2014,9
36,37,California,1.9,23,72,41,2014,9
37,38,Virginia,1.3,19,82,42,2014,9
38,39,Maryland,0.8,33,101,44,2014,9
39,40,Louisville,0.5,29,72,37,2014,9
40,41,Ohio State,0.5,6,55,39,2014,9
41,42,Northwestern,0.5,32,82,47,2014,9
42,43,Nevada,0.3,42,99,57,2014,9
43,44,Central FL,0.3,5,77,30,2014,9
44,45,Oklahoma St,0.1,3,63,62,2014,9
45,46,BYU,0.1,22,78,35,2014,9
46,47,Washington,0.0,17,115,68,2014,9
47,48,Boston Col,-0.2,27,91,61,2014,9
48,49,Syracuse,-0.3,39,122,40,2014,9
49,50,Michigan,-0.4,10,84,45,2014,9
