,Rank,Team,2014,Last 3,Last 1,Home,Away,2013,Season,Week
0,1,Louisville,208.5,196.7,100.0,172.0,245.0,255.3,2014,6
1,2,Stanford,225.7,225.7,179.0,249.0,179.0,343.2,2014,6
2,3,Mississippi,248.0,197.7,104.0,213.0,283.0,380.5,2014,6
3,4,Alabama,250.3,202.7,200.0,202.7,393.0,295.8,2014,6
4,5,TX Christian,256.5,256.5,245.0,268.0,245.0,358.0,2014,6
5,6,Baylor,266.7,266.7,339.0,67.0,366.5,371.0,2014,6
6,7,Michigan,283.4,285.7,373.0,284.3,280.0,371.5,2014,6
7,8,Iowa,286.8,309.3,156.0,278.0,295.5,311.9,2014,6
8,9,Penn State,288.8,307.0,361.0,301.3,270.0,381.3,2014,6
9,10,Wisconsin,293.7,293.7,245.0,258.0,365.0,321.1,2014,6
10,11,Kentucky,298.0,298.0,139.0,181.0,532.0,439.0,2014,6
11,12,Michigan St,304.0,304.0,286.0,210.5,491.0,258.2,2014,6
12,13,Utah State,310.3,310.3,316.0,232.0,349.5,345.7,2014,6
13,14,Kansas St,312.7,312.7,260.0,309.5,319.0,357.2,2014,6
14,15,Virginia,313.0,298.0,280.0,306.7,332.0,433.1,2014,6
15,16,Auburn,313.3,308.3,321.0,322.7,285.0,439.8,2014,6
16,17,LSU,313.8,312.3,274.0,312.3,318.0,352.6,2014,6
17,18,Ohio State,314.5,289.3,422.0,289.3,390.0,400.3,2014,6
18,19,LA Monroe,314.8,388.3,351.0,295.7,372.0,444.4,2014,6
19,20,Pittsburgh,315.5,328.7,382.0,346.5,284.5,364.4,2014,6
20,21,Texas,320.8,396.3,313.0,263.5,378.0,407.4,2014,6
21,22,Minnesota,324.3,284.0,171.0,349.5,299.0,385.2,2014,6
22,23,North Texas,328.3,328.3,358.0,316.0,353.0,348.3,2014,6
23,24,Nebraska,330.0,373.3,339.0,324.7,346.0,362.9,2014,6
24,25,Connecticut,337.0,278.3,272.0,359.0,271.0,384.3,2014,6
25,26,Oregon St,337.3,337.3,461.0,215.0,398.5,420.9,2014,6
26,27,Georgia,338.8,354.7,401.0,302.7,447.0,385.8,2014,6
27,28,Notre Dame,343.8,336.0,429.0,328.0,359.5,366.2,2014,6
28,29,Boston Col,345.8,393.7,430.0,393.7,202.0,436.9,2014,6
29,30,Miami (FL),346.3,349.7,264.0,296.5,396.0,446.8,2014,6
30,31,Oklahoma,349.8,384.7,513.0,279.0,420.5,350.2,2014,6
31,32,Washington,353.0,329.3,364.0,329.3,424.0,407.5,2014,6
32,33,USC,354.3,366.7,181.0,249.0,459.5,335.4,2014,6
33,34,Boise State,357.2,288.7,335.0,351.5,361.0,417.7,2014,6
34,35,VA Tech,358.8,369.3,231.0,369.3,327.0,293.3,2014,6
35,36,Northwestern,360.3,360.3,266.0,407.5,266.0,427.5,2014,6
36,37,UAB,361.7,361.7,297.0,284.5,516.0,512.3,2014,6
37,38,BYU,364.3,367.3,519.0,422.0,306.5,386.5,2014,6
38,39,Tennessee,366.3,407.0,436.0,287.5,445.0,437.3,2014,6
39,40,Temple,367.3,367.3,307.0,517.0,292.5,470.5,2014,6
40,40,Houston,367.3,367.3,316.0,289.5,523.0,421.1,2014,6
41,42,Syracuse,369.7,369.7,523.0,369.0,370.0,390.7,2014,6
42,43,S Alabama,370.0,401.0,269.0,467.0,273.0,390.4,2014,6
43,44,Kansas,373.0,373.0,329.0,304.0,511.0,445.9,2014,6
44,45,S Florida,376.3,396.0,454.0,350.3,454.0,344.1,2014,6
45,46,Duke,377.5,371.3,426.0,344.0,411.0,436.0,2014,6
46,47,San Jose St,378.7,378.7,256.0,256.0,440.0,476.1,2014,6
47,48,Marshall,379.3,379.3,343.0,377.0,380.5,383.2,2014,6
48,48,Florida Intl,379.3,379.3,380.0,379.0,380.0,437.0,2014,6
49,50,Utah,380.3,380.3,495.0,416.5,308.0,415.3,2014,6
50,51,Wake Forest,380.8,390.3,421.0,359.0,388.0,385.7,2014,6
51,52,Missouri,384.5,376.7,338.0,396.0,373.0,426.8,2014,6
52,53,TX-San Ant,388.3,446.7,409.0,454.0,366.3,376.8,2014,6
53,54,Oklahoma St,396.0,396.0,506.0,356.0,476.0,396.6,2014,6
54,55,LA Tech,400.8,389.0,473.0,--,400.8,412.5,2014,6
55,56,Miss State,401.5,441.0,430.0,415.5,387.5,364.8,2014,6
56,57,Hawaii,401.7,401.7,405.0,400.0,405.0,494.7,2014,6
