,Rank,Team,Rating,Hi,Low,Last,Season,Week
0,1,Alabama,32.4,1,45,1,2014,12
1,2,Oregon,31.1,1,18,8,2014,12
2,3,TX Christian,30.1,1,91,2,2014,12
3,4,Baylor,28.8,2,91,12,2014,12
4,5,Ohio State,28.2,2,64,5,2014,12
5,6,Georgia,23.4,2,27,15,2014,12
6,7,Arizona St,23.1,7,60,26,2014,12
7,8,Mississippi,22.4,1,58,3,2014,12
8,9,Kansas St,22.1,7,52,7,2014,12
9,10,Auburn,20.5,1,37,4,2014,12
10,11,Marshall,19.5,10,127,14,2014,12
11,12,Miss State,19.0,4,104,6,2014,12
12,13,Miami (FL),18.6,13,77,16,2014,12
13,14,Florida St,18.4,8,42,13,2014,12
14,15,Arizona,18.1,3,40,18,2014,12
15,16,Michigan St,18.0,4,44,10,2014,12
16,17,Wisconsin,17.8,3,40,21,2014,12
17,18,USC,17.6,2,26,17,2014,12
18,19,LSU,17.4,9,32,11,2014,12
19,20,GA Tech,16.7,1,81,25,2014,12
20,21,Nebraska,15.7,4,57,20,2014,12
21,22,W Virginia,15.2,1,41,19,2014,12
22,23,Oklahoma,15.1,1,85,9,2014,12
23,24,LA Tech,14.9,14,103,24,2014,12
24,25,Arkansas,13.5,5,55,23,2014,12
25,26,Clemson,13.1,9,54,22,2014,12
26,27,Louisville,13.0,23,73,38,2014,12
27,28,UCLA,11.9,3,39,36,2014,12
28,29,Florida,11.6,5,58,32,2014,12
29,30,Utah,11.5,5,52,29,2014,12
30,31,Duke,10.3,25,108,34,2014,12
31,32,Memphis,9.8,15,50,31,2014,12
32,33,Texas,9.5,19,63,43,2014,12
33,34,Stanford,9.4,4,34,33,2014,12
34,35,Missouri,9.0,14,77,35,2014,12
35,36,Washington,8.2,17,92,37,2014,12
36,37,Minnesota,7.9,16,122,51,2014,12
37,38,Notre Dame,7.6,7,68,28,2014,12
38,39,Tennessee,7.1,11,56,40,2014,12
39,40,S Carolina,4.9,11,116,42,2014,12
40,41,Colorado St,4.7,13,101,45,2014,12
41,42,Iowa,4.2,27,96,27,2014,12
42,43,Utah State,4.2,39,102,39,2014,12
43,44,Boise State,3.5,12,117,41,2014,12
44,45,Houston,3.4,30,121,30,2014,12
45,46,Boston Col,3.3,36,86,44,2014,12
46,47,Arkansas St,3.2,29,90,58,2014,12
47,48,California,3.2,33,68,47,2014,12
48,49,Michigan,3.1,22,85,62,2014,12
49,50,Nevada,2.2,48,107,48,2014,12
50,51,W Michigan,1.9,37,122,53,2014,12
51,52,Central FL,1.8,5,74,50,2014,12
52,53,VA Tech,1.4,19,82,54,2014,12
53,54,Rice,1.2,49,102,49,2014,12
54,55,E Carolina,1.0,7,76,55,2014,12
55,56,Purdue,0.8,55,117,65,2014,12
56,57,Cincinnati,0.4,16,86,60,2014,12
57,58,Texas A&M,-0.2,1,66,66,2014,12
58,59,Virginia,-0.4,41,64,61,2014,12
59,60,N Carolina,-0.7,34,87,64,2014,12
60,61,LA Lafayette,-0.8,33,112,74,2014,12
61,62,GA Southern,-0.8,24,79,52,2014,12
62,63,Maryland,-0.8,33,79,59,2014,12
63,64,Central Mich,-1.6,63,126,67,2014,12
64,65,Syracuse,-1.8,59,124,68,2014,12
65,66,Air Force,-2.2,53,113,63,2014,12
66,67,Kentucky,-2.3,40,91,46,2014,12
67,68,Penn State,-3.2,37,77,57,2014,12
68,69,Wash State,-4.0,22,119,70,2014,12
69,70,Colorado,-4.8,60,120,72,2014,12
70,71,Oregon St,-5.4,34,86,73,2014,12
71,72,BYU,-5.5,5,86,76,2014,12
72,73,Toledo,-5.7,53,95,75,2014,12
73,74,Rutgers,-5.8,6,92,81,2014,12
74,75,Northwestern,-6.0,37,84,56,2014,12
75,76,Temple,-6.0,3,83,69,2014,12
76,77,UAB,-6.1,39,126,71,2014,12
77,78,Oklahoma St,-6.3,2,95,77,2014,12
78,79,Bowling Grn,-6.7,70,122,107,2014,12
79,80,Navy,-7.4,45,94,84,2014,12
80,81,Kansas,-7.5,60,123,105,2014,12
81,82,Illinois,-7.6,63,104,89,2014,12
82,83,San Jose St,-7.8,70,122,80,2014,12
83,84,Pittsburgh,-8.1,13,97,92,2014,12
84,85,Middle Tenn,-8.5,34,115,87,2014,12
85,86,Wyoming,-8.7,82,117,90,2014,12
86,87,TX El Paso,-8.8,57,116,86,2014,12
87,88,New Mexico,-9.0,88,122,99,2014,12
88,89,San Diego St,-9.1,49,91,88,2014,12
89,90,Vanderbilt,-9.2,84,127,85,2014,12
90,91,U Mass,-9.6,78,122,94,2014,12
91,92,Tulane,-10.1,30,123,112,2014,12
92,93,S Florida,-10.4,49,116,93,2014,12
93,94,Indiana,-10.5,56,109,102,2014,12
94,95,Texas Tech,-11.2,70,103,97,2014,12
95,96,Wake Forest,-11.4,88,124,104,2014,12
96,97,NC State,-11.6,33,97,78,2014,12
97,98,App State,-11.8,39,115,96,2014,12
98,99,Florida Intl,-11.9,76,128,82,2014,12
99,100,LA Monroe,-11.9,52,121,109,2014,12
100,101,Fresno St,-12.3,54,114,100,2014,12
101,102,Iowa State,-12.5,21,127,83,2014,12
102,103,Ball State,-12.8,76,118,95,2014,12
103,104,S Alabama,-14.0,27,119,79,2014,12
104,105,N Illinois,-14.6,4,118,116,2014,12
105,106,Hawaii,-14.8,51,110,103,2014,12
106,107,Texas State,-15.2,12,117,111,2014,12
107,108,Connecticut,-15.4,18,124,98,2014,12
108,109,Tulsa,-15.9,67,124,110,2014,12
109,110,W Kentucky,-16.9,7,111,101,2014,12
110,111,S Mississippi,-17.2,96,127,108,2014,12
111,112,Idaho ,-17.4,62,124,121,2014,12
112,113,Akron,-17.5,58,123,91,2014,12
113,114,Ohio,-17.5,75,120,118,2014,12
114,115,Kent State,-17.9,66,127,117,2014,12
115,116,Fla Atlantic,-18.4,58,123,106,2014,12
116,117,Army,-19.9,61,124,124,2014,12
117,118,Old Dominion,-20.7,92,122,122,2014,12
118,119,UNLV,-20.9,82,127,114,2014,12
119,120,Miami (OH),-21.1,99,121,119,2014,12
120,121,TX-San Ant,-21.2,6,125,120,2014,12
121,122,Buffalo,-22.2,101,124,113,2014,12
122,123,North Texas,-23.3,66,123,115,2014,12
123,124,Troy,-24.9,81,128,123,2014,12
124,125,N Mex State,-27.3,110,126,125,2014,12
125,126,E Michigan,-28.7,104,128,126,2014,12
126,127,S Methodist,-30.0,28,128,128,2014,12
127,128,Georgia State,-39.0,102,128,127,2014,12
