,Rank,Team,Rating,Hi,Low,Last,Season,Week
0,1,Texas A&M,29.0,1,66,1,2014,6
1,2,Oklahoma,28.4,1,85,6,2014,6
2,3,Auburn,27.6,1,37,3,2014,6
3,4,Baylor,27.4,2,91,2,2014,6
4,5,Mississippi,26.8,1,58,4,2014,6
5,6,Alabama,23.6,1,45,7,2014,6
6,7,Georgia,23.0,2,27,5,2014,6
7,8,TX Christian,21.5,1,91,31,2014,6
8,9,Oregon,20.1,1,18,10,2014,6
9,10,Arkansas,20.0,5,55,8,2014,6
10,11,UCLA,20.0,3,39,35,2014,6
11,12,BYU,19.0,5,86,12,2014,6
12,13,USC,17.9,2,26,17,2014,6
13,14,Miss State,17.8,4,104,13,2014,6
14,15,LSU,17.7,9,32,16,2014,6
15,16,Nebraska,16.7,4,57,19,2014,6
16,17,Ohio State,16.6,2,64,15,2014,6
17,18,Notre Dame,16.3,7,68,14,2014,6
18,19,Michigan St,15.9,4,44,25,2014,6
19,20,Wisconsin,15.7,3,40,9,2014,6
20,21,E Carolina,13.9,7,76,20,2014,6
21,22,W Virginia,13.8,1,41,24,2014,6
22,23,Stanford,13.8,4,34,21,2014,6
23,24,Clemson,13.7,9,54,18,2014,6
24,25,Florida,13.6,5,58,22,2014,6
25,26,Utah,13.4,5,52,11,2014,6
26,27,Memphis,13.1,15,50,23,2014,6
27,28,Tennessee,13.0,11,56,36,2014,6
28,29,Florida St,12.8,8,42,29,2014,6
29,30,Temple,12.6,3,83,27,2014,6
30,31,Marshall,11.6,10,127,28,2014,6
31,32,GA Southern,11.0,24,79,26,2014,6
32,33,Maryland,10.7,33,79,46,2014,6
33,34,Kansas St,9.7,7,52,39,2014,6
34,35,Missouri,9.7,14,77,37,2014,6
35,36,Louisville,8.8,23,73,30,2014,6
36,37,S Carolina,8.7,11,116,34,2014,6
37,38,Oklahoma St,8.2,2,95,32,2014,6
38,39,Arizona,8.1,3,40,40,2014,6
39,40,Texas,7.2,19,63,51,2014,6
40,41,Virginia,6.5,41,64,50,2014,6
41,42,Duke,6.1,25,108,38,2014,6
42,43,NC State,5.3,33,97,47,2014,6
43,44,Miami (FL),5.1,13,77,56,2014,6
44,45,VA Tech,4.9,19,82,48,2014,6
45,46,California,4.9,33,68,41,2014,6
46,47,Wash State,4.9,22,119,61,2014,6
47,48,Kentucky,3.7,40,91,45,2014,6
48,49,Minnesota,3.5,16,122,73,2014,6
49,50,W Kentucky,3.4,7,111,67,2014,6
50,51,GA Tech,2.6,1,81,53,2014,6
51,52,Arizona St,2.1,7,60,33,2014,6
52,53,Penn State,1.8,37,77,42,2014,6
53,54,Houston,1.8,30,121,57,2014,6
54,55,N Illinois,1.4,4,118,66,2014,6
55,56,Pittsburgh,1.4,13,97,43,2014,6
56,57,LA Tech,1.3,14,103,58,2014,6
57,58,Rutgers,1.2,6,92,62,2014,6
58,59,Boise State,1.1,12,117,44,2014,6
59,60,TX-San Ant,1.0,6,125,49,2014,6
60,61,Colorado St,0.8,13,101,64,2014,6
61,62,Northwestern,0.6,37,84,81,2014,6
62,63,Boston Col,0.5,36,86,52,2014,6
63,64,Nevada,0.2,48,107,71,2014,6
64,65,Navy,0.1,45,94,54,2014,6
65,66,Middle Tenn,-0.7,34,115,75,2014,6
66,67,Washington,-0.9,17,92,72,2014,6
67,68,Oregon St,-1.1,34,86,63,2014,6
68,69,Cincinnati,-1.2,16,86,65,2014,6
69,70,North Texas,-1.5,66,123,68,2014,6
70,71,Central FL,-2.8,5,74,70,2014,6
71,72,Michigan,-2.9,22,85,59,2014,6
72,73,Syracuse,-2.9,59,124,74,2014,6
73,74,Indiana,-3.4,56,109,60,2014,6
74,75,Akron,-3.4,58,123,82,2014,6
75,76,Texas State,-3.8,12,117,69,2014,6
76,77,Iowa,-4.9,27,96,77,2014,6
77,78,Arkansas St,-5.8,29,90,78,2014,6
78,79,San Diego St,-5.9,49,91,76,2014,6
79,80,N Carolina,-6.2,34,87,79,2014,6
80,81,UAB,-7.2,39,126,55,2014,6
81,82,Iowa State,-7.3,21,127,84,2014,6
82,83,Air Force,-7.4,53,113,104,2014,6
83,84,Rice,-8.0,49,102,86,2014,6
84,85,Texas Tech,-8.0,70,103,96,2014,6
85,86,Colorado,-8.6,60,120,88,2014,6
86,87,Fla Atlantic,-9.3,58,123,93,2014,6
87,88,Toledo,-9.9,53,95,90,2014,6
88,89,Utah State,-10.2,39,102,91,2014,6
89,90,Illinois,-10.3,63,104,85,2014,6
90,91,Hawaii,-10.6,51,110,89,2014,6
91,92,W Michigan,-11.0,37,122,87,2014,6
92,93,App State,-11.1,39,115,80,2014,6
93,94,S Alabama,-11.3,27,119,110,2014,6
94,95,TX El Paso,-11.4,57,116,83,2014,6
95,96,Fresno St,-11.5,54,114,99,2014,6
96,97,San Jose St,-12.1,70,122,97,2014,6
