,Rank,Team,Rating,v 1-10,v 11-25,v 26-40,Hi,Low,Last,Season,Week
0,1,Mississippi,26.7,0-0,1-0,0-0,1,37,1,2014,8
1,2,Texas A&M,21.0,1-0,0-0,0-0,2,16,2,2014,8
2,3,Alabama,17.2,1-0,0-0,0-0,3,16,4,2014,8
3,4,Ohio State,16.1,0-0,1-0,0-0,1,27,5,2014,8
4,5,LSU,16.0,0-0,1-0,0-0,2,27,3,2014,8
5,6,Texas,15.2,0-0,0-2,0-0,6,61,7,2014,8
6,7,Florida St,13.6,1-0,0-0,0-0,1,47,6,2014,8
7,8,Arkansas,13.1,0-1,0-0,0-0,6,45,8,2014,8
8,9,Oklahoma St,13.0,0-1,0-0,0-0,5,36,9,2014,8
9,10,W Virginia,12.7,0-1,0-0,0-0,5,52,10,2014,8
10,11,Oklahoma,12.1,1-0,0-0,0-0,5,111,25,2014,8
11,12,Wisconsin,11.1,0-1,0-0,0-0,5,126,11,2014,8
12,13,UCLA,10.1,1-0,0-0,0-0,9,37,12,2014,8
13,14,Notre Dame,9.5,0-0,0-0,0-0,12,48,13,2014,8
14,15,Colorado St,7.4,0-0,0-0,0-0,2,117,14,2014,8
15,16,Penn State,6.2,0-0,1-0,0-0,9,46,15,2014,8
16,17,Boise State,1.6,0-1,0-0,0-0,17,128,18,2014,8
17,18,Central FL,1.4,0-0,0-1,0-0,10,121,16,2014,8
18,19,Navy,0.6,0-1,0-0,0-0,17,127,17,2014,8
19,20,TX Christian,--,0-0,0-0,0-0,1,63,19,2014,8
20,21,VA Tech,--,0-0,0-0,0-0,10,73,23,2014,8
21,22,Baylor,--,0-0,0-0,0-0,4,123,22,2014,8
22,23,Georgia,--,0-0,0-0,0-0,2,45,45,2014,8
23,24,Miss State,--,0-0,0-0,0-0,22,102,24,2014,8
24,25,Oregon,--,0-0,0-0,0-0,2,55,36,2014,8
25,26,Nebraska,--,0-0,0-0,0-0,17,57,26,2014,8
26,27,Utah,--,0-0,0-0,0-0,3,58,28,2014,8
