,Rank,Team,2014,Last 3,Last 1,Home,Away,2013,Season,Week
0,1,Baylor,571.7,589.7,669.0,675.0,494.3,612.9,2014,11
1,2,Marshall,549.4,530.7,546.0,613.3,501.5,499.7,2014,11
2,3,TX Christian,549.3,616.7,389.0,589.3,496.0,339.6,2014,11
3,4,E Carolina,545.4,497.7,432.0,650.0,467.0,467.1,2014,11
4,5,W Kentucky,522.5,433.3,297.0,604.0,473.6,446.7,2014,11
5,6,Miss State,522.4,490.0,459.0,510.6,542.0,424.3,2014,11
6,7,Oregon,516.4,556.3,525.0,514.4,519.7,547.8,2014,11
7,8,Michigan St,508.1,546.7,446.0,474.3,553.3,373.1,2014,11
8,9,Arizona,506.0,392.7,255.0,598.3,413.8,464.0,2014,11
9,10,Alabama,505.5,432.7,469.0,603.5,407.5,455.7,2014,11
10,11,Ohio State,505.1,474.3,545.0,559.0,415.3,505.7,2014,11
11,12,Boise State,504.0,566.3,637.0,576.0,432.0,476.3,2014,11
12,13,Wash State,503.0,417.7,444.0,567.2,396.0,417.8,2014,11
13,14,California,500.1,490.7,546.0,439.7,536.4,438.8,2014,11
14,15,Auburn,498.1,499.7,507.0,535.6,435.7,485.1,2014,11
15,16,Nebraska,497.3,407.7,297.0,523.2,454.0,393.0,2014,11
16,17,GA Southern,497.0,557.0,461.0,502.3,493.8,429.0,2014,11
17,18,W Virginia,496.0,420.3,357.0,470.8,521.3,411.6,2014,11
18,19,Oklahoma,494.6,505.3,751.0,474.3,506.8,423.0,2014,11
19,20,UCLA,490.7,512.0,460.0,489.8,491.4,448.1,2014,11
20,21,Toledo,481.9,463.0,520.0,485.3,477.3,439.8,2014,11
21,22,Wisconsin,480.0,470.0,385.0,558.8,375.0,470.7,2014,11
22,23,Colorado,473.1,466.0,495.0,475.2,470.5,359.8,2014,11
23,24,Arizona St,471.3,361.7,444.0,475.3,468.3,452.2,2014,11
24,25,S Carolina,471.0,553.3,625.0,456.8,494.7,436.8,2014,11
25,26,GA Tech,469.5,544.0,409.0,449.8,489.3,413.9,2014,11
26,27,Texas A&M,467.4,290.0,243.0,391.7,512.8,523.9,2014,11
27,28,Cincinnati,465.9,525.7,479.0,474.0,457.8,457.3,2014,11
28,29,USC,458.9,474.3,527.0,546.8,388.6,400.1,2014,11
29,30,Notre Dame,458.6,507.3,533.0,436.3,481.0,406.0,2014,11
30,31,Arkansas St,457.6,551.7,442.0,444.0,463.0,385.8,2014,11
31,32,Florida St,454.0,459.7,574.0,371.7,515.8,521.2,2014,11
32,33,Texas Tech,451.1,444.7,381.0,451.5,450.8,492.3,2014,11
33,34,Buffalo,449.8,392.0,271.0,413.3,486.3,398.5,2014,11
34,35,Navy,446.4,442.0,454.0,450.5,442.3,396.5,2014,11
35,36,Bowling Grn,444.7,379.0,274.0,451.0,440.0,444.0,2014,11
36,37,Colorado St,443.5,426.3,403.0,469.3,428.0,466.0,2014,11
37,38,N Illinois,440.6,461.7,386.0,459.3,426.5,513.8,2014,11
38,39,Georgia,440.0,408.3,460.0,471.8,408.3,477.2,2014,11
39,40,Miami (FL),439.5,523.7,494.0,507.3,371.8,408.3,2014,11
40,41,W Michigan,438.6,463.3,499.0,490.0,421.5,312.8,2014,11
41,42,N Mex State,438.3,449.3,639.0,554.3,368.6,375.3,2014,11
42,43,BYU,437.2,455.7,444.0,470.3,410.8,486.6,2014,11
43,44,U Mass,435.3,513.7,497.0,443.3,429.0,283.1,2014,11
44,45,UAB,435.0,341.0,423.0,439.3,432.4,387.4,2014,11
45,46,Memphis,434.1,458.7,426.0,424.7,441.3,308.7,2014,11
46,47,Tulsa,430.5,445.7,411.0,460.5,400.5,356.2,2014,11
47,48,App State,429.5,504.0,567.0,480.5,404.0,253.0,2014,11
48,49,Old Dominion,428.3,445.3,336.0,352.0,474.0,438.4,2014,11
49,50,Idaho,426.0,450.0,449.0,415.3,436.8,357.1,2014,11
50,50,Mississippi,426.0,396.0,492.0,435.6,414.0,468.8,2014,11
51,52,Middle Tenn,425.1,322.7,228.0,430.5,419.8,401.3,2014,11
52,53,Pittsburgh,422.8,483.7,594.0,447.0,382.3,361.5,2014,11
53,54,Arkansas,422.5,435.7,401.0,415.3,426.8,348.0,2014,11
54,55,Rice,421.4,403.7,399.0,446.0,406.6,405.6,2014,11
55,56,San Jose St,421.0,462.0,493.0,493.7,366.5,504.7,2014,11
56,57,N Carolina,420.8,403.7,258.0,432.0,414.0,401.1,2014,11
57,58,Kansas St,416.4,391.0,421.0,411.8,428.0,410.0,2014,11
58,59,LA Lafayette,414.3,487.0,412.0,452.3,363.7,399.8,2014,11
59,60,Texas State,408.9,356.7,430.0,392.7,421.0,318.8,2014,11
60,61,Indiana,406.7,282.3,191.0,383.0,424.5,497.3,2014,11
61,62,Virginia,406.0,397.3,284.0,396.0,422.7,349.2,2014,11
62,63,Duke,401.3,381.7,438.0,427.3,381.8,421.4,2014,11
63,64,Air Force,400.7,396.7,383.0,375.7,419.5,357.3,2014,11
64,65,Iowa,400.4,447.3,483.0,409.8,388.0,367.5,2014,11
65,66,S Alabama,398.0,395.0,336.0,372.5,423.5,434.0,2014,11
66,67,LSU,393.0,378.0,406.0,438.8,316.7,435.1,2014,11
67,68,Wyoming,392.4,475.0,694.0,314.7,439.0,476.1,2014,11
68,69,LA Tech,392.3,412.7,507.0,409.3,382.0,359.5,2014,11
69,70,Central Mich,389.1,422.7,501.0,370.0,398.7,332.4,2014,11
70,71,Boston Col,388.8,332.7,368.0,363.3,414.3,363.8,2014,11
71,72,Clemson,388.7,334.0,375.0,406.3,365.3,503.0,2014,11
72,73,UNLV,388.4,415.0,485.0,487.3,329.0,410.3,2014,11
73,74,Nevada,388.0,392.0,338.0,395.3,380.8,422.0,2014,11
74,75,San Diego St,387.3,417.0,324.0,461.5,357.6,424.0,2014,11
75,76,NC State,387.1,291.7,307.0,424.0,350.3,399.8,2014,11
76,77,Utah State,382.8,389.7,465.0,407.7,367.8,398.5,2014,11
77,78,Syracuse,379.3,295.0,345.0,400.3,358.3,358.7,2014,11
78,78,New Mexico,379.3,323.0,306.0,364.8,393.8,421.8,2014,11
79,80,Florida,379.0,344.7,445.0,444.0,292.3,320.1,2014,11
80,81,Stanford,378.5,384.7,428.0,435.8,321.3,405.6,2014,11
81,82,Fresno St,378.1,372.0,316.0,325.7,409.6,560.9,2014,11
82,83,Kentucky,376.8,326.3,258.0,417.8,308.3,334.0,2014,11
83,84,Illinois,375.8,264.7,243.0,446.3,305.3,423.3,2014,11
84,85,Iowa State,375.6,437.3,334.0,361.5,394.3,358.8,2014,11
85,86,Oklahoma St,374.9,318.3,261.0,460.3,289.5,451.0,2014,11
86,87,Rutgers,374.4,277.3,139.0,342.8,406.0,360.3,2014,11
87,88,S Mississippi,373.9,418.7,402.0,333.3,398.2,315.7,2014,11
88,89,Ohio,371.3,413.7,372.0,458.0,319.2,369.8,2014,11
89,90,Tennessee,370.5,406.3,645.0,353.5,387.5,344.8,2014,11
90,91,VA Tech,367.9,322.3,414.0,395.0,322.7,347.3,2014,11
91,92,Miami (OH),366.3,345.7,236.0,374.5,359.8,225.8,2014,11
92,93,Fla Atlantic,364.4,443.0,322.0,467.0,282.4,384.0,2014,11
93,94,Akron,364.1,331.7,325.0,404.3,334.0,341.2,2014,11
94,95,Oregon St,363.1,360.0,468.0,410.3,327.8,462.0,2014,11
95,96,Texas,361.7,392.3,469.0,364.3,359.6,408.7,2014,11
96,97,Georgia State,361.3,306.0,62.0,432.3,290.3,344.1,2014,11
97,98,Minnesota,359.1,378.3,411.0,365.5,350.7,344.0,2014,11
98,99,TX El Paso,358.0,357.0,234.0,395.8,320.3,347.9,2014,11
99,100,Purdue,357.6,377.0,340.0,307.3,408.0,282.8,2014,11
100,101,Tulane,356.9,320.0,380.0,336.3,372.3,310.8,2014,11
101,102,Houston,356.7,366.3,306.0,378.0,328.3,402.3,2014,11
102,103,Louisville,356.0,373.7,488.0,403.5,308.5,460.0,2014,11
103,104,Hawaii,355.1,340.3,454.0,406.0,270.3,416.0,2014,11
104,105,Washington,343.5,349.7,442.0,317.3,369.8,484.3,2014,11
105,106,Utah,342.6,295.7,241.0,404.7,296.0,375.6,2014,11
106,107,Ball State,339.7,379.3,380.0,425.5,296.8,481.6,2014,11
107,108,Maryland,339.4,262.7,195.0,391.7,308.0,381.1,2014,11
108,109,Penn State,339.0,224.3,219.0,322.8,366.0,433.2,2014,11
109,110,Northwestern,336.7,287.7,180.0,355.8,311.3,402.0,2014,11
110,111,LA Monroe,336.1,335.0,347.0,409.3,263.0,341.2,2014,11
111,112,Army,335.0,280.0,169.0,362.3,298.7,389.3,2014,11
112,113,Michigan,330.0,282.0,404.0,359.8,270.3,373.8,2014,11
113,114,Central FL,327.1,376.0,429.0,362.7,300.5,441.8,2014,11
114,115,Missouri,322.3,274.7,320.0,335.4,300.3,475.1,2014,11
115,116,Troy,322.1,257.0,154.0,425.0,260.4,457.1,2014,11
116,117,Kansas,314.4,348.7,304.0,353.7,285.0,287.7,2014,11
117,118,Temple,312.9,224.7,135.0,342.7,290.5,400.3,2014,11
118,119,North Texas,305.1,354.0,216.0,342.3,277.3,410.5,2014,11
119,120,Kent State,299.8,364.3,285.0,345.0,254.5,369.6,2014,11
120,121,Vanderbilt,294.6,361.3,524.0,331.6,233.0,360.3,2014,11
121,122,Florida Intl,292.1,301.7,261.0,297.8,278.0,218.1,2014,11
122,123,Connecticut,291.1,313.7,327.0,319.8,253.0,321.2,2014,11
123,124,TX-San Ant,285.4,237.3,70.0,269.5,301.3,417.8,2014,11
124,125,S Florida,274.6,305.0,222.0,251.8,312.7,248.6,2014,11
125,126,E Michigan,249.5,252.7,97.0,320.7,206.8,332.1,2014,11
126,127,S Methodist,249.1,305.7,251.0,253.3,243.7,432.8,2014,11
127,128,Wake Forest,188.7,185.7,261.0,256.3,138.0,280.1,2014,11
