,Rank_Scoring_Offense,Team,Current_Season_Scoring_Offense,Last 3_Scoring_Offense,Last 1_Scoring_Offense,At_Home_Scoring_Offense,Away_Scoring_Offense,Previous_Season_Scoring_Offense,Season,Week,Rank_Total_Offense,Current_Season_Total_Offense,Last 3_Total_Offense,Last 1_Total_Offense,At_Home_Total_Offense,Away_Total_Offense,Previous_Season_Total_Offense,Rank_Scoring_Defense,Current_Season_Scoring_Defense,Last 3_Scoring_Defense,Last 1_Scoring_Defense,At_Home_Scoring_Defense,Away_Scoring_Defense,Previous_Season_Scoring_Defense,Rank_Total_Defense,Current_Season_Total_Defense,Last 3_Total_Defense,Last 1_Total_Defense,At_Home_Total_Defense,Away_Total_Defense,Previous_Season_Total_Defense,Rank_Turnovers_Given,Current_Season_Turnovers_Given,Last 3_Turnovers_Given,Last 1_Turnovers_Given,At_Home_Turnovers_Given,Away_Turnovers_Given,Previous_Season_Turnovers_Given,Rank_Turnovers_Taken,Current_Season_Turnovers_Taken,Last 3_Turnovers_Taken,Last 1_Turnovers_Taken,At_Home_Turnovers_Taken,Away_Turnovers_Taken,Previous_Season_Turnovers_Taken,Rank_Last_5,Rating_Last_5,Hi_Last_5,Low_Last_5,Last_Last_5,Rank_Neutral_Site,Rating_Neutral_Site,Hi_Neutral_Site,Low_Neutral_Site,Last_Neutral_Site,Rank_SoS,Rating_SoS,Hi_SoS,Low_SoS,Last_SoS
71,72,Indiana,26.9,25.0,31.0,24.6,29.8,26.8,2018,10,50,415.1,423.0,385.0,405.8,426.8,388.3,77,29.8,37.7,38.0,27.2,33.0,27.6,66,399.6,459.3,482.0,377.4,427.3,358.8,104,1.9,2.7,3.0,1.8,2.0,1.5,7,2.2,2.3,4.0,1.8,2.8,1.2,78,-2.4,48,85,78,68,--,39,105,68,40,2.9,34,81,39
72,73,Iowa State,26.9,39.3,40.0,30.8,21.7,28.2,2018,10,92,369.0,461.7,422.0,433.0,283.7,384.4,42,23.9,29.0,31.0,23.8,24.0,20.7,19,323.3,310.0,363.0,319.5,328.3,365.2,46,1.3,1.3,1.0,1.3,1.3,0.8,51,1.6,2.0,3.0,1.5,1.7,1.4,21,14.5,8,67,26,41,--,27,66,39,1,11.1,1,40,2
73,74,Arkansas St,26.7,34.3,43.0,29.0,25.0,36.9,2018,10,33,433.3,448.0,478.0,420.7,442.8,495.1,101,34.6,39.0,47.0,30.0,38.0,27.8,93,434.1,453.0,547.0,381.7,473.5,386.4,31,1.1,1.3,1.0,1.3,1.0,2.3,43,1.7,1.3,2.0,2.0,1.5,1.7,97,-10.2,54,98,92,85,--,60,108,82,91,-6.5,43,118,89
74,75,Kansas,26.6,21.7,27.0,36.7,19.0,16.9,2018,10,104,350.9,304.0,307.0,406.3,309.3,319.2,75,29.6,37.3,26.0,29.3,29.8,45.9,98,447.9,522.0,504.0,448.7,447.3,487.9,10,0.9,1.7,0.0,0.3,1.3,2.1,1,3.1,3.0,2.0,3.0,3.3,0.7,93,-7.8,51,126,86,79,--,23,100,79,67,-2.4,53,120,76
75,76,Virginia,26.3,25.0,31.0,24.7,27.5,22.1,2018,10,84,375.7,344.0,425.0,352.3,393.3,341.3,17,19.6,16.0,21.0,12.3,25.0,29.9,28,342.0,332.0,337.0,296.7,376.0,375.5,75,1.6,1.3,1.0,1.7,1.5,1.6,43,1.7,2.0,1.0,2.3,1.3,1.4,34,9.4,27,80,27,13,12.0,8,85,11,53,0.6,43,121,44
76,77,Miami (OH),26.3,34.0,30.0,24.5,28.0,23.8,2018,10,94,366.3,444.0,406.0,373.8,358.8,393.1,46,24.9,18.0,31.0,25.5,24.3,25.4,31,349.8,293.3,347.0,378.0,321.5,377.5,13,0.9,1.0,0.0,0.5,1.3,1.4,72,1.4,2.0,0.0,0.8,2.0,1.3,51,3.8,46,113,46,62,--,60,98,66,87,-5.2,34,97,83
77,78,Stanford,26.0,26.3,38.0,26.8,25.0,32.4,2018,10,93,367.9,408.0,443.0,397.5,328.3,388.9,51,25.1,31.3,41.0,23.5,27.3,22.7,89,432.0,451.7,497.0,378.3,503.7,405.6,18,1.0,1.7,1.0,1.5,0.3,0.9,90,1.1,1.0,0.0,0.8,1.7,2.0,49,4.5,2,56,52,46,--,8,52,43,25,5.3,15,67,18
78,79,E Michigan,25.9,30.7,22.0,24.3,26.8,26.1,2018,10,91,369.3,355.7,235.0,296.3,413.0,387.8,61,26.6,27.7,37.0,29.7,24.8,23.3,67,404.1,391.7,415.0,382.3,417.2,363.6,18,1.0,0.7,1.0,0.7,1.2,1.8,59,1.5,1.0,0.0,1.3,1.6,1.5,80,-2.9,57,117,69,56,--,36,119,57,63,-2.0,50,128,64
79,80,Texas A&M,25.7,19.7,13.0,31.3,21.5,33.4,2018,10,42,420.3,380.3,293.0,473.7,380.3,408.0,38,23.6,21.7,28.0,17.3,28.3,32.1,25,339.1,287.0,384.0,306.3,363.8,414.5,46,1.3,1.0,1.0,1.3,1.3,1.6,127,0.6,0.7,0.0,0.3,0.8,1.7,31,10.3,2,35,22,20,1.4,5,119,16,3,10.8,1,114,3
80,81,Fla Atlantic,25.6,24.0,13.0,32.7,20.3,40.2,2018,10,32,433.4,437.3,348.0,492.7,389.0,488.9,109,36.6,28.3,21.0,27.0,43.8,24.5,99,448.1,391.0,330.0,403.7,481.5,410.5,105,2.0,2.3,2.0,1.0,2.8,0.8,124,0.7,0.7,0.0,1.0,0.5,1.8,95,-9.5,41,109,95,100,--,44,116,102,80,-4.4,1,87,72
81,81,Georgia State,25.6,29.7,34.0,31.7,21.0,21.3,2018,10,61,403.1,443.7,521.0,450.3,367.8,398.8,117,39.0,41.7,37.0,28.3,47.0,25.5,123,510.3,520.0,476.0,422.0,576.5,388.3,75,1.6,1.7,1.0,1.7,1.5,1.5,90,1.1,0.7,1.0,1.7,0.8,1.5,103,-13.4,102,127,109,110,--,89,124,111,111,-10.6,100,126,105
82,83,Arizona,25.5,28.0,44.0,27.8,23.3,39.6,2018,10,48,418.6,434.3,465.0,346.5,490.8,481.2,62,27.0,29.3,15.0,21.0,33.0,35.3,80,416.5,408.3,270.0,397.0,436.0,463.0,41,1.3,1.3,1.0,1.0,1.5,1.8,59,1.5,1.7,3.0,2.5,0.5,1.8,53,3.4,49,103,75,82,--,35,103,87,57,-0.3,24,72,62
83,84,Colorado St,25.3,23.0,21.0,27.3,23.3,33.0,2018,10,49,416.9,421.7,353.0,464.5,369.3,483.1,115,37.6,36.0,34.0,30.5,44.8,29.3,92,432.5,394.7,413.0,441.5,423.5,440.2,103,1.9,2.0,3.0,1.5,2.3,1.2,99,1.1,0.3,0.0,1.0,1.3,1.3,116,-19.5,107,130,113,129,-30.7,100,130,129,114,-10.9,67,126,108
84,85,Northwestern,25.1,27.7,31.0,24.6,26.0,29.2,2018,10,87,371.3,371.3,349.0,382.0,353.3,408.0,39,23.6,21.0,17.0,25.6,20.3,20.1,42,366.8,331.0,323.0,369.8,361.7,357.4,87,1.6,2.0,3.0,2.0,1.0,1.4,83,1.3,2.0,3.0,1.2,1.3,1.9,26,10.6,5,80,57,40,--,2,118,40,26,5.1,10,36,30
85,86,Navy,25.0,25.0,22.0,25.0,25.0,30.5,2018,10,107,347.0,383.3,344.0,374.0,326.8,428.7,114,37.6,39.0,44.0,31.3,42.3,26.3,105,455.7,521.0,584.0,452.3,458.3,370.3,31,1.1,1.3,2.0,1.0,1.3,1.5,43,1.7,2.0,2.0,2.7,1.0,1.2,99,-10.8,52,120,98,123,-6.2,46,124,108,75,-3.4,43,96,86
86,87,Vanderbilt,24.9,26.3,45.0,29.3,20.5,23.0,2018,10,98,362.8,354.0,442.0,358.8,366.8,346.6,46,24.9,27.3,31.0,22.8,27.0,34.2,81,417.4,440.3,447.0,413.5,421.3,420.8,41,1.3,1.0,0.0,1.3,1.3,1.3,13,2.0,2.3,2.0,3.0,1.0,0.6,66,0.0,14,89,89,48,--,30,110,52,35,3.6,29,90,34
87,88,Illinois,24.6,20.0,33.0,20.7,27.5,15.4,2018,10,72,389.6,347.7,493.0,378.3,398.0,280.4,123,41.0,52.7,63.0,44.3,38.5,31.5,129,560.7,622.7,712.0,552.0,567.3,418.4,75,1.6,2.3,1.0,1.3,1.8,2.2,43,1.7,1.0,0.0,1.7,1.8,1.6,106,-16.1,88,110,103,127,-10.0,72,127,126,93,-7.2,75,125,95
88,89,N Mex State,24.4,29.7,20.0,28.0,21.6,29.3,2018,10,102,357.4,425.7,428.0,380.3,339.2,450.2,125,42.3,47.0,27.0,40.0,44.2,29.7,114,473.7,522.7,343.0,439.8,500.8,401.0,113,2.1,2.3,2.0,2.0,2.2,2.2,74,1.3,0.7,1.0,1.0,1.6,2.1,123,-20.6,117,129,126,120,--,97,130,121,123,-12.1,59,127,118
89,90,LA Tech,24.3,27.7,21.0,19.0,26.4,28.7,2018,10,101,359.0,346.3,330.0,291.5,386.0,395.2,33,22.7,13.3,13.0,26.0,21.4,25.5,36,357.0,330.0,348.0,360.5,355.6,387.3,59,1.4,0.7,0.0,1.5,1.4,1.0,27,1.9,1.7,2.0,1.0,2.2,2.1,83,-4.6,58,105,84,59,--,31,109,58,94,-7.4,48,125,98
90,90,TX Christian,24.3,22.3,26.0,19.3,28.0,31.3,2018,10,68,395.0,396.7,504.0,328.3,445.0,409.8,64,27.6,32.0,27.0,27.7,27.5,20.5,41,361.3,398.7,307.0,362.3,360.5,351.9,126,2.6,2.0,2.0,2.3,2.8,1.2,130,0.4,0.3,0.0,0.7,0.3,1.4,59,1.7,1,85,49,16,7.5,8,44,14,13,7.1,3,94,8
91,92,Washington,24.3,21.3,10.0,29.7,21.0,34.0,2018,10,78,382.8,346.0,250.0,396.0,374.8,397.1,9,16.8,18.3,12.0,13.3,18.8,16.8,10,306.1,294.7,242.0,241.7,344.8,310.2,57,1.4,1.7,2.0,1.3,1.4,0.8,103,1.0,0.7,0.0,1.0,1.0,1.7,32,9.9,14,44,24,15,7.7,5,28,13,30,4.6,2,36,20
92,93,Middle Tenn,23.7,31.0,51.0,23.0,24.0,25.5,2018,10,115,337.0,320.3,488.0,270.0,363.8,394.5,60,26.6,18.0,17.0,18.5,29.8,24.7,76,414.1,420.0,520.0,392.5,422.8,361.1,75,1.6,1.3,1.0,2.0,1.4,1.8,43,1.7,2.3,5.0,2.0,1.6,0.8,63,1.0,46,117,88,74,--,68,127,93,88,-5.7,34,95,88
93,94,Auburn,23.4,21.3,31.0,25.8,20.3,34.6,2018,10,95,364.3,412.0,484.0,335.5,402.7,447.2,12,17.6,23.0,16.0,17.0,18.3,19.2,43,368.7,421.0,447.0,329.5,421.0,325.2,31,1.1,1.7,0.0,1.5,0.7,1.2,90,1.1,0.3,0.0,1.3,1.0,1.5,42,7.4,4,46,40,8,18.8,2,24,7,22,5.5,4,26,19
94,95,Michigan St,23.4,17.0,23.0,23.6,23.0,24.5,2018,10,100,360.9,312.7,426.0,348.4,381.7,383.6,24,21.0,17.0,13.0,22.8,18.0,20.0,32,353.3,377.0,339.0,340.8,374.0,297.2,69,1.5,1.0,1.0,1.2,2.0,1.5,24,1.9,2.0,3.0,2.2,1.3,1.8,40,7.6,15,51,39,27,--,13,55,28,7,8.8,5,69,10
95,96,Bowling Grn,23.3,28.3,14.0,24.0,22.8,25.2,2018,10,81,378.6,435.3,314.0,351.3,399.0,382.5,130,49.6,47.7,49.0,41.7,55.5,38.3,126,520.9,545.7,597.0,513.7,526.3,505.4,115,2.1,2.3,2.0,2.0,2.3,2.0,103,1.0,1.0,1.0,1.0,1.0,2.1,127,-23.7,92,128,128,119,--,85,122,120,98,-7.8,12,123,96
96,97,N Carolina,23.0,25.7,21.0,28.5,20.8,22.5,2018,10,52,410.0,453.0,337.0,504.0,372.4,347.6,100,34.3,31.0,31.0,28.5,36.6,33.2,75,413.0,448.7,425.0,388.5,422.8,448.1,119,2.3,1.7,1.0,1.5,2.6,2.0,90,1.1,1.7,1.0,1.5,1.0,1.3,81,-3.1,50,114,96,98,--,21,108,99,44,2.0,26,62,47
97,98,Arkansas,22.8,29.0,31.0,27.0,15.7,26.9,2018,10,88,370.8,416.7,447.0,398.2,325.0,369.6,103,35.4,27.3,45.0,38.2,30.7,38.8,85,419.9,437.7,442.0,465.6,343.7,462.4,122,2.4,1.7,2.0,2.8,1.7,1.5,103,1.0,1.0,0.0,0.8,1.3,1.5,72,-1.4,59,110,72,17,6.1,12,104,15,68,-2.5,52,112,60
98,99,San Jose St,22.7,22.0,50.0,40.3,9.5,14.3,2018,10,121,307.4,324.0,506.0,427.0,217.8,304.4,110,36.7,35.0,37.0,41.0,33.5,44.1,97,442.1,414.0,554.0,473.3,418.8,521.5,75,1.6,2.0,1.0,1.0,2.0,3.3,27,1.9,1.3,3.0,2.3,1.5,1.1,120,-20.2,98,130,118,130,-41.4,92,130,130,121,-11.7,87,125,116
99,100,LA Monroe,22.6,28.7,20.0,23.5,22.2,33.9,2018,10,77,382.9,415.3,353.0,421.5,367.4,458.8,106,36.1,34.7,14.0,24.5,40.8,41.0,119,489.9,502.3,242.0,355.5,543.6,532.1,100,1.9,1.7,2.0,1.5,2.0,1.5,90,1.1,1.0,0.0,0.0,1.6,1.2,124,-21.1,61,126,124,108,--,83,123,107,117,-11.3,87,124,119
100,101,Kentucky,22.4,14.3,15.0,25.3,18.7,25.4,2018,10,110,342.1,287.0,385.0,344.5,339.0,342.7,1,13.4,13.7,14.0,11.0,16.7,29.3,7,295.0,307.7,249.0,266.5,333.0,436.0,75,1.6,1.0,1.0,2.0,1.0,1.3,51,1.6,1.3,0.0,1.8,1.3,1.3,14,17.0,8,63,19,25,--,18,63,27,10,7.4,8,81,15
101,102,Tulane,22.1,22.7,24.0,26.7,18.8,26.1,2018,10,97,363.0,330.3,404.0,417.7,322.0,383.4,76,29.7,27.0,17.0,24.7,33.5,30.5,84,418.9,362.7,315.0,384.0,445.0,455.3,46,1.3,1.7,1.0,1.3,1.3,1.0,67,1.4,1.7,1.0,1.3,1.5,1.7,87,-5.4,51,123,91,93,--,22,122,97,73,-3.4,39,90,73
102,103,California,22.0,22.7,12.0,16.8,29.0,27.3,2018,10,79,381.6,363.7,242.0,314.5,471.0,380.3,30,22.1,18.0,10.0,26.5,16.3,29.2,13,311.0,279.7,250.0,346.0,264.3,417.1,126,2.6,2.0,0.0,2.5,2.7,1.7,27,1.9,1.3,2.0,1.8,2.0,1.9,76,-2.3,18,101,90,39,--,31,70,45,71,-2.7,42,86,82
103,103,Miss State,22.0,18.0,28.0,28.3,13.7,30.6,2018,10,85,372.9,354.0,384.0,402.8,333.0,407.3,5,14.6,13.7,13.0,11.3,19.0,22.7,4,288.0,278.7,293.0,316.0,250.7,329.1,31,1.1,1.7,0.0,0.5,2.0,1.8,90,1.1,1.3,1.0,1.3,1.0,1.8,29,10.4,3,47,28,49,--,14,55,48,8,8.7,3,80,6
104,105,S Methodist,21.9,22.3,20.0,21.0,22.5,36.2,2018,10,123,305.6,332.7,351.0,305.7,305.5,479.6,112,37.1,32.3,26.0,32.7,40.5,38.6,95,438.4,446.3,477.0,414.7,456.3,498.2,18,1.0,1.0,1.0,1.0,1.0,1.6,27,1.9,2.3,3.0,2.7,1.3,1.8,84,-4.6,63,115,79,86,--,74,118,86,61,-1.2,3,89,61
105,106,BYU,21.7,25.0,6.0,23.3,19.7,16.8,2018,10,118,331.4,378.7,301.0,355.8,299.0,321.8,49,25.0,25.0,7.0,24.0,26.3,26.3,34,355.0,301.0,204.0,325.3,394.7,385.6,31,1.1,1.7,1.0,1.8,0.3,2.3,103,1.0,0.7,0.0,1.3,0.7,1.3,89,-6.2,25,90,71,54,--,10,77,53,59,-0.5,15,75,57
106,106,S Alabama,21.7,12.3,17.0,28.0,17.0,17.5,2018,10,112,341.4,339.7,385.0,358.3,328.8,327.2,127,43.7,46.0,38.0,33.0,51.8,28.9,113,473.3,440.3,410.0,407.3,522.8,440.6,126,2.6,2.7,3.0,3.3,2.0,1.6,27,1.9,1.3,2.0,2.7,1.3,1.6,122,-20.5,100,128,115,117,--,84,119,118,110,-10.5,48,125,117
107,108,Ball State,21.5,19.3,14.0,27.0,16.0,17.0,2018,10,74,385.4,328.3,242.0,446.5,324.3,324.0,87,31.9,39.0,52.0,29.5,34.3,43.2,96,439.0,454.0,554.0,423.8,454.3,427.6,69,1.5,2.0,3.0,1.3,1.8,1.6,83,1.3,0.7,1.0,1.3,1.3,0.9,107,-16.5,52,129,107,103,--,28,126,90,119,-11.4,79,130,120
108,109,Florida St,21.4,25.0,10.0,22.0,20.7,23.8,2018,10,117,332.6,306.0,247.0,379.5,270.0,341.1,68,28.7,34.7,59.0,29.8,27.3,22.5,45,373.1,403.3,524.0,361.0,389.3,342.7,119,2.3,1.7,2.0,3.0,1.3,1.8,119,0.9,1.0,1.0,0.5,1.3,1.1,52,3.6,2,104,43,65,--,16,90,62,50,1.0,15,57,54
109,109,Kansas St,21.4,26.3,14.0,24.0,18.0,30.4,2018,10,116,333.0,378.0,245.0,325.0,343.7,360.3,72,28.9,33.3,51.0,19.8,41.0,25.7,107,459.3,523.3,702.0,373.0,574.3,427.3,31,1.1,1.3,1.0,0.8,1.7,1.1,67,1.4,1.3,0.0,1.0,2.0,1.7,61,1.3,36,114,53,87,--,34,93,84,39,2.9,30,101,45
110,111,UCLA,21.3,26.0,10.0,19.2,24.7,32.5,2018,10,108,346.1,366.3,291.0,349.8,340.0,458.5,91,32.5,26.0,41.0,33.2,31.3,36.6,88,431.8,433.3,470.0,436.4,424.0,483.7,41,1.3,1.3,3.0,2.0,0.0,1.7,40,1.8,3.0,1.0,1.6,2.0,1.0,69,-0.3,7,105,65,55,--,40,90,55,15,6.5,4,65,16
111,112,E Carolina,21.2,12.0,10.0,27.0,9.5,25.9,2018,10,43,420.2,369.0,496.0,478.3,304.0,431.4,95,33.7,42.7,37.0,33.3,34.5,46.0,47,377.5,434.3,427.0,374.8,383.0,534.8,105,2.0,3.0,5.0,2.8,0.5,1.5,129,0.5,0.3,0.0,0.3,1.0,0.8,118,-20.0,69,127,119,111,--,65,117,110,101,-9.1,83,124,101
112,113,Charlotte,21.1,24.3,20.0,24.3,17.0,12.6,2018,10,119,319.1,343.7,224.0,312.0,328.7,291.1,66,28.4,17.3,17.0,25.3,32.7,32.5,17,322.7,275.3,426.0,363.5,268.3,457.5,59,1.4,1.3,1.0,1.3,1.7,1.5,27,1.9,2.7,3.0,2.5,1.0,0.9,102,-13.2,92,121,106,107,--,66,123,109,126,-13.8,101,127,124
113,114,Louisville,21.0,28.7,35.0,27.5,12.3,36.7,2018,10,106,348.3,410.7,532.0,432.0,236.7,534.0,122,40.4,53.3,56.0,41.8,38.7,28.8,112,470.4,525.0,591.0,485.8,450.0,413.8,105,2.0,1.7,1.0,2.0,2.0,1.6,119,0.9,0.7,0.0,0.5,1.3,1.8,111,-17.4,46,129,110,122,-2.7,42,127,123,82,-4.7,2,83,69
114,115,Tennessee,20.9,25.0,24.0,22.0,20.0,17.8,2018,10,109,342.6,335.7,351.0,379.7,314.8,282.2,94,33.4,36.3,27.0,35.0,32.3,31.1,73,411.1,456.3,376.0,355.3,453.0,430.9,59,1.4,0.3,0.0,3.0,0.3,1.5,103,1.0,1.7,1.0,0.7,1.3,1.4,57,2.4,32,100,70,126,-10.0,79,129,127,18,6.3,16,100,29
115,116,S Mississippi,20.7,17.0,17.0,29.0,12.3,27.8,2018,10,38,423.7,426.7,426.0,496.3,351.0,420.3,32,22.3,22.3,20.0,20.0,24.7,26.5,9,302.0,285.0,224.0,263.3,340.7,347.9,130,2.7,2.7,3.0,2.7,2.7,1.4,88,1.2,0.7,1.0,1.3,1.0,1.3,98,-10.7,46,112,100,95,--,46,112,83,128,-14.2,103,130,127
116,117,San Diego St,20.1,20.3,24.0,22.0,17.7,30.2,2018,10,114,338.0,348.7,456.0,345.0,328.7,391.3,20,20.4,19.3,28.0,17.8,24.0,20.5,14,315.9,289.3,297.0,325.8,302.7,314.5,46,1.3,1.3,2.0,1.0,1.7,0.9,90,1.1,0.7,0.0,1.0,1.3,1.4,74,-2.0,54,116,64,61,--,43,126,56,69,-2.7,4,85,66
117,118,Texas State,20.0,18.0,27.0,22.3,18.3,17.0,2018,10,127,291.6,275.7,343.0,336.7,257.8,344.3,65,28.3,18.3,20.0,25.7,30.3,35.6,46,375.7,332.0,428.0,400.0,357.5,455.6,90,1.7,1.0,1.0,1.0,2.3,2.0,13,2.0,1.7,2.0,1.3,2.5,0.7,114,-18.9,104,129,122,118,--,88,125,119,130,-18.0,38,130,130
118,119,Akron,19.3,15.7,17.0,17.0,20.5,19.8,2018,10,126,295.0,300.0,303.0,281.0,302.0,305.0,58,26.3,19.0,10.0,25.5,26.8,29.9,65,397.3,368.7,300.0,361.0,415.5,464.5,105,2.0,2.0,4.0,4.5,0.8,1.3,59,1.5,0.7,1.0,1.5,1.5,1.9,104,-13.9,50,118,97,77,--,31,110,77,97,-7.7,56,129,91
119,120,W Kentucky,18.6,21.7,17.0,22.7,15.5,25.0,2018,10,99,361.9,344.0,312.0,366.7,358.3,398.5,79,29.9,38.3,38.0,31.7,28.5,27.7,79,416.1,441.3,368.0,425.7,409.0,379.8,59,1.4,1.3,1.0,1.3,1.5,1.8,76,1.3,1.0,0.0,2.0,0.8,1.3,125,-21.3,91,128,111,105,--,78,128,104,124,-12.8,9,125,122
120,120,Kent State,18.6,18.3,23.0,24.5,16.2,10.5,2018,10,83,377.6,372.3,371.0,421.5,360.0,263.9,116,38.0,27.3,24.0,25.5,43.0,35.5,127,522.0,426.7,362.0,388.0,575.6,407.4,75,1.6,1.3,0.0,1.5,1.6,2.2,51,1.6,2.0,1.0,2.5,1.2,1.5,121,-20.4,74,124,121,115,--,94,128,114,108,-10.2,62,128,110
121,122,Tulsa,17.9,13.7,17.0,20.3,16.0,29.3,2018,10,110,342.1,291.3,315.0,317.7,360.5,420.3,68,28.7,24.0,24.0,26.0,30.8,37.5,74,412.0,406.0,404.0,433.3,396.0,528.9,119,2.3,1.0,1.0,1.3,3.0,1.1,51,1.6,1.3,1.0,1.0,2.0,1.2,100,-12.3,71,108,101,90,--,37,97,89,85,-4.9,60,114,74
122,123,Wyoming,17.6,17.7,34.0,16.3,18.4,23.2,2018,10,124,301.0,321.7,413.0,277.3,315.2,277.1,59,26.4,24.0,21.0,33.0,22.4,19.0,40,359.8,312.7,353.0,364.7,356.8,346.9,5,0.8,1.0,0.0,1.3,0.4,1.2,99,1.1,1.3,3.0,1.0,1.2,3.1,91,-7.3,2,115,102,88,--,1,94,94,83,-4.7,63,118,77
123,124,TX-San Ant,17.4,13.3,17.0,19.5,15.3,20.8,2018,10,130,245.5,212.7,174.0,272.8,218.3,375.9,70,28.8,20.3,27.0,27.5,30.0,17.0,53,385.6,364.3,487.0,355.8,415.5,303.4,28,1.1,0.7,0.0,1.3,1.0,1.4,10,2.1,3.0,3.0,2.0,2.3,1.9,119,-20.1,92,130,123,106,--,92,124,106,127,-13.8,22,128,126
124,124,Rice,17.4,11.3,17.0,10.0,21.8,16.3,2018,10,120,308.0,241.7,299.0,282.3,323.4,331.8,121,40.4,39.7,41.0,35.7,43.2,35.8,104,454.4,475.0,497.0,410.3,480.8,425.8,114,2.1,1.7,1.0,2.0,2.2,2.4,103,1.0,1.0,2.0,1.0,1.0,0.5,130,-31.3,115,130,130,114,--,91,127,117,125,-13.6,88,129,128
125,126,N Illinois,17.1,18.3,7.0,18.0,16.6,28.2,2018,10,128,284.3,324.7,204.0,304.0,272.4,369.8,25,21.1,14.3,6.0,18.0,23.0,23.0,29,344.5,337.7,301.0,332.3,351.8,351.2,28,1.1,0.3,0.0,1.0,1.2,1.8,24,1.9,1.7,1.0,2.3,1.6,1.6,79,-2.7,38,104,83,78,--,21,122,80,58,-0.5,5,72,59
126,127,Central Mich,16.3,14.3,10.0,16.0,16.5,28.3,2018,10,125,299.9,319.0,300.0,319.3,280.5,381.7,73,28.9,25.3,17.0,31.0,26.8,27.6,37,357.1,339.3,303.0,374.5,339.8,369.0,117,2.3,1.3,1.0,3.3,1.3,2.3,59,1.5,1.7,4.0,0.5,2.5,2.1,105,-15.0,94,127,108,80,--,66,112,73,95,-7.5,32,116,94
127,128,Connecticut,16.1,20.3,17.0,13.7,18.0,23.3,2018,10,113,339.9,349.0,265.0,336.3,342.5,413.5,128,47.6,38.3,22.0,42.3,51.5,39.5,130,636.3,563.0,444.0,585.0,674.8,525.5,105,2.0,2.0,1.0,1.7,2.3,1.5,103,1.0,1.7,2.0,1.0,1.0,0.9,129,-25.3,96,130,129,116,--,96,125,116,113,-10.9,3,125,104
128,128,TX El Paso,16.1,16.0,0.0,14.7,17.3,11.8,2018,10,122,305.9,297.7,120.0,322.0,293.8,231.7,80,30.0,25.7,19.0,24.3,34.3,36.8,60,392.0,370.0,357.0,365.3,412.0,447.1,75,1.6,1.0,0.0,1.7,1.5,1.7,124,0.7,0.3,1.0,0.7,0.8,1.2,115,-19.0,105,130,116,112,--,96,130,113,129,-14.4,107,130,129
129,130,Rutgers,15.1,13.0,15.0,19.4,8.0,13.7,2018,10,129,269.9,251.0,188.0,314.4,195.7,244.7,97,33.8,30.0,18.0,25.8,47.0,30.9,69,407.5,357.3,278.0,352.4,499.3,422.4,129,2.6,2.7,0.0,1.6,4.3,1.7,99,1.1,0.7,1.0,1.6,0.3,1.0,117,-19.8,55,129,120,121,--,57,122,122,92,-6.7,61,102,92
0,1,Alabama,51.3,42.0,29.0,49.3,53.0,35.6,2018,11,1,565.6,561.7,576.0,573.8,559.0,437.5,5,14.1,10.3,0.0,13.5,14.6,12.8,10,296.7,222.0,196.0,321.0,277.2,269.2,5,0.8,1.0,1.0,0.5,1.0,0.6,12,2.0,1.7,1.0,2.0,2.0,1.6,2,38.0,1,55,2,5,25.8,1,19,5,5,9.9,1,37,27
1,2,Oklahoma,49.1,51.3,51.0,51.4,46.3,45.1,2018,11,2,563.2,640.3,683.0,559.8,567.5,579.6,70,27.9,29.0,46.0,20.6,37.0,27.1,58,391.1,331.0,473.0,364.8,424.0,394.9,13,0.9,0.7,2.0,0.4,1.5,0.9,123,0.8,0.7,0.0,1.0,0.5,1.3,4,25.5,1,61,6,14,7.9,8,45,14,13,7.7,7,70,19
2,3,Clemson,47.8,59.0,77.0,45.8,49.8,31.2,2018,11,5,538.9,552.0,661.0,549.0,528.8,412.7,6,14.1,11.0,16.0,13.3,15.0,14.4,3,282.5,285.3,312.0,265.0,300.0,281.4,84,1.6,1.3,2.0,2.3,1.0,1.2,35,1.8,2.7,3.0,2.0,1.5,1.4,1,41.0,1,39,1,21,--,1,48,21,16,7.0,2,69,11
3,4,Utah State,47.3,47.0,56.0,55.5,39.0,28.4,2018,11,14,470.5,499.7,601.0,559.3,381.8,380.8,29,22.9,17.3,17.0,23.0,22.8,28.1,41,372.5,337.3,390.0,361.5,383.5,407.7,67,1.5,1.7,1.0,2.0,1.0,1.8,3,2.6,3.0,2.0,3.0,2.3,2.3,10,19.2,10,107,19,31,--,1,75,35,71,-2.3,11,83,72
4,5,Central FL,46.4,40.0,52.0,50.3,41.3,46.2,2018,11,4,546.3,506.0,630.0,571.0,513.3,534.4,37,23.9,26.7,40.0,27.5,19.0,24.7,106,454.4,552.0,670.0,427.3,490.7,434.3,1,0.4,0.7,1.0,0.5,0.3,1.3,4,2.4,3.0,2.0,1.8,3.3,2.5,17,16.0,1,45,18,37,--,1,56,33,80,-4.4,23,126,90
