Team,Season,Week,Rank_Scoring_Offense,Current_Season_Scoring_Offense,Last 3_Scoring_Offense,Last 1_Scoring_Offense,At_Home_Scoring_Offense,Away_Scoring_Offense,Previous_Season_Scoring_Offense,Rank_Total_Offense,Current_Season_Total_Offense,Last 3_Total_Offense,Last 1_Total_Offense,At_Home_Total_Offense,Away_Total_Offense,Previous_Season_Total_Offense,Rank_Scoring_Defense,Current_Season_Scoring_Defense,Last 3_Scoring_Defense,Last 1_Scoring_Defense,At_Home_Scoring_Defense,Away_Scoring_Defense,Previous_Season_Scoring_Defense,Rank_Total_Defense,Current_Season_Total_Defense,Last 3_Total_Defense,Last 1_Total_Defense,At_Home_Total_Defense,Away_Total_Defense,Previous_Season_Total_Defense,Rank_Turnovers_Given,Current_Season_Turnovers_Given,Last 3_Turnovers_Given,Last 1_Turnovers_Given,At_Home_Turnovers_Given,Away_Turnovers_Given,Previous_Season_Turnovers_Given,Rank_Turnovers_Taken,Current_Season_Turnovers_Taken,Last 3_Turnovers_Taken,Last 1_Turnovers_Taken,At_Home_Turnovers_Taken,Away_Turnovers_Taken,Previous_Season_Turnovers_Taken,Rank_Last_5,Rating_Last_5,Hi_Last_5,Low_Last_5,Last_Last_5,Rank_Neutral_Site,Rating_Neutral_Site,Hi_Neutral_Site,Low_Neutral_Site,Last_Neutral_Site,Rank_SoS,Rating_SoS,Hi_SoS,Low_SoS,Last_SoS
LA Monroe,2016,12,86,24.7,29.7,37.0,37.7,18.2,18.8,83,382.1,417.7,457.0,486.7,329.8,287.3,121,41.8,36.3,23.0,34.3,45.5,39.6,120,501.2,471.3,464.0,415.7,544.0,437.9,89,1.8,1.0,0.0,2.3,1.5,2.5,104,1.1,0.3,0.0,1.3,1.0,1.0,124,-25.1,63,128,128,113,--,89,121,116,124,-14.4,95,128,127
NC State,2016,12,87,24.6,23.0,35.0,25.2,23.8,33.1,60,410.0,450.3,544.0,400.4,422.0,410.3,37,24.1,21.7,20.0,17.2,32.8,28.0,29,365.0,332.3,218.0,313.0,430.0,370.6,74,1.7,2.0,2.0,1.4,2.0,1.0,37,1.8,1.7,2.0,1.2,2.5,1.8,55,1.9,11,69,56,58,--,7,74,62,45,2.0,30,122,43
Miami (OH),2016,12,88,24.3,33.3,35.0,21.5,26.2,17.2,107,350.2,383.3,309.0,339.5,357.3,326.6,41,25.1,18.7,24.0,19.8,28.7,34.3,16,350.6,344.3,380.0,288.8,391.8,413.0,88,1.7,0.7,1.0,1.5,1.8,2.6,32,1.8,1.7,2.0,2.0,1.7,1.4,71,-1.3,66,118,85,92,--,34,119,93,110,-10.5,19,119,104
Hawaii,2016,12,88,24.3,12.3,16.0,28.3,21.7,15.2,82,384.5,290.7,359.0,417.3,362.7,305.6,116,39.8,45.0,52.0,34.5,43.3,36.3,106,472.1,439.0,603.0,464.0,477.5,452.1,107,2.0,2.3,2.0,1.3,2.5,2.8,116,0.9,0.7,0.0,0.3,1.3,0.8,118,-20.7,80,128,104,126,-20.9,106,128,127,98,-9.2,33,112,102
Maryland,2016,12,90,23.9,14.0,3.0,22.8,24.8,22.4,85,379.3,353.3,176.0,352.5,400.8,365.5,89,32.7,54.3,62.0,29.3,35.4,35.6,98,464.9,630.3,581.0,380.8,532.2,434.4,74,1.7,2.0,2.0,2.3,1.2,3.2,110,1.0,0.0,0.0,0.8,1.2,1.6,101,-13.5,25,106,90,70,--,20,119,69,57,-0.1,53,119,56
N Mex State,2016,12,91,23.7,17.0,22.0,29.3,20.8,28.6,52,419.8,395.3,438.0,404.0,427.7,434.5,122,42.7,38.3,41.0,28.0,50.0,45.0,118,500.0,459.7,453.0,393.0,553.5,523.5,89,1.8,1.7,2.0,1.7,1.8,1.8,60,1.6,1.7,1.0,2.3,1.2,1.8,122,-23.0,98,126,126,116,--,93,127,117,105,-10.1,67,127,115
GA Southern,2016,12,91,23.7,21.0,26.0,19.7,25.7,35.5,102,356.0,288.7,306.0,293.7,387.2,421.1,65,29.3,34.7,33.0,29.3,29.3,24.4,76,436.0,473.7,482.0,443.3,432.3,334.7,53,1.4,1.3,0.0,1.3,1.5,1.7,37,1.8,1.7,1.0,2.0,1.7,1.8,100,-13.3,3,111,94,71,--,32,78,72,88,-6.8,43,117,80
Charlotte,2016,12,93,23.3,28.7,21.0,20.8,25.4,16.0,97,364.2,365.3,263.0,341.5,382.4,326.4,107,36.7,24.3,22.0,34.5,38.4,38.6,87,447.7,427.0,433.0,406.3,480.8,450.9,74,1.7,0.7,1.0,2.5,1.0,3.0,26,1.9,2.3,2.0,2.0,1.8,1.9,96,-12.4,96,128,109,95,--,79,128,97,125,-15.1,37,128,123
Army,2016,12,94,23.1,13.0,6.0,20.3,24.5,20.9,100,362.6,284.3,242.0,346.0,370.8,330.0,25,22.2,29.3,44.0,26.7,20.0,28.3,11,316.2,421.0,476.0,351.0,298.8,377.2,101,1.9,1.7,1.0,3.0,1.3,1.7,51,1.7,1.7,1.0,1.3,1.8,0.9,98,-13.0,4,103,87,128,-29.4,4,128,41,93,-7.7,47,105,95
Stanford,2016,12,95,23.1,37.3,52.0,20.0,26.2,37.8,113,340.0,435.3,540.0,332.0,348.0,435.6,12,19.4,17.3,27.0,18.0,20.8,22.6,26,361.3,350.7,500.0,354.2,368.4,368.4,99,1.8,0.7,0.0,2.0,1.6,0.9,49,1.7,3.0,4.0,1.4,2.0,1.0,18,16.1,5,52,36,34,--,8,57,36,9,8.9,2,63,10
Florida Intl,2016,12,96,22.9,26.7,21.0,22.2,24.0,24.3,89,375.5,408.7,311.0,379.3,369.8,335.1,103,36.2,45.0,49.0,40.8,29.3,31.3,73,430.8,463.0,509.0,445.3,409.0,424.0,107,2.0,2.3,3.0,1.8,2.3,1.2,116,0.9,0.7,2.0,0.3,1.8,1.4,109,-15.1,98,126,107,103,--,78,121,106,115,-11.2,38,124,109
Purdue,2016,12,97,22.9,24.0,17.0,24.0,21.5,23.9,67,402.6,383.0,394.0,442.0,353.3,353.0,117,40.0,50.3,45.0,41.6,38.0,38.5,109,474.7,527.3,605.0,480.2,467.8,467.8,127,2.9,3.7,4.0,3.6,2.0,2.2,122,0.8,1.0,2.0,0.4,1.3,1.6,107,-15.0,82,118,96,100,--,66,118,95,87,-6.3,77,123,86
LA Lafayette,2016,12,98,22.6,24.3,33.0,12.8,32.5,24.8,89,375.5,383.0,482.0,328.0,423.0,365.3,55,27.8,17.3,26.0,28.8,26.8,33.2,36,373.6,303.7,306.0,419.5,327.8,426.9,38,1.3,0.7,1.0,0.5,2.0,1.8,121,0.9,0.7,0.0,0.5,1.3,1.0,108,-15.0,66,125,113,81,--,71,123,98,121,-13.5,24,125,125
Bowling Grn,2016,12,99,22.4,28.0,38.0,24.0,21.7,42.2,91,375.4,361.0,323.0,445.0,340.7,546.8,127,45.3,37.7,28.0,36.3,49.8,28.9,122,503.8,428.7,374.0,447.7,531.8,417.8,126,2.8,2.7,2.0,3.0,2.7,1.1,51,1.7,2.7,6.0,1.7,1.7,1.9,99,-13.3,66,128,111,111,--,75,124,115,99,-9.4,3,116,105
Oregon St,2016,12,100,22.3,23.3,24.0,29.0,17.0,18.4,111,342.4,357.0,307.0,410.3,288.2,331.5,100,35.3,33.0,38.0,34.0,36.4,39.7,89,450.3,473.7,444.0,455.5,446.2,509.7,89,1.8,1.7,3.0,1.3,2.2,1.4,73,1.4,2.0,3.0,1.8,1.2,1.0,54,2.3,44,117,54,72,--,60,124,73,22,5.1,16,81,26
Georgia,2016,12,101,22.2,16.7,13.0,20.0,23.3,24.5,85,379.3,322.3,343.0,385.3,376.3,362.4,36,24.0,18.3,7.0,19.3,26.3,17.8,10,316.1,234.3,164.0,230.7,358.8,315.6,27,1.2,1.3,1.0,1.0,1.3,1.3,37,1.8,1.3,1.0,1.3,2.0,1.8,40,6.4,11,67,49,14,7.4,4,30,12,26,4.8,11,47,30
Syracuse,2016,12,101,22.2,16.0,20.0,24.8,20.2,25.5,50,426.2,342.7,218.0,435.5,418.8,310.3,110,37.2,36.3,35.0,39.8,35.2,33.8,123,508.0,465.3,544.0,577.8,452.2,472.7,89,1.8,2.7,2.0,2.0,1.6,1.5,73,1.4,1.3,2.0,1.8,1.2,1.7,80,-6.3,32,111,79,122,-8.4,54,125,124,51,0.8,33,123,47
Fla Atlantic,2016,12,103,22.1,26.7,35.0,22.0,22.2,22.5,92,375.0,445.0,476.0,377.3,373.2,377.8,106,36.4,36.0,31.0,35.5,37.2,28.8,108,472.9,485.3,355.0,486.5,462.0,408.1,89,1.8,1.7,3.0,2.0,1.6,2.0,60,1.6,1.7,1.0,1.3,1.8,1.9,121,-22.2,103,125,122,106,--,83,116,107,126,-15.7,94,127,124
TX El Paso,2016,12,104,22.0,34.7,31.0,20.2,24.3,20.1,108,348.2,378.7,355.0,342.4,355.5,342.1,113,37.9,38.3,35.0,37.6,38.3,34.4,84,446.3,464.7,476.0,442.6,451.0,430.5,63,1.6,1.3,1.0,1.8,1.3,2.1,110,1.0,1.7,3.0,0.8,1.3,0.8,114,-18.5,98,128,112,104,--,86,117,104,128,-16.4,100,128,128
North Texas,2016,12,105,21.9,16.0,7.0,24.0,20.2,15.9,121,322.4,310.0,232.0,362.3,290.6,331.2,85,32.3,40.3,45.0,32.5,32.2,39.0,85,446.4,446.7,543.0,449.8,443.8,487.9,74,1.7,2.3,2.0,1.5,1.8,2.2,51,1.7,0.3,0.0,1.0,2.2,1.6,91,-10.7,78,126,93,98,--,66,122,84,101,-9.5,62,125,108
U Mass,2016,12,105,21.9,29.0,31.0,23.0,20.5,22.2,118,330.0,382.7,360.0,327.6,333.0,400.1,101,35.4,47.3,52.0,34.6,36.5,31.4,97,462.2,523.3,485.0,479.0,441.3,447.8,115,2.1,2.7,2.0,2.2,2.0,1.6,85,1.3,2.3,1.0,1.8,0.8,1.5,110,-16.7,86,119,110,94,--,73,126,94,106,-10.1,23,126,106
Duke,2016,12,107,21.8,28.0,28.0,19.2,25.0,29.6,76,391.3,467.0,467.0,366.0,423.0,421.4,48,26.2,29.7,27.0,23.0,30.3,27.5,68,426.1,469.0,403.0,364.2,503.5,413.5,89,1.8,1.0,0.0,2.0,1.5,1.8,37,1.8,1.3,2.0,1.6,2.0,1.7,37,6.9,34,84,57,41,--,38,87,43,36,2.9,35,94,38
Utah State,2016,12,108,21.7,20.7,21.0,25.2,17.3,30.4,99,363.7,352.3,391.0,357.4,371.5,381.7,74,31.1,38.7,24.0,26.2,37.3,28.2,52,401.9,448.3,403.0,363.8,449.5,346.6,27,1.2,1.7,1.0,1.2,1.3,1.9,125,0.7,0.3,0.0,0.6,0.8,1.8,106,-14.9,9,109,99,97,--,10,118,100,84,-5.7,56,123,78
Arizona,2016,12,109,21.4,13.7,24.0,24.6,17.5,34.1,73,397.1,328.0,412.0,419.6,369.0,470.7,118,40.2,50.7,49.0,38.8,42.0,37.7,103,467.0,447.7,388.0,448.8,489.8,476.9,115,2.1,2.3,1.0,2.2,2.0,1.7,127,0.6,0.7,1.0,1.0,0.0,1.1,116,-18.9,31,125,119,15,5.3,9,55,16,46,2.0,25,90,50
S Alabama,2016,12,110,21.4,23.0,35.0,21.3,21.5,24.3,104,352.1,387.3,516.0,332.3,372.0,355.8,38,24.1,26.7,42.0,21.5,26.8,38.5,54,404.1,428.3,460.0,395.5,412.8,425.7,24,1.1,1.3,1.0,1.3,1.0,2.0,94,1.3,1.3,1.0,1.5,1.0,1.5,88,-8.4,12,114,89,99,--,22,126,101,100,-9.4,11,121,100
Nevada,2016,12,111,21.3,25.3,16.0,28.8,15.4,25.8,93,374.6,418.0,366.0,438.8,323.2,374.0,71,30.4,41.0,46.0,31.0,30.0,27.7,103,467.0,545.0,620.0,493.8,445.6,412.4,17,1.1,2.0,3.0,1.3,1.0,1.0,95,1.2,1.0,1.0,0.8,1.6,1.8,111,-17.6,85,124,117,108,--,73,119,109,120,-12.9,83,126,120
Tulane,2016,12,112,20.6,18.3,18.0,25.0,17.0,18.0,110,342.8,360.0,341.0,319.0,361.8,300.6,66,29.7,34.0,30.0,29.8,29.6,38.9,21,355.3,341.0,287.0,390.3,327.4,422.8,63,1.6,2.3,1.0,1.3,1.8,1.2,15,2.1,2.0,2.0,2.8,1.6,1.3,94,-12.1,46,120,106,85,--,39,125,99,83,-5.7,46,115,92
Rice,2016,12,113,19.7,21.0,22.0,20.8,18.8,23.4,101,356.4,392.7,433.0,386.8,332.2,389.5,112,37.7,41.3,21.0,34.0,40.6,37.6,125,536.8,551.7,263.0,517.0,552.6,462.2,89,1.8,2.3,2.0,2.0,1.6,1.8,118,0.9,0.7,1.0,0.8,1.0,0.7,126,-26.4,110,127,127,112,--,85,126,112,123,-14.3,9,125,121
Kent State,2016,12,114,19.5,19.3,21.0,19.3,19.6,10.2,122,305.9,295.7,293.0,326.7,293.4,250.9,59,28.1,25.0,37.0,27.3,28.6,27.3,33,370.3,365.3,412.0,375.0,367.4,384.9,24,1.1,1.0,1.0,0.3,1.6,1.6,47,1.8,2.7,1.0,2.3,1.4,1.4,82,-6.5,82,119,91,73,--,73,116,75,102,-9.8,22,123,114
San Jose St,2016,12,115,19.2,21.3,31.0,19.5,19.0,26.7,109,345.9,376.0,495.0,336.8,353.2,379.4,104,36.2,37.0,45.0,25.5,44.8,28.4,87,447.7,459.7,517.0,386.5,496.6,372.9,74,1.7,0.3,1.0,1.5,1.8,1.4,104,1.1,0.7,0.0,1.8,0.6,1.0,115,-18.6,70,125,115,109,--,78,121,110,97,-9.1,32,113,98
Wake Forest,2016,12,116,18.4,17.3,12.0,18.8,18.2,15.3,124,301.8,288.7,214.0,289.3,311.8,310.0,18,21.0,28.3,44.0,13.3,27.2,26.5,64,413.8,389.7,491.0,321.0,488.0,383.1,42,1.3,1.7,2.0,1.3,1.4,2.2,2,2.6,2.7,3.0,2.0,3.0,1.0,65,-0.7,48,122,69,56,--,16,120,52,61,-0.7,40,107,69
Georgia State,2016,12,116,18.4,16.3,23.0,25.3,13.0,26.4,117,330.3,345.0,464.0,400.8,274.0,436.3,58,28.0,27.0,37.0,30.0,26.4,27.3,50,399.8,356.0,457.0,409.3,392.2,397.6,74,1.7,1.0,0.0,1.8,1.6,1.8,85,1.3,1.0,0.0,1.5,1.2,1.7,113,-17.9,75,124,98,82,--,76,119,85,117,-12.0,38,120,99
Vanderbilt,2016,12,118,18.2,16.7,17.0,21.0,16.8,12.3,123,302.2,307.7,411.0,283.7,311.5,307.1,27,22.6,21.7,26.0,16.7,25.5,22.3,55,404.6,429.3,481.0,346.3,433.7,369.4,17,1.1,1.0,2.0,1.3,1.0,2.1,73,1.4,0.7,1.0,1.7,1.3,1.5,64,0.1,28,116,59,66,--,51,124,65,44,2.3,24,65,41
Illinois,2016,12,119,18.1,17.0,3.0,22.4,12.8,20.7,125,292.7,249.7,200.0,334.4,240.5,361.1,96,34.4,38.3,48.0,36.6,31.8,25.4,80,439.4,409.3,455.0,426.2,456.0,369.9,63,1.6,2.3,4.0,1.4,1.8,1.2,85,1.3,0.3,0.0,0.8,2.0,1.7,84,-7.5,26,106,84,74,--,42,85,60,68,-2.0,39,115,67
Buffalo,2016,12,119,18.1,25.0,24.0,25.8,8.5,24.5,103,352.6,437.0,380.0,398.8,294.8,379.1,94,33.4,29.7,35.0,30.0,37.8,28.8,74,431.2,335.7,309.0,411.4,456.0,426.5,42,1.3,1.7,2.0,1.0,1.8,1.8,104,1.1,0.7,1.0,1.4,0.8,1.5,123,-23.4,101,128,124,117,--,83,121,118,122,-14.1,99,127,119
S Carolina,2016,12,121,18.0,20.7,7.0,22.7,11.0,21.9,120,323.1,336.3,256.0,359.3,268.8,355.2,19,21.1,20.7,20.0,22.8,18.5,27.9,46,389.7,378.0,372.0,407.8,362.5,433.7,39,1.3,0.7,2.0,1.2,1.5,1.4,7,2.3,3.0,3.0,2.8,1.5,1.8,73,-2.2,5,92,73,68,--,3,99,71,49,1.0,3,67,52
Texas State,2016,12,121,18.0,9.0,14.0,6.7,24.8,23.6,128,265.4,197.7,175.0,179.3,317.0,392.5,124,43.8,36.3,47.0,46.0,42.4,40.5,119,500.4,443.3,490.0,484.7,509.8,533.3,107,2.0,1.7,2.0,1.7,2.2,1.7,102,1.1,0.3,0.0,0.3,1.6,1.1,128,-33.6,62,128,125,110,--,85,125,111,127,-16.3,31,128,126
Cincinnati,2016,12,123,17.8,6.3,3.0,19.4,15.8,32.3,95,367.9,269.3,327.0,393.8,335.5,529.5,51,26.9,26.0,24.0,28.8,24.5,32.9,67,423.2,372.0,305.0,422.8,423.8,423.2,101,1.9,2.0,3.0,2.2,1.5,2.6,26,1.9,0.7,0.0,1.8,2.0,1.1,93,-11.3,54,121,101,87,--,24,119,83,79,-4.9,49,124,79
Fresno St,2016,12,124,17.1,13.7,0.0,21.7,14.8,21.2,119,323.3,300.0,232.0,339.7,315.2,303.6,111,37.6,35.3,37.0,32.0,40.3,40.4,102,466.9,438.0,494.0,468.3,466.2,465.4,74,1.7,1.7,1.0,3.0,1.0,1.7,128,0.4,0.3,0.0,1.0,0.2,1.6,119,-20.8,88,124,120,115,--,91,119,114,91,-7.7,13,106,90
Kansas,2016,12,125,16.1,16.0,24.0,22.0,11.4,13.2,116,334.3,342.0,415.0,392.8,287.6,309.3,123,43.0,45.0,31.0,34.0,50.2,46.5,115,490.3,533.7,458.0,450.5,522.2,569.7,128,3.2,2.0,2.0,3.0,3.4,2.0,85,1.3,1.0,1.0,1.8,1.0,1.6,120,-22.1,35,120,114,114,--,48,117,113,81,-5.4,71,127,82
Connecticut,2016,12,126,15.7,6.3,0.0,14.6,17.0,16.9,114,338.8,289.3,160.0,337.4,340.5,310.6,54,27.6,28.7,21.0,19.0,38.3,19.8,71,429.1,420.3,431.0,399.6,466.0,359.6,17,1.1,1.0,0.0,1.0,1.3,1.3,104,1.1,1.0,3.0,1.0,1.3,1.9,105,-14.7,71,127,105,101,--,42,122,102,77,-4.7,66,120,76
Boston Col,2016,12,127,15.6,11.7,7.0,18.0,13.6,10.6,126,273.9,246.3,146.0,286.3,264.0,247.5,69,30.1,37.0,45.0,34.8,26.4,18.0,23,356.4,423.0,416.0,404.5,318.0,295.6,101,1.9,1.7,0.0,2.3,1.6,2.0,37,1.8,2.0,0.0,2.0,1.6,2.0,104,-14.4,53,109,92,21,1.3,10,119,119,70,-2.6,28,84,72
Rutgers,2016,12,128,13.7,19.7,0.0,15.6,11.3,23.8,127,272.1,290.7,149.0,301.6,235.3,362.3,120,40.7,38.7,49.0,35.4,47.3,36.9,101,465.8,468.7,440.0,460.8,472.0,486.8,101,1.9,2.0,2.0,1.8,2.0,1.5,85,1.3,2.0,0.0,1.6,1.0,1.4,125,-25.6,74,125,121,105,--,77,118,89,76,-4.3,2,85,74
Louisville,2016,13,1,46.0,35.3,10.0,51.0,41.8,27.3,1,558.5,439.3,312.0,541.2,573.0,404.2,22,21.7,18.3,36.0,14.6,27.7,25.8,5,292.2,261.0,362.0,239.0,336.5,344.1,124,2.5,3.0,3.0,2.0,2.8,2.1,18,2.0,1.7,0.0,1.6,2.3,1.8,6,21.0,1,38,6,27,--,5,99,27,12,6.8,2,106,14
Oklahoma,2016,13,2,45.3,45.0,56.0,44.4,46.0,43.5,2,550.9,505.0,485.0,529.0,569.2,530.2,71,30.5,25.3,28.0,21.2,38.3,22.0,82,443.1,457.7,579.0,360.4,512.0,364.8,53,1.5,1.0,1.0,1.2,1.7,1.4,72,1.5,2.3,4.0,1.2,1.7,2.1,5,24.1,2,59,13,15,5.7,3,41,16,11,7.8,1,18,13
LA Tech,2016,13,3,45.1,56.3,63.0,51.8,40.7,35.5,7,522.4,562.3,473.0,539.0,511.3,474.3,70,30.4,25.0,35.0,27.5,32.3,27.8,57,405.9,301.3,310.0,364.3,433.7,384.3,5,0.8,0.7,0.0,0.3,1.2,1.6,91,1.3,1.3,1.0,1.8,1.0,1.6,27,12.1,24,97,24,57,--,20,94,60,89,-7.2,26,94,89
Washington,2016,13,3,45.1,41.0,44.0,41.5,50.5,29.1,21,490.3,506.3,539.0,436.7,570.8,391.3,12,19.4,23.7,18.0,15.7,25.0,20.3,16,343.1,335.7,245.0,301.5,405.5,363.5,12,1.0,1.7,2.0,1.2,0.8,1.8,8,2.2,2.3,2.0,2.3,2.0,2.2,11,19.9,1,48,5,24,--,2,58,26,33,3.3,8,103,31
Ohio State,2016,13,5,43.8,47.0,17.0,51.2,35.0,35.7,17,493.1,493.7,310.0,544.3,431.6,434.6,3,13.0,7.3,16.0,8.8,18.0,15.1,4,283.8,238.0,334.0,239.8,336.6,311.3,3,0.7,0.7,1.0,1.0,0.4,1.4,18,2.0,2.0,2.0,2.3,1.6,1.6,2,30.4,1,24,2,23,--,6,107,23,1,11.2,1,56,2
Wash State,2016,13,6,42.5,49.7,24.0,51.8,33.2,32.7,10,513.6,576.7,462.0,556.8,470.4,474.5,34,23.6,22.0,38.0,17.6,29.6,28.0,45,388.6,471.3,603.0,357.0,420.2,427.3,16,1.1,1.0,2.0,0.8,1.4,1.9,18,2.0,1.7,1.0,2.4,1.6,2.0,12,19.9,8,119,12,36,--,26,103,33,26,4.5,21,91,38
Michigan,2016,13,7,42.3,30.7,20.0,42.8,41.0,31.4,35,451.1,381.7,284.0,465.6,412.3,395.8,1,10.9,9.0,10.0,10.4,12.3,16.4,1,245.6,284.0,255.0,254.0,223.3,280.5,3,0.7,0.7,0.0,0.5,1.3,1.2,72,1.5,1.0,0.0,1.6,1.0,0.9,7,21.0,1,56,3,22,--,10,61,24,15,6.4,2,75,15
S Florida,2016,13,8,41.9,45.3,35.0,43.0,40.8,32.2,5,523.4,593.7,473.0,564.4,482.4,433.2,84,32.1,38.0,27.0,33.2,31.0,24.6,121,509.4,600.7,578.0,487.0,531.8,397.0,27,1.2,1.0,2.0,1.8,0.6,1.2,76,1.4,1.7,3.0,0.6,2.2,1.9,46,5.1,10,61,48,38,--,20,65,37,62,-0.6,45,100,60
W Kentucky,2016,13,9,41.8,48.7,45.0,45.8,37.8,44.3,12,507.3,571.0,543.0,564.2,450.4,526.9,44,26.0,10.3,7.0,19.4,32.6,25.9,40,381.7,248.3,232.0,310.0,453.4,405.3,55,1.5,1.0,0.0,1.2,1.8,1.2,76,1.4,2.3,2.0,1.8,1.0,2.2,19,16.1,2,91,19,47,--,6,77,46,72,-3.4,10,116,74
W Michigan,2016,13,10,41.2,42.3,38.0,44.3,39.2,34.7,14,499.4,530.3,626.0,541.8,471.2,479.3,8,17.4,13.7,0.0,23.0,13.7,29.0,24,356.7,352.7,268.0,395.8,330.7,417.6,1,0.5,0.7,1.0,0.8,0.3,1.3,18,2.0,1.7,1.0,2.3,1.8,1.4,25,13.7,8,92,22,26,--,24,117,28,86,-6.1,35,87,78
Alabama,2016,13,10,41.2,31.3,51.0,40.8,41.6,33.6,18,492.2,463.0,615.0,506.2,478.2,428.8,2,12.2,5.7,3.0,6.6,17.8,15.8,2,260.0,225.7,274.0,223.6,296.4,286.5,69,1.6,2.0,2.0,1.2,2.0,1.2,37,1.8,1.3,1.0,1.6,2.0,1.8,1,31.9,1,29,1,1,62.0,1,20,1,2,10.2,1,40,1
Pittsburgh,2016,13,12,40.4,42.3,56.0,42.8,38.0,26.8,39,446.5,447.3,461.0,458.0,435.0,370.8,104,35.9,35.7,14.0,30.6,41.2,25.2,97,458.4,477.3,268.0,389.0,527.8,359.5,16,1.1,1.3,1.0,1.2,1.0,1.1,76,1.4,1.7,2.0,1.4,1.4,1.3,22,15.4,18,85,35,43,--,36,100,40,16,6.4,15,102,19
Texas Tech,2016,13,13,40.1,30.3,10.0,45.4,34.8,43.9,4,537.5,435.3,306.0,600.4,474.6,576.8,128,47.0,52.0,66.0,44.6,49.4,43.5,128,564.8,623.7,608.0,606.0,523.6,540.3,69,1.6,2.0,3.0,1.4,1.8,1.8,126,0.6,1.0,0.0,0.8,0.4,1.8,77,-5.1,17,78,60,76,--,6,90,52,43,2.2,32,88,33
Tulsa,2016,13,14,39.9,40.0,35.0,45.8,36.0,37.2,8,517.4,555.3,474.0,564.0,486.3,507.4,83,32.0,28.7,20.0,25.3,36.5,39.8,72,428.7,432.0,321.0,391.3,453.7,537.3,69,1.6,0.7,1.0,0.8,2.2,1.5,55,1.6,0.7,2.0,1.0,2.0,1.8,17,16.9,10,90,21,44,--,3,98,50,56,0.8,26,101,62
Memphis,2016,13,15,39.1,42.3,34.0,45.2,33.0,38.3,32,458.1,471.0,331.0,494.4,421.8,484.4,48,26.3,21.0,7.0,29.0,23.6,29.0,84,443.5,410.3,244.0,482.8,404.2,430.9,55,1.5,0.7,1.0,1.2,1.8,1.2,2,2.5,2.0,3.0,2.8,2.2,1.6,45,5.6,10,93,58,42,--,39,116,44,64,-0.9,52,128,64
Toledo,2016,13,16,38.6,38.7,37.0,37.6,39.6,35.0,3,538.5,515.3,504.0,525.6,551.4,463.1,42,24.5,20.0,19.0,23.8,25.2,20.8,57,405.9,426.0,393.0,401.0,410.8,375.3,9,0.9,0.7,1.0,0.8,1.0,1.2,111,1.0,1.3,1.0,1.0,1.0,1.8,55,2.4,3,96,69,20,2.3,3,67,20,90,-7.7,57,125,94
Oklahoma St,2016,13,17,38.3,39.7,31.0,40.2,35.5,40.2,11,510.7,594.3,541.0,492.5,538.0,471.8,64,29.2,29.0,6.0,32.3,24.5,32.3,103,465.2,431.0,343.0,483.3,438.0,457.3,37,1.3,1.7,1.0,0.7,2.3,1.2,26,1.9,1.3,2.0,1.8,2.0,2.3,18,16.6,13,64,30,31,--,2,62,43,46,2.0,16,78,50
Wyoming,2016,13,18,37.8,50.7,34.0,38.2,37.4,19.5,41,444.8,500.0,487.0,470.8,418.8,363.5,100,34.8,43.3,33.0,29.8,39.8,34.9,111,475.2,485.3,389.0,417.8,532.6,421.6,83,1.7,2.0,1.0,0.8,2.6,1.9,26,1.9,1.3,1.0,2.0,1.8,0.9,60,1.8,32,105,57,74,--,26,106,76,77,-4.8,37,106,85
California,2016,13,19,37.2,26.3,31.0,37.6,36.8,35.0,9,514.7,456.7,483.0,470.0,552.0,518.2,127,45.5,55.7,45.0,45.2,45.8,32.1,127,541.8,637.7,555.0,543.8,540.2,466.8,46,1.4,1.3,0.0,0.8,1.8,1.7,72,1.5,0.7,0.0,0.8,2.0,1.8,86,-8.3,1,87,87,19,2.8,1,125,19,23,4.9,23,113,27
Houston,2016,13,20,37.0,32.3,36.0,35.4,38.6,39.5,44,437.5,349.0,362.0,421.8,453.2,474.8,28,22.3,17.3,10.0,19.4,25.2,20.5,11,327.2,282.7,312.0,328.4,326.0,386.8,93,1.8,2.0,0.0,1.8,1.8,1.0,47,1.7,2.7,3.0,2.0,1.4,2.6,41,6.4,5,74,74,4,28.5,2,45,4,47,1.9,8,66,66
San Diego St,2016,13,20,37.0,44.7,33.0,42.0,33.7,31.8,51,428.3,467.3,389.0,444.0,417.8,381.1,11,18.6,16.7,34.0,12.5,22.7,17.5,10,317.9,356.0,487.0,287.5,338.2,295.0,12,1.0,1.0,1.0,1.3,0.8,0.8,11,2.1,2.7,1.0,2.3,2.0,2.2,15,19.1,14,84,14,54,--,4,85,55,95,-8.6,47,106,104
Boise State,2016,13,20,37.0,46.3,42.0,32.5,42.4,38.0,22,487.1,500.0,380.0,452.7,528.4,493.9,27,22.3,24.0,25.0,24.0,20.2,21.9,39,381.2,385.3,302.0,395.0,364.6,320.0,36,1.3,0.3,1.0,1.7,0.8,1.8,125,0.6,1.0,0.0,0.3,1.0,2.5,47,4.9,8,81,52,30,--,13,121,32,71,-3.1,35,74,69
