,Rank,Team,Rating,Hi,Low,Last
0,1,Georgia,13.0,1,18,2
1,2,Alabama,12.4,1,15,1
2,3,Arkansas,11.1,3,77,7
3,4,Clemson,11.0,1,16,3
4,5,Texas,8.9,4,30,12
5,6,Mississippi,8.5,3,53,5
6,7,Penn State,8.4,4,25,21
7,8,Wisconsin,8.3,4,21,4
8,9,Oklahoma,7.7,4,35,15
9,10,Auburn,7.6,2,101,25
10,11,Notre Dame,7.4,8,46,8
11,12,Iowa,7.3,7,29,10
12,13,Florida,7.2,3,61,6
13,14,Michigan,7.2,4,67,17
14,15,Indiana,6.8,6,32,9
15,16,Nebraska,6.7,2,72,18
16,17,Miami (FL),6.1,1,26,11
17,18,Ohio State,5.8,1,20,13
18,19,Texas A&M,5.6,6,69,47
19,20,Cincinnati,4.8,11,91,14
20,21,Oregon,4.5,4,44,20
21,22,Stanford,4.3,16,73,23
22,23,W Virginia,4.0,4,39,16
23,24,Miss State,3.9,13,75,19
24,25,LSU,3.8,5,31,22
25,26,Kansas St,3.3,24,66,24
26,27,Louisville,3.3,17,51,27
27,28,Iowa State,3.1,7,87,32
28,29,Rutgers,3.0,25,94,30
29,30,Tennessee,2.9,14,124,26
30,31,Virginia,2.8,24,114,29
31,32,Michigan St,2.7,12,82,34
32,33,TX Christian,2.1,22,93,38
33,34,Florida St,1.9,19,71,58
34,35,Maryland,1.7,31,49,43
35,36,Minnesota,1.4,1,57,36
36,37,S Carolina,1.2,35,123,50
37,38,Pittsburgh,1.1,27,109,33
38,39,Oklahoma St,1.1,14,92,51
39,40,VA Tech,1.0,5,57,48
40,41,Illinois,0.9,3,87,40
41,42,NC State,0.8,19,114,42
42,43,Boise State,0.8,3,62,55
43,44,Tulane,0.8,5,66,46
44,45,Utah,0.7,19,115,68
45,46,UCLA,0.6,23,126,28
46,47,GA Tech,0.5,29,113,31
47,48,Purdue,0.5,5,79,35
48,49,Texas Tech,0.5,35,86,39
49,50,Washington,0.2,25,88,41
50,51,Navy,0.2,40,95,52
51,52,Baylor,0.1,24,119,67
52,53,Kentucky,-0.3,30,101,61
53,54,N Carolina,-0.4,3,56,45
54,55,Arizona St,-0.5,27,128,57
55,56,USC,-0.6,19,58,54
56,57,UAB,-0.7,36,126,56
57,58,Colorado,-0.7,38,118,53
58,59,Oregon St,-0.7,27,75,44
59,60,Wake Forest,-1.0,29,116,64
60,61,App State,-1.1,17,110,59
61,62,BYU,-1.4,46,73,72
62,63,E Carolina,-1.5,6,83,65
63,64,Central FL,-2.0,7,74,62
64,65,California,-2.0,13,66,66
65,66,Syracuse,-2.5,50,106,84
66,67,W Kentucky,-2.6,67,128,70
67,68,Nevada,-2.8,37,79,49
68,69,S Florida,-2.8,4,100,69
69,70,W Michigan,-2.9,16,93,37
70,71,Ball State,-3.1,69,118,83
71,72,Wash State,-3.3,52,115,79
72,73,Boston Col,-3.4,44,129,71
73,74,Liberty,-3.8,39,113,74
74,75,Missouri,-3.8,26,78,63
75,76,Tulsa,-3.9,37,116,78
76,77,Miami (OH),-4.1,9,101,75
77,78,Georgia State,-4.6,27,94,60
78,79,Buffalo,-4.7,55,125,73
79,80,Kent State,-5.1,10,109,77
80,81,LA Tech,-5.2,39,111,81
81,82,Middle Tenn,-5.2,74,127,90
82,83,Arizona,-5.3,42,103,93
83,84,Fla Atlantic,-5.3,15,101,88
84,85,Utah State,-5.5,62,121,86
85,86,Fresno St,-5.5,27,129,82
86,87,S Methodist,-5.6,63,119,85
87,88,N Illinois,-5.6,43,113,95
88,89,Houston,-5.9,33,109,92
89,90,Northwestern,-6.2,11,94,91
90,91,Marshall,-6.2,63,109,76
91,92,LA Lafayette,-6.6,9,92,87
92,93,Toledo,-6.8,41,116,89
93,94,Memphis,-8.0,51,108,96
94,95,UNLV,-8.2,94,127,97
95,96,Colorado St,-8.2,88,127,94
96,97,TX-San Ant,-8.3,53,100,99
97,98,Army,-8.3,63,103,103
98,99,Old Dominion,-8.6,10,122,107
99,100,North Texas,-9.0,97,128,106
100,101,GA Southern,-9.3,84,112,104
101,102,Hawaii,-10.0,1,116,101
102,103,Duke,-10.0,82,120,112
103,104,Wyoming,-10.4,70,125,125
104,105,Arkansas St,-10.4,88,120,113
105,106,Central Mich,-10.5,26,107,100
106,107,Air Force,-10.7,79,121,109
107,108,San Jose St,-10.8,63,128,102
108,109,Troy,-11.0,71,124,98
109,110,Temple,-11.3,44,123,117
110,111,Kansas,-11.6,78,125,114
111,112,Rice,-11.9,20,118,108
112,113,E Michigan,-11.9,84,122,118
113,114,San Diego St,-12.1,76,130,111
114,115,Vanderbilt,-12.7,88,123,120
115,116,Coastal Car,-12.8,33,124,110
116,117,Charlotte,-13.1,82,124,115
117,118,Ohio,-13.2,67,122,122
118,119,U Mass,-13.9,43,130,80
119,120,Texas State,-14.4,62,125,121
120,121,Bowling Grn,-14.7,65,128,105
121,122,S Mississippi,-15.4,77,125,116
122,123,LA Monroe,-15.4,29,128,119
123,124,New Mexico,-15.8,114,130,127
124,125,Florida Intl,-16.1,115,130,126
125,126,S Alabama,-16.4,89,129,123
126,127,Connecticut,-17.6,97,130,124
127,128,N Mex State,-17.7,94,130,128
128,129,Akron,-18.6,35,130,129
129,130,TX El Paso,-18.8,99,130,130
