,Rank,Team,2021,Last 3,Last 1,Home,Away,2020
0,1,Wisconsin,214.6,209.3,156.0,235.2,180.3,299.9
1,2,Georgia,227.4,305.3,355.0,222.3,232.5,321.0
2,3,Air Force,280.9,275.0,231.0,333.8,210.3,304.5
3,4,Oklahoma St,289.1,278.0,143.0,257.5,331.3,379.0
4,5,Colorado St,290.3,284.7,431.0,346.7,248.0,358.8
5,6,TX El Paso,290.4,270.7,280.0,282.7,296.3,418.7
6,7,Iowa State,294.3,388.7,492.0,269.0,313.3,341.6
7,8,Iowa,297.3,340.3,270.0,299.6,293.3,313.8
8,9,Cincinnati,301.9,294.7,280.0,269.3,326.3,325.1
9,10,Minnesota,303.3,295.7,242.0,334.6,251.0,415.4
10,11,Liberty,303.9,367.7,284.0,250.0,336.2,331.8
11,12,Michigan,310.3,353.0,395.0,289.2,345.3,434.3
12,13,Miss State,313.3,304.7,216.0,361.6,232.7,389.7
13,14,Houston,315.0,342.7,355.0,340.0,296.3,398.5
14,15,Purdue,315.6,340.3,399.0,321.8,309.5,401.3
15,16,San Diego St,316.1,363.0,485.0,344.8,278.0,283.9
16,17,Alabama,319.1,341.3,346.0,283.3,346.0,352.2
17,18,Wyoming,321.3,303.3,392.0,259.3,367.8,328.0
18,19,S Alabama,324.4,337.3,224.0,249.8,424.0,436.6
19,20,Texas A&M,329.9,345.0,185.0,320.6,345.3,317.3
20,21,Troy,331.9,393.7,510.0,320.0,336.6,403.3
21,22,Army,332.6,405.7,638.0,393.0,252.0,275.2
22,23,Toledo,334.6,375.3,398.0,371.7,306.8,362.2
23,24,Kentucky,335.1,420.7,438.0,319.0,356.7,380.7
24,25,LA Lafayette,338.4,281.3,220.0,227.0,422.0,355.4
25,26,Washington,338.9,323.3,261.0,384.7,304.5,346.3
26,27,Clemson,340.0,353.7,241.0,306.0,365.5,341.8
27,28,Florida,340.4,365.0,354.0,348.5,332.3,428.0
28,29,Syracuse,341.8,340.0,251.0,314.6,387.0,463.9
29,30,Coastal Car,346.4,412.3,389.0,292.3,418.7,351.9
30,31,NC State,346.7,381.7,434.0,350.0,342.3,415.7
31,32,Navy,347.9,326.7,294.0,338.0,364.3,385.5
