,Rank,Team,2021,Last 3,Last 1,Home,Away,2020
0,1,Georgia,209.1,241.0,243.0,222.3,191.7,321.0
1,2,Wisconsin,223.0,188.3,206.0,255.0,180.3,299.9
2,3,Iowa State,261.3,325.3,332.0,269.0,253.7,341.6
3,4,Colorado St,266.8,230.0,344.0,304.5,248.0,358.8
4,5,Air Force,280.9,275.0,231.0,333.8,210.3,304.5
5,6,San Diego St,288.0,265.7,259.0,298.0,278.0,283.9
6,7,TX El Paso,292.2,271.3,278.0,282.7,301.7,418.7
7,8,Michigan,298.1,291.3,233.0,289.2,320.5,434.3
8,9,Iowa,301.1,340.7,464.0,299.6,305.0,313.8
9,10,Troy,302.2,342.7,370.0,320.0,293.3,403.3
10,11,Purdue,303.7,307.3,349.0,321.8,279.7,401.3
11,12,Cincinnati,305.5,279.3,308.0,269.3,341.7,325.1
12,13,Liberty,306.7,361.3,454.0,233.0,336.2,331.8
13,14,Houston,308.3,320.7,365.0,332.5,296.3,398.5
14,15,Wyoming,309.5,279.7,259.0,259.3,359.7,328.0
15,16,Minnesota,312.0,364.3,268.0,334.6,255.5,415.4
16,17,Oklahoma St,313.5,323.7,374.0,295.7,331.3,379.0
17,18,Kentucky,318.0,402.0,416.0,319.0,316.0,380.7
18,19,Alabama,319.1,341.3,346.0,283.3,346.0,352.2
19,20,Miss State,327.1,331.7,155.0,398.0,232.7,389.7
20,21,Texas A&M,329.9,345.0,185.0,320.6,345.3,317.3
21,22,Penn State,331.2,321.3,395.0,330.8,332.0,329.0
22,23,NC State,332.2,397.0,420.0,322.0,342.3,415.7
23,24,Army,332.6,405.7,638.0,393.0,252.0,275.2
24,25,Toledo,334.6,375.3,398.0,371.7,306.8,362.2
25,26,Florida,338.4,321.7,454.0,348.5,325.0,428.0
26,27,Coastal Car,339.3,350.3,575.0,260.0,418.7,351.9
27,28,Arizona St,340.5,425.7,455.0,258.0,423.0,435.8
28,29,S Alabama,341.2,396.0,555.0,258.3,424.0,436.6
29,30,Pittsburgh,345.2,323.7,315.0,347.0,343.3,359.8
30,31,Baylor,345.8,390.7,409.0,416.7,275.0,383.4
31,32,Fresno St,347.9,380.7,523.0,354.3,343.0,430.0
32,33,UAB,348.9,248.0,346.0,393.7,315.3,313.4
33,34,California,349.0,296.7,104.0,269.7,428.3,367.5
34,35,Ohio State,350.3,269.7,128.0,392.5,294.0,401.9
35,35,Arkansas,350.3,461.0,427.0,306.0,409.3,451.7
36,37,Washington,351.8,333.0,280.0,384.7,319.0,346.3
37,38,Syracuse,354.7,398.3,437.0,330.5,387.0,463.9
38,39,Navy,355.6,363.3,271.0,338.0,399.5,385.5
39,40,Nebraska,356.4,382.7,396.0,370.3,346.0,386.5
40,41,Clemson,356.5,396.0,464.0,338.5,365.5,341.8
41,42,LA Lafayette,358.2,337.0,413.0,230.5,422.0,355.4
42,43,W Michigan,358.4,355.7,330.0,285.3,413.3,399.7
43,44,Kansas St,362.2,376.0,318.0,380.3,344.0,444.7
44,45,San Jose St,363.1,341.3,335.0,313.0,383.2,349.3
45,45,TX-San Ant,363.1,391.0,401.0,217.3,472.5,387.2
46,47,Miami (OH),369.3,314.0,329.0,393.0,359.8,393.0
47,48,Notre Dame,369.7,377.0,424.0,377.8,359.0,344.1
48,49,Boston Col,371.3,419.0,438.0,386.0,364.0,416.8
49,50,New Mexico,371.7,347.7,255.0,412.7,341.0,447.3
50,51,Auburn,371.8,416.7,460.0,342.7,401.0,406.0
51,52,S Carolina,376.9,420.3,477.0,311.7,425.8,451.5
52,53,N Carolina,379.0,372.7,421.0,392.6,345.0,414.4
53,54,Indiana,379.5,396.0,539.0,369.3,389.7,378.1
54,55,Utah,380.8,448.7,468.0,351.5,395.5,365.0
55,56,USC,382.3,370.3,383.0,443.0,301.3,369.7
56,57,Bowling Grn,382.4,399.3,455.0,403.7,366.5,475.8
57,58,Arizona,382.7,360.3,305.0,390.0,375.3,473.0
58,59,BYU,385.5,398.7,350.0,359.5,411.5,315.4
59,60,Old Dominion,385.7,413.7,518.0,407.5,374.8,--
60,61,Texas Tech,386.9,382.7,377.0,373.7,396.8,427.7
61,62,Central FL,387.2,377.7,297.0,313.3,461.0,491.8
62,63,Wash State,387.7,400.3,385.0,417.8,312.5,461.8
63,64,S Mississippi,387.8,372.3,388.0,365.3,410.3,426.9
64,65,Ball State,388.4,375.0,364.0,362.3,408.0,434.4
65,66,App State,389.0,393.7,346.0,371.5,397.8,331.6
66,67,UCLA,389.4,357.0,417.0,420.2,338.0,409.9
67,68,Rutgers,389.5,514.3,402.0,467.3,311.7,451.9
68,69,Fla Atlantic,395.2,348.3,351.0,322.5,431.5,342.8
69,70,Florida St,395.3,354.0,241.0,364.0,458.0,475.0
70,71,Colorado,396.7,404.0,438.0,405.0,388.3,421.2
71,72,W Virginia,399.8,421.3,393.0,336.0,431.8,300.9
72,73,Illinois,403.3,327.0,227.0,424.8,367.3,467.8
73,74,VA Tech,404.0,451.7,550.0,411.6,366.0,447.5
74,75,S Methodist,406.7,335.0,428.0,423.3,390.0,445.1
75,76,Boise State,407.4,390.7,366.0,355.8,476.3,373.3
76,77,E Michigan,407.7,397.3,374.0,372.3,434.3,494.3
77,78,Stanford,408.6,414.3,389.0,440.5,395.8,438.7
78,79,E Carolina,410.8,339.7,256.0,359.0,436.8,447.3
79,80,Tulsa,411.2,429.0,268.0,459.3,363.0,333.9
80,81,Temple,412.7,509.3,526.0,340.5,448.8,433.0
81,82,Georgia State,413.9,413.0,378.0,378.0,461.7,411.1
82,83,Nevada,414.0,435.3,461.0,422.5,409.8,377.8
83,84,Oklahoma,414.9,485.7,412.0,389.0,449.3,372.4
84,85,Texas State,418.0,406.7,503.0,368.7,467.3,496.8
85,86,Oregon,421.3,369.3,352.0,403.3,439.3,405.9
86,87,North Texas,421.7,433.7,350.0,411.3,432.0,517.6
87,88,Miami (FL),422.2,417.3,421.0,412.5,441.5,408.4
88,89,Michigan St,423.2,419.7,322.0,500.0,384.8,397.4
89,90,Tennessee,424.4,484.7,574.0,374.0,491.7,407.4
90,91,Oregon St,425.0,421.3,455.0,409.0,441.0,441.4
