,Rank,Team,2021,Last 3,Last 1,Home,Away,2020
0,1,W Michigan,0.0,0.0,0.0,0.0,0.0,1.0
1,1,Michigan,0.0,0.0,0.0,0.0,--,1.0
2,3,Army,0.3,0.3,0.0,0.3,0.0,1.3
3,4,Oregon,0.3,0.3,0.0,0.5,0.0,2.3
4,4,LA Lafayette,0.3,0.3,0.0,1.0,0.0,1.2
5,4,Rutgers,0.3,0.3,1.0,0.0,0.5,1.6
6,4,Buffalo,0.3,0.3,0.0,0.0,0.5,0.9
7,4,Penn State,0.3,0.3,1.0,0.5,0.0,1.9
8,4,GA Tech,0.3,0.3,0.0,1.0,0.0,2.5
9,10,BYU,0.5,0.7,0.0,0.7,0.0,0.8
10,10,Stanford,0.5,0.0,0.0,0.0,0.7,0.8
11,10,LA Monroe,0.5,0.5,1.0,1.0,0.0,1.9
12,10,Arkansas,0.5,0.3,0.0,0.7,0.0,1.3
13,10,W Kentucky,0.5,0.5,0.0,0.0,1.0,1.2
14,10,Mississippi,0.5,0.5,1.0,1.0,0.0,1.8
15,16,Michigan St,0.7,0.7,1.0,1.0,0.5,2.9
16,16,Air Force,0.7,0.7,0.0,1.0,0.0,1.3
17,16,UNLV,0.7,0.7,1.0,1.0,0.5,1.5
18,16,Oklahoma St,0.7,0.7,0.0,0.5,1.0,1.5
19,16,Alabama,0.7,0.7,1.0,1.0,0.5,0.9
20,16,Auburn,0.7,0.7,1.0,0.5,1.0,0.8
21,16,Liberty,0.7,0.7,1.0,1.0,0.5,1.4
22,16,VA Tech,0.7,0.7,0.0,1.0,0.0,1.3
23,16,Coastal Car,0.7,0.7,0.0,0.5,1.0,1.1
24,16,E Michigan,0.7,0.7,0.0,0.0,1.0,2.0
25,16,Charlotte,0.7,0.7,1.0,0.5,1.0,1.0
26,27,UCLA,0.8,1.0,0.0,1.0,0.0,1.9
27,27,Texas,0.8,1.0,1.0,0.7,1.0,0.9
28,29,New Mexico,1.0,1.0,2.0,0.0,1.5,1.3
