,Rank,Team,2021,Last 3,Last 1,Home,Away,2020
0,1,Ohio State,559.3,559.3,539.0,585.0,525.0,519.4
1,2,Virginia,538.7,562.0,636.0,556.5,515.0,412.8
2,3,W Kentucky,535.5,572.7,530.0,564.0,521.3,294.5
3,4,S Methodist,531.5,493.0,612.0,537.0,526.0,501.4
4,5,Mississippi,526.3,530.3,470.0,596.0,456.7,555.9
5,6,Coastal Car,508.5,529.3,346.0,525.3,491.7,448.4
6,7,Alabama,504.0,546.3,574.0,543.7,474.3,541.8
7,8,Florida,501.9,449.7,488.0,494.3,512.0,509.8
8,9,Pittsburgh,489.8,485.0,464.0,517.0,462.7,372.0
9,10,Duke,481.3,376.0,325.0,556.3,406.3,379.7
10,11,Wake Forest,479.0,521.7,638.0,445.7,512.3,428.3
11,12,Marshall,478.0,453.3,477.0,518.5,457.8,365.1
12,13,N Carolina,471.3,423.3,382.0,515.2,361.5,537.0
13,14,Tennessee,462.3,428.3,346.0,446.0,484.0,346.2
14,15,Arkansas,460.4,432.7,460.0,484.3,428.7,391.5
15,16,Tulsa,458.5,413.3,535.0,456.0,461.0,414.1
16,17,Texas,456.9,416.0,317.0,502.8,395.7,475.4
17,18,Nebraska,456.7,488.3,377.0,534.7,398.3,391.5
18,19,TX Christian,453.7,473.3,393.0,423.8,513.5,412.4
19,20,Fresno St,452.7,408.3,461.0,487.7,426.5,479.3
20,21,Louisville,452.3,487.7,438.0,480.7,424.0,444.2
21,22,Texas Tech,448.9,438.7,318.0,486.7,420.5,408.6
22,23,Oklahoma,447.7,528.3,398.0,420.5,484.0,483.4
23,24,Oregon St,446.8,408.3,468.0,438.7,455.0,408.9
24,25,Memphis,445.6,442.0,297.0,356.0,512.8,441.8
25,26,USC,444.7,470.3,424.0,437.0,455.0,416.7
26,27,Iowa State,444.5,452.0,374.0,425.7,463.3,436.3
27,28,App State,444.2,429.3,575.0,570.5,381.0,445.2
28,29,TX-San Ant,443.3,457.7,406.0,412.3,466.5,407.8
29,30,Michigan,442.9,427.0,457.0,455.2,412.0,381.3
30,31,Central Mich,440.1,431.0,500.0,477.0,412.5,420.5
31,32,Utah State,438.7,373.3,344.0,374.3,503.0,275.8
32,33,Nevada,438.2,510.7,523.0,504.5,405.0,441.4
33,34,Arizona St,437.0,430.7,385.0,448.0,426.0,458.5
34,35,W Michigan,436.1,474.0,398.0,457.0,420.5,479.7
35,36,Auburn,433.2,399.3,427.0,450.0,416.3,382.8
36,37,Baylor,431.5,446.3,534.0,448.0,415.0,310.2
37,38,Georgia,430.6,397.7,416.0,447.8,407.7,424.1
38,39,LA Lafayette,430.3,428.0,546.0,508.5,391.3,421.8
39,40,Michigan St,429.8,453.3,241.0,386.5,451.5,330.6
