,Rank,Team,2021,Last 3,Last 1,Home,Away,2020
0,1,Ohio State,48.5,59.0,66.0,48.5,48.5,41.0
1,2,Coastal Car,48.2,54.7,52.0,53.7,40.0,36.6
2,3,Pittsburgh,46.3,44.7,52.0,46.0,46.5,26.4
3,4,Texas,44.5,50.0,48.0,55.3,33.7,42.7
4,5,Mississippi,44.3,44.7,52.0,56.5,32.0,39.2
5,6,Alabama,43.6,47.7,38.0,52.5,37.7,48.5
6,7,Cincinnati,40.8,38.0,52.0,50.5,31.0,35.6
7,8,Georgia,39.8,44.3,34.0,44.3,35.3,32.3
8,9,Tennessee,38.6,40.3,45.0,39.0,38.0,21.5
9,10,Michigan,38.5,30.0,32.0,40.3,35.0,28.3
10,11,Iowa State,38.3,45.3,59.0,38.0,38.5,32.9
11,12,Wake Forest,38.2,38.0,40.0,38.0,38.5,32.3
12,13,S Methodist,37.6,38.0,31.0,38.0,37.3,37.3
13,14,TX Christian,36.8,37.7,52.0,31.7,52.0,30.8
14,15,Texas Tech,36.2,29.7,31.0,42.5,32.0,28.4
15,16,W Kentucky,35.8,36.0,46.0,38.5,33.0,19.5
16,17,Houston,35.6,37.7,40.0,28.0,37.5,30.0
17,17,Michigan St,35.6,34.0,31.0,35.5,35.7,18.0
18,19,N Carolina,35.5,28.3,25.0,45.3,16.0,41.0
19,20,UCLA,35.2,30.7,34.0,35.5,34.5,35.4
20,21,Memphis,34.8,29.3,29.0,29.5,38.3,28.5
21,22,Army,34.4,30.3,16.0,37.7,29.5,22.6
22,23,TX-San Ant,34.2,35.7,52.0,25.5,40.0,28.6
23,23,Oklahoma,34.2,36.0,55.0,26.3,46.0,42.5
24,23,Fresno St,34.2,34.0,24.0,41.5,29.3,32.8
25,26,Nevada,33.8,37.7,55.0,55.0,26.7,30.8
26,27,Missouri,33.6,35.3,48.0,35.3,31.0,26.7
27,28,Wyoming,33.3,27.7,14.0,45.0,29.3,26.5
28,29,Florida,33.2,31.0,42.0,36.0,27.5,39.8
29,30,Marshall,33.0,26.0,20.0,29.0,35.7,25.1
30,30,App State,33.0,33.0,45.0,31.0,33.7,32.2
31,32,Louisville,32.8,32.7,33.0,37.5,29.7,29.5
32,32,Liberty,32.8,32.7,41.0,43.0,26.0,37.1
33,32,Baylor,32.8,30.0,45.0,38.0,29.3,23.3
34,35,Oregon,32.8,33.3,24.0,36.0,29.5,31.3
35,36,San Diego St,32.5,34.0,31.0,30.7,38.0,24.6
36,37,Virginia,32.4,27.0,34.0,29.5,34.3,28.0
37,37,Oregon St,32.4,32.0,24.0,36.0,30.0,28.9
38,39,Arkansas,32.3,23.7,51.0,41.0,23.7,25.7
39,40,Air Force,32.2,31.0,24.0,33.3,30.5,24.3
40,41,USC,32.2,30.0,26.0,27.8,41.0,33.3
41,42,Arizona St,31.8,35.0,28.0,33.3,29.5,40.3
42,43,Boston Col,31.8,27.3,13.0,41.0,28.7,27.8
43,44,Kentucky,31.6,26.0,42.0,35.5,16.0,21.8
44,45,Boise State,31.5,28.0,26.0,35.0,28.0,33.9
45,45,Iowa,31.5,32.7,23.0,27.8,39.0,31.8
46,47,Notre Dame,31.0,28.7,32.0,24.0,38.0,33.4
47,48,LA Tech,30.5,29.3,27.0,30.5,30.5,22.3
48,49,Central FL,30.3,28.3,20.0,28.0,32.5,42.2
49,50,Auburn,29.6,22.7,10.0,34.7,22.0,25.1
50,51,Washington,29.3,35.7,24.0,41.5,17.0,30.3
51,52,E Carolina,29.2,36.7,16.0,34.5,25.7,30.2
52,53,NC State,29.0,23.7,34.0,35.3,10.0,30.3
53,54,LSU,28.8,22.7,21.0,34.0,25.3,32.0
54,54,Duke,28.8,28.7,27.0,36.3,17.5,24.8
55,56,LA Lafayette,28.8,32.3,20.0,49.0,22.0,33.6
56,57,Florida St,28.6,30.3,35.0,31.3,24.5,23.9
57,58,Utah,28.5,32.3,42.0,24.0,30.0,30.2
58,58,Nebraska,28.5,35.0,29.0,37.7,19.3,23.1
59,60,Kansas St,28.3,29.7,31.0,34.5,22.0,26.6
60,61,Charlotte,28.2,33.7,45.0,36.5,22.7,27.0
61,61,E Michigan,28.2,30.7,13.0,36.0,23.0,33.2
62,63,Arkansas St,28.0,29.0,20.0,35.0,23.3,31.2
63,64,Miss State,27.8,26.7,26.0,28.0,27.5,21.4
64,65,BYU,27.2,28.7,17.0,26.3,29.0,41.5
65,66,Penn State,26.4,24.0,20.0,32.0,18.0,29.8
66,67,Texas A&M,26.3,24.3,41.0,34.5,10.0,32.6
67,68,Fla Atlantic,26.2,26.3,14.0,48.0,11.7,18.9
68,69,Oklahoma St,26.0,25.3,24.0,27.7,21.0,30.2
69,70,Stanford,25.8,21.7,10.0,27.5,25.0,29.3
70,71,Tulsa,25.8,28.7,35.0,28.7,21.5,27.1
71,72,Tulane,25.6,24.0,22.0,21.5,28.3,34.7
72,73,VA Tech,25.5,28.3,29.0,27.0,21.0,31.1
73,73,S Alabama,25.5,23.7,31.0,24.5,26.5,19.9
74,75,Syracuse,25.4,30.3,37.0,22.7,29.5,17.8
75,76,GA Tech,25.2,32.3,31.0,21.0,28.0,23.9
76,77,W Michigan,25.0,22.3,20.0,21.5,27.3,41.7
77,78,N Illinois,24.8,19.7,22.0,35.0,18.0,24.8
78,79,Central Mich,24.6,26.0,30.0,31.0,23.0,31.3
79,80,Utah State,24.5,24.0,20.0,11.5,37.5,15.5
80,81,Minnesota,24.4,20.0,20.0,24.0,25.0,27.3
81,81,Toledo,24.4,29.0,20.0,13.0,32.0,35.0
82,83,Texas State,24.3,25.7,33.0,26.5,22.0,27.7
83,84,Florida Intl,23.8,27.0,33.0,25.0,23.0,25.5
84,84,GA Southern,23.8,34.3,24.0,39.5,13.3,27.3
85,86,Georgia State,23.7,31.7,55.0,15.3,32.0,33.3
86,87,Maryland,23.6,22.7,17.0,27.0,18.5,23.6
87,87,Purdue,23.6,13.0,13.0,18.7,31.0,27.2
88,87,Hawaii,23.6,27.0,27.0,20.0,26.0,26.2
89,87,Buffalo,23.6,30.0,38.0,21.0,25.3,43.4
90,87,UAB,23.6,23.7,31.0,21.5,25.0,26.4
91,92,Rutgers,23.4,13.0,13.0,29.0,15.0,26.7
92,92,TX El Paso,23.4,24.7,26.0,24.0,23.0,23.8
93,94,Middle Tenn,22.6,28.7,13.0,34.0,19.8,22.9
94,95,Colorado St,22.3,22.7,32.0,26.5,18.0,22.3
95,96,Ball State,22.0,28.3,45.0,20.0,23.3,34.3
96,97,Kent State,21.6,30.3,48.0,37.5,11.0,49.8
97,98,Northwestern,21.5,21.7,7.0,28.0,15.0,24.7
98,99,W Virginia,20.8,17.7,20.0,23.5,19.0,23.2
99,100,Miami (FL),20.8,23.3,28.0,23.3,13.0,34.0
100,101,Wash State,20.4,21.7,31.0,22.7,17.0,27.0
101,102,Temple,19.8,13.3,3.0,18.5,20.7,19.9
102,103,California,19.8,20.7,6.0,11.5,28.0,20.3
