,Rank,Team,2021,Last 3,Last 1,Home,Away,2020
0,1,Ohio State,48.5,59.0,66.0,48.5,48.5,41.0
1,2,Coastal Car,48.2,54.7,52.0,53.7,40.0,36.6
2,3,Alabama,44.5,43.0,49.0,52.5,40.5,48.5
3,4,Cincinnati,43.8,44.0,56.0,52.3,31.0,35.6
4,5,Pittsburgh,42.6,40.3,28.0,46.0,40.3,26.4
5,6,Mississippi,41.6,34.7,31.0,56.5,31.7,39.2
6,7,Texas,41.6,34.7,24.0,47.5,33.7,42.7
7,8,Michigan,38.5,30.0,32.0,40.3,35.0,28.3
8,9,Georgia,38.4,33.7,30.0,40.8,35.3,32.3
9,10,Wake Forest,38.2,38.0,40.0,38.0,38.5,32.3
10,11,S Methodist,37.6,38.0,31.0,38.0,37.3,37.3
11,12,Iowa State,37.2,40.3,33.0,38.0,36.7,32.9
12,12,W Kentucky,37.2,40.0,43.0,38.5,36.3,19.5
13,14,Oklahoma,37.2,48.0,52.0,32.8,46.0,42.5
14,15,Texas Tech,37.0,31.7,41.0,42.5,34.3,28.4
15,16,N Carolina,36.9,36.0,45.0,45.2,16.0,41.0
16,17,Tennessee,36.5,44.3,26.0,35.8,38.0,21.5
17,18,TX-San Ant,36.0,40.3,45.0,32.0,40.0,28.6
18,19,Marshall,35.7,32.3,49.0,29.0,39.0,25.1
19,20,TX Christian,35.6,36.7,31.0,31.7,41.5,30.8
20,20,Houston,35.6,37.7,40.0,28.0,37.5,30.0
21,22,Virginia,35.0,37.3,48.0,35.7,34.3,28.0
22,23,Memphis,34.8,31.7,35.0,31.3,38.3,28.5
23,24,Florida,34.4,32.3,42.0,36.0,32.3,39.8
24,25,Nevada,33.8,43.3,34.0,44.5,26.7,30.8
25,26,Baylor,33.7,32.3,38.0,38.0,29.3,23.3
26,27,UCLA,33.6,27.0,24.0,35.5,31.0,35.4
27,28,Michigan St,33.0,33.0,20.0,35.5,31.8,18.0
28,29,Louisville,32.8,32.7,33.0,37.5,29.7,29.5
29,30,Oregon St,32.4,32.0,24.0,36.0,30.0,28.9
30,31,LSU,32.2,29.7,49.0,39.0,25.3,32.0
31,31,USC,32.2,30.0,26.0,27.8,41.0,33.3
32,33,Liberty,32.0,35.0,28.0,43.0,26.5,37.1
33,34,W Michigan,31.5,36.0,64.0,35.7,27.3,41.7
34,35,Fresno St,31.3,26.3,17.0,41.5,26.3,32.8
35,36,LA Lafayette,31.2,29.7,41.0,45.0,22.0,33.6
36,37,Auburn,31.0,24.0,38.0,34.7,27.3,25.1
37,37,Notre Dame,31.0,28.7,32.0,24.0,38.0,33.4
38,37,Oregon,31.0,29.7,24.0,32.0,29.5,31.3
39,37,Army,31.0,17.7,14.0,37.7,24.3,22.6
40,37,Arkansas,31.0,24.7,23.0,36.5,23.7,25.7
41,42,Air Force,30.8,28.7,24.0,33.3,28.3,24.3
42,43,Missouri,30.3,28.7,14.0,30.0,31.0,26.7
43,44,Arizona St,30.0,30.3,21.0,33.3,26.7,40.3
44,45,NC State,29.8,31.3,33.0,35.3,21.5,30.3
45,45,San Diego St,29.8,27.7,19.0,30.7,28.5,24.6
46,45,Utah,29.8,33.7,35.0,29.5,30.0,30.2
47,48,Boise State,29.4,24.7,17.0,30.5,28.0,33.9
48,49,E Carolina,29.2,36.7,16.0,34.5,25.7,30.2
49,50,App State,29.0,29.7,13.0,31.0,28.5,32.2
50,51,E Michigan,28.7,21.3,31.0,34.3,23.0,33.2
51,52,S Alabama,28.6,30.0,41.0,30.0,26.5,19.9
52,52,Florida St,28.6,30.3,35.0,31.3,24.5,23.9
53,54,Kentucky,28.5,25.0,13.0,35.5,14.5,21.8
54,55,Central FL,28.4,23.7,21.0,28.0,28.7,42.2
55,56,Charlotte,28.2,33.7,45.0,36.5,22.7,27.0
56,57,Arkansas St,28.0,29.0,20.0,35.0,23.3,31.2
57,57,Iowa,28.0,27.0,7.0,23.6,39.0,31.8
58,59,Nebraska,27.7,36.0,23.0,37.7,20.3,23.1
59,60,Texas A&M,27.6,32.7,35.0,34.5,18.3,32.6
60,61,Oklahoma St,27.2,29.0,32.0,27.7,26.5,30.2
61,62,Tulsa,26.8,25.7,32.0,28.7,25.0,27.1
62,63,Boston Col,26.8,20.3,7.0,24.0,28.7,27.8
63,63,Washington,26.8,24.0,17.0,33.3,17.0,30.3
64,65,BYU,26.7,25.0,24.0,26.3,27.3,41.5
65,66,Kansas St,26.6,23.7,20.0,29.7,22.0,26.6
66,66,Wyoming,26.6,12.7,0.0,22.5,29.3,26.5
67,68,Stanford,26.6,24.0,31.0,27.5,26.2,29.3
68,69,Penn State,26.4,24.0,20.0,32.0,18.0,29.8
69,70,N Illinois,26.3,27.7,34.0,34.7,18.0,24.8
70,71,Fla Atlantic,26.2,26.3,14.0,48.0,11.7,18.9
71,72,Tulane,25.6,24.0,22.0,21.5,28.3,34.7
72,73,Minnesota,25.3,20.0,30.0,25.5,25.0,27.3
73,73,UAB,25.3,25.7,34.0,21.5,27.3,26.4
74,75,Utah State,25.2,17.0,28.0,11.5,34.3,15.5
75,75,GA Tech,25.2,32.3,31.0,21.0,28.0,23.9
76,77,Texas State,25.0,27.3,28.0,27.0,22.0,27.7
77,77,LA Tech,25.0,18.0,3.0,30.5,21.3,22.3
78,77,Miami (FL),25.0,29.0,42.0,23.3,27.5,34.0
79,77,Colorado St,25.0,27.3,36.0,26.5,24.0,22.3
80,81,Central Mich,24.8,24.3,26.0,28.5,23.0,31.3
81,82,Miss State,24.7,20.0,9.0,23.3,27.5,21.4
82,82,Ball State,24.7,37.0,38.0,20.0,27.0,34.3
83,84,Buffalo,24.2,27.3,27.0,23.0,25.3,43.4
84,84,Toledo,24.2,29.3,23.0,13.0,29.8,35.0
85,86,Duke,24.0,11.3,0.0,36.3,11.7,24.8
86,87,Florida Intl,23.8,27.0,33.0,25.0,23.0,25.5
87,88,Purdue,23.7,16.7,24.0,18.7,28.7,27.2
88,88,Georgia State,23.7,31.7,55.0,15.3,32.0,33.3
89,90,Maryland,23.6,22.7,17.0,27.0,18.5,23.6
90,91,Syracuse,23.5,27.0,14.0,20.5,29.5,17.8
91,92,Kent State,23.2,35.3,31.0,37.5,16.0,49.8
92,93,Wash State,22.7,28.7,34.0,25.5,17.0,27.0
93,93,TX El Paso,22.7,24.3,19.0,22.3,23.0,23.8
94,95,Middle Tenn,22.6,28.7,13.0,34.0,19.8,22.9
95,96,Hawaii,22.5,28.3,17.0,20.0,23.8,26.2
96,97,GA Southern,22.2,32.3,14.0,39.5,13.5,27.3
97,98,VA Tech,21.8,19.0,7.0,22.0,21.0,31.1
98,99,Northwestern,21.4,21.0,21.0,25.7,15.0,24.7
99,100,W Virginia,20.8,17.7,20.0,23.5,19.0,23.2
100,101,Miami (OH),20.7,24.7,34.0,31.0,15.5,28.7
101,101,Rutgers,20.7,11.0,7.0,29.0,12.3,26.7
