,Rank,Team,2021,Last 3,Last 1,Home,Away,2020
0,1,Georgia,209.1,241.0,243.0,222.3,191.7,321.0
1,2,Wisconsin,225.8,241.3,266.0,255.0,167.5,299.9
2,3,Iowa State,247.2,309.7,342.0,237.5,253.7,341.6
3,4,Colorado St,251.4,208.0,79.0,304.5,216.0,358.8
4,5,Army,281.7,270.3,310.0,311.3,252.0,275.2
5,6,Liberty,282.2,318.3,365.0,233.0,306.8,331.8
6,7,Air Force,289.2,273.3,337.0,368.0,210.3,304.5
7,8,TX El Paso,292.2,271.3,278.0,282.7,301.7,418.7
8,9,Coastal Car,292.2,213.7,273.0,260.0,340.5,351.9
9,10,San Diego St,293.8,288.3,345.0,298.0,287.5,283.9
10,11,Purdue,296.2,282.7,273.0,312.7,279.7,401.3
11,12,Houston,297.0,299.0,308.0,300.0,296.3,398.5
12,13,S Alabama,298.4,305.3,233.0,258.3,358.5,436.6
13,14,Iowa,301.1,340.7,464.0,299.6,305.0,313.8
14,15,Oklahoma St,301.4,285.7,317.0,295.7,310.0,379.0
15,16,Troy,302.2,342.7,370.0,320.0,293.3,403.3
16,17,Cincinnati,305.0,290.3,296.0,269.3,358.5,325.1
17,18,Michigan,309.0,331.0,431.0,303.3,320.5,434.3
18,19,NC State,314.6,328.7,291.0,322.0,303.5,415.7
19,20,Alabama,314.7,323.0,299.0,252.0,346.0,352.2
20,21,Kentucky,318.0,402.0,416.0,319.0,316.0,380.7
21,22,Penn State,318.4,312.7,305.0,309.3,332.0,329.0
22,23,Fresno St,318.7,350.7,271.0,270.0,343.0,430.0
23,24,Minnesota,319.3,339.0,377.0,351.3,255.5,415.4
24,25,Wyoming,319.6,287.0,259.0,259.5,359.7,328.0
25,26,Toledo,324.0,287.3,332.0,358.5,306.8,362.2
26,27,Clemson,335.0,370.0,356.0,338.5,332.7,341.8
27,28,Florida,338.4,321.7,454.0,348.5,325.0,428.0
28,29,Arizona St,340.5,425.7,455.0,258.0,423.0,435.8
29,30,Syracuse,341.0,378.7,332.0,330.5,362.0,463.9
30,31,Baylor,345.8,390.7,409.0,416.7,275.0,383.4
31,32,LA Lafayette,347.2,350.3,211.0,230.5,425.0,355.4
32,33,Indiana,347.6,369.0,241.0,284.5,389.7,378.1
33,34,UAB,349.3,314.0,107.0,417.5,315.3,313.4
34,35,Arkansas,350.3,461.0,427.0,306.0,409.3,451.7
35,36,Texas A&M,350.6,429.3,328.0,354.5,345.3,317.3
36,37,Pittsburgh,351.2,391.0,224.0,363.0,343.3,359.8
37,38,Miss State,355.8,394.3,543.0,398.0,271.5,389.7
38,39,Nebraska,356.4,382.7,396.0,370.3,346.0,386.5
39,40,TX-San Ant,356.8,374.3,102.0,217.3,496.3,387.2
40,41,Boston Col,358.0,403.3,381.0,386.0,339.3,416.8
41,42,S Carolina,360.2,358.3,312.0,311.7,408.7,451.5
42,43,Notre Dame,360.7,340.3,321.0,362.3,359.0,344.1
43,44,W Michigan,363.2,339.7,362.0,285.3,441.0,399.7
44,45,Utah,363.4,398.7,385.0,351.5,371.3,365.0
45,46,Washington,366.2,392.0,429.0,384.7,338.5,346.3
46,47,San Jose St,367.8,358.3,240.0,313.0,395.3,349.3
47,48,Navy,369.7,381.7,415.0,354.8,399.5,385.5
48,49,Bowling Grn,370.3,379.7,358.0,378.0,366.5,475.8
49,50,Kansas St,371.0,430.3,418.0,380.3,357.0,444.7
50,51,Auburn,371.8,416.7,460.0,342.7,401.0,406.0
51,52,VA Tech,374.8,390.3,411.0,377.0,366.0,447.5
52,53,Miami (OH),376.0,347.7,356.0,393.0,367.5,393.0
53,54,N Carolina,379.0,372.7,421.0,392.6,345.0,414.4
54,55,USC,382.2,421.0,486.0,443.0,260.5,369.7
55,56,UCLA,385.4,373.7,292.0,421.0,338.0,409.9
56,57,Old Dominion,385.7,413.7,518.0,407.5,374.8,--
57,58,Ohio State,387.3,303.3,335.0,392.5,377.0,401.9
58,59,S Mississippi,387.8,372.3,388.0,365.3,410.3,426.9
59,60,Wash State,388.2,363.0,349.0,426.0,312.5,461.8
60,61,Colorado,388.4,404.3,280.0,405.0,363.5,421.2
61,62,Texas Tech,388.5,398.3,273.0,372.0,396.8,427.7
62,63,Rutgers,389.5,514.3,402.0,467.3,311.7,451.9
63,64,Temple,390.0,407.7,542.0,340.5,423.0,433.0
64,65,BYU,390.6,394.0,534.0,359.5,432.0,315.4
65,66,New Mexico,391.2,409.7,452.0,412.7,369.7,447.3
66,67,Ball State,392.5,346.7,385.0,361.5,408.0,434.4
67,68,App State,397.6,410.7,455.0,397.0,397.8,331.6
68,69,California,398.0,370.7,454.0,352.5,428.3,367.5
69,70,Arizona,398.2,389.7,365.0,432.5,375.3,473.0
70,71,Tennessee,399.5,425.3,510.0,374.0,450.5,407.4
71,72,Texas State,401.0,405.3,387.0,368.7,449.5,496.8
72,73,W Virginia,401.2,394.7,525.0,336.0,444.7,300.9
73,74,S Methodist,402.4,341.0,241.0,421.0,390.0,445.1
74,75,Fla Atlantic,404.0,403.3,306.0,322.5,458.3,342.8
75,76,Nevada,404.6,431.7,393.0,422.5,392.7,377.8
76,76,GA Tech,404.6,479.3,489.0,440.5,380.7,459.3
77,78,Central FL,405.2,414.0,476.0,321.5,461.0,491.8
78,79,Boise State,407.4,390.7,366.0,355.8,476.3,373.3
79,80,Stanford,408.6,414.3,389.0,440.5,395.8,438.7
80,81,Tulsa,411.2,429.0,268.0,459.3,363.0,333.9
81,82,E Michigan,413.3,381.3,433.0,372.3,454.3,494.3
82,83,Oklahoma,415.3,488.3,529.0,389.0,468.0,372.4
83,84,Oregon St,419.0,413.3,491.0,386.0,441.0,441.4
84,85,Georgia State,419.8,426.7,359.0,378.0,461.7,411.1
85,86,Miami (FL),422.4,428.3,382.0,409.7,441.5,408.4
86,87,Michigan St,423.2,419.7,322.0,500.0,384.8,397.4
87,88,Wake Forest,426.2,514.0,514.0,370.3,510.0,444.9
88,88,Florida St,426.2,405.3,432.0,405.0,458.0,475.0
89,90,Marshall,427.3,346.3,411.0,437.5,422.3,292.0
90,91,Illinois,428.4,357.7,491.0,424.8,437.5,467.8
