,Rank,Team,2021,Last 3,Last 1,Home,Away,2020
0,1,Georgia,6.6,7.7,13.0,8.3,4.3,20.0
1,2,Penn State,13.2,14.3,23.0,11.0,16.5,27.7
2,3,Purdue,14.0,12.0,7.0,16.7,11.3,29.8
3,4,Clemson,14.4,18.0,14.0,10.5,17.0,22.0
4,5,Iowa,14.6,19.3,24.0,14.2,15.5,16.0
5,6,Colorado St,15.0,15.0,7.0,19.0,12.3,35.8
6,6,San Diego St,15.0,17.0,13.0,16.0,13.5,17.8
7,6,Cincinnati,15.0,12.3,21.0,12.7,18.5,16.4
8,9,Coastal Car,15.2,9.7,20.0,10.3,22.5,20.2
9,10,Michigan,15.5,19.7,29.0,11.8,23.0,34.5
10,11,NC State,15.8,18.3,7.0,16.0,15.5,29.2
11,12,Texas A&M,16.4,26.0,14.0,18.5,13.7,21.7
12,13,Air Force,16.7,13.7,17.0,23.3,10.0,15.0
13,14,Iowa State,17.6,19.3,20.0,17.0,18.0,21.4
14,15,TX El Paso,17.8,12.3,3.0,12.3,23.3,36.8
15,16,Liberty,18.3,18.7,31.0,15.0,20.0,22.8
16,17,S Alabama,18.6,22.3,14.0,13.7,26.0,27.3
17,18,Kentucky,18.7,21.3,30.0,18.0,20.0,25.9
18,19,Wisconsin,19.3,17.3,14.0,18.8,20.5,17.4
19,20,Houston,19.4,17.3,22.0,20.0,19.3,32.0
20,21,Michigan St,19.5,19.7,15.0,25.5,16.5,35.1
21,22,Arizona St,19.7,22.7,35.0,11.0,28.3,23.3
22,23,Minnesota,20.2,16.7,23.0,27.0,6.5,30.1
23,23,Toledo,20.2,18.3,26.0,22.0,19.3,24.3
24,25,Oklahoma St,20.2,19.3,24.0,19.0,22.0,23.5
25,26,Ohio State,20.5,12.3,17.0,19.8,22.0,25.8
26,27,LA Lafayette,20.6,17.0,13.0,13.5,25.3,22.0
27,28,Army,20.7,19.3,20.0,22.0,19.3,15.9
28,28,Baylor,20.7,22.7,24.0,24.3,17.0,29.2
