,Rank,Team,Rating,Hi,Low,Last
0,1,Alabama,12.5,1,15,3
1,2,Georgia,11.5,1,18,2
2,3,Clemson,11.0,1,16,1
3,4,Wisconsin,9.5,4,21,6
4,5,Mississippi,9.2,3,53,33
5,6,Florida,9.1,3,61,4
6,7,Arkansas,9.0,3,77,9
7,8,Notre Dame,6.5,8,46,14
8,9,Indiana,6.4,6,32,17
9,10,Iowa,6.0,7,29,22
10,11,Miami (FL),6.0,1,26,7
11,12,Texas,6.0,4,30,11
12,13,Ohio State,6.0,1,20,10
13,14,Cincinnati,5.9,11,91,42
14,15,Oklahoma,5.7,4,35,8
15,16,W Virginia,5.0,4,39,5
16,17,Michigan,4.9,4,67,24
17,18,Nebraska,4.4,2,72,12
18,19,Miss State,4.3,13,75,21
19,20,Oregon,4.3,4,44,15
20,21,Penn State,4.2,4,25,18
21,22,LSU,4.0,5,31,20
22,23,Stanford,3.9,16,73,31
23,24,Kansas St,3.6,24,66,53
24,25,Auburn,3.6,2,101,48
25,26,Tennessee,3.3,14,124,47
26,27,Louisville,3.2,17,51,27
27,28,UCLA,2.9,23,126,26
28,29,Virginia,2.9,24,114,35
29,30,Rutgers,2.5,25,94,38
30,31,GA Tech,2.2,29,113,29
31,32,Iowa State,2.2,7,87,28
32,33,Pittsburgh,1.7,27,109,63
33,34,Michigan St,1.5,12,82,23
34,35,Purdue,1.4,5,79,32
35,36,Minnesota,1.3,1,57,56
36,37,W Michigan,1.3,16,93,41
37,38,TX Christian,1.3,22,93,69
38,39,Texas Tech,1.0,35,86,68
39,40,Illinois,1.0,3,87,13
40,41,Washington,0.9,25,88,44
41,42,NC State,0.9,19,114,19
42,43,Maryland,0.9,31,49,45
43,44,Oregon St,0.6,27,75,51
44,45,N Carolina,0.6,3,56,25
45,46,Tulane,0.6,5,66,16
46,47,Texas A&M,0.4,6,69,34
47,48,VA Tech,0.4,5,57,39
48,49,Nevada,0.1,37,79,64
49,50,S Carolina,-0.1,35,123,46
50,51,Oklahoma St,-0.1,14,92,49
51,52,Navy,-0.2,40,95,62
52,53,Colorado,-0.6,38,118,57
53,54,USC,-0.7,19,58,55
54,55,Boise State,-0.8,3,62,37
55,56,UAB,-0.8,36,126,36
56,57,Arizona St,-0.8,27,128,85
57,58,Florida St,-1.0,19,71,43
58,59,App State,-1.1,17,110,50
59,60,Georgia State,-1.5,27,94,54
60,61,Kentucky,-1.8,30,101,79
61,62,Central FL,-1.9,7,74,30
62,63,Missouri,-2.0,26,78,58
63,64,Wake Forest,-2.3,29,116,71
64,65,E Carolina,-2.4,6,83,67
65,66,California,-2.5,13,66,52
66,67,Baylor,-2.5,24,119,86
67,68,Utah,-2.5,19,115,70
68,69,S Florida,-2.7,4,100,65
69,70,W Kentucky,-2.7,67,128,73
70,71,Boston Col,-3.2,44,129,103
71,72,BYU,-3.4,46,73,66
72,73,Buffalo,-3.5,55,125,74
73,74,Liberty,-3.5,39,113,82
74,75,Miami (OH),-4.0,9,101,59
75,76,Marshall,-4.4,63,109,78
76,77,Kent State,-4.5,10,109,40
77,78,Tulsa,-4.6,37,116,61
78,79,Wash State,-4.8,52,115,91
79,80,U Mass,-5.1,43,130,72
80,81,LA Tech,-5.2,39,111,98
81,82,Fresno St,-5.2,27,129,60
82,83,Ball State,-5.3,69,118,93
83,84,Syracuse,-5.3,50,106,83
84,85,S Methodist,-5.6,63,119,77
85,86,Utah State,-6.1,62,121,94
86,87,LA Lafayette,-6.3,9,92,81
87,88,Fla Atlantic,-6.5,15,101,87
88,89,Toledo,-6.7,41,116,80
89,90,Middle Tenn,-6.7,74,127,97
90,91,Northwestern,-6.8,11,94,92
91,92,Houston,-7.2,33,109,109
92,93,Arizona,-7.2,42,103,89
93,94,Colorado St,-7.7,88,127,95
94,95,N Illinois,-7.9,43,113,90
95,96,Memphis,-8.2,51,108,75
96,97,UNLV,-8.3,94,127,110
97,98,Troy,-8.8,71,124,111
98,99,TX-San Ant,-8.9,53,100,76
99,100,Central Mich,-8.9,26,107,88
100,101,Hawaii,-9.2,1,116,105
101,102,San Jose St,-9.6,63,128,84
102,103,Army,-9.8,63,103,100
103,104,GA Southern,-10.2,84,112,101
104,105,Bowling Grn,-10.2,65,128,116
105,106,North Texas,-11.2,97,128,106
106,107,Old Dominion,-11.3,10,122,99
107,108,Rice,-11.4,20,118,104
108,109,Air Force,-11.7,79,121,115
109,110,Coastal Car,-11.7,33,124,108
110,111,San Diego St,-11.8,76,130,112
111,112,Duke,-11.8,82,120,120
112,113,Arkansas St,-11.9,88,120,96
113,114,Kansas,-12.1,78,125,114
114,115,Charlotte,-12.4,82,124,121
115,116,S Mississippi,-12.8,77,125,113
116,117,Temple,-13.2,44,123,123
117,118,E Michigan,-13.6,84,122,118
118,119,LA Monroe,-13.7,29,128,122
119,120,Vanderbilt,-14.5,88,123,102
120,121,Texas State,-14.5,62,125,117
121,122,Ohio,-14.6,67,122,107
122,123,S Alabama,-14.7,89,129,126
123,124,Connecticut,-15.0,97,130,119
124,125,Wyoming,-15.3,70,125,125
125,126,Florida Intl,-15.6,115,130,124
126,127,New Mexico,-18.7,114,130,128
127,128,N Mex State,-19.7,94,130,130
128,129,Akron,-20.4,35,130,127
129,130,TX El Paso,-20.8,99,130,129
