,Rank,Team,2021,Last 3,Last 1,Home,Away,2020
0,1,Georgia,5.8,6.7,0.0,10.0,1.5,20.0
1,2,Texas A&M,9.3,9.0,20.0,5.0,13.5,21.7
2,3,Iowa,11.0,12.7,14.0,9.0,17.0,16.0
3,4,Michigan,11.8,11.0,13.0,11.8,--,34.5
4,5,S Alabama,13.0,13.0,19.0,7.0,19.0,27.3
5,6,Wake Forest,13.7,13.7,17.0,12.0,17.0,35.1
6,6,Rutgers,13.7,13.7,20.0,14.0,13.5,32.1
7,8,Purdue,14.3,12.0,9.0,15.0,13.5,29.8
8,9,Penn State,14.3,14.3,20.0,16.5,10.0,27.7
9,10,Arkansas,14.5,13.7,10.0,16.0,10.0,34.9
10,11,Clemson,15.0,15.0,27.0,8.0,18.5,22.0
11,11,NC State,15.0,15.0,21.0,10.5,24.0,29.2
12,13,Syracuse,15.7,15.7,21.0,19.0,9.0,32.7
13,14,Kentucky,16.0,16.0,10.0,19.0,10.0,25.9
14,15,Arizona St,16.7,16.7,13.0,11.5,27.0,23.3
15,15,Coastal Car,16.7,16.7,3.0,12.5,25.0,20.2
16,17,VA Tech,17.0,17.0,27.0,12.0,27.0,32.1
17,18,Colorado St,18.0,18.0,24.0,24.0,15.0,35.8
18,18,Liberty,18.0,18.0,24.0,17.0,18.5,22.8
19,20,Boise State,18.3,12.3,3.0,17.0,19.5,27.1
20,21,Kansas St,18.3,18.3,31.0,17.0,19.0,32.2
21,21,San Diego St,18.3,18.3,31.0,20.5,14.0,17.8
22,23,Alabama,18.7,18.7,14.0,14.0,21.0,19.4
23,23,Baylor,18.7,18.7,29.0,29.0,13.5,29.2
24,25,Maryland,19.0,19.0,16.0,20.0,17.0,32.0
25,25,Cincinnati,19.0,19.0,24.0,14.0,24.0,16.4
26,25,Army,19.0,22.0,10.0,22.0,10.0,15.9
27,28,BYU,19.3,20.3,27.0,20.3,16.0,15.5
28,29,Michigan St,19.3,19.3,20.0,20.0,19.0,35.1
29,29,GA Tech,19.3,19.3,22.0,22.0,18.0,36.8
30,29,Washington,19.3,19.3,24.0,13.5,31.0,25.0
31,32,Air Force,19.7,19.7,7.0,28.0,3.0,15.0
32,32,Troy,19.7,19.7,29.0,21.0,19.0,25.4
33,34,Nebraska,19.8,16.3,23.0,3.0,25.3,29.4
34,34,Florida,19.8,21.7,14.0,19.7,20.0,30.8
35,36,Iowa State,20.3,20.3,31.0,27.0,17.0,21.4
36,37,Auburn,20.7,20.7,24.0,17.0,28.0,24.7
37,38,Oklahoma St,21.0,21.0,20.0,21.5,20.0,23.5
38,39,Minnesota,21.3,13.3,14.0,28.3,0.0,30.1
39,40,Wisconsin,21.3,21.3,41.0,11.5,41.0,17.4
40,40,Oklahoma,21.3,21.3,13.0,21.3,--,23.9
41,42,Houston,21.7,21.7,20.0,20.0,22.5,32.0
42,42,Boston Col,21.7,21.7,34.0,34.0,15.5,28.4
43,44,San Jose St,22.0,22.0,23.0,--,22.0,19.9
44,44,Toledo,22.0,22.0,12.0,22.0,22.0,24.3
45,46,W Virginia,22.3,22.3,16.0,21.0,23.0,21.7
46,47,Mississippi,22.5,22.5,21.0,21.0,24.0,38.3
47,48,Ohio State,23.3,20.7,7.0,20.7,31.0,25.8
48,48,Texas,23.3,25.0,35.0,17.7,40.0,28.5
49,48,Notre Dame,23.3,18.3,13.0,21.0,25.5,19.7
50,51,TX El Paso,23.3,23.3,13.0,13.0,28.5,36.8
51,51,Bowling Grn,23.3,23.3,10.0,22.0,24.0,45.0
52,53,TX-San Ant,23.7,23.7,28.0,13.0,29.0,27.1
53,53,Oregon,23.7,23.7,19.0,21.5,28.0,28.3
54,55,LA Lafayette,24.0,24.0,20.0,14.0,29.0,22.0
55,55,Utah,24.0,24.0,13.0,13.0,29.5,26.0
56,55,Fla Atlantic,24.0,24.0,31.0,6.0,33.0,17.4
57,58,S Carolina,24.3,24.3,16.0,16.0,28.5,36.0
58,59,Fresno St,24.5,32.7,30.0,15.0,34.0,30.0
59,60,App State,24.7,24.7,30.0,30.0,22.0,19.9
60,60,Northwestern,24.7,24.7,6.0,22.0,30.0,15.9
61,62,Colorado,25.0,25.0,35.0,30.0,22.5,31.7
62,63,UCLA,25.3,30.3,24.0,25.7,24.0,30.7
63,64,Wyoming,25.7,25.7,22.0,12.0,32.5,21.0
64,65,Miss State,25.8,23.0,28.0,24.0,31.0,28.1
65,66,New Mexico,26.3,26.3,20.0,25.0,27.0,32.6
66,67,Marshall,26.7,26.7,31.0,42.0,19.0,14.4
67,68,Illinois,26.8,25.0,13.0,26.3,27.5,34.9
68,69,USC,27.0,33.7,45.0,31.3,14.0,26.0
69,70,Nevada,27.5,27.5,38.0,--,27.5,23.3
70,70,Stanford,27.5,28.7,35.0,35.0,25.0,31.7
71,72,E Michigan,27.7,27.7,21.0,21.0,31.0,36.0
72,72,UAB,27.7,27.7,21.0,--,27.7,19.8
73,72,S Methodist,27.7,27.7,34.0,12.0,35.5,33.6
74,75,LSU,28.0,28.0,25.0,21.0,31.5,34.9
75,75,Oregon St,28.0,28.0,27.0,27.0,28.5,33.3
76,77,Pittsburgh,28.3,28.3,44.0,25.5,34.0,27.0
77,77,Tennessee,28.3,28.3,38.0,23.5,38.0,30.1
78,79,California,29.0,29.0,31.0,22.0,32.5,26.5
79,79,Duke,29.0,29.0,33.0,28.0,31.0,38.1
80,79,Charlotte,29.0,29.0,39.0,33.5,20.0,32.5
81,82,N Carolina,29.5,33.7,45.0,28.0,31.0,31.3
82,83,Buffalo,30.0,30.0,34.0,28.0,31.0,21.9
83,84,LA Tech,30.3,30.3,17.0,28.0,35.0,34.3
84,84,E Carolina,30.3,30.3,38.0,20.0,35.5,35.4
85,84,W Michigan,30.3,30.3,3.0,3.0,44.0,34.2
86,87,LA Monroe,30.5,30.5,16.0,16.0,45.0,42.0
87,88,Wash State,31.7,31.7,24.0,35.5,24.0,38.5
88,88,Utah State,31.7,31.7,27.0,27.0,34.0,35.2
89,90,Hawaii,31.8,27.7,21.0,17.0,36.7,27.6
90,91,North Texas,33.0,33.0,24.0,40.0,29.5,44.1
91,92,N Mex State,33.3,34.3,41.0,35.5,31.0,--
92,93,Navy,33.3,33.3,28.0,36.0,28.0,30.3
93,93,Missouri,33.3,33.3,41.0,24.0,38.0,32.3
94,95,Louisville,33.7,33.7,23.0,35.0,33.0,26.6
95,96,Tulsa,34.3,34.3,34.0,34.0,34.5,21.6
96,96,Arizona,34.3,34.3,41.0,38.0,32.5,39.8
97,96,Miami (OH),34.3,34.3,23.0,--,34.3,26.7
98,96,Indiana,34.3,34.3,31.0,38.0,32.5,20.3
99,100,Middle Tenn,34.7,34.7,42.0,--,34.7,35.4
100,101,Texas State,35.0,35.0,59.0,29.0,38.0,38.2
101,101,Miami (FL),35.0,35.0,38.0,30.5,44.0,27.0
102,103,W Kentucky,35.5,35.5,33.0,33.0,38.0,26.7
103,104,Florida St,35.7,35.7,31.0,36.0,35.0,37.5
104,105,Florida Intl,36.0,36.0,31.0,23.0,42.5,35.8
105,105,Kent State,36.0,36.0,37.0,--,36.0,38.0
106,107,Georgia State,36.3,34.0,34.0,26.0,46.5,31.7
107,108,Central FL,36.5,36.5,42.0,31.0,42.0,33.2
108,109,Central Mich,36.7,36.7,27.0,27.0,41.5,30.2
109,109,Memphis,36.7,36.7,31.0,30.0,50.0,29.3
110,109,Virginia,36.7,36.7,37.0,25.5,59.0,31.2
111,112,GA Southern,37.0,37.0,28.0,28.0,41.5,20.3
112,112,Ball State,37.0,37.0,22.0,22.0,44.5,25.8
113,112,TX Christian,37.0,37.0,42.0,37.0,--,24.2
114,115,Texas Tech,37.3,37.3,70.0,21.0,45.5,37.1
115,116,Temple,37.7,37.7,28.0,28.0,42.5,37.1
116,116,Ohio,37.7,37.7,35.0,29.0,42.0,16.7
117,118,S Mississippi,38.3,38.3,63.0,21.0,47.0,34.4
118,119,Old Dominion,40.7,40.7,35.0,35.0,43.5,--
119,119,S Florida,40.7,40.7,35.0,42.0,40.0,44.1
120,121,UNLV,41.0,41.0,38.0,48.0,37.5,38.0
121,122,Vanderbilt,41.3,41.3,62.0,51.5,21.0,37.3
122,123,Connecticut,42.5,41.7,24.0,36.5,48.5,--
123,124,Tulane,43.0,43.0,28.0,28.0,50.5,28.1
124,125,N Illinois,44.7,44.7,63.0,50.0,42.0,38.7
125,126,Rice,46.7,46.7,58.0,44.0,48.0,18.8
126,127,U Mass,47.8,46.7,53.0,43.5,52.0,40.3
127,128,Kansas,48.7,48.7,52.0,45.0,50.5,46.0
128,129,Arkansas St,49.3,49.3,41.0,55.0,46.5,38.2
129,130,Akron,54.7,54.7,59.0,45.0,59.5,41.3
