,Rank,Team,2021,Last 3,Last 1,Home,Away,2020
0,1,Georgia,7.6,10.0,17.0,7.8,7.4,20.0
1,2,Oklahoma St,14.8,6.7,0.0,15.4,14.2,23.5
2,3,Penn State,15.4,11.7,0.0,12.3,20.0,27.7
3,4,Wisconsin,15.8,12.7,28.0,16.7,14.3,17.4
4,5,Texas A&M,16.1,15.3,29.0,15.2,17.5,21.7
5,6,Michigan,16.3,14.0,18.0,10.2,23.6,34.5
6,7,Cincinnati,16.9,20.7,14.0,14.4,19.4,16.4
7,8,Iowa,16.9,19.0,23.0,16.6,17.5,16.0
8,9,San Diego St,17.0,17.0,20.0,19.8,14.2,17.8
9,10,Clemson,17.7,19.3,27.0,15.0,20.4,22.0
10,11,LA Lafayette,18.2,17.3,14.0,11.0,23.0,22.0
11,12,Boise State,18.3,9.0,0.0,18.7,17.8,27.1
12,13,Notre Dame,18.6,3.0,0.0,17.4,20.8,19.7
13,14,Minnesota,18.7,18.3,14.0,23.0,13.6,30.1
14,15,Ohio State,19.0,18.3,7.0,20.1,17.0,25.8
15,16,NC State,19.9,25.3,17.0,15.6,24.2,29.2
16,17,Air Force,20.1,27.0,39.0,22.5,18.5,15.0
17,18,California,20.1,15.3,11.0,17.8,22.0,26.5
18,19,Baylor,20.2,18.0,10.0,22.2,18.2,29.2
19,20,Alabama,20.3,17.3,35.0,18.5,23.0,19.4
20,21,Coastal Car,20.5,23.7,21.0,20.3,20.8,20.2
21,22,Kansas St,20.8,15.7,20.0,22.7,18.0,32.2
22,23,Marshall,21.0,20.7,28.0,19.0,22.3,14.4
23,24,App State,21.4,9.3,7.0,23.0,20.3,19.9
24,25,Wyoming,21.6,19.0,17.0,15.0,26.0,21.0
25,26,Purdue,21.7,34.0,14.0,21.8,21.7,29.8
26,27,Washington,21.9,27.0,20.0,22.4,21.4,25.0
27,28,Houston,22.1,21.0,13.0,23.5,21.2,32.0
28,28,Kentucky,22.1,26.0,16.0,22.2,22.0,25.9
29,28,TX-San Ant,22.1,23.7,31.0,15.6,28.6,27.1
30,31,Liberty,22.2,28.7,42.0,22.3,22.2,22.8
31,31,Arizona St,22.2,23.3,24.0,16.6,27.8,23.3
32,33,Iowa State,22.3,25.3,28.0,15.5,26.8,21.4
33,34,Fresno St,22.4,22.3,7.0,21.8,23.0,30.0
34,35,Boston Col,22.5,19.7,26.0,24.0,21.5,28.4
35,36,Illinois,22.6,19.7,33.0,22.8,22.4,34.9
36,37,TX El Paso,22.7,30.7,28.0,21.8,23.6,36.8
