,Rank,Team,2021,Last 3,Last 1,Home,Away,2020
0,1,Middle Tenn,3.0,3.7,5.0,5.5,2.0,1.6
1,2,Iowa,2.6,1.7,0.0,2.0,3.7,2.3
2,3,Cincinnati,2.6,2.7,4.0,2.0,3.0,2.2
3,4,E Carolina,2.4,2.0,4.0,3.7,1.5,2.0
4,5,S Alabama,2.3,2.0,4.0,2.5,2.0,1.3
5,5,Wake Forest,2.3,1.3,1.0,2.8,1.7,1.6
6,7,Wash State,2.3,2.3,5.0,1.8,3.0,1.5
7,8,S Carolina,2.1,1.0,1.0,3.0,1.5,1.1
8,8,Central FL,2.1,2.7,3.0,2.7,1.8,2.2
9,8,Kent State,2.1,1.7,3.0,2.0,2.2,1.3
10,8,TX-San Ant,2.1,2.3,3.0,2.3,2.0,1.6
11,12,Notre Dame,2.1,1.7,1.0,1.4,3.3,1.4
12,12,Boise State,2.1,1.7,0.0,2.0,2.3,0.4
13,14,Hawaii,2.0,1.3,2.0,3.3,1.2,1.9
14,14,UAB,2.0,2.3,2.0,2.3,1.8,1.4
15,14,Fresno St,2.0,3.3,3.0,1.3,2.4,1.7
16,14,Nevada,2.0,3.0,3.0,3.0,1.3,1.0
17,14,Troy,2.0,2.7,1.0,1.5,2.2,1.3
18,19,Michigan St,1.9,2.0,2.0,1.7,2.0,1.6
19,19,Penn State,1.9,1.7,1.0,2.0,1.7,1.0
20,19,Marshall,1.9,2.0,2.0,1.7,2.0,1.6
21,19,Houston,1.9,1.7,1.0,1.7,2.0,0.8
22,19,Washington,1.9,1.7,3.0,2.0,1.8,2.0
23,24,Ohio State,1.8,1.7,3.0,1.8,1.7,2.4
24,25,Mississippi,1.7,2.0,2.0,2.0,1.5,1.3
25,25,Baylor,1.7,1.3,2.0,1.3,2.3,1.9
26,25,Oregon,1.7,1.0,0.0,2.0,1.3,1.0
27,25,S Florida,1.7,2.7,3.0,2.3,1.3,1.3
28,25,Toledo,1.7,1.0,2.0,1.3,2.0,1.5
29,30,BYU,1.7,1.7,3.0,2.0,1.3,1.1
30,31,Vanderbilt,1.6,2.3,1.0,1.2,2.3,1.0
31,31,Georgia,1.6,1.3,3.0,1.3,2.0,1.3
32,31,Miss State,1.6,1.7,4.0,2.0,1.0,1.6
33,34,San Diego St,1.6,1.3,1.0,1.8,1.3,1.6
34,34,Alabama,1.6,1.7,1.0,1.0,2.0,1.7
35,34,N Mex State,1.6,1.3,2.0,2.0,1.4,--
36,34,California,1.6,2.0,3.0,1.8,1.3,1.3
37,34,Utah State,1.6,2.3,3.0,1.5,1.7,0.7
38,34,Duke,1.6,1.3,1.0,3.0,0.5,1.8
39,34,LA Monroe,1.6,2.0,0.0,1.8,1.3,1.0
40,34,Florida St,1.6,2.3,3.0,1.3,2.0,1.6
41,34,Northwestern,1.6,1.3,1.0,1.5,1.7,2.1
