,Rank,Team,2021,Last 3,Last 1,Home,Away,2020
0,1,Georgia,6.9,7.7,0.0,7.8,6.2,20.0
1,2,Clemson,16.1,11.3,0.0,15.0,17.0,22.0
2,3,Wisconsin,16.4,19.3,23.0,16.7,16.0,17.4
3,4,Oklahoma St,16.5,16.7,33.0,18.3,14.2,23.5
4,5,Cincinnati,16.5,18.3,13.0,14.4,18.3,16.4
5,6,Penn State,16.7,17.0,30.0,12.3,22.0,27.7
6,7,San Diego St,16.9,19.0,16.0,19.2,14.2,17.8
7,8,Texas A&M,17.1,19.7,27.0,15.2,19.4,21.7
8,9,Michigan,17.2,20.7,27.0,12.6,23.6,34.5
9,10,Iowa,17.3,22.0,21.0,16.6,18.2,16.0
10,11,LA Lafayette,18.0,17.0,16.0,12.0,23.0,22.0
11,12,Minnesota,18.3,18.0,13.0,21.6,13.6,30.1
12,12,Notre Dame,18.3,5.7,14.0,17.4,19.4,19.7
13,14,Boise State,19.0,13.3,27.0,18.7,19.3,27.1
14,15,Air Force,19.5,24.7,14.0,20.8,18.5,15.0
15,16,App State,19.7,5.7,3.0,19.0,20.3,19.9
16,17,Alabama,20.5,20.0,22.0,18.5,22.8,19.4
17,18,Purdue,20.5,26.7,7.0,19.3,21.7,29.8
18,19,Baylor,20.5,16.0,24.0,22.5,18.2,29.2
19,19,Coastal Car,20.5,28.0,21.0,20.3,20.8,20.2
20,21,NC State,20.8,30.7,30.0,18.0,24.2,29.2
21,22,Kansas St,20.9,19.7,22.0,22.7,18.8,32.2
22,23,Ohio State,20.9,26.7,42.0,20.1,22.0,25.8
23,24,Fresno St,21.2,18.7,9.0,21.8,20.7,30.0
24,25,Iowa State,21.5,27.7,14.0,15.2,26.8,21.4
25,25,Arizona St,21.5,23.0,15.0,16.3,27.8,23.3
26,27,Houston,21.6,12.7,17.0,23.5,20.6,32.0
27,28,Utah,21.9,16.3,13.0,15.6,27.2,26.0
28,29,Illinois,21.9,17.7,14.0,21.6,22.4,34.9
29,30,Kentucky,22.0,18.0,21.0,22.2,21.8,25.9
30,30,Toledo,22.0,18.0,14.0,25.0,19.5,24.3
31,32,California,22.3,21.0,42.0,17.8,25.3,26.5
32,33,Liberty,23.0,33.3,31.0,24.0,22.2,22.8
33,34,Wyoming,23.1,26.0,38.0,19.6,26.0,21.0
34,35,Washington,23.5,31.7,40.0,25.3,21.4,25.0
35,36,Marshall,23.9,34.0,53.0,25.8,22.3,14.4
36,37,VA Tech,24.1,26.3,24.0,23.7,24.6,32.1
