,Rank,Team,2021,Last 3,Last 1,Home,Away,2020
0,1,Mississippi,52.0,52.0,61.0,61.0,43.0,39.2
1,2,Texas,46.8,49.7,70.0,55.3,21.0,42.7
2,3,Alabama,46.0,46.0,63.0,63.0,37.5,48.5
3,4,Pittsburgh,44.3,44.3,41.0,46.0,41.0,26.4
4,5,Cincinnati,43.5,43.5,38.0,49.0,38.0,35.6
5,6,Coastal Car,43.3,43.3,53.0,51.0,28.0,36.6
6,7,Ohio State,43.3,42.7,59.0,42.7,45.0,41.0
7,8,Texas Tech,42.3,42.3,35.0,54.0,36.5,28.4
8,9,Georgia,42.0,52.7,62.0,48.0,36.0,32.3
9,10,Michigan,40.3,38.0,20.0,40.3,--,28.3
10,11,Wyoming,39.7,39.7,24.0,45.0,37.0,26.5
11,12,Marshall,39.0,39.0,30.0,38.0,39.5,25.1
12,12,Army,39.0,37.7,23.0,37.7,43.0,22.6
13,14,S Methodist,38.7,38.7,42.0,35.0,40.5,37.3
14,15,UCLA,38.5,36.7,35.0,39.7,35.0,35.4
15,16,Auburn,38.0,38.0,34.0,47.0,20.0,25.1
16,16,Wake Forest,38.0,38.0,37.0,38.5,37.0,32.3
17,16,Memphis,38.0,38.0,28.0,29.5,55.0,28.5
18,16,Boston Col,38.0,38.0,41.0,41.0,36.5,27.8
19,20,N Carolina,37.5,46.7,22.0,59.0,16.0,41.0
20,21,Oregon St,37.0,37.0,45.0,45.0,33.0,28.9
21,22,Fresno St,36.8,34.0,38.0,41.5,32.0,32.8
22,23,Duke,36.7,36.7,52.0,41.0,28.0,24.8
23,24,Florida,36.0,36.3,38.0,34.0,42.0,39.8
24,24,E Michigan,36.0,36.0,59.0,59.0,24.5,33.2
25,26,Arkansas,35.8,35.0,20.0,41.0,20.0,25.7
26,27,Oregon,35.7,35.7,41.0,36.0,35.0,31.3
27,28,Central FL,35.5,35.5,35.0,36.0,35.0,42.2
28,29,Notre Dame,35.3,33.3,41.0,29.5,41.0,33.4
29,30,Baylor,35.0,35.0,31.0,31.0,37.0,23.3
30,31,LSU,34.7,34.7,28.0,49.0,27.5,32.0
31,32,TX Christian,34.0,34.0,34.0,34.0,--,30.8
32,33,Michigan St,33.0,33.0,23.0,23.0,38.0,18.0
33,33,W Kentucky,33.0,33.0,31.0,31.0,35.0,19.5
34,33,San Diego St,33.0,33.0,33.0,30.5,38.0,24.6
35,33,Air Force,33.0,33.0,31.0,38.0,23.0,24.3
36,33,Boise State,33.0,33.7,27.0,37.0,29.0,33.9
37,38,Virginia,32.7,32.7,17.0,29.5,39.0,28.0
38,39,USC,32.5,33.3,27.0,28.3,45.0,33.3
39,40,Louisville,32.3,32.3,31.0,42.0,27.5,29.5
40,41,Missouri,32.0,32.0,34.0,34.0,31.0,26.7
41,41,Kentucky,32.0,32.0,16.0,40.0,16.0,21.8
42,43,LA Lafayette,31.7,31.7,28.0,49.0,23.0,33.6
43,43,TX-San Ant,31.7,31.7,31.0,27.0,34.0,28.6
44,43,LA Tech,31.7,31.7,24.0,30.5,34.0,22.3
45,46,Iowa State,31.3,31.3,29.0,17.0,38.5,32.9
46,47,Washington,31.0,31.0,31.0,41.5,10.0,30.3
47,47,Houston,31.0,31.0,28.0,28.0,32.5,30.0
48,49,Rutgers,30.3,30.3,13.0,61.0,15.0,26.7
49,50,Arizona St,29.7,29.7,35.0,36.0,17.0,40.3
50,51,Penn State,29.3,29.3,28.0,36.0,16.0,29.8
51,52,Liberty,29.0,29.0,21.0,45.0,21.0,37.1
52,52,App State,29.0,29.0,31.0,31.0,28.0,32.2
53,52,Arkansas St,29.0,29.0,34.0,50.0,18.5,31.2
54,52,Maryland,29.0,29.0,37.0,33.5,20.0,23.6
55,56,Iowa,28.8,27.0,24.0,29.3,27.0,31.8
56,57,Tennessee,28.7,28.7,14.0,36.0,14.0,21.5
57,58,Stanford,28.5,35.7,24.0,24.0,30.0,29.3
58,59,Miss State,28.3,26.0,25.0,28.0,29.0,21.4
59,60,Tulsa,28.0,28.0,41.0,41.0,21.5,27.1
60,60,BYU,28.0,29.3,35.0,29.3,24.0,41.5
61,62,NC State,27.3,27.3,27.0,36.0,10.0,30.3
62,62,Charlotte,27.3,27.3,42.0,36.5,9.0,27.0
63,62,Kansas St,27.3,27.3,20.0,38.0,22.0,26.6
64,65,W Michigan,27.0,27.0,23.0,23.0,29.0,41.7
65,66,Oklahoma St,26.7,26.7,31.0,29.5,21.0,30.2
66,67,S Alabama,26.5,26.5,22.0,31.0,22.0,19.9
67,68,Northwestern,26.3,26.3,35.0,28.0,23.0,24.7
68,68,Oklahoma,26.3,26.3,16.0,26.3,--,42.5
69,70,Purdue,26.3,25.0,13.0,21.5,31.0,27.2
70,71,E Carolina,26.0,26.0,42.0,17.0,30.5,30.2
71,71,Utah State,26.0,26.0,3.0,3.0,37.5,15.5
72,73,Tulane,25.7,25.7,21.0,21.0,28.0,34.7
73,74,Minnesota,25.5,23.7,10.0,24.0,30.0,27.3
74,75,Central Mich,25.3,25.3,31.0,31.0,22.5,31.3
75,76,UAB,25.0,25.0,28.0,--,25.0,26.4
76,76,N Illinois,25.0,25.0,10.0,43.0,16.0,24.8
77,76,Florida St,25.0,25.0,23.0,30.5,14.0,23.9
78,79,GA Tech,24.7,24.7,45.0,21.0,26.5,23.9
79,80,VA Tech,24.3,24.3,21.0,26.0,21.0,31.1
80,80,California,24.3,24.3,24.0,17.0,28.0,20.3
81,82,Utah,24.0,24.0,24.0,24.0,24.0,30.2
82,83,Texas A&M,23.8,18.0,10.0,37.5,10.0,32.6
83,84,Hawaii,22.8,27.0,41.0,13.0,26.0,26.2
84,85,Middle Tenn,22.0,22.0,39.0,--,22.0,22.9
