,Rank,Team,2021,Last 3,Last 1,Home,Away,2020
0,1,Middle Tenn,2.8,3.0,4.0,5.0,1.7,1.6
1,2,Cincinnati,2.6,3.0,4.0,1.8,3.2,2.2
2,3,Iowa,2.4,1.0,0.0,1.7,3.5,2.3
3,4,S Alabama,2.3,3.0,4.0,2.5,2.2,1.3
4,5,W Kentucky,2.2,4.7,5.0,2.8,1.8,0.9
5,5,S Carolina,2.2,2.0,3.0,2.8,1.8,1.1
6,5,Wake Forest,2.2,1.7,3.0,2.8,1.5,1.6
7,5,Wash State,2.2,2.3,2.0,1.8,2.8,1.5
8,9,Boise State,2.1,1.3,1.0,1.8,2.4,0.4
9,10,Houston,2.0,2.0,3.0,1.7,2.2,0.8
10,10,Hawaii,2.0,2.0,3.0,2.8,1.5,1.9
11,10,Wisconsin,2.0,3.7,4.0,1.7,2.5,1.7
12,10,E Carolina,2.0,1.7,1.0,2.8,1.4,2.0
13,10,TX-San Ant,2.0,2.0,3.0,2.5,1.6,1.6
14,15,Notre Dame,1.9,1.0,2.0,1.2,3.0,1.4
15,16,Mississippi,1.9,2.3,2.0,2.2,1.5,1.3
16,16,Nevada,1.9,2.0,0.0,3.0,1.0,1.0
17,18,Fresno St,1.8,1.7,1.0,1.2,2.4,1.7
18,19,App State,1.8,3.3,2.0,1.8,1.8,1.6
19,19,Washington,1.8,2.0,2.0,1.8,1.8,2.0
20,19,Troy,1.8,1.0,0.0,1.3,2.2,1.3
21,19,Kent State,1.8,1.3,0.0,1.7,1.8,1.3
22,19,Rutgers,1.8,2.3,6.0,1.8,1.8,2.1
23,19,Central FL,1.8,1.3,1.0,2.0,1.6,2.2
24,19,Oregon,1.8,1.3,3.0,2.2,1.3,1.0
25,19,UAB,1.8,1.3,1.0,2.0,1.6,1.4
26,19,Penn State,1.8,1.3,1.0,1.8,1.8,1.0
27,28,California,1.8,2.3,3.0,1.8,1.8,1.3
28,29,Ohio State,1.7,2.0,2.0,1.8,1.5,2.4
29,30,S Florida,1.7,2.0,3.0,2.0,1.3,1.3
30,30,Baylor,1.7,1.7,2.0,1.4,2.0,1.9
31,30,Michigan St,1.7,1.3,1.0,1.5,1.8,1.6
32,30,Florida St,1.7,2.3,3.0,1.5,2.0,1.6
33,30,BYU,1.7,1.7,3.0,2.0,1.3,1.1
34,35,Toledo,1.6,1.3,1.0,1.3,1.8,1.5
35,35,Missouri,1.6,1.7,3.0,1.8,1.3,1.0
36,35,USC,1.6,1.3,3.0,1.0,2.3,2.7
37,35,Duke,1.6,1.3,1.0,2.8,0.6,1.8
38,35,Northwestern,1.6,1.3,3.0,1.2,2.0,2.1
39,35,Utah State,1.6,2.0,3.0,1.5,1.6,0.7
40,35,Rice,1.6,2.0,4.0,2.0,1.2,1.8
41,35,Oklahoma,1.6,2.0,2.0,1.8,1.3,1.8
42,35,LA Tech,1.6,1.7,1.0,0.5,2.4,1.3
43,35,Boston Col,1.6,1.7,2.0,1.3,1.7,1.9
44,35,Marshall,1.6,1.0,0.0,1.3,1.8,1.6
45,35,Alabama,1.6,1.3,1.0,1.2,2.0,1.7
46,35,Fla Atlantic,1.6,1.7,2.0,1.5,1.6,1.2
47,35,Vanderbilt,1.6,1.3,1.0,1.2,2.3,1.0
48,49,Georgia,1.5,1.7,2.0,1.0,2.0,1.3
49,49,UCLA,1.5,1.3,1.0,1.8,1.0,1.6
50,51,Oregon St,1.4,1.0,3.0,1.8,1.2,0.9
51,51,San Diego St,1.4,1.0,0.0,1.4,1.5,1.6
52,51,S Mississippi,1.4,2.3,2.0,1.3,1.6,1.2
53,51,UNLV,1.4,2.3,2.0,1.5,1.4,0.8
54,51,NC State,1.4,1.7,3.0,1.8,1.2,1.1
55,51,LA Monroe,1.4,0.7,2.0,1.8,1.0,1.0
56,51,N Mex State,1.4,1.3,1.0,1.7,1.3,--
57,51,Tulsa,1.4,1.0,0.0,1.5,1.4,1.8
58,51,Pittsburgh,1.4,1.3,1.0,1.0,2.0,1.7
59,60,Texas A&M,1.4,2.0,1.0,1.7,1.0,1.4
60,60,Miss State,1.4,1.7,1.0,2.0,0.8,1.6
61,60,Michigan,1.4,1.3,1.0,1.0,2.0,0.5
62,60,Purdue,1.4,2.0,0.0,1.0,1.8,1.2
63,60,Illinois,1.4,0.7,2.0,1.3,1.5,1.9
64,65,Texas Tech,1.3,1.3,2.0,1.3,1.4,1.0
65,65,LA Lafayette,1.3,2.0,3.0,2.0,0.8,2.1
66,65,Colorado St,1.3,0.7,1.0,1.3,1.4,1.3
67,65,Air Force,1.3,0.7,2.0,1.0,1.6,1.3
68,65,Arkansas St,1.3,1.3,2.0,1.3,1.4,0.9
69,65,Miami (OH),1.3,2.3,4.0,1.7,1.2,0.7
70,65,Arizona St,1.3,1.7,2.0,1.2,1.5,3.3
71,65,Kansas,1.3,1.3,4.0,1.3,1.4,1.1
72,65,Bowling Grn,1.3,1.0,0.0,1.0,1.6,0.2
73,65,VA Tech,1.3,1.3,1.0,1.2,1.7,1.5
74,65,Ball State,1.3,1.0,2.0,1.0,1.5,2.1
75,76,Georgia State,1.3,1.7,2.0,1.0,1.5,2.1
76,76,Texas,1.3,1.0,0.0,0.8,1.8,1.8
77,76,N Carolina,1.3,1.0,1.0,1.7,0.8,0.9
78,79,U Mass,1.3,1.7,1.0,1.5,1.0,0.5
79,80,TX El Paso,1.2,0.0,0.0,1.8,0.8,0.7
80,80,E Michigan,1.2,1.7,0.0,0.5,1.8,2.0
81,80,Oklahoma St,1.2,1.7,0.0,1.0,1.5,1.5
82,80,TX Christian,1.2,1.7,2.0,1.2,1.3,1.2
83,80,Central Mich,1.2,2.0,3.0,1.3,1.2,2.5
84,80,Virginia,1.2,1.0,2.0,1.8,0.5,1.9
85,80,Tulane,1.2,2.0,4.0,1.8,0.8,1.6
86,80,Buffalo,1.2,1.7,1.0,0.5,1.8,1.4
87,80,Charlotte,1.2,1.3,1.0,1.0,1.4,1.3
88,80,Navy,1.2,1.0,0.0,1.6,0.8,0.9
