,Rank,Team,2021,Last 3,Last 1,Home,Away,2020
0,1,Wake Forest,3.3,3.3,2.0,4.0,2.0,1.6
1,2,Oregon,3.0,3.0,5.0,4.0,1.0,1.0
2,2,S Alabama,3.0,3.0,2.0,4.0,2.0,1.3
3,2,Boise State,3.0,3.3,3.0,3.5,2.5,0.4
4,5,Notre Dame,2.8,2.7,5.0,1.5,4.0,1.4
5,6,Wash State,2.7,2.7,3.0,2.5,3.0,1.5
6,6,Kent State,2.7,2.7,2.0,--,2.7,1.3
7,6,S Carolina,2.7,2.7,3.0,3.0,2.5,1.1
8,9,Oregon St,2.3,2.3,4.0,2.0,2.5,0.9
9,9,Duke,2.3,2.3,2.0,3.5,0.0,1.8
10,9,Wyoming,2.3,2.3,1.0,3.0,2.0,1.7
11,9,Rutgers,2.3,2.3,0.0,4.0,1.5,2.1
12,9,E Carolina,2.3,2.3,3.0,3.0,2.0,2.0
13,9,Northwestern,2.3,2.3,3.0,2.0,3.0,2.1
14,15,Georgia,2.3,2.7,3.0,2.5,2.0,1.3
15,15,Iowa,2.3,2.0,1.0,1.7,4.0,2.3
16,17,UAB,2.0,2.0,4.0,--,2.0,1.4
17,17,Texas Tech,2.0,2.0,1.0,1.0,2.5,1.0
18,17,LA Monroe,2.0,2.0,1.0,1.0,3.0,1.0
19,17,Cincinnati,2.0,2.0,4.0,0.0,4.0,2.2
20,17,USC,2.0,2.0,2.0,1.3,4.0,2.7
21,17,W Michigan,2.0,2.0,3.0,3.0,1.5,0.5
22,17,Washington,2.0,2.0,3.0,3.0,0.0,2.0
23,17,Penn State,2.0,2.0,1.0,1.5,3.0,1.0
24,17,Arkansas St,2.0,2.0,1.0,2.0,2.0,0.9
25,17,Michigan St,2.0,2.0,2.0,2.0,2.0,1.6
26,17,BYU,2.0,2.3,1.0,2.3,1.0,1.1
27,17,Bowling Grn,2.0,2.0,3.0,1.0,2.5,0.2
28,17,Maryland,2.0,2.0,1.0,2.5,1.0,0.8
29,17,VA Tech,2.0,2.0,2.0,2.0,2.0,1.5
30,31,N Mex State,1.8,1.7,2.0,2.0,1.5,--
31,31,Miss State,1.8,1.7,1.0,2.0,1.0,1.6
32,31,Minnesota,1.8,2.0,2.0,1.7,2.0,1.0
33,34,Oklahoma,1.7,1.7,1.0,1.7,--,1.8
34,34,Buffalo,1.7,1.7,3.0,1.0,2.0,1.4
35,34,Boston Col,1.7,1.7,2.0,2.0,1.5,1.9
36,34,TX-San Ant,1.7,1.7,2.0,2.0,1.5,1.6
37,34,Missouri,1.7,1.7,1.0,2.0,1.5,1.0
38,34,North Texas,1.7,1.7,1.0,0.0,2.5,1.0
39,34,Tulane,1.7,1.7,2.0,2.0,1.5,1.6
40,34,Kansas,1.7,1.7,2.0,2.0,1.5,1.1
41,34,Baylor,1.7,1.7,1.0,1.0,2.0,1.9
42,34,Toledo,1.7,1.7,1.0,1.0,2.0,1.5
43,34,Houston,1.7,1.7,1.0,1.0,2.0,0.8
44,34,LA Tech,1.7,1.7,1.0,0.5,4.0,1.3
45,34,Tulsa,1.7,1.7,2.0,2.0,1.5,1.8
46,34,LSU,1.7,1.7,2.0,2.0,1.5,2.2
47,34,San Diego St,1.7,1.7,1.0,2.0,1.0,1.6
48,34,GA Tech,1.7,1.7,3.0,1.0,2.0,1.8
49,34,Marshall,1.7,1.7,2.0,1.0,2.0,1.6
50,34,Alabama,1.7,1.7,1.0,1.0,2.0,1.7
51,52,Illinois,1.6,2.0,2.0,1.3,2.0,1.9
52,53,Mississippi,1.5,1.5,1.0,1.0,2.0,1.3
53,53,UCLA,1.5,1.3,0.0,2.0,0.0,1.6
54,53,Hawaii,1.5,2.0,3.0,2.0,1.3,1.9
55,53,Ohio State,1.5,1.3,2.0,1.3,2.0,2.4
56,53,TX Christian,1.5,1.5,3.0,1.5,--,1.2
57,58,Fla Atlantic,1.3,1.3,0.0,2.0,1.0,1.2
58,58,NC State,1.3,1.3,1.0,2.0,0.0,1.1
59,58,S Mississippi,1.3,1.3,1.0,2.0,1.0,1.2
60,58,Utah State,1.3,1.3,1.0,1.0,1.5,0.7
61,58,Middle Tenn,1.3,1.3,1.0,--,1.3,1.6
62,58,Pittsburgh,1.3,1.3,0.0,0.5,3.0,1.7
63,58,Texas State,1.3,1.3,0.0,1.0,1.5,1.3
64,58,Charlotte,1.3,1.3,0.0,1.0,2.0,1.3
65,58,Utah,1.3,1.3,3.0,3.0,0.5,2.6
66,58,Oklahoma St,1.3,1.3,2.0,1.0,2.0,1.5
67,58,TX El Paso,1.3,1.3,2.0,2.0,1.0,0.7
68,58,Indiana,1.3,1.3,0.0,2.0,1.0,2.5
69,58,E Michigan,1.3,1.3,1.0,1.0,1.5,2.0
70,58,S Methodist,1.3,1.3,1.0,2.0,1.0,1.8
71,58,New Mexico,1.3,1.3,1.0,2.0,1.0,1.9
72,73,Fresno St,1.3,1.3,1.0,1.0,1.5,1.7
73,73,Army,1.3,1.0,1.0,1.0,2.0,1.7
74,73,Arkansas,1.3,0.7,1.0,1.3,1.0,1.8
75,73,N Carolina,1.3,1.0,0.0,1.5,1.0,0.9
76,73,U Mass,1.3,1.0,0.0,1.5,1.0,0.5
77,78,Florida Intl,1.0,1.0,2.0,0.0,1.5,0.8
78,78,California,1.0,1.0,1.0,1.0,1.0,1.3
79,78,Miami (OH),1.0,1.0,0.0,--,1.0,0.7
80,78,Virginia,1.0,1.0,0.0,1.0,1.0,1.9
81,78,Central FL,1.0,1.0,1.0,1.0,1.0,2.2
82,78,Florida St,1.0,1.0,0.0,0.5,2.0,1.6
83,78,Navy,1.0,1.0,0.0,1.5,0.0,0.9
84,78,Temple,1.0,1.0,1.0,1.0,1.0,1.7
