,Rank,Team,2021,Last 3,Last 1,Home,Away,2020
0,1,Ohio State,559.8,591.3,655.0,584.0,517.5,519.4
1,2,W Kentucky,522.9,515.7,608.0,511.4,534.4,294.5
2,3,Virginia,515.1,460.0,514.0,500.8,529.4,412.8
3,4,Pittsburgh,511.4,529.3,509.0,514.7,506.5,372.0
4,5,Alabama,509.4,522.0,671.0,532.8,474.3,541.8
5,6,Mississippi,506.1,480.0,470.0,538.0,458.3,555.9
6,7,Wake Forest,497.8,475.7,406.0,484.0,511.6,428.3
7,8,Coastal Car,480.6,415.0,498.0,504.3,445.0,448.4
8,9,N Carolina,479.3,498.0,384.0,520.3,417.8,537.0
9,10,S Methodist,469.7,384.3,199.0,560.5,409.2,501.4
10,11,Tennessee,464.5,469.7,561.0,455.3,478.3,346.2
11,12,Marshall,462.8,434.7,588.0,440.5,477.7,365.1
12,13,Louisville,461.4,488.7,687.0,444.2,478.6,444.2
13,14,Florida,456.8,351.7,360.0,494.3,431.8,509.8
14,15,Central Mich,454.2,487.0,567.0,484.0,434.3,420.5
15,16,Kent State,453.8,544.0,495.0,570.0,404.0,612.5
16,17,E Carolina,452.2,503.0,563.0,447.5,455.3,403.3
17,18,W Michigan,451.6,487.7,485.0,469.8,433.4,479.7
18,19,Michigan,447.9,425.0,503.0,447.8,448.0,381.3
19,20,BYU,446.4,542.0,507.0,465.8,427.0,521.4
20,21,UCLA,445.8,507.3,609.0,429.5,465.4,455.7
21,22,USC,445.7,448.0,484.0,463.3,419.3,416.7
22,23,Utah State,444.4,416.0,381.0,413.6,475.2,275.8
23,24,App State,442.3,412.3,445.0,498.0,405.2,445.2
24,25,TX-San Ant,441.4,437.0,375.0,396.4,486.4,407.8
25,26,Nebraska,440.9,404.0,452.0,472.8,409.0,391.5
26,27,Fresno St,440.7,412.7,397.0,443.2,438.2,479.3
27,28,TX Christian,439.8,445.3,493.0,459.7,410.0,412.4
28,29,Duke,438.8,395.0,458.0,502.2,375.4,379.7
29,30,Tulsa,438.6,447.0,513.0,435.0,442.2,414.1
30,31,Miss State,437.5,470.3,487.0,394.8,480.2,340.2
31,32,Iowa State,437.4,427.7,362.0,438.3,436.8,436.3
32,33,Arkansas,437.2,383.0,468.0,466.0,408.4,391.5
33,34,Georgia,436.0,448.7,487.0,459.2,412.8,424.1
34,34,Oregon St,436.0,425.7,327.0,423.6,448.4,408.9
35,36,Cincinnati,433.6,480.0,544.0,498.8,368.4,442.8
36,37,Utah,431.9,478.3,386.0,415.5,442.8,409.8
37,38,Kentucky,430.5,577.3,707.0,516.8,301.0,318.3
38,39,North Texas,430.3,523.7,611.0,377.0,465.8,490.1
39,40,Texas,428.7,378.7,355.0,517.0,355.2,475.4
40,41,Oregon,427.1,387.3,294.0,442.8,411.4,412.9
41,42,N Illinois,425.5,547.7,505.0,409.0,436.5,367.5
42,43,Memphis,424.5,375.3,322.0,374.4,474.6,441.8
43,44,Oklahoma,424.1,369.0,306.0,421.5,428.0,483.4
44,45,Purdue,422.7,516.3,474.0,393.6,447.0,391.2
45,46,Liberty,421.5,451.3,293.0,442.5,407.5,478.9
46,47,Baylor,421.2,397.7,387.0,437.4,405.0,310.2
47,48,Toledo,420.6,537.3,401.0,416.0,423.7,494.0
48,49,Oklahoma St,418.2,464.7,427.0,482.4,354.0,427.5
49,50,Auburn,417.0,362.7,379.0,463.2,370.8,382.8
50,51,Houston,416.7,518.0,462.0,397.8,429.3,408.9
51,52,Nevada,416.2,364.7,369.0,436.8,395.6,441.4
52,53,Air Force,415.7,470.0,499.0,428.8,407.0,389.3
53,54,Texas Tech,415.2,336.7,108.0,419.4,411.0,408.6
54,55,Michigan St,413.7,387.7,224.0,412.3,414.7,330.6
55,56,Miami (FL),413.0,448.7,424.0,432.3,384.0,440.3
56,57,NC State,411.5,427.0,399.0,418.8,404.2,386.2
57,58,Arizona St,410.6,359.3,266.0,437.2,384.0,458.5
58,59,Maryland,410.4,409.7,359.0,428.2,383.8,409.0
59,60,LA Lafayette,410.3,365.3,296.0,468.0,371.8,421.8
60,61,Colorado St,408.6,438.7,651.0,395.8,417.2,323.5
61,62,Notre Dame,406.8,455.7,514.0,426.4,372.5,448.5
62,63,Miami (OH),403.9,483.7,346.0,467.5,361.5,365.3
63,64,California,402.2,426.0,636.0,390.3,411.8,318.0
64,65,Buffalo,402.2,414.7,384.0,394.4,410.0,478.1
65,66,Texas A&M,395.9,422.0,378.0,431.7,342.3,439.3
66,67,Missouri,395.4,332.3,286.0,398.3,391.0,402.0
67,68,TX El Paso,394.1,414.7,488.0,384.8,403.4,354.7
68,69,E Michigan,393.5,454.7,422.0,403.0,384.0,406.3
69,70,Army,393.4,445.3,419.0,463.6,305.8,303.2
70,71,Ohio,392.7,451.0,445.0,406.0,379.4,362.7
71,72,Wisconsin,390.5,491.3,398.0,366.0,433.3,345.6
72,73,Boise State,390.4,427.3,427.0,393.8,386.2,352.6
73,74,Charlotte,389.8,420.3,364.0,422.8,356.8,377.7
74,75,Florida St,387.0,356.7,365.0,427.3,326.5,382.3
75,76,Fla Atlantic,386.5,350.0,301.0,491.5,316.5,324.6
76,77,Central FL,384.8,383.0,537.0,409.0,360.6,568.1
77,78,GA Tech,383.6,298.7,224.0,392.5,377.7,389.9
78,79,Georgia State,383.1,371.3,434.0,385.8,380.8,424.3
79,80,Hawaii,382.0,345.0,535.0,398.8,368.0,384.0
80,81,Wash State,377.2,417.7,482.0,391.8,355.3,384.0
81,82,UAB,376.8,430.0,474.0,388.5,369.0,394.1
82,83,LSU,376.6,338.0,411.0,403.0,350.2,433.9
83,84,Arkansas St,375.8,335.7,270.0,391.3,365.5,481.4
84,85,LA Tech,373.2,366.7,250.0,384.8,361.6,290.7
85,86,Minnesota,368.6,363.0,391.0,345.3,396.6,391.0
