,Rank,Team,Rating,Hi,Low,Last
0,1,Georgia,34.9,1,20,2
1,2,Ohio State,29.2,1,20,1
2,3,Oklahoma St,28.9,3,104,4
3,4,Notre Dame,28.3,4,63,6
4,5,Michigan,25.7,1,37,8
5,6,Utah,23.4,5,118,7
6,7,Wisconsin,23.0,3,66,3
7,8,Alabama,21.2,1,21,5
8,9,Clemson,18.8,3,44,16
9,10,W Kentucky,18.3,10,89,32
10,11,Cincinnati,18.0,4,30,17
11,12,Penn State,17.7,5,35,14
12,13,Texas A&M,17.0,6,53,9
13,14,NC State,16.1,1,51,11
14,15,Purdue,16.0,14,51,27
15,16,UCLA,15.6,1,63,18
16,17,App State,14.3,8,63,15
17,18,Iowa State,14.2,7,103,21
18,19,Wake Forest,13.8,10,60,24
19,20,Miss State,13.7,10,89,10
20,21,Arkansas,13.6,7,49,29
21,22,Minnesota,13.2,6,72,23
22,23,Wash State,13.1,19,107,48
23,24,Oklahoma,11.9,4,41,19
24,25,Baylor,11.7,9,102,13
25,26,Tennessee,11.5,10,116,22
26,27,Illinois,11.4,3,94,50
27,28,Pittsburgh,11.0,4,63,20
28,29,Mississippi,10.7,3,65,26
29,30,Miami (FL),10.7,8,85,35
30,31,Kentucky,10.6,21,81,47
31,32,Kansas St,9.9,24,68,31
32,33,BYU,9.9,32,69,36
33,34,Louisville,8.5,11,84,12
34,35,Nebraska,8.3,6,126,25
35,36,Oregon,8.3,9,57,33
36,37,Iowa,8.2,2,58,57
37,38,LA Lafayette,8.0,30,107,34
38,39,Auburn,8.0,7,39,30
39,40,Michigan St,8.0,4,57,49
40,41,N Carolina,7.6,9,66,44
41,42,LSU,7.6,24,64,43
42,43,Boise State,7.0,10,58,40
43,44,Houston,6.7,16,96,39
44,45,Central Mich,6.7,40,106,51
45,46,Nevada,6.1,37,78,68
46,47,California,5.7,28,87,28
47,48,Florida St,5.5,27,102,38
48,49,Tulsa,4.4,28,125,64
49,50,North Texas,4.0,48,120,73
50,51,Army,4.0,8,75,55
51,52,Oregon St,4.0,27,73,42
52,53,VA Tech,3.5,6,80,66
53,54,Toledo,3.5,35,104,60
54,55,Fresno St,3.5,2,94,59
55,56,Air Force,3.3,38,102,54
56,57,Arizona St,2.6,20,117,61
57,58,S Carolina,2.5,33,96,58
58,59,E Carolina,1.8,39,120,53
59,60,W Virginia,1.7,12,61,46
60,61,Texas Tech,1.6,22,124,62
61,62,S Methodist,1.2,28,114,41
62,63,Georgia State,1.1,57,123,76
63,64,Navy,0.6,64,129,79
64,65,San Diego St,0.1,58,108,75
65,66,Tulane,-0.2,10,115,78
66,67,Missouri,-0.6,48,101,71
67,68,Miami (OH),-0.7,67,100,74
68,69,Utah State,-1.8,39,126,83
69,70,Old Dominion,-2.2,69,124,91
70,71,Central FL,-2.4,9,76,56
71,72,Texas,-2.5,5,78,77
72,73,Maryland,-2.6,10,105,95
73,74,Colorado,-2.6,36,110,87
74,75,TX-San Ant,-2.6,30,108,37
75,76,Boston Col,-2.8,23,83,63
76,77,Virginia,-2.8,13,77,52
77,78,UAB,-3.5,4,80,65
78,79,Florida,-3.7,6,81,81
79,80,Marshall,-3.7,5,89,45
80,81,Memphis,-4.2,65,91,70
81,82,Coastal Car,-4.4,11,109,72
82,83,Syracuse,-4.4,27,86,67
83,84,Middle Tenn,-5.1,69,115,85
84,85,Liberty,-5.3,21,89,89
85,86,USC,-5.4,20,92,88
86,87,Arizona,-5.8,69,120,82
87,88,Washington,-5.8,34,117,69
88,89,Rutgers,-5.9,11,109,80
89,90,Kent State,-6.2,69,112,102
90,91,Wyoming,-6.2,70,116,84
91,92,E Michigan,-6.8,73,119,86
92,93,Kansas,-9.3,80,129,92
93,94,W Michigan,-10.2,47,112,96
94,95,N Illinois,-10.3,65,113,93
95,96,Hawaii,-10.6,93,128,115
96,97,S Florida,-10.7,20,127,101
97,98,Northwestern,-11.9,67,117,90
98,99,TX Christian,-12.1,30,101,99
99,100,GA Tech,-12.2,32,100,97
100,101,Ball State,-12.7,58,122,105
101,102,Ohio,-12.8,78,127,94
102,103,Vanderbilt,-13.1,98,130,100
103,104,TX El Paso,-13.5,89,130,98
104,105,GA Southern,-13.7,84,124,117
105,106,S Alabama,-13.8,54,117,116
106,107,LA Monroe,-13.9,102,129,110
107,108,UNLV,-14.0,101,128,107
108,109,Indiana,-14.9,17,109,109
109,110,S Mississippi,-15.8,100,129,120
110,111,San Jose St,-16.2,13,125,104
111,112,Troy,-16.7,25,112,106
112,113,LA Tech,-18.2,55,118,118
113,114,Colorado St,-18.6,42,129,103
114,115,Buffalo,-18.9,3,117,114
115,116,Rice,-19.0,82,130,111
116,117,Texas State,-20.0,86,125,119
117,118,Stanford,-20.3,23,119,113
118,119,Fla Atlantic,-20.6,49,119,108
119,120,Arkansas St,-21.0,71,125,112
120,121,Bowling Grn,-21.4,98,129,121
121,122,New Mexico,-22.5,109,129,122
122,123,Charlotte,-22.9,85,123,123
123,124,N Mex State,-25.8,120,130,125
124,125,Duke,-26.0,85,126,126
125,126,Connecticut,-27.6,111,130,127
126,127,Akron,-30.7,106,130,124
127,128,Temple,-34.7,96,128,128
128,129,U Mass,-37.6,87,130,130
129,130,Florida Intl,-41.6,15,130,129
