,Rank,Team,Rating,Hi,Low,Last
0,1,Georgia,37.8,1,20,1
1,2,Alabama,27.1,1,21,3
2,3,Michigan,27.1,1,37,2
3,4,Iowa,22.2,2,58,10
4,5,Ohio State,20.2,1,20,11
5,6,Texas,20.0,5,78,5
6,7,Cincinnati,19.7,4,30,9
7,8,Mississippi,19.3,3,65,4
8,9,Nebraska,19.2,6,126,27
9,10,Pittsburgh,18.5,4,63,22
10,11,Florida,17.1,6,81,6
11,12,Oklahoma,15.5,4,41,8
12,13,Penn State,15.2,5,35,24
13,14,Arkansas,14.7,7,49,7
14,15,Tennessee,14.0,10,116,41
15,16,Michigan St,13.3,4,57,14
16,17,Auburn,13.1,7,39,23
17,18,Notre Dame,12.4,4,63,13
18,19,Clemson,12.1,3,44,18
19,20,Wake Forest,11.0,10,60,21
20,21,Oregon,10.4,9,57,19
21,22,Coastal Car,10.4,11,109,37
22,23,NC State,10.2,1,51,15
23,24,W Virginia,9.9,12,61,12
24,25,Iowa State,9.7,7,103,49
25,26,N Carolina,9.6,9,66,34
26,27,Liberty,9.5,21,89,45
27,28,Oregon St,9.2,27,73,28
28,29,App State,8.6,8,63,43
29,30,S Methodist,8.0,28,114,38
30,31,Baylor,8.0,9,102,26
31,32,UCLA,7.9,1,63,20
32,33,Rutgers,7.9,11,109,16
33,34,Arizona St,7.9,20,117,64
34,35,Houston,7.3,16,96,70
35,36,Kansas St,6.8,24,68,50
36,37,Boston Col,6.8,23,83,42
37,38,LSU,6.7,24,64,33
38,39,USC,6.6,20,92,58
39,40,Miss State,6.2,10,89,47
40,41,Purdue,6.2,14,51,29
41,42,Maryland,5.8,10,105,17
42,43,Boise State,5.8,10,58,25
43,44,Texas A&M,5.8,6,53,31
44,45,Virginia,5.1,13,77,53
45,46,Stanford,5.0,23,119,59
46,47,W Michigan,4.9,47,112,52
47,48,Kentucky,4.7,21,81,60
48,49,Marshall,4.5,5,89,39
49,50,Miami (FL),4.3,8,85,46
50,51,VA Tech,4.2,6,80,51
51,52,Louisville,4.2,11,84,48
52,53,S Carolina,4.2,33,96,55
53,54,BYU,4.1,32,69,57
54,55,Minnesota,3.9,6,72,68
55,56,Nevada,3.7,37,78,74
56,57,TX Christian,3.5,30,101,65
57,58,Oklahoma St,3.1,3,104,62
58,59,Texas Tech,2.9,22,124,71
59,60,GA Tech,2.5,32,100,32
60,61,Air Force,2.5,38,102,75
61,62,Central FL,2.4,9,76,30
62,63,Washington,2.4,34,117,56
63,64,TX-San Ant,2.2,30,108,35
64,65,Fresno St,1.9,2,94,36
65,66,Wisconsin,1.8,3,66,54
66,67,Toledo,1.5,35,104,78
67,68,Fla Atlantic,0.9,49,119,82
68,69,UAB,0.6,4,80,40
69,70,Syracuse,0.6,27,86,63
70,71,Army,0.4,8,75,44
71,72,San Diego St,-0.6,58,108,76
72,73,Indiana,-0.6,17,109,69
73,74,W Kentucky,-0.8,10,89,61
74,75,E Carolina,-1.1,39,120,88
75,76,Utah,-1.5,5,118,79
76,77,Buffalo,-1.8,3,117,77
77,78,LA Lafayette,-3.6,30,107,81
78,79,LA Tech,-4.5,55,118,91
79,80,Tulane,-4.8,10,115,66
80,81,Memphis,-5.4,65,91,73
81,82,Miami (OH),-6.0,67,100,92
82,83,Troy,-6.2,25,112,87
83,84,Illinois,-6.4,3,94,72
84,85,Missouri,-6.5,48,101,67
85,86,Middle Tenn,-6.8,69,115,96
86,87,California,-6.8,28,87,80
87,88,Kent State,-6.9,69,112,83
88,89,Utah State,-7.1,39,126,89
89,90,Wyoming,-7.2,70,116,95
90,91,Florida St,-7.5,27,102,94
91,92,S Alabama,-8.0,54,117,101
92,93,Wash State,-8.2,19,107,107
93,94,E Michigan,-8.3,73,119,84
94,95,Colorado St,-8.6,42,129,99
95,96,Hawaii,-9.1,93,128,106
96,97,Duke,-9.3,85,126,85
97,98,N Illinois,-9.8,65,113,102
98,99,Bowling Grn,-10.0,98,129,104
99,100,Colorado,-10.3,36,110,97
100,101,Charlotte,-10.4,85,123,100
101,102,Central Mich,-10.6,40,106,90
102,103,San Jose St,-11.7,13,125,98
103,104,Northwestern,-12.4,67,117,86
104,105,Tulsa,-12.9,28,125,93
105,106,Old Dominion,-13.4,69,124,103
106,107,Ball State,-13.9,58,122,117
107,108,S Florida,-14.1,20,127,105
108,109,Navy,-14.5,64,129,122
109,110,Temple,-15.8,96,128,116
110,111,GA Southern,-16.6,84,124,118
111,112,Georgia State,-17.0,57,123,108
112,113,Arizona,-17.3,69,120,111
113,114,TX El Paso,-17.3,89,130,114
114,115,North Texas,-17.4,48,120,112
115,116,UNLV,-18.1,101,128,119
116,117,S Mississippi,-18.2,100,129,115
117,118,Florida Intl,-21.7,15,130,113
118,119,LA Monroe,-22.7,102,129,109
119,120,Rice,-22.8,82,130,125
120,121,Arkansas St,-22.9,71,125,110
121,122,N Mex State,-23.3,120,130,129
122,123,Texas State,-24.0,86,125,120
123,124,New Mexico,-24.4,109,129,121
124,125,Vanderbilt,-24.9,98,130,123
125,126,Ohio,-26.2,78,127,127
126,127,Kansas,-28.1,80,129,124
127,128,Connecticut,-28.6,111,130,130
128,129,U Mass,-28.7,87,130,126
129,130,Akron,-30.9,106,130,128
