,Rank,Team,2021,Last 3,Last 1,Home,Away,2020
0,1,Iowa,3.0,4.0,1.0,2.0,5.5,2.3
1,2,Middle Tenn,2.6,3.3,3.0,6.0,1.8,1.6
2,2,Wake Forest,2.6,1.7,1.0,3.3,1.5,1.6
3,2,Cincinnati,2.6,3.0,3.0,2.0,3.5,2.2
4,5,Boise State,2.4,1.7,1.0,2.0,3.0,0.4
5,6,E Carolina,2.4,2.7,1.0,3.5,1.7,2.0
6,7,Notre Dame,2.3,2.7,2.0,1.3,3.3,1.4
7,7,S Carolina,2.3,2.0,2.0,3.0,1.7,1.1
8,9,S Alabama,2.2,1.7,1.0,2.0,2.5,1.3
9,10,Wash State,2.2,1.7,2.0,2.3,2.0,1.5
10,10,Troy,2.2,3.3,4.0,1.5,2.5,1.3
11,12,Oregon St,2.0,2.3,1.0,2.0,2.0,0.9
12,12,TX-San Ant,2.0,2.3,2.0,2.3,1.7,1.6
13,12,UAB,2.0,2.0,1.0,2.5,1.8,1.4
14,12,Nevada,2.0,3.0,5.0,3.0,1.3,1.0
15,12,Kent State,2.0,1.3,0.0,2.0,2.0,1.3
16,12,Hawaii,2.0,3.0,0.0,4.0,1.0,1.9
17,18,Fresno St,1.8,2.3,5.0,1.0,2.3,1.7
18,18,Michigan St,1.8,1.7,3.0,1.5,2.0,1.6
19,18,TX El Paso,1.8,2.3,3.0,2.3,1.3,0.7
20,18,Marshall,1.8,2.0,2.0,1.5,2.0,1.6
21,18,Ohio State,1.8,2.3,2.0,1.5,2.5,2.4
22,23,LA Tech,1.8,1.7,4.0,0.5,2.7,1.3
23,23,Penn State,1.8,1.3,1.0,1.7,2.0,1.0
24,23,Oregon,1.8,1.7,0.0,2.7,0.5,1.0
25,23,Colorado St,1.8,2.3,3.0,2.0,1.7,1.3
26,23,Houston,1.8,1.7,1.0,1.0,2.0,0.8
27,28,Illinois,1.7,2.0,2.0,1.6,2.0,1.9
28,29,Baylor,1.7,1.7,1.0,1.0,2.3,1.9
29,29,Duke,1.7,1.0,1.0,3.0,0.3,1.8
30,29,Toledo,1.7,1.7,0.0,1.0,2.0,1.5
31,29,Air Force,1.7,2.3,2.0,1.3,2.0,1.3
32,29,Tulsa,1.7,1.7,1.0,2.0,1.3,1.8
33,29,Alabama,1.7,1.7,3.0,1.0,2.0,1.7
34,29,USC,1.7,1.3,0.0,1.0,3.0,2.7
35,29,Vanderbilt,1.7,2.7,4.0,1.0,2.3,1.0
36,37,LA Monroe,1.6,1.3,3.0,1.3,2.0,1.0
37,37,Washington,1.6,1.7,0.0,2.0,1.0,2.0
38,37,San Diego St,1.6,1.3,1.0,2.0,1.0,1.6
39,37,Northwestern,1.6,1.3,1.0,1.7,1.5,2.1
40,37,Wyoming,1.6,0.7,0.0,1.5,1.7,1.7
41,37,VA Tech,1.6,1.3,0.0,1.5,2.0,1.5
42,37,NC State,1.6,1.7,2.0,2.0,1.0,1.1
43,37,Central FL,1.6,2.0,1.0,2.0,1.3,2.2
44,45,BYU,1.6,1.0,1.0,1.8,1.3,1.1
45,45,UCLA,1.6,1.7,2.0,1.8,1.3,1.6
46,47,Missouri,1.5,1.3,1.0,1.5,1.5,1.0
47,47,Rutgers,1.5,0.7,0.0,2.0,1.0,2.1
48,47,N Mex State,1.5,1.3,1.0,2.0,1.3,--
